HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
DZ11L,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 9-13",.,6,.,1,1,1,.,1,.,.,.,2,.,.,.,1,13
DZ11M,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 0-8",.,3,3,2,2,1,.,1,4,.,1,2,.,1,.,1,21
DZ11N,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",1,11,5,3,11,1,3,.,1,.,5,2,.,.,.,4,47
DZ11P,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",10,56,5,10,20,6,7,.,4,1,15,34,.,2,.,17,187
DZ11Q,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",32,58,12,17,26,10,11,.,14,.,23,41,.,4,.,29,277
DZ11R,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",9,49,2,2,35,4,6,.,12,4,14,4,6,9,.,16,172
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",87,162,74,30,98,23,47,.,36,14,46,83,6,39,.,158,903
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",208,363,90,81,172,84,79,.,88,12,127,191,10,96,.,360,"1,961"
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",289,482,160,82,281,129,104,3,80,18,244,327,2,117,.,521,"2,839"
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",190,322,129,79,269,126,55,.,62,2,196,222,.,72,.,313,"2,037"
DZ12C,Bronchiectasis with CC Score 8+,9,10,6,5,7,.,11,.,9,.,3,2,1,2,.,8,73
DZ12D,Bronchiectasis with CC Score 5-7,18,25,51,24,9,2,12,.,16,.,11,4,.,25,.,14,211
DZ12E,Bronchiectasis with CC Score 2-4,17,26,63,11,4,4,9,.,16,.,26,12,.,13,.,21,222
DZ12F,Bronchiectasis with CC Score 0-1,3,4,20,3,1,.,.,.,5,.,13,2,.,8,.,5,64
DZ14F,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",.,1,.,1,1,.,.,.,.,.,.,3,.,.,.,1,7
DZ14G,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",.,2,.,1,.,.,1,.,.,.,.,.,.,.,.,.,4
DZ14H,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,.,1,.,.,1,.,.,.,.,2,.,.,.,.,4
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",1,2,4,.,4,.,.,.,1,.,1,10,.,.,.,.,23
DZ15M,Asthma with Interventions,2,3,.,3,1,.,.,.,1,.,1,.,.,.,.,1,12
DZ15N,"Asthma without Interventions, with CC Score 9+",4,8,1,4,1,.,1,.,7,.,.,.,.,4,.,5,35
DZ15P,"Asthma without Interventions, with CC Score 6-8",6,5,3,10,8,1,5,.,5,.,6,8,1,9,.,8,75
DZ15Q,"Asthma without Interventions, with CC Score 3-5",40,19,7,15,17,11,20,.,8,.,15,24,.,9,.,45,230
DZ15R,"Asthma without Interventions, with CC Score 0-2",28,49,20,23,46,28,5,.,12,.,37,59,.,11,.,54,372
DZ16H,"Pleural Effusion with Multiple Interventions, with CC Score 11+",1,.,.,.,1,.,.,.,.,.,1,.,.,.,.,1,4
DZ16J,"Pleural Effusion with Multiple Interventions, with CC Score 6-10",1,2,1,.,.,.,.,.,1,.,1,1,.,2,.,4,13
DZ16K,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",1,.,3,.,1,.,.,.,1,.,.,4,.,.,.,2,12
DZ16L,"Pleural Effusion with Single Intervention, with CC Score 11+",1,4,1,.,2,.,.,.,1,.,.,.,.,.,.,.,9
DZ16M,"Pleural Effusion with Single Intervention, with CC Score 6-10",.,4,1,3,9,2,.,.,.,.,3,7,.,3,.,6,38
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5",3,8,7,12,9,3,.,.,6,.,5,12,.,1,.,21,87
DZ16P,"Pleural Effusion without Interventions, with CC Score 11+",4,5,9,1,1,.,.,.,.,.,.,.,.,.,.,1,21
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",21,11,7,13,18,1,1,.,.,.,5,11,1,7,.,18,114
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",12,13,13,13,13,9,2,.,5,.,13,12,.,20,.,36,161
DZ17L,"Respiratory Neoplasms with Multiple Interventions, with CC Score 10+",.,.,1,.,1,.,.,.,1,.,.,.,.,.,.,1,4
DZ17M,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",3,.,.,1,1,.,.,.,.,.,1,.,.,.,.,2,8
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",1,1,3,1,.,1,.,.,.,.,2,2,.,.,.,1,12
DZ17P,"Respiratory Neoplasms with Single Intervention, with CC Score 10+",3,2,2,1,6,.,.,.,3,.,.,4,.,.,.,3,24
DZ17Q,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9",3,5,5,2,10,2,1,.,.,.,3,6,.,1,.,10,48
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",9,6,11,10,9,3,.,.,4,.,8,12,.,6,.,10,88
DZ17S,"Respiratory Neoplasms without Interventions, with CC Score 13+",5,3,2,1,4,.,.,.,1,.,.,.,1,1,.,4,22
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",29,14,24,4,24,3,2,.,6,2,16,22,2,6,.,36,190
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7",48,55,90,11,42,10,3,.,5,1,23,30,1,15,.,55,389
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3",20,19,86,6,18,9,.,.,1,.,12,22,.,14,.,35,242
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",2,.,.,1,.,.,.,.,.,.,1,3,.,.,.,1,8
DZ18E,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ18F,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",1,.,.,.,3,.,.,.,.,.,2,.,.,1,.,1,8
DZ18G,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,1,.,1,.,1,.,.,.,1,3,.,.,.,2,9
DZ19H,Other Respiratory Disorders with Multiple Interventions,.,.,.,1,1,.,.,.,2,.,.,3,.,1,.,2,10
DZ19J,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",1,5,3,.,1,1,.,.,.,.,2,2,.,1,.,1,17
DZ19K,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",6,1,3,.,2,.,.,.,.,.,3,4,.,1,.,3,23
DZ19L,"Other Respiratory Disorders without Interventions, with CC Score 11+",1,1,.,.,5,2,.,.,.,.,1,1,.,.,.,2,13
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10",28,28,20,8,32,10,4,1,7,2,19,44,5,9,1,25,243
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",42,37,36,18,30,20,1,.,6,1,29,52,.,15,1,47,335
DZ20D,Pulmonary Oedema with Interventions,.,.,.,.,2,1,.,.,.,.,1,1,.,1,.,.,6
DZ20E,"Pulmonary Oedema without Interventions, with CC Score 6+",9,1,4,1,9,1,.,.,.,.,5,7,1,3,.,1,42
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5",1,3,1,1,6,3,1,.,.,.,1,6,.,9,.,9,41
DZ22K,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 9+",1,4,3,2,5,1,1,.,1,1,1,1,.,.,.,3,24
DZ22L,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",5,4,12,10,5,6,.,.,.,.,.,5,.,6,.,12,65
DZ22M,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",2,2,6,.,11,1,.,.,4,5,2,1,1,2,.,14,51
DZ22N,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",20,18,30,31,43,11,14,2,15,8,3,25,10,35,.,60,325
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",101,138,145,71,167,62,46,1,57,15,27,133,5,97,.,289,"1,354"
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",106,212,159,103,267,74,48,.,39,.,58,160,.,117,.,271,"1,614"
DZ23H,Bronchopneumonia with Multiple Interventions,1,2,1,1,1,.,.,.,.,.,.,.,.,1,.,1,8
DZ23J,"Bronchopneumonia with Single Intervention, with CC Score 11+",2,9,1,.,4,.,.,.,1,.,3,.,.,2,.,3,25
DZ23K,"Bronchopneumonia with Single Intervention, with CC Score 0-10",7,19,6,2,4,3,.,.,1,.,1,.,1,1,.,8,53
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",16,36,4,6,22,3,1,.,12,3,8,6,2,11,.,26,156
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",53,80,23,16,32,13,.,.,20,3,26,7,.,53,.,115,441
DZ23N,"Bronchopneumonia without Interventions, with CC Score 0-5",46,59,28,18,19,13,.,.,11,.,13,18,.,57,.,64,346
DZ24J,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 10+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ24K,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 0-9",.,1,.,.,.,.,.,.,.,.,1,4,.,.,.,.,6
DZ24L,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 10+",1,3,2,1,8,1,1,.,.,.,3,1,.,.,.,5,26
DZ24M,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",3,12,7,6,4,2,5,.,1,.,5,7,.,1,.,3,56
DZ24N,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,4,1,.,11,.,3,.,1,.,5,.,1,.,.,1,27
DZ24P,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",8,34,12,11,29,5,8,.,11,2,3,3,1,8,.,13,148
DZ24Q,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",41,112,33,41,81,12,17,.,16,3,29,60,1,24,.,68,538
DZ24R,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",62,147,54,55,141,60,15,.,21,.,88,60,.,31,.,55,789
DZ25G,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 7+",.,1,.,1,.,.,.,.,1,.,.,1,.,.,.,.,4
DZ25H,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 0-6",.,2,.,1,1,1,1,.,.,.,1,1,.,.,.,.,8
DZ25J,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 10+",.,1,4,1,3,.,1,.,2,.,2,1,1,.,.,2,18
DZ25K,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9",2,5,6,1,8,1,.,.,14,.,1,1,.,.,.,12,51
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6",9,12,11,10,12,6,.,.,8,.,13,18,.,8,.,18,125
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",10,12,5,9,6,11,.,.,5,.,5,8,.,3,.,21,95
DZ26G,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 6+",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ26H,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 0-5",.,2,.,.,.,.,.,.,.,.,1,1,.,.,.,4,8
DZ26J,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 6+",1,1,.,1,1,.,.,.,.,.,.,2,1,.,.,3,10
DZ26K,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 3-5",2,3,.,1,2,.,.,.,1,.,1,6,.,1,.,6,23
DZ26L,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 0-2",5,4,1,1,9,.,.,.,.,.,.,9,.,2,.,1,32
DZ26M,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 6+",6,6,1,7,10,1,.,.,1,1,1,4,.,2,.,9,49
DZ26N,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5",9,8,.,4,4,2,.,.,.,.,3,5,.,2,.,5,42
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",5,11,.,11,10,13,.,.,.,.,5,18,.,6,.,27,106
DZ27N,"Respiratory Failure with Multiple Interventions, with CC Score 0-10",1,.,2,.,.,.,.,.,.,.,.,1,.,.,.,.,4
DZ27P,"Respiratory Failure with Single Intervention, with CC Score 11+",1,4,.,.,4,.,.,.,.,.,.,4,.,.,.,1,14
DZ27Q,"Respiratory Failure with Single Intervention, with CC Score 6-10",11,7,.,1,6,9,1,.,1,.,3,14,.,.,.,3,56
DZ27R,"Respiratory Failure with Single Intervention, with CC Score 0-5",6,4,3,6,.,19,2,.,3,.,7,6,.,.,.,2,58
DZ27S,"Respiratory Failure without Interventions, with CC Score 11+",4,1,1,.,4,.,.,.,.,.,4,1,1,.,.,4,20
DZ27T,"Respiratory Failure without Interventions, with CC Score 6-10",13,7,10,2,11,4,1,.,2,.,13,11,.,10,.,48,132
DZ27U,"Respiratory Failure without Interventions, with CC Score 0-5",10,16,13,4,6,9,3,.,1,.,13,23,.,9,.,23,130
DZ28A,Pleurisy with CC Score 3+,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,1,3
DZ28B,Pleurisy with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,2,1,.,.,.,1,5
DZ29G,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with Interventions",.,2,.,.,.,1,.,.,.,.,.,.,.,.,.,2,5
DZ29H,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 5+",.,.,9,.,4,.,.,1,2,.,.,1,.,.,.,3,20
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",10,7,1,3,1,.,.,1,.,.,5,.,.,.,.,.,28
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",.,4,1,2,4,.,.,.,.,.,.,2,.,.,.,.,13
DZ51Z,Complex Tuberculosis,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,2,5
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",1,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,7
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
DZ63D,"Major Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63E,"Major Thoracic Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",1,3,2,.,7,.,.,.,1,.,.,10,.,.,.,.,24
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",1,2,4,.,4,.,.,.,.,.,2,9,.,.,.,4,26
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",1,1,.,.,1,.,.,.,.,.,.,11,.,.,.,.,14
DZ64D,"Intermediate Thoracic Procedures, between 2 and 18 years",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ65A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 9+",.,1,1,.,1,.,.,.,3,1,.,.,.,.,.,.,7
DZ65B,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 0-8",1,1,1,1,.,1,.,.,1,.,.,.,.,.,.,1,7
DZ65C,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 9+",7,4,.,1,8,1,.,.,4,1,3,6,.,.,.,6,41
DZ65D,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 5-8",17,17,4,9,17,5,5,.,17,.,12,33,.,5,.,18,159
DZ65E,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 0-4",18,27,4,18,27,9,8,.,11,.,31,30,.,1,.,20,204
DZ65F,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 13+",1,6,5,.,4,4,.,.,5,1,3,.,2,3,.,4,38
DZ65G,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 9-12",14,29,19,14,47,8,15,.,14,3,17,19,7,31,.,53,290
DZ65H,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 5-8",175,164,116,59,174,58,46,.,58,12,158,136,10,118,.,359,"1,643"
DZ65J,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 0-4",228,321,235,116,380,171,74,1,88,4,464,262,1,141,.,455,"2,941"
DZ67Z,Major Therapeutic Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EB02A,Endocarditis with CC Score 10+,.,1,11,1,1,.,.,.,.,.,1,4,1,.,.,12,32
EB02B,Endocarditis with CC Score 5-9,.,.,6,3,5,7,2,.,.,1,1,8,.,2,.,11,46
EB02C,Endocarditis with CC Score 0-4,1,8,2,3,.,3,.,.,.,.,.,3,.,.,.,1,21
EB03A,"Heart Failure or Shock, with CC Score 14+",6,17,8,3,33,13,5,.,9,2,6,8,3,.,.,21,134
EB03B,"Heart Failure or Shock, with CC Score 11-13",10,32,25,5,39,9,15,.,24,4,16,45,7,9,.,73,313
EB03C,"Heart Failure or Shock, with CC Score 8-10",57,117,82,51,114,34,33,.,35,14,45,74,6,41,1,183,887
EB03D,"Heart Failure or Shock, with CC Score 4-7",142,245,95,86,164,84,39,.,61,13,126,118,2,71,.,274,"1,520"
EB03E,"Heart Failure or Shock, with CC Score 0-3",27,66,25,38,49,31,6,.,1,2,27,31,.,15,.,56,374
EB04Z,Hypertension,5,16,10,6,14,7,4,.,6,1,10,16,.,13,.,24,132
EB05A,Cardiac Arrest with CC Score 9+,5,1,1,3,1,.,.,.,1,.,2,.,1,.,.,1,16
EB05B,Cardiac Arrest with CC Score 5-8,9,5,5,1,1,.,.,.,2,.,2,2,.,2,.,5,34
EB05C,Cardiac Arrest with CC Score 0-4,2,5,.,1,4,1,.,.,3,.,1,1,.,2,.,2,22
EB06A,Cardiac Valve Disorders with CC Score 13+,.,1,2,.,2,2,.,.,1,1,.,2,.,.,.,4,15
EB06B,Cardiac Valve Disorders with CC Score 9-12,6,5,19,2,5,4,7,.,3,.,.,9,.,.,.,13,73
EB06C,Cardiac Valve Disorders with CC Score 5-8,19,38,18,12,41,4,4,.,4,.,9,23,.,5,.,21,198
EB06D,Cardiac Valve Disorders with CC Score 0-4,12,34,10,19,19,11,3,.,1,.,9,18,.,5,.,17,158
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+",3,4,2,1,10,.,4,.,1,.,.,9,1,3,.,9,47
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",8,15,3,8,15,6,6,.,7,.,6,10,1,6,.,21,112
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",25,58,19,20,51,20,12,.,32,2,19,44,.,17,.,62,381
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",46,98,39,62,93,31,26,.,50,1,63,60,1,42,.,140,752
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",60,118,37,70,126,71,21,.,33,.,55,82,.,30,1,132,836
EB08A,"Syncope or Collapse, with CC Score 13+",1,2,.,.,9,2,2,.,1,.,.,.,2,1,.,12,32
EB08B,"Syncope or Collapse, with CC Score 10-12",14,4,5,2,16,5,2,.,5,3,2,18,1,6,.,14,97
EB08C,"Syncope or Collapse, with CC Score 7-9",19,28,10,9,30,10,6,.,10,1,22,28,2,21,.,55,251
EB08D,"Syncope or Collapse, with CC Score 4-6",46,71,24,23,62,31,13,.,14,1,36,75,1,42,.,105,544
EB08E,"Syncope or Collapse, with CC Score 0-3",36,99,15,27,57,41,16,.,18,2,39,88,.,33,.,111,582
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,43,4,2,10,12,4,.,2,1,2,6,2,5,.,21,114
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",9,70,1,9,40,10,9,.,12,4,6,14,2,8,.,31,225
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",20,159,15,31,98,31,18,.,19,.,18,28,1,25,.,83,546
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",31,222,13,86,146,50,17,.,37,1,71,35,.,43,.,146,898
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",11,165,10,110,115,89,18,.,36,.,81,6,1,59,.,172,873
EB12A,Unspecified Chest Pain with CC Score 11+,1,2,1,1,6,1,5,.,10,.,.,5,.,1,.,6,39
EB12B,Unspecified Chest Pain with CC Score 5-10,43,32,21,17,71,15,31,.,22,.,32,40,.,13,.,90,427
EB12C,Unspecified Chest Pain with CC Score 0-4,46,77,26,51,109,51,46,.,19,.,51,67,.,20,.,105,668
EB13A,Angina with CC Score 12+,.,2,.,.,.,6,1,.,.,.,.,.,.,.,.,2,11
EB13B,Angina with CC Score 8-11,1,18,2,10,9,9,12,.,13,.,9,3,.,3,.,15,104
EB13C,Angina with CC Score 4-7,11,37,14,38,32,28,28,.,25,.,42,8,.,17,.,50,330
EB13D,Angina with CC Score 0-3,5,34,7,29,32,29,7,.,5,.,23,3,.,23,.,27,224
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,12,29,2,7,11,1,.,3,.,2,3,.,5,.,2,77
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,31,22,39,5,12,10,5,.,4,.,5,38,.,4,.,32,207
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,32,43,30,18,39,10,7,1,3,1,13,57,1,12,.,31,298
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,24,71,28,17,62,26,12,.,6,.,31,53,.,17,.,35,382
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,11,22,19,9,45,31,6,.,4,.,22,22,.,15,.,40,246
EB15A,Primary Pulmonary Hypertension with CC Score 9+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,2,.,.,.,.,.,.,.,.,1,.,.,.,.,3
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
EC10B,Very Complex Procedures for Congenital Heart Disease with CC Score 7-14,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC10C,Very Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC11C,Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC12B,Very Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC13A,Major Procedures for Congenital Heart Disease with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC13B,Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EC13C,Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EC14A,Intermediate Procedures for Congenital Heart Disease with CC Score 9+,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC14C,Intermediate Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC15A,Minor Procedures for Congenital Heart Disease with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,3
ED11Z,Standard Repair of Descending Thoracic Aorta,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED13A,Standard Repair of Aortic Root with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED13B,Standard Repair of Aortic Root with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED14A,Complex Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED14B,Complex Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED15A,Standard Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
ED15B,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
ED20B,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED21B,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED22C,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED23A,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED23B,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,18
ED24A,"Complex, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED24B,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
ED24C,"Complex, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
