HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
BZ45A,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",857,.,.,.,.,.,.,.,.,.,.,.,604,446,.,616,.,.,665
BZ45A,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,"1,091",.,.,.,.,.,.,"1,202",.,"1,128"
BZ45B,100,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",756,552,.,.,821,.,838,760,.,.,.,"1,010",.,610,.,"1,307","1,215",.,852
BZ45B,120,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,135,.,.,.,.,.,135
BZ45B,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","1,039",.,.,.,.,.,.,.,.,"1,139",679,.,508,527,488,711,.,.,653
BZ45B,140,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,773",.,481
BZ45B,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,"1,142",.,.,"1,534",.,.,.,"1,210",.,"1,196"
BZ45B,330,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,129,.,.,204,384,465,.,.,.,.,.,.,.,.,.,.,143,326
BZ45C,130,"Intermediate Oculoplastics Procedures, between 4 and 18 years","1,109",.,.,.,.,.,.,.,.,.,.,.,532,.,.,.,.,.,736
BZ45C,160,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,.,752
BZ45C,171,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,628",.,.,.,.,.,"1,628"
BZ45D,130,"Intermediate Oculoplastics Procedures, 3 years and under","1,088",.,.,.,.,.,.,.,.,.,.,.,862,.,.,.,.,.,966
BZ45D,160,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,229",.,.,.,.,.,"1,229"
BZ45D,171,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,282",.,.,.,"1,266",.,"1,271"
BZ45D,420,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,347",.,.,.,.,.,"1,347"
BZ46A,130,"Minor Oculoplastics Procedures, 19 years and over","1,062",.,.,.,.,.,.,.,.,.,677,.,342,484,505,780,.,.,452
BZ46A,140,"Minor Oculoplastics Procedures, 19 years and over",439,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,439
BZ46A,160,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,"1,084",.,.,.,.,.,.,"1,202",.,"1,162"
BZ46B,130,"Minor Oculoplastics Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,635,439,.,.,.,.,691
BZ46B,140,"Minor Oculoplastics Procedures, 18 years and under",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
BZ50Z,130,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",989,.,.,.,.,.,.,.,.,.,.,.,"3,489",.,.,.,.,.,"2,239"
BZ51A,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,989
BZ51B,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",989,.,.,.,.,.,.,.,.,.,.,.,"1,159",476,.,.,.,.,"1,013"
BZ52Z,130,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,.,"1,080"
BZ53A,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",989,.,.,.,.,.,.,.,.,.,.,.,"1,821",.,.,.,.,.,"1,322"
BZ53B,120,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,433",.,.,.,.,.,"1,433"
BZ53B,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",989,.,.,.,.,.,.,.,.,.,.,.,"1,008",.,.,.,.,.,"1,003"
BZ54A,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",857,.,.,.,.,.,.,.,.,.,.,.,"1,616",846,.,.,.,.,"1,330"
BZ54B,120,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,.,664
BZ54B,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",936,.,.,.,.,.,.,.,.,.,757,.,"1,620",.,.,725,.,.,"1,387"
BZ55Z,130,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,"1,341",.,.,.,.,.,"1,320"
BZ56A,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",791,.,.,.,.,.,.,.,.,822,.,.,335,.,.,.,.,.,520
BZ56B,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",996,.,.,.,.,.,.,.,.,.,689,.,346,471,488,.,.,.,499
BZ56C,130,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,"1,188",.,.,.,.,.,"1,138"
BZ57A,120,"Minor, Orbit or Lacrimal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,557,.,.,.,.,.,557
BZ57A,130,"Minor, Orbit or Lacrimal Procedures, 19 years and over",989,.,.,.,.,.,.,.,.,.,668,.,353,457,388,.,.,.,417
BZ57B,130,"Minor, Orbit or Lacrimal Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,.,805
BZ60B,130,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1","1,123",.,.,.,.,.,.,.,.,.,984,.,"1,787",.,.,.,.,.,"1,420"
BZ61B,130,"Complex, Cornea or Sclera Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,762,.,"1,645",.,.,.,.,.,"1,101"
BZ62A,130,"Very Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,822,667,.,708,.,.,.,.,.,713
BZ62B,130,"Very Major, Cornea or Sclera Procedures, with CC Score 0",791,.,.,.,.,.,.,.,.,822,701,.,"1,315",.,.,.,.,.,"1,132"
BZ63A,130,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,.,.,.,650
BZ63B,130,"Major, Cornea or Sclera Procedures, with CC Score 0",758,.,.,.,.,.,.,.,.,.,.,.,"1,064",.,.,.,.,.,920
BZ64A,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",791,.,.,.,.,.,.,.,.,822,658,.,796,.,.,.,.,.,758
BZ64B,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 0",791,.,.,.,.,.,.,.,.,.,684,.,"1,090",.,.,579,.,.,888
BZ65Z,130,"Minor, Cornea or Sclera Procedures",.,.,.,.,.,.,.,.,.,.,.,.,335,.,.,.,.,.,335
BZ71A,130,"Very Major Ocular Motility Procedures, 19 years and over","1,017",.,.,.,.,.,.,.,.,822,.,.,"2,356",.,.,.,.,.,"1,365"
BZ71B,130,"Very Major Ocular Motility Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,"2,044",.,.,.,.,.,"1,605"
BZ72A,130,"Major Ocular Motility Procedures, 19 years and over",997,.,.,.,.,.,.,.,.,940,720,.,"2,087",.,.,.,.,.,"1,432"
BZ72B,130,"Major Ocular Motility Procedures, between 4 and 18 years",989,.,.,.,.,.,.,.,.,988,.,.,"2,050",.,.,.,.,.,"1,563"
BZ72C,130,"Major Ocular Motility Procedures, 3 years and under",989,.,.,.,.,.,.,.,.,.,.,.,"1,920",.,.,.,.,.,"1,547"
BZ73A,130,"Intermediate Ocular Motility Procedures, 19 years and over",989,.,.,.,.,.,.,.,.,.,.,.,893,.,.,.,.,.,925
BZ73A,303,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,.,.,659
BZ73B,130,"Intermediate Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,822,.,.,"2,281",.,.,.,.,.,"2,099"
BZ74A,130,"Minor Ocular Motility Procedures, 19 years and over",989,.,.,.,.,.,.,.,.,822,679,.,"1,146",.,.,.,.,.,987
BZ74B,130,"Minor Ocular Motility Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,"1,248",.,.,.,.,.,"1,184"
BZ80B,130,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,609",.,.,.,.,.,"1,609"
BZ81A,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,197",.,.,.,.,.,"2,197"
BZ81B,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,828",.,.,.,.,.,"1,828"
BZ82Z,130,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,996",.,.,.,.,.,"1,996"
BZ83A,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",544,.,.,.,.,.,.,.,.,.,.,.,"2,358",.,255,.,.,.,"1,498"
BZ83B,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",539,.,.,.,.,.,.,.,.,.,.,.,"1,493",.,.,.,.,.,"1,451"
BZ84A,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",544,.,.,.,.,.,.,.,.,.,.,.,417,.,255,.,.,.,438
BZ84B,100,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,639,.,.,639
BZ84B,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",547,.,.,.,.,.,.,671,.,.,675,.,473,.,255,543,.,.,492
BZ85Z,120,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,719,.,.,.,.,.,719
BZ85Z,130,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,615",.,.,.,.,.,"1,615"
BZ86A,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",603,.,.,.,.,.,.,.,.,.,668,.,353,.,255,.,.,.,378
BZ86B,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",593,.,.,.,.,.,.,.,.,.,670,.,386,.,256,.,.,.,449
BZ86C,130,"Intermediate Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,746,.,.,.,.,.,746
BZ87A,130,"Minor Vitreous Retinal Procedures, 19 years and over",739,.,.,.,.,.,.,.,.,.,723,.,429,.,.,.,.,.,480
BZ87A,140,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,553",.,"1,553"
BZ87B,120,"Minor Vitreous Retinal Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,786,.,.,.,.,.,786
BZ87B,130,"Minor Vitreous Retinal Procedures, between 4 and 18 years",528,.,.,.,.,.,.,.,.,.,.,.,"1,362",.,.,.,.,.,"1,112"
BZ87C,130,"Minor Vitreous Retinal Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,085",.,.,.,.,.,"1,085"
BZ88A,130,"Retinal Tomography, 19 years and over",791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,791
BZ89A,130,"Digital Retinal Photography, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,388,.,.,.,388
BZ90Z,130,"Very Complex, Glaucoma or Iris Procedures",660,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,660
BZ91A,130,"Complex, Glaucoma or Iris Procedures, with CC Score 2+",660,.,.,.,.,.,.,.,.,.,792,.,"2,373",.,.,.,.,.,"1,275"
BZ91B,130,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",660,.,.,.,.,.,.,.,.,.,819,.,"1,828",.,.,.,.,.,"1,259"
BZ92A,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",660,.,.,.,.,.,.,.,.,.,.,.,"1,493",.,.,.,.,.,"1,215"
BZ92B,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",663,.,.,.,.,.,.,.,.,.,763,.,"1,539",.,.,543,.,.,"1,144"
BZ93A,130,"Major, Glaucoma or Iris Procedures, with CC Score 2+",544,.,.,.,.,.,.,.,.,.,.,.,967,.,.,.,.,.,713
BZ93B,130,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",660,.,.,.,.,.,.,.,.,.,631,.,861,.,.,.,.,.,811
BZ94A,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",660,.,.,.,.,.,.,.,.,822,680,.,615,.,.,.,.,.,641
BZ94B,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",660,.,.,.,.,.,.,.,.,.,663,.,405,.,321,725,.,.,454
BZ95Z,130,"Minor, Glaucoma or Iris Procedures",660,.,.,.,.,.,.,.,.,.,687,.,364,.,321,.,.,.,464
CA03B,120,Major Neck Procedures with CC Score 0-1,.,"1,619",.,.,"1,649","1,193",.,.,.,.,.,.,"2,611",.,.,.,.,.,"1,968"
CA03B,171,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,478",.,.,.,.,.,"1,478"
CA04A,120,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,759,.,.,.,.,.,.,933,.,.,.,.,.,846
CA04B,120,"Intermediate Neck Procedures, 18 years and under",.,554,.,.,.,"1,201",.,.,.,.,.,.,"2,171",.,.,.,"1,143",.,"1,285"
CA04B,171,"Intermediate Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,557",.,.,.,"1,582",.,"1,907"
CA05A,100,"Minor Neck Procedures, 19 years and over","1,922",496,.,.,"1,018","1,087","1,030",760,.,949,"1,043","1,878",.,943,.,782,"1,049",.,976
CA05A,110,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,.,.,.,"1,057"
CA05A,120,"Minor Neck Procedures, 19 years and over","1,071","1,733",.,.,.,"1,116","1,217","1,183",.,.,.,"1,496","1,291","1,097",.,"1,569","1,143",.,"1,281"
CA05A,130,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,"1,010",.,"1,228",.,.,.,.,.,"1,066"
CA05A,140,"Minor Neck Procedures, 19 years and over",662,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,662
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110",.,"1,110"
CA05A,303,"Minor Neck Procedures, 19 years and over",.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405
CA05A,340,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,443,.,.,.,.,.,.,.,.,.,.,.,.,443
CA05A,502,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,"1,441",.,.,.,.,.,.,.,"1,441"
CA05B,100,"Minor Neck Procedures, 18 years and under",.,.,.,.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
CA05B,120,"Minor Neck Procedures, 18 years and under","1,071",.,.,.,.,"1,041",.,.,.,.,.,.,"1,383",930,.,.,"1,143",.,"1,074"
CA05B,171,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,507",.,.,.,"1,345",.,"1,926"
CA10A,120,"Septorhinoplasty, 19 years and over",.,"2,309",.,.,.,"1,556","1,793",.,.,.,.,"2,573","1,798",948,.,.,.,.,"1,838"
CA10B,120,"Septorhinoplasty, 18 years and under",.,.,.,.,.,"1,801",.,"1,045",.,.,.,.,.,.,.,.,"1,027",.,"1,291"
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA11A,120,"Septoplasty, 19 years and over",.,"2,352",.,.,"1,591","1,421","1,360","1,107",.,996,.,"2,295","1,235","1,135",.,"2,021",.,.,"1,542"
CA11B,120,"Septoplasty, 18 years and under",.,797,.,.,.,"1,325","1,320","1,107",.,.,.,"2,631","1,079","1,348",.,"2,021","1,064",.,"1,335"
CA12Z,120,Major Treatment of Epistaxis,.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,.,366
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",.,"1,655",.,.,.,901,.,.,.,.,.,.,320,.,.,.,.,.,971
CA13A,160,"Minor Treatment of Epistaxis, 19 years and over",.,.,.,.,.,.,.,.,.,"1,084",.,.,.,.,.,.,.,.,"1,084"
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under",730,"1,462",.,.,"1,129",756,.,.,.,.,.,.,599,"1,041",.,.,748,.,772
CA14Z,120,Nasal Polypectomy,730,"1,012",.,.,"1,129","1,024",867,"1,107",.,.,.,"1,838",989,856,.,"1,618",.,.,"1,042"
CA15Z,100,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,419,.,.,.,.,.,.,.,.,.,.,.,.,.,419
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",793,"1,149",.,.,822,"1,075",780,937,.,.,.,"1,173",881,.,.,"1,429",946,.,971
CA15Z,130,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,773,.,.,.,.,.,773
CA16Z,100,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,"1,095",.,.,811,.,.,.,886,.,.,.,925,"1,135",.,"1,066"
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose",730,"1,265",.,.,857,739,919,.,.,.,.,.,748,597,.,"1,423","1,084",.,918
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose",791,.,.,.,.,.,.,.,.,.,.,.,335,.,.,.,.,.,563
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose",324,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,324
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,967,.,.,"1,317",.,.,.,"1,072",.,"1,057"
CA16Z,330,"Excision or Biopsy, of Lesion of External Nose",.,129,.,.,204,479,424,.,.,.,.,.,.,.,.,.,136,143,323
CA20Z,120,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,030",.,.,.,.,.,"1,030"
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA21Z,120,Very Major Nose Procedures,.,"3,072",.,.,.,"2,529",.,.,.,969,.,"2,153","1,263",.,.,.,.,.,"1,995"
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA21Z,330,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136,.,136
CA22Z,120,Major Nose Procedures,"1,328","2,442",.,.,"1,022","1,817","1,911","1,095",.,.,.,"2,334","1,090",897,.,"1,901",.,.,"1,591"
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,552",.,.,.,"1,194",.,"1,295"
CA22Z,330,Major Nose Procedures,.,.,.,.,.,564,.,.,.,.,.,.,.,.,.,.,136,.,138
CA23Z,100,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,468,.,.,.,.,468
CA23Z,120,Intermediate Nose Procedures,839,"2,032",.,.,.,"1,201","1,038",956,.,942,.,.,898,708,.,"1,337",.,.,"1,171"
CA23Z,130,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,336",.,.,.,.,.,"2,336"
CA23Z,140,Intermediate Nose Procedures,321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,967,.,.,.,.,.,.,"1,110",.,"1,072"
CA24A,120,"Minor Nose Procedures, 19 years and over","1,029","1,872",.,.,.,"1,239",987,956,.,.,.,"1,409",721,885,.,"1,475",906,.,"1,313"
CA24A,140,"Minor Nose Procedures, 19 years and over",321,.,.,.,.,588,.,.,.,.,.,.,.,.,.,.,.,.,388
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110",.,"1,110"
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,.,.,204,.,.,.,.,.,.,.,.,.,.,.,.,.,204
CA24B,120,"Minor Nose Procedures, 18 years and under","1,129","1,118",.,.,"1,086",.,795,.,.,.,.,"1,536",948,.,.,.,906,.,"1,011"
CA24B,130,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,923,.,.,.,.,.,923
CA24B,140,"Minor Nose Procedures, 18 years and under",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,537",.,929
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,923",.,.,.,.,.,"1,923"
CA25A,120,"Minimal Nose Procedures, 19 years and over",665,"1,682",.,.,"1,184",996,.,804,.,.,.,"1,994",499,899,.,"1,521",.,.,"1,069"
CA25B,120,"Minimal Nose Procedures, 18 years and under",730,"1,001",.,.,"1,290",720,743,925,.,.,.,943,691,948,.,.,"1,019",.,920
CA25B,130,"Minimal Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,039",.,.,.,.,.,"1,039"
CA26Z,120,Complex Sinus Procedures,.,.,.,.,.,.,"2,148",.,.,942,.,"2,305","2,189",.,.,.,.,.,"2,022"
CA27Z,120,Major Sinus Procedures,.,"2,358",.,.,.,"1,312","1,642","1,045",.,942,.,.,"1,098",.,.,.,.,.,"1,262"
CA28Z,120,Intermediate Sinus Procedures,.,"2,511",.,.,.,"1,827","1,317","1,183",.,942,.,"2,303","1,250",.,.,.,.,.,"1,801"
CA29Z,120,Minor Sinus Procedures,730,"1,909",.,.,"1,001","1,556","1,725",.,.,.,.,"2,135","1,105",.,.,.,.,.,"1,489"
CA29Z,140,Minor Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,679",.,.,.,.,.,"1,679"
CA30A,120,"Radical or Revisional, Mastoid Procedures, 19 years and over",.,"1,932",.,.,.,"3,371",.,.,.,942,.,.,.,.,.,.,.,.,"2,404"
CA30A,130,"Radical or Revisional, Mastoid Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,585,.,.,.,.,.,585
CA30B,120,"Radical or Revisional, Mastoid Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,441",.,"1,441"
CA31Z,120,"Simple or Cortical, Mastoid Procedures",.,"1,692",.,.,.,.,.,.,.,942,.,.,.,.,.,.,"1,027",.,"1,110"
CA32A,120,"Tympanoplasty, 19 years and over","1,708","2,044",.,.,.,"1,801",.,.,.,"1,155",.,"1,988","1,776",.,.,"1,814","1,539",.,"1,819"
CA32B,120,"Tympanoplasty, 18 years and under","1,708","1,470",.,.,.,"1,419","1,925",.,.,"1,368",.,.,"2,428",.,.,"1,814","1,516",.,"1,895"
CA33Z,120,Pinnaplasty,"1,708","1,455",.,.,.,"2,543","1,448",.,.,.,.,.,"3,426","1,847",.,"2,400","1,618",.,"2,289"
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,"1,402",.,.,"2,482",.,.,.,"1,585",.,"2,396"
CA34A,100,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",611,534,.,.,826,786,"1,003",657,.,949,659,"1,081",.,739,.,925,894,.,806
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",730,"1,571",.,.,760,883,966,"1,183",.,"1,058",.,"1,359",769,"1,059",.,"1,391",965,.,"1,012"
CA34A,140,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,309
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,859,.,.,"1,507",.,.,.,881,.,890
CA34A,330,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,129,.,.,204,506,465,.,.,.,.,.,.,.,.,.,.,143,315
CA34B,100,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,564,.,.,"1,305",775,.,.,.,.,.,"1,260",.,.,.,.,.,.,"1,104"
CA34B,120,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",730,"1,193",.,.,.,.,"1,049",.,.,.,.,"1,134","1,476","1,053",.,"1,423",.,.,"1,087"
CA34B,140,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
CA34B,160,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,992,.,.,.,.,.,992
CA34B,171,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,108",.,"1,108"
CA35A,120,"Insertion of Grommets, 19 years and over",730,"1,405",.,.,998,798,846,956,.,873,.,"1,376",667,641,.,"1,228",906,.,939
CA35B,120,"Insertion of Grommets, between 2 and 18 years",730,"1,026",.,.,"1,077",728,774,956,.,873,.,572,749,774,.,"1,228",908,.,827
CA35B,140,"Insertion of Grommets, between 2 and 18 years",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
CA35B,160,"Insertion of Grommets, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"3,662",.,.,.,.,.,"3,662"
CA35C,120,"Insertion of Grommets, 1 year and under",730,"1,108",.,.,998,747,664,.,.,.,.,.,845,.,.,.,906,.,839
CA36A,120,"Clearance of External Auditory Canal, 19 years and over",567,718,.,.,.,"1,848",.,925,.,.,.,"1,523",487,.,.,.,.,.,957
CA36B,120,"Clearance of External Auditory Canal, 18 years and under",665,894,.,.,"1,088",623,797,.,.,.,.,660,692,782,.,.,748,.,713
CA38B,120,"Evoked Potential Recording, 18 years and under",486,"1,365",.,.,"1,201",948,.,.,.,.,.,.,.,.,.,.,"1,027",.,"1,085"
CA39Z,120,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"6,517",.,.,.,.,.,"6,517"
CA40Z,120,Fitting of Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"7,351",.,.,.,.,.,"7,351"
CA42Z,120,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,"21,456",.,.,.,.,.,"21,456"
