HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,700","15,700"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,962","1,962"
CA94Z,Intermediate Maxillofacial Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599","1,599"
CA95Z,Minor Maxillofacial Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,243","3,243"
CA96Z,"Reduction or Fixation, of Jaw","108,505",.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,"45,523","154,923"
CA97Z,"Reduction or Fixation, of Cheekbone","34,794",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"31,439","66,232"
CA98Z,Reduction of Fracture of Nasal Bone,"2,149",.,.,.,"1,523",.,.,.,.,.,.,.,.,.,.,.,"2,107","5,778"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,509,.,.,.,.,509
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",.,"1,220",.,.,.,.,.,.,.,.,.,.,772,.,.,.,.,"1,992"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,387,.,"1,544",.,.,.,734,"2,664"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4","1,079","1,220","7,883",.,378,.,.,.,.,.,.,.,"2,705",.,.,.,"1,100","14,365"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+",438,407,.,.,.,.,.,.,843,.,.,.,"2,895",.,.,.,.,"4,583"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","6,403",909,.,.,.,"1,635",.,.,843,.,.,.,723,.,.,.,"4,202","14,714"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","9,251",913,.,.,"2,614","2,185",.,.,.,.,.,.,"1,107",.,"2,415",.,"18,831","37,317"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+","10,701","24,922","5,123","2,052","12,233","2,535",.,.,"2,255",.,"1,934",.,"37,935",.,"7,398",.,"33,791","140,879"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","45,257","69,940","5,214","9,659","53,538","15,282","2,638",.,"3,758",.,"24,300",.,"81,026",.,"35,327","5,520","34,306","385,766"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","46,299","78,731","2,955","13,001","100,161","14,891","1,583",.,"1,879",.,"31,005",.,"160,808",.,"26,875","4,416","21,246","503,850"
CD02A,"Intermediate Dental Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599","1,599"
CD02B,"Intermediate Dental Procedures, 18 years and under","2,015",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,433","8,447"
CD03A,"Minor Dental Procedures, 19 years and over",.,.,.,.,915,.,.,.,.,.,.,.,.,.,.,.,"1,432","2,347"
CD03B,"Minor Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599","1,599"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","4,029",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,029"
CD05A,"Surgical Removal of Tooth, 19 years and over","6,044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,524","10,568"
CD05B,"Surgical Removal of Tooth, 18 years and under","6,044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","7,552"
CD06A,"Extraction of Multiple Teeth, 19 years and over","8,058",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,296","12,355"
CD06B,"Extraction of Multiple Teeth, 18 years and under","6,044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,025","16,069"
CD07A,"Minor Extraction of Tooth, 19 years and over","6,044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,107","8,151"
CD07B,"Minor Extraction of Tooth, 18 years and under","2,015",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,053","3,068"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"4,988",.,.,.,.,"4,988"
DZ06A,"Minor Thoracic Procedures, 19 years and over","8,393","7,726","8,424",907,"10,959","1,615",.,.,"2,373",.,"3,569",.,"19,252",.,"5,021",.,"22,275","90,514"
DZ06B,"Minor Thoracic Procedures, 18 years and under","1,609",.,.,.,.,.,.,.,.,.,.,.,"1,120",.,502,.,993,"4,224"
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over","22,554","18,704","7,514","2,013",327,"1,618",.,.,.,.,.,.,.,.,"1,735",.,"4,996","59,461"
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,248","1,248"
DZ08Z,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,"6,433",.,.,.,.,"6,433"
DZ09E,Pulmonary Embolus with CC Score 9-11,.,"1,997",903,454,.,301,.,.,.,.,.,.,"5,207",.,.,.,734,"9,595"
DZ09F,Pulmonary Embolus with CC Score 6-8,"1,683","5,214","1,334",907,"1,803",904,.,.,.,.,"2,200",.,"6,804",.,"1,804",.,"3,668","26,320"
DZ09G,Pulmonary Embolus with CC Score 3-5,"3,757","11,550","4,465","1,814",980,.,.,.,"2,255",.,"5,545",.,"11,222",.,"4,017",.,"10,637","56,242"
DZ09H,Pulmonary Embolus with CC Score 0-2,"5,614","14,240","11,855","1,454","2,442",961,.,.,"1,127",.,"9,801",.,"30,813",.,"8,034","1,104","17,606","105,050"
DZ10D,Lung Abscess-Empyema with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
DZ10E,Lung Abscess-Empyema with CC Score 7-9,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,813,704,.,327,301,.,.,.,.,.,.,"1,184",.,502,.,"1,100","4,932"
DZ10G,Lung Abscess-Empyema with CC Score 0-2,438,.,.,.,.,.,528,.,.,.,773,.,"1,186",.,.,.,367,"3,292"
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,"3,994",.,.,.,.,.,.,752,.,836,.,772,.,.,.,"4,401","10,755"
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14","3,506","16,647",404,907,654,819,528,.,"1,127",.,"4,244",.,"7,124",407,"3,657",.,"13,938","53,962"
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","7,819","39,631","13,532","4,176","5,078","3,346","2,110",.,"2,630",.,"11,918",.,"22,833",.,"9,980",.,"57,332","180,386"
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","41,126","96,899","24,326","6,804","14,654","3,502","2,638",.,"15,257",.,"31,909",.,"86,500",.,"25,483",552,"143,525","493,175"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","51,421","121,565","36,824","13,366","19,626","9,744","5,803",.,"18,789",.,"67,456",.,"141,021",.,"28,772",.,"158,425","672,812"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","34,047","80,704","21,270","10,712","11,171","8,469","7,558",685,"8,643",.,"68,315",.,"135,926",.,"18,364","2,760","82,182","490,806"
DZ12C,Bronchiectasis with CC Score 8+,877,"1,184","1,212","1,361",.,.,.,.,.,.,453,.,386,.,.,.,734,"6,206"
DZ12D,Bronchiectasis with CC Score 5-7,"1,315","6,099","4,747","1,814",.,.,.,.,"2,255",.,"2,217",.,"2,703",.,"1,004",.,"4,768","26,922"
DZ12E,Bronchiectasis with CC Score 2-4,"8,766","9,790","11,126","5,083",654,.,.,.,"1,879",.,"7,460",.,"7,923",.,"2,511",.,"2,201","57,391"
DZ12F,Bronchiectasis with CC Score 0-1,"2,630",407,"7,225",.,.,.,.,.,"1,127",.,"5,056",.,"13,775",.,"2,009",552,"1,100","33,881"
DZ13A,Cystic Fibrosis with CC Score 1+,.,.,568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,568
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+",877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,734,"1,610"
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,.,.,327,.,.,.,.,.,.,.,"2,607",.,644,.,.,"3,577"
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,404,.,"1,221",.,.,.,.,.,.,.,"2,660",.,.,.,.,"4,285"
DZ15G,Asthma with Intubation,.,.,.,.,.,301,.,.,.,.,.,.,.,.,.,.,.,301
DZ15H,"Asthma without Intubation, with CC Score 9+",.,407,.,.,.,.,.,.,"1,127",.,.,.,.,.,.,.,.,"1,534"
DZ15J,"Asthma without Intubation, with CC Score 6-8","2,191","1,590","1,273","1,454",.,"1,580",.,.,"1,127",.,.,.,"1,158",.,502,.,"2,568","13,444"
DZ15K,"Asthma without Intubation, with CC Score 3-5","15,340","8,146","2,041","4,536",980,"1,205","1,228",.,"3,006",.,"4,909",.,"12,675",.,"1,506",.,"13,938","69,512"
DZ15L,"Asthma without Intubation, with CC Score 0-2","33,311","27,570","8,102","17,063","5,342","8,493","4,220",.,"6,292",.,"25,110",.,"63,328",.,"12,193",.,"37,135","248,158"
DZ16D,Pleural Effusion with CC Score 12+,.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,.,.,388
DZ16E,Pleural Effusion with CC Score 8-11,"1,127",829,808,.,654,.,.,.,376,.,334,.,"3,169",.,.,.,"2,568","9,864"
DZ16F,Pleural Effusion with CC Score 4-7,"3,589","8,974","2,324","1,361","1,039","1,939",.,.,376,.,"2,892",.,"5,339",.,"1,506",.,"9,903","39,241"
DZ16G,Pleural Effusion with CC Score 0-3,"7,908","2,110","10,227","1,480","1,039",.,"1,055",.,752,.,"3,317",.,"30,688",.,"2,306",.,"8,803","69,683"
DZ17E,Respiratory Neoplasms with CC Score 11+,"1,315","4,066",.,.,.,.,.,.,.,.,.,.,"2,011",.,502,.,"2,934","10,828"
DZ17F,Respiratory Neoplasms with CC Score 8-10,"2,560","5,693","2,324",.,327,.,.,.,.,.,"2,239",.,"2,783",.,"3,013",.,"5,869","24,806"
DZ17G,Respiratory Neoplasms with CC Score 5-7,"5,698","7,689","14,038","1,908","1,961",603,.,.,752,.,"4,656",.,"11,735",.,"5,021",.,"9,170","63,230"
DZ17H,Respiratory Neoplasms with CC Score 3-4,"3,068","6,567","14,615",454,"1,926",904,528,.,"1,503",.,"3,280",.,"9,075",.,"1,506",.,"15,038","58,463"
DZ17J,Respiratory Neoplasms with CC Score 1-2,"3,506","2,846","8,346",907,"2,219",301,528,.,752,.,"3,376",.,"9,596",.,"1,004",.,"6,122","39,504"
DZ17K,Respiratory Neoplasms with CC Score 0,"3,068","1,187","1,516",.,.,.,.,.,752,.,"3,889",.,"2,498",.,.,.,.,"12,909"
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,689,422,"1,136",.,.,.,.,.,.,.,.,.,852,.,.,.,367,"3,467"
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,877,.,.,.,.,395,.,.,.,.,.,.,"1,040",.,502,.,734,"3,547"
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,407,.,.,.,.,.,.,.,.,305,.,.,.,.,.,.,712
DZ19D,Other Respiratory Disorders with CC Score 12+,.,.,.,.,.,.,.,.,.,.,388,.,.,.,502,.,367,"1,257"
DZ19E,Other Respiratory Disorders with CC Score 9-11,"2,880","3,253",.,454,712,301,528,.,.,.,"1,045",.,"2,889",.,"1,004",.,"2,201","15,266"
DZ19F,Other Respiratory Disorders with CC Score 6-8,"17,044","7,689","3,518","4,176","7,138",603,528,.,"1,127",.,"4,394",.,"7,071",.,"2,306","2,760","14,902","73,256"
DZ19G,Other Respiratory Disorders with CC Score 0-5,"100,319","64,153","22,280","20,357","24,122","7,068","1,583",.,"4,134",.,"33,359",.,"72,678",.,"11,344","69,006","44,620","475,023"
DZ20A,Pulmonary Oedema with CC Score 9+,.,.,808,.,"1,039",.,.,.,.,.,.,.,386,.,.,.,367,"2,599"
DZ20B,Pulmonary Oedema with CC Score 4-8,"2,191",.,.,.,"1,634","3,252",.,.,376,.,.,.,"2,664",.,644,.,"1,100","11,861"
DZ20C,Pulmonary Oedema with CC Score 0-3,"1,315","1,626",.,.,654,.,.,.,.,.,.,.,"3,516",.,.,.,.,"7,111"
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home","142,859","171,949","109,551","36,325","43,599","22,463","8,259",.,"31,469",360,"184,835",.,"287,281",.,"85,260","1,104","260,305","1,385,619"
DZ21L,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation",.,.,472,.,.,.,.,.,.,.,530,.,.,.,.,.,.,"1,001"
DZ21M,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+","1,115",.,480,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,595"
DZ21N,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7",438,407,.,547,327,.,.,.,.,.,"1,042",.,"1,370",.,.,.,367,"4,498"
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",438,407,.,.,.,.,.,.,.,.,592,.,450,.,.,.,734,"2,621"
DZ21Q,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,.,386,.,502,.,.,888
DZ21R,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12",.,.,.,.,327,.,.,.,.,.,"1,108",.,"1,040",.,502,.,"1,100","4,077"
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",877,"2,455",930,.,689,.,528,.,.,.,"1,413",.,"4,597",.,"3,013",.,"6,969","21,469"
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6","3,068","9,788","3,624","3,268","1,307",301,"1,055",.,376,.,"5,452",.,"53,550",.,"8,629",.,"15,635","106,054"
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3","3,366","11,988","2,546","2,721","3,035",301,"1,055",.,752,.,"25,931",.,"216,672",.,"3,657",.,"26,409","298,433"
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,780,.,.,.,.,.,.,.,.,773,.,.,.,502,.,"1,834","3,889"
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,438,407,"1,368",.,"1,307",301,"1,055",.,752,.,.,.,"1,769",.,"3,657",.,"9,170","20,223"
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,"9,643","6,890","16,279","2,361","3,084",409,"1,055",.,"1,869",.,"1,799",.,"10,813",.,"10,326",.,"22,536","87,064"
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,"23,403","28,920","24,076","7,537","8,615","1,671","3,685",.,"8,826",.,"11,315",.,"53,845",.,"39,483",552,"76,877","288,806"
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,"38,923","52,724","41,310","10,072","17,661","4,011","4,393",.,"8,923",.,"20,589",.,"153,985",.,"35,886",.,"87,537","476,016"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,"22,837","24,094","23,175","6,109","21,294","4,218","7,204",.,"4,789",.,"37,275",.,"162,691",.,"23,566","1,104","32,647","371,002"
DZ23D,Bronchopneumonia with CC Score 13+,438,"3,181",.,.,327,.,.,.,376,.,.,.,386,.,.,.,"1,399","6,106"
DZ23E,Bronchopneumonia with CC Score 9-12,"4,681","12,171","1,212",907,"1,961",659,.,.,376,.,387,.,"3,249",.,"8,034",.,"14,168","47,805"
DZ23F,Bronchopneumonia with CC Score 5-8,"15,967","23,394","2,182","2,001","6,100","1,600",.,.,"3,758",.,"4,681",.,"9,537",.,"11,549",.,"28,840","109,610"
DZ23G,Bronchopneumonia with CC Score 0-4,"9,549","10,076","7,313","3,549","5,160",904,.,.,"1,117",.,"4,522",.,"5,061",.,"9,039",.,"21,504","77,793"
DZ24D,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,"2,033",465,.,.,.,.,.,.,360,"1,185",.,654,.,.,.,734,"5,429"
DZ24E,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12",877,"5,214","2,613",454,327,409,528,.,376,.,"2,937",.,.,.,502,.,"5,800","20,036"
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9","3,805","10,503","3,421",907,654,"1,317",528,.,"1,879",.,"3,346",.,"5,287",.,"3,013",.,"9,170","43,828"
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6","7,171","39,445","5,416","5,990","4,722",301,.,.,"1,879",.,"6,612",.,"21,971",.,"8,536",.,"18,503","120,547"
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3","6,512","34,129","6,923","5,202","6,389","2,010",.,.,376,.,"12,575",.,"29,398",.,"4,304",.,"10,637","118,453"
DZ25C,"Fibrosis or Pneumoconiosis, with CC Score 8+",438,.,.,.,327,.,.,.,376,.,.,.,"2,931",.,"1,506",.,.,"5,578"
DZ25D,"Fibrosis or Pneumoconiosis, with CC Score 5-7","3,506","4,487","1,772",.,980,.,.,.,376,.,998,.,"1,544",.,"2,009",.,"4,768","20,439"
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4","2,630","2,471","2,115","2,268","1,039",.,"1,228",.,752,.,"1,495",.,"6,258",.,"2,009",.,"14,672","36,934"
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,"2,810",404,.,327,.,.,.,376,.,"1,999",.,"5,645",.,.,.,"1,467","13,028"
DZ26C,"Pneumothorax or Intrathoracic Injuries, with CC Score 8+",.,407,.,.,.,.,.,.,.,.,388,.,386,.,"2,009",.,734,"3,923"
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",877,"2,440","2,150",.,765,.,.,.,.,.,.,.,386,.,"1,506",.,"1,467","9,590"
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4","2,191","3,705","2,351",454,327,301,.,.,.,.,"2,825",.,"3,809",.,.,.,"2,201","18,164"
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1","1,333","2,234",404,"1,573","4,298","1,902",.,.,.,.,"10,306",.,"9,479",.,"1,796",.,"4,035","37,360"
DZ27G,Respiratory Failure with Intubation,.,.,"2,607",.,.,.,.,.,.,.,"1,854",.,.,.,.,.,.,"4,461"
DZ27H,"Respiratory Failure without Intubation, with CC Score 12+",.,.,.,.,.,.,528,.,.,.,.,.,450,.,502,.,734,"2,214"
DZ27J,"Respiratory Failure without Intubation, with CC Score 8-11",438,"1,220","1,401",.,654,301,.,.,376,.,387,.,"1,995",.,.,.,"1,834","8,605"
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7","5,260","7,624","5,505",907,"2,399",904,528,.,.,.,"3,615",.,"6,727",.,"3,515",.,"8,803","45,785"
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3","2,210","4,824","1,891","2,268","2,287",659,.,.,.,.,"5,657",.,"4,906",.,502,.,"2,934","28,138"
DZ28A,Pleurisy with CC Score 3+,438,.,.,.,654,.,.,.,752,.,721,.,.,.,647,.,.,"3,211"
DZ28B,Pleurisy with CC Score 0-2,"3,506","1,777",404,"1,814","1,332",301,.,.,.,.,"3,048",.,692,.,.,.,823,"13,698"
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",.,"2,920",.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,"3,247"
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,"1,590",.,.,.,.,.,.,.,.,.,.,.,.,"1,506",.,.,"3,097"
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3","4,027","1,220","17,598","1,001",438,.,.,.,376,.,.,.,.,.,.,.,.,"24,660"
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1","3,589",.,404,.,327,.,.,.,.,.,388,.,"2,885",.,502,.,.,"8,095"
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over","4,884","15,412",952,"4,156","2,007","4,367",701,.,"3,136",.,"5,306",.,"23,465",.,"1,506",.,"8,803","74,696"
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",762,"1,525",.,"3,171",.,734,.,.,.,.,.,.,.,.,.,.,.,"6,193"
DZ38Z,Oxygen Assessment and Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,515",.,.,"3,515"
DZ42Z,TB Nurse Support,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,248","1,248"
DZ50Z,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,"1,554",.,.,.,.,"1,554"
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"5,378",.,.,.,.,"5,378"
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,925,.,.,.,.,.,.,.,.,.,625,.,.,.,.,"1,551"
DZ64D,"Intermediate Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,779",.,.,.,.,"1,779"
EA03A,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,"3,917",.,.,.,.,.,.,.,"4,227",.,.,.,.,"8,145"
EA03B,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,.,.,"3,917",.,.,.,.,.,.,.,"4,566",.,.,.,.,"8,483"
EA03C,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,"30,446",.,"3,917",.,.,.,.,.,.,.,"23,778",.,.,.,.,"58,141"
EA03D,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,"69,169",.,"47,007",.,.,.,.,.,.,.,"47,321",.,502,.,.,"163,999"
EA03E,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,"33,233",.,"27,421",.,.,.,.,.,.,.,"16,674",.,.,.,.,"77,328"
EA05A,"Pace 2: Dual Chamber, with CC Score 9+",.,.,"12,892",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,892"
EA05B,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,"84,253",.,"19,936",.,.,.,.,.,.,.,"27,231",.,.,.,.,"131,421"
EA05C,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,"297,294",.,"19,996",.,.,.,.,.,.,.,"33,442",.,.,.,.,"350,733"
EA05D,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,"255,789",.,"23,924",.,.,.,.,.,.,.,"75,356",.,.,.,.,"355,068"
EA11A,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",.,.,"3,331",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,331"
EA11B,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,066",.,.,.,.,"3,066"
EA12B,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,"30,329",.,.,.,.,"30,329"
EA12C,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"225,117",.,.,.,.,"225,117"
EA12D,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"74,090",.,.,.,.,"74,090"
EA14B,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,.,"34,770",.,.,.,.,"34,770"
EA14C,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,327,.,.,.,.,.,.,.,"4,407",.,.,.,.,"4,734"
EA14D,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"9,876",.,.,.,.,"9,876"
EA17A,Single Cardiac Valve Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,.,"38,001",.,.,.,.,"38,001"
EA17B,Single Cardiac Valve Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,"8,773",.,.,.,.,"8,773"
EA17C,Single Cardiac Valve Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"11,389",.,.,.,.,"11,389"
EA17D,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"12,176",.,.,.,.,"12,176"
EA20A,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,"2,226",.,.,.,.,"2,226"
EA20B,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,.,"20,002",.,.,.,.,"20,002"
EA20C,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,"2,270",.,.,.,.,.,.,.,"41,106",.,.,.,.,"43,376"
EA29B,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,"5,587",.,.,.,.,"5,587"
EA29C,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"5,387",.,.,.,.,"5,387"
EA31A,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 11+",.,.,.,.,"6,999",.,.,.,.,.,.,.,"6,697",.,.,.,.,"13,696"
EA31B,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10","3,906",.,"21,339",.,"10,603",.,.,.,.,.,.,.,"20,360",.,.,.,.,"56,207"
EA31C,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6","67,147",.,"264,820",.,"193,834",.,.,.,.,.,.,.,"315,486",.,.,.,.,"841,287"
