HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,154,.,.,185,.,244,688,.,.,.,963,.,.,.,.,.,336,.,258
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",.,.,.,171,173,.,.,.,.,.,.,.,.,.,.,.,.,.,172
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",417,233,.,182,541,244,301,.,.,675,118,.,.,.,.,.,659,.,296
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",.,.,.,167,.,244,231,.,.,.,.,.,.,.,.,.,.,.,185
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",397,.,.,408,.,608,688,.,.,.,.,.,.,.,.,.,985,.,416
LB42B,"Dynamic Studies of Urinary Tract, between 2 and 18 years",397,.,.,370,.,.,.,.,.,.,.,.,"1,258",.,.,.,.,.,523
LB42C,"Dynamic Studies of Urinary Tract, 1 year and under",584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,584
LB43Z,Treatment of Erectile Dysfunction,.,.,.,171,804,.,.,.,.,.,.,.,603,.,.,.,"1,158",.,400
LB47Z,Major Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,494",.,"1,494"
LB48Z,Intermediate Open Penis Procedures,477,.,.,.,647,"5,133",.,.,.,.,"1,377",.,"3,778",.,.,.,820,.,"2,058"
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",.,.,.,.,.,.,.,.,.,"1,153","1,349",.,.,.,.,.,.,.,"1,181"
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1","1,449","2,527",.,"1,415","2,030","1,140",.,.,.,"1,152","1,477",.,.,.,"2,148","1,217","1,233",.,"1,552"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,883",.,.,.,.,.,"2,883"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",558,"1,328",.,"1,075",.,"1,371",.,.,.,"1,110","2,152",.,"3,083",597,.,.,"1,071",.,"1,391"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under","1,311",.,.,.,.,947,.,.,.,.,985,.,"2,936",.,.,.,"1,225",.,"1,717"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,.,"1,370",.,.,.,979,.,.,.,.,.,.,.,.,.,.,"1,174"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0","1,123",.,.,.,"1,019","1,162",.,979,.,.,"1,293",.,.,.,.,.,993,.,"1,083"
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",761,"1,188",.,"1,633",821,"1,142","1,033","1,057",.,854,"1,113","1,378",.,"1,569","1,283",932,"1,050",159,"1,005"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",543,.,.,812,"1,714",955,935,.,.,814,"1,339",.,"2,438",.,"1,117",.,"1,145",.,"1,416"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",459,.,.,.,.,.,.,.,.,.,.,.,"2,277",.,.,.,"1,176",.,"1,478"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",450,"3,035",.,643,666,834,580,751,.,658,840,.,.,922,"1,006",538,828,.,698
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",.,.,.,905,.,.,.,.,.,.,.,.,"1,502",.,.,.,985,.,"1,272"
LB56A,"Minor Penis Procedures, 19 years and over",590,"1,421",.,835,"1,001","1,129",830,851,.,749,966,"1,381",.,"1,142","1,448",783,909,.,896
LB56C,"Minor Penis Procedures, between 2 and 18 years",576,"1,534",.,"1,070","1,207",972,657,780,.,736,995,"1,737","1,957","1,012","1,438",791,"1,130",.,"1,194"
LB56D,"Minor Penis Procedures, 1 year and under",.,.,.,.,.,"1,280",.,.,.,.,.,.,"2,389",.,.,.,"1,158",.,"1,453"
LB57D,Urethral Disorders without Interventions,784,.,.,163,173,.,.,.,.,.,.,.,.,.,.,.,659,.,467
LB58D,Penile Disorders without Interventions,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",.,.,.,"2,383",.,729,.,.,.,.,.,.,.,.,.,.,.,.,"1,556"
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",.,.,.,"1,717",.,729,.,.,.,.,.,.,.,.,.,.,.,.,"1,388"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3","1,123",.,.,"1,007",.,"2,170",.,.,.,.,.,.,.,.,.,.,.,.,"1,185"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1","1,123",.,.,"1,289",.,"2,332",.,.,.,.,"4,199",.,.,.,.,.,.,.,"1,453"
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",.,.,.,"2,978",661,"1,118",.,.,.,.,.,.,.,.,.,.,.,.,"1,679"
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,.,"2,339",586,"1,428",.,.,.,.,.,.,.,.,.,.,.,.,"2,133"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,"1,110",.,.,.,.,.,.,.,.,.,623,.,.,948
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",564,.,.,"1,858",860,"1,325",.,.,.,.,.,.,.,.,.,.,829,.,"1,276"
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,.,.,.,972,.,.,.,.,.,.,.,.,.,.,.,.,972
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,.,.,.,.,.,675,.,.,.,.,.,.,.,.,675
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,735,.,.,.,.,.,.,.,735
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over",486,"1,774",.,328,582,465,392,776,.,667,561,"1,794",.,368,"1,071",328,830,.,500
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",477,.,.,672,512,685,263,776,.,665,709,.,"2,144",564,.,.,829,.,"1,041"
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,982",.,902,.,.,"1,228",.,"1,371"
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,477,"1,329",.,.,853,973,.,.,.,"1,154","1,115",.,.,.,.,.,"1,228",.,"1,120"
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",.,"1,198",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198"
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,"1,585","1,945",.,629,.,"1,002",.,.,.,.,"2,057",.,.,.,"1,691",.,.,.,"1,815"
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,"2,329",.,.,.,.,.,.,.,"2,329"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","1,585","2,124",.,.,.,"1,501",.,.,.,"1,157","2,114",.,.,.,.,.,.,.,"1,948"
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","1,619","2,729",.,.,"2,178","1,359",.,.,.,.,"2,370",.,.,.,.,.,.,.,"1,949"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","1,348","2,115",.,"1,089","1,927","1,013","1,136",.,.,"1,180","1,942",.,.,.,"1,523","1,188","1,233",.,"1,466"
MA11Z,Intermediate Open Upper Genital Tract Procedures,"1,457","1,153",.,"2,122",.,"1,434",.,.,.,.,"2,883",.,"1,656",.,.,.,.,.,"1,791"
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,"1,125","2,047",.,"1,333","1,972",955,"1,020",.,.,"1,257","1,397","2,081",.,808,"1,842","1,356","1,501",.,"1,459"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",.,997,.,.,433,771,.,.,.,"1,126",.,.,.,.,.,.,"1,198",.,"1,086"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",.,"1,047",.,.,.,.,.,.,.,"1,126",.,.,.,.,.,.,.,.,"1,073"
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation",943,"1,055",.,.,.,.,.,.,.,"1,126",.,.,.,.,.,.,"1,198",.,"1,086"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,876
MA22Z,Minor Lower Genital Tract Procedures,"1,172","1,725",.,959,"1,440",952,782,.,.,"1,177","1,070","1,757",.,853,"1,312","1,166","1,070",.,"1,279"
MA23Z,Minimal Lower Genital Tract Procedures,982,"1,322",.,856,"1,048",782,831,.,.,"1,085",961,"1,808","1,729",742,"1,163","1,031","1,200",.,"1,048"
MA24Z,Minor Upper Genital Tract Procedures,"1,343","1,209",.,"1,594","1,669",912,965,.,.,"1,121","1,974",.,.,527,"1,190",586,"1,175",.,"1,464"
MA25Z,Minimal Upper Genital Tract Procedures,858,"1,358",.,"1,548","1,292","1,522",738,.,.,983,674,.,.,530,"1,246",844,"1,128",.,"1,093"
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy","1,063","1,449",.,"1,320","1,737","1,283",.,.,.,"1,281","1,265","2,026",.,.,"1,197",586,"1,501",.,"1,326"
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,.,.,.,.,.,.,.,.,"2,618",.,.,.,.,.,.,.,"2,618"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,"1,514","1,907",.,.,"2,251","1,521",.,.,.,.,"2,836",.,.,.,.,.,.,.,"1,997"
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,"1,749","2,134",.,.,"1,983","1,248",856,.,.,"1,489","1,958",.,.,.,.,844,.,.,"1,844"
MA31Z,Diagnostic Hysteroscopy,"1,029","1,638",.,"1,081","1,495",844,839,.,.,"1,178","1,272","2,099",.,666,"1,107",672,"1,274",.,"1,083"
MA32Z,Diagnostic Hysteroscopy with Biopsy,"1,029","1,638",.,986,"1,528",890,788,.,.,"1,111","1,350","1,935",.,891,"1,107","1,102","1,192",.,"1,216"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,"1,029","1,745",.,"1,165","1,680",826,783,.,.,"1,096","1,426","1,936",.,784,"1,107","1,102","1,122",.,"1,286"
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,"1,029","1,446",.,"1,154","1,598",845,846,.,.,"1,178","1,449","1,398",.,657,"1,107",672,"1,274",.,"1,043"
MA35Z,Implantation of Intrauterine Device,858,"1,367",.,647,"1,346",757,639,.,.,"1,074","1,067","1,714",.,518,"1,065",844,"1,122",.,994
MA36Z,Transvaginal Ultrasound,.,407,.,.,433,.,.,.,.,"1,152",.,.,.,.,.,.,"1,122",.,964
MA38Z,Diagnostic Colposcopy,.,.,.,.,"1,540",.,942,.,.,"1,115",615,.,.,.,.,.,.,.,"1,066"
MA40Z,Therapeutic Colposcopy,.,.,.,.,.,699,816,.,.,.,"1,024",.,.,.,.,.,.,.,846
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",.,.,.,121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,.,.,134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,134
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",920,.,.,123,.,.,.,.,.,396,.,.,.,.,.,.,.,.,177
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",.,407,.,.,.,.,220,.,.,866,.,.,.,.,.,.,.,.,643
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",.,.,.,171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,171
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,139,.,.,.,.,.,.,.,.,.,.,689,.,.,.,323
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",434,"1,213",.,288,999,446,324,.,.,"1,157",602,"1,541",.,.,737,614,820,.,685
NZ10Z,Diagnostic or Therapeutic Procedures on Fetus,630,.,.,182,.,.,.,.,.,.,.,.,.,.,.,.,.,.,406
NZ16Z,Ante-Natal Routine Observation,.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,.,.,.,251,.,.,.,.,.,.,.,.,292,.,.,.,700,.,372
NZ23Z,"Ante-Natal Diagnostic Procedures, including Amniocentesis and Sampling of Chorionic Villus",.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",943,.,.,"2,785",.,785,.,.,.,.,.,.,.,.,940,.,.,.,"1,279"
NZ26B,Post-Natal Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,689
NZ27Z,Post-Natal Therapeutic Procedures,.,.,.,.,.,.,.,.,.,.,"1,244",.,.,.,.,.,.,.,"1,244"
PB02Z,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,137,472,.,.,333,.,466
PC63A,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PC63B,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",291,.,.,.,.,.,.,.,.,.,.,.,393,472,.,.,333,.,384
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",291,.,.,240,.,.,.,.,.,.,.,.,393,472,.,.,434,.,386
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,"1,439",309,.,.,.,.,.,456,318,472,.,.,659,.,461
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,276,472,.,.,.,.,374
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,727,472,.,.,.,.,691
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,770,.,.,.,.,.,770
PD13B,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,772,.,.,.,.,.,772
PD13C,Paediatric Cystic Fibrosis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,794,.,.,.,.,.,794
PD13D,Paediatric Cystic Fibrosis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,834,.,.,.,.,.,834
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",430,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,576
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,352,.,.,.,.,.,352
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,275,472,.,.,.,.,374
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,402
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,590,472,.,.,.,.,543
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,276,472,.,.,.,.,407
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,472,.,.,333,.,413
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,254,.,.,.,.,.,254
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,252,.,.,.,.,.,252
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,258,472,.,.,333,.,282
PE23F,Paediatric Cardiac Conditions with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,353,.,.,.,333,.,388
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,137,472,.,.,.,.,360
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,747,.,.,.,.,.,747
PE62C,"Paediatric Syncope and Collapse, with CC Score 0",545,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,524
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,446,472,.,.,.,.,461
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",430,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,467
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,495,.,.,.,.,614,376,.,.,.,.,.,773,472,.,.,.,.,501
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,520,332,.,.,.,.,.,.,.,.,.,.,244,472,"1,117",.,333,.,454
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,430,.,.,.,.,.,376,.,.,.,.,.,144,.,.,.,.,.,283
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,421,.,.,.,.,482,376,.,.,.,.,.,152,.,998,.,267,.,291
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,276,472,.,.,.,.,374
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,293,.,.,.,.,.,.,472,.,.,.,.,459
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",430,.,.,.,.,.,293,.,.,.,.,.,723,472,.,.,454,.,471
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,415,.,.,.,"1,071",.,.,.,464,.,556
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,489,.,.,.,513,472,.,.,.,.,491
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",410,.,.,.,.,958,.,.,450,.,.,.,659,472,.,.,464,.,524
PJ35A,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,333,.,304
PJ35B,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,511,472,.,.,.,.,498
PJ35C,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,769,472,.,.,.,.,739
PJ35D,Paediatric Skin Disorders with CC Score 0,661,.,.,.,181,.,226,.,.,.,.,.,774,472,.,.,174,.,650
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",545,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,490
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",584,.,.,.,.,.,.,.,.,.,.,.,"1,349",.,.,.,.,.,"1,253"
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",603,.,.,.,.,.,.,.,.,.,.,.,"1,395",472,.,.,696,.,"1,241"
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,771,.,.,.,.,.,771
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,497
PK72A,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PK72C,Paediatric Metabolic Disorders with CC Score 0,333,.,.,.,.,.,.,.,275,.,.,.,723,.,.,.,.,.,472
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,529,.,.,.,.,.,.,.,.,744,.,.,.,.,.,556
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,734,.,.,.,.,.,734
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,545,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,612
PL70C,Paediatric Other Renal Diseases with CC Score 1,.,.,.,163,.,.,.,.,.,.,.,.,"1,454",.,.,.,.,.,593
PL70D,Paediatric Other Renal Diseases with CC Score 0,721,.,.,163,291,.,.,.,.,.,.,.,533,.,.,.,333,.,379
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,323,.,.,251,.,275,.,.,.,.,.,.,411,472,.,.,511,.,410
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,276,472,.,.,.,.,325
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,552,.,.,462,472,.,.,.,.,473
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,220,.,246,314,.,.,.,.,.,.,.,275,472,.,.,696,.,313
PN49A,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PN49B,Paediatric Coagulation Disorders with CC Score 0,323,.,.,242,.,.,.,.,.,.,.,.,283,472,.,.,.,.,284
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,809,.,.,.,.,.,.,511,.,.,.,.,.,660
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,180,.,.,.,466,472,.,.,333,.,420
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,268,.,.,.,.,.,.,.,.,.,268
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,430,.,.,.,.,.,.,.,290,.,.,.,456,472,.,.,333,.,330
PR01D,Paediatric Nervous System Disorders with CC Score 1,410,.,.,116,.,.,.,.,275,.,.,.,304,472,.,.,.,.,282
PR01E,Paediatric Nervous System Disorders with CC Score 0,436,.,.,.,.,.,.,.,278,.,.,.,307,472,.,.,431,.,316
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,622,472,.,.,300,.,463
PR03C,Paediatric Febrile Convulsions with CC Score 0,507,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,.,.,606
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3",661,.,.,.,.,.,.,.,.,.,.,.,574,472,.,.,.,.,572
PR04C,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,550,.,.,.,.,.,.,558,472,.,.,.,.,538
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR05B,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PT52A,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PT52B,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,361
