HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,.,2,.,1,.,.,.,.,.,.,3,.,1,.,3,12
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA33D,400,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA33D,421,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA35A,320,Stroke with CC Score 16+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35A,430,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7
AA35B,430,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25
AA35C,300,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA35C,430,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,3
AA35D,300,Stroke with CC Score 7-9,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35D,320,Stroke with CC Score 7-9,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,100,Stroke with CC Score 4-6,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,300,Stroke with CC Score 4-6,1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
AA35E,320,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35E,430,Stroke with CC Score 4-6,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,7
AA35F,300,Stroke with CC Score 0-3,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
AA35F,430,Stroke with CC Score 0-3,.,.,.,.,3,1,.,.,.,.,.,1,.,.,.,7,12
AA39Z,400,Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA40Z,320,Complex Long Term EEG Monitoring,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA40Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,139,.,.,.,.,139
AA40Z,420,Complex Long Term EEG Monitoring,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA40Z,421,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,24
AA41Z,340,Sleep Studies,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA42Z,120,Complex Sleep Studies,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA42Z,420,Complex Sleep Studies,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AB03Z,300,Complex Pain Procedures,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AB04Z,100,Major Pain Procedures,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
AB04Z,110,Major Pain Procedures,.,.,.,.,.,.,.,44,.,.,.,.,.,.,.,.,44
AB04Z,150,Major Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AB04Z,361,Major Pain Procedures,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AB04Z,400,Major Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AB05Z,101,Intermediate Pain Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AB05Z,110,Intermediate Pain Procedures,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,2,4
AB05Z,150,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AB05Z,160,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AB05Z,400,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,.,33
AB05Z,410,Intermediate Pain Procedures,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
AB06Z,110,Minor Pain Procedures,2,.,.,.,1,.,.,4,.,.,.,.,.,.,.,.,7
AB06Z,410,Minor Pain Procedures,.,1,.,.,1,.,.,2,.,.,.,.,.,.,.,.,4
AB07Z,100,Insertion of Neurostimulator or Intrathecal Drug Delivery Device,.,.,3,.,.,.,.,.,.,.,.,1,.,.,.,.,4
AB07Z,150,Insertion of Neurostimulator or Intrathecal Drug Delivery Device,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
AB08Z,110,Pain Radiofrequency Treatments,.,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,11
AB09Z,101,Other Specified Pain Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AB09Z,110,Other Specified Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ01B,130,Enhanced Cataract Surgery with CC Score 0-1,2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
BZ02B,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
BZ02C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1",8,.,.,.,.,.,.,.,.,4,.,86,.,.,.,.,98
BZ03B,130,Non-Phacoemulsification Cataract Surgery with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,15
BZ04B,130,Lens Capsulotomy with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ05A,130,Major Oculoplastics Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ05A,160,Major Oculoplastics Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3,4
BZ05B,130,Major Oculoplastics Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
BZ05B,160,Major Oculoplastics Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,5,6
BZ06B,130,"Intermediate Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ06C,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
BZ06D,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,18
BZ06D,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6
BZ07B,130,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
BZ07B,140,"Minor Oculoplastics Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ07B,160,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ07D,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 1-2",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
BZ07E,100,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ07E,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,18
BZ07E,160,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ08B,140,"Major Orbits or Lacrimal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4
BZ08C,130,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ08C,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
BZ08D,130,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
BZ08D,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,21
BZ08D,160,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
BZ09B,130,"Intermediate Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ09C,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ09D,120,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ09D,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",9,.,.,.,.,.,.,.,.,1,.,46,.,.,.,.,56
BZ09D,160,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
BZ10B,130,"Minor Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
BZ10D,120,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ10D,130,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
BZ11B,130,"Major Cornea or Sclera Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
BZ12A,130,"Intermediate Cornea or Sclera Procedures, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
BZ12B,130,"Intermediate Cornea or Sclera Procedures, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,22
BZ12B,300,"Intermediate Cornea or Sclera Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ13A,130,"Minor Cornea or Sclera Procedures, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
BZ13B,130,"Minor Cornea or Sclera Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ15B,130,"Intermediate Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ15D,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,7
BZ16A,130,"Minor Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
BZ17A,130,Major Glaucoma Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ17B,130,Major Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,75,.,.,.,.,75
BZ21A,130,Major Vitreous Retinal Procedures with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ21B,130,Major Vitreous Retinal Procedures with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,78,.,.,.,.,79
BZ22A,130,Intermediate Vitreous Retinal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,112,.,.,.,.,112
BZ23Z,130,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,58,.,.,.,.,58
BZ24D,130,Non-Surgical Ophthalmology with Interventions,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,6
BZ24D,160,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ24D,370,Non-Surgical Ophthalmology with Interventions,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24D,400,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,1,.,11,.,.,.,.,13
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,370,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
CA01Z,140,Complex Neck Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA01Z,160,Complex Neck Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
CA02A,100,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
CA02A,120,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
CA02A,160,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7
CA02B,100,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA02B,120,Very Major Neck Procedures with CC Score 0-1,2,.,.,.,4,.,.,.,.,.,.,20,.,.,.,.,26
CA02B,140,Very Major Neck Procedures with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
CA03A,120,Major Neck Procedures with CC Score 2+,2,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,5
CA03A,140,Major Neck Procedures with CC Score 2+,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,5
CA03A,160,Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8
CA03B,100,Major Neck Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
CA03B,120,Major Neck Procedures with CC Score 0-1,11,14,.,.,17,.,.,.,.,.,.,50,.,.,.,.,92
CA03B,140,Major Neck Procedures with CC Score 0-1,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,16
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5
CA04A,100,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
CA04A,120,"Intermediate Neck Procedures, 19 years and over",9,3,.,.,3,.,.,.,.,.,.,22,.,.,.,.,37
CA04A,160,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA04B,120,"Intermediate Neck Procedures, 18 years and under",3,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,9
CA05A,100,"Minor Neck Procedures, 19 years and over",1,.,1,.,.,.,.,.,.,.,.,3,.,4,.,1,10
CA05A,120,"Minor Neck Procedures, 19 years and over",12,5,.,.,6,.,.,.,.,.,.,11,.,.,.,.,34
CA05A,140,"Minor Neck Procedures, 19 years and over",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA05A,300,"Minor Neck Procedures, 19 years and over",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,2
CA05B,120,"Minor Neck Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA05B,140,"Minor Neck Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA10A,120,"Septorhinoplasty, 19 years and over",35,35,.,.,87,.,.,.,.,.,.,14,.,.,.,.,171
CA10A,140,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA10B,120,"Septorhinoplasty, 18 years and under",2,.,.,.,6,.,.,.,.,.,.,1,.,.,.,4,13
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA11A,120,"Septoplasty, 19 years and over",90,46,.,.,125,3,.,.,.,.,.,102,.,.,.,.,366
CA11A,140,"Septoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
CA11B,120,"Septoplasty, 18 years and under",9,1,.,.,8,1,.,.,.,.,.,6,.,.,.,4,29
CA12Z,120,Major Treatment of Epistaxis,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
CA14Z,120,Nasal Polypectomy,13,17,.,.,27,.,.,.,.,.,.,38,.,.,.,.,95
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",1,1,.,.,3,.,.,.,.,.,.,4,.,.,.,.,9
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose",4,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,6
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,4,7
CA20Z,120,Complex Nose Procedures,.,.,.,.,1,.,.,.,.,.,.,18,.,.,.,.,19
CA20Z,130,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA20Z,140,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
CA21Z,120,Very Major Nose Procedures,4,3,.,.,9,.,.,.,.,.,.,7,.,.,.,.,23
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,5,6
CA22Z,120,Major Nose Procedures,24,24,.,.,38,.,.,.,.,.,.,31,.,.,.,.,117
CA22Z,140,Major Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,5
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,8,12
CA23Z,120,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
CA23Z,140,Intermediate Nose Procedures,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7
CA24A,120,"Minor Nose Procedures, 19 years and over",1,6,.,.,15,.,.,.,.,.,.,11,.,.,.,.,33
CA24A,140,"Minor Nose Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
CA24A,150,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA24B,120,"Minor Nose Procedures, 18 years and under",.,1,.,.,1,.,.,.,.,.,.,1,.,.,.,1,4
CA25A,120,"Minimal Nose Procedures, 19 years and over",2,3,.,.,2,.,.,.,.,.,.,2,.,.,.,.,9
CA25B,120,"Minimal Nose Procedures, 18 years and under",2,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,6
CA26Z,120,Complex Sinus Procedures,1,1,.,.,3,.,.,.,.,.,.,39,.,.,.,.,44
CA27Z,120,Major Sinus Procedures,12,1,.,.,9,.,.,.,.,.,.,5,.,.,.,.,27
CA28Z,120,Intermediate Sinus Procedures,13,29,.,.,32,.,.,.,.,.,.,49,.,.,.,.,123
CA28Z,150,Intermediate Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA29Z,120,Minor Sinus Procedures,5,6,.,.,6,1,.,.,.,.,.,9,.,.,.,.,27
CA29Z,140,Minor Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
CA30A,120,"Radical or Revisional, Mastoid Procedures, 19 years and over",8,5,.,.,21,.,.,.,.,.,.,22,.,.,.,.,56
CA30B,120,"Radical or Revisional, Mastoid Procedures, 18 years and under",4,1,.,.,3,.,.,.,.,.,.,4,.,.,.,1,13
CA31Z,120,"Simple or Cortical, Mastoid Procedures",2,5,.,.,3,.,.,.,.,.,.,11,.,.,.,1,22
CA32A,120,"Tympanoplasty, 19 years and over",23,20,.,.,17,.,.,.,.,.,.,49,.,.,.,.,109
CA32B,120,"Tympanoplasty, 18 years and under",3,11,.,.,15,1,.,.,.,.,.,18,.,.,.,11,59
CA33Z,120,Pinnaplasty,6,5,.,.,17,.,.,.,.,.,.,2,.,.,.,3,33
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,4
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",4,1,.,.,1,.,.,.,.,.,.,4,.,.,.,.,10
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA34B,120,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
CA35A,120,"Insertion of Grommets, 19 years and over",3,4,.,.,1,.,.,.,.,.,.,4,.,.,.,.,12
CA35B,120,"Insertion of Grommets, between 2 and 18 years",8,5,.,.,9,.,.,.,.,.,.,4,.,.,.,1,27
CA35C,120,"Insertion of Grommets, 1 year and under",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
CA36B,120,"Clearance of External Auditory Canal, 18 years and under",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
CA39Z,120,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
CA39Z,160,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA41Z,120,Bilateral Cochlear Implants,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
CA42Z,120,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,41,.,.,.,.,41
CA50Z,120,Complex Ear Procedures,.,.,.,.,2,.,.,.,.,.,.,11,.,.,.,.,13
CA50Z,160,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA51A,120,"Very Major Ear Procedures, 19 years and over",.,6,.,.,7,.,.,.,.,.,.,13,.,.,.,.,26
CA51A,160,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,3
CA51B,120,"Very Major Ear Procedures, 18 years and under",.,1,.,.,3,.,.,.,.,.,.,8,.,.,.,8,20
CA52A,120,"Major Ear Procedures, 19 years and over",6,3,.,.,10,.,.,.,.,.,.,28,.,.,.,.,47
CA52A,140,"Major Ear Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
CA52A,160,"Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,5,6
CA52B,120,"Major Ear Procedures, 18 years and under",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,5
CA53A,120,"Intermediate Ear Procedures, 19 years and over",1,5,.,.,2,.,.,.,.,.,.,7,.,.,.,.,15
CA53A,160,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA53B,120,"Intermediate Ear Procedures, 18 years and under",2,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
CA54A,120,"Minor Ear Procedures, 19 years and over",1,.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,5
CA54B,120,"Minor Ear Procedures, 18 years and under",2,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,4
CA55A,120,"Minimal Ear Procedures, 19 years and over",.,2,.,.,.,.,.,.,.,.,.,2,.,.,.,.,4
CA55B,120,"Minimal Ear Procedures, 18 years and under",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA60A,120,"Tonsillectomy, 19 years and over",177,129,.,.,156,.,.,.,.,.,.,274,.,.,.,.,736
CA60A,160,"Tonsillectomy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA60B,120,"Tonsillectomy, 18 years and under",233,251,.,.,207,5,.,.,.,.,.,121,.,.,.,99,916
CA60B,420,"Tonsillectomy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA61Z,120,Adenotonsillectomy,52,94,.,.,160,5,.,.,.,.,.,47,.,.,.,88,446
CA61Z,420,Adenotonsillectomy,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA61Z,421,Adenotonsillectomy,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA62Z,120,Adenoidectomy,33,18,.,.,17,1,.,.,.,.,.,10,.,.,.,5,84
CA63Z,120,Tracheostomy,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA63Z,300,Tracheostomy,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
