HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
CA36B,"Clearance of External Auditory Canal, 18 years and under","1,450",.,.,.,"1,988",.,.,.,.,.,.,.,.,.,.,.,"3,438"
CA39Z,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,"13,955",.,.,.,"1,862","15,817"
CA41Z,Bilateral Cochlear Implants,.,.,.,.,.,.,.,.,.,.,.,"123,998",.,.,.,.,"123,998"
CA42Z,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,"839,041",.,.,.,.,"839,041"
CA50Z,Complex Ear Procedures,.,.,.,.,"7,428",.,.,.,.,.,.,"52,804",.,.,.,"2,526","62,758"
CA51A,"Very Major Ear Procedures, 19 years and over",.,"11,095",.,.,"29,832",.,.,.,.,.,.,"48,248",.,.,.,"5,051","94,225"
CA51B,"Very Major Ear Procedures, 18 years and under",.,"1,656",.,.,"11,448",.,.,.,.,.,.,"39,057",.,.,.,"11,605","63,767"
CA52A,"Major Ear Procedures, 19 years and over","26,317","5,543",.,.,"26,038",.,.,.,.,.,.,"90,442",.,.,.,"16,108","164,448"
CA52B,"Major Ear Procedures, 18 years and under","2,360",.,.,.,934,.,.,.,.,.,.,.,.,.,.,"6,661","9,956"
CA53A,"Intermediate Ear Procedures, 19 years and over","2,664","9,574",.,.,"6,220",.,.,.,.,.,.,"18,882",.,.,.,"1,395","38,735"
CA53B,"Intermediate Ear Procedures, 18 years and under","4,266","1,200",.,.,"1,356",.,.,.,.,.,.,.,.,.,.,.,"6,821"
CA54A,"Minor Ear Procedures, 19 years and over","1,753",.,.,.,"4,379",.,.,.,.,.,.,"2,642",.,.,.,.,"8,775"
CA54B,"Minor Ear Procedures, 18 years and under","3,507",.,.,.,"5,113",.,.,.,.,.,.,"7,453",.,.,.,.,"16,074"
CA55A,"Minimal Ear Procedures, 19 years and over",.,"3,417",.,.,.,.,.,.,.,.,.,"4,922",.,.,.,.,"8,338"
CA55B,"Minimal Ear Procedures, 18 years and under",.,"4,203",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,203"
CA60A,"Tonsillectomy, 19 years and over","256,653","143,905",.,.,"181,949",.,.,.,.,.,.,"408,583",.,.,.,"1,169","992,259"
CA60B,"Tonsillectomy, 18 years and under","337,854","449,848",.,.,"224,460","6,885",.,.,.,.,.,"209,576",.,.,.,"133,171","1,361,794"
CA61Z,Adenotonsillectomy,"75,401","159,776",.,.,"188,291","7,497",.,.,.,.,.,"94,690",.,.,.,"118,172","643,827"
CA62Z,Adenoidectomy,"47,851","15,592",.,.,"18,158","2,268",.,.,.,.,.,"22,603",.,.,.,"5,580","112,051"
CA63Z,Tracheostomy,.,.,.,.,.,.,.,.,.,.,.,"2,118",.,.,.,"1,093","3,211"
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,"5,716",.,.,.,"3,037",.,.,.,.,.,.,"8,885",.,.,.,.,"17,638"
CA65Z,Frenotomy or Frenectomy,.,.,.,.,"1,331",.,.,.,.,.,.,"3,002",.,.,.,.,"4,333"
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over","19,216","2,142",.,.,"7,277",.,.,.,.,.,.,"18,339",.,.,.,"20,082","67,056"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under","8,263",.,.,.,.,.,.,.,.,.,.,"1,508",.,.,.,"2,258","12,029"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+","13,031",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,031"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1","14,716","4,718",.,.,"7,680",.,.,.,.,.,.,"41,549",.,.,.,.,"68,663"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over","11,600",.,.,.,"11,829",.,.,.,.,.,.,"13,627",.,.,.,.,"37,056"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under","2,360",.,.,.,.,.,.,.,.,.,.,"13,169",.,.,.,.,"15,529"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over","107,301","14,914",.,.,"16,871",.,.,.,.,.,.,"109,838",.,.,.,"1,048","249,971"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years","1,450",.,.,.,"1,624",.,.,.,.,.,.,"1,549",.,.,.,.,"4,623"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"1,425",.,.,.,.,"1,425"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,"21,750","3,349",.,.,"2,309",.,.,.,.,.,.,"29,351",.,.,.,.,"56,759"
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over","4,350","2,420",.,.,.,.,.,.,.,.,.,"14,431",.,.,.,.,"21,201"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under","7,250",.,.,.,"1,030",.,.,.,.,.,.,.,.,.,.,.,"8,280"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+","17,202",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,202"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4","34,469",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,756","48,225"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1","17,202",.,.,.,.,.,.,.,.,.,.,"304,379",.,.,.,"17,718","339,299"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,337","2,337"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"25,483",.,.,.,"1,862","27,345"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"18,650",.,.,.,"2,526","21,176"
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"99,255",.,.,.,.,"99,255"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","7,338",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,005","24,344"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","1,450",.,.,.,.,.,.,.,.,.,.,"6,224",.,.,.,"6,522","14,196"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"51,684",.,.,.,.,"51,684"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"211,648",.,.,.,.,"211,648"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","12,036",.,.,.,"1,873",.,.,.,.,.,.,"1,532",.,.,.,"5,670","21,111"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","72,693","13,510",.,.,"16,009",.,.,.,.,.,.,"131,056",.,.,.,"12,178","245,446"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","11,233",847,.,.,"2,117","1,043",.,.,.,.,.,"16,640",.,.,.,"3,457","35,338"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","4,151",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,339","32,489"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","11,059",.,.,.,"1,356",.,.,.,.,.,.,"6,542",.,.,.,"11,088","30,044"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under","2,900",.,.,.,.,.,.,.,.,.,.,"6,437",.,.,.,.,"9,337"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over","25,437","2,205","1,674",.,"2,942","1,381",.,.,.,.,.,"12,445",.,.,.,"6,463","52,547"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,"1,337",.,.,.,.,.,.,"4,987",.,.,.,"1,395","7,718"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"4,010",.,.,.,.,"4,010"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over","3,282",.,.,.,.,.,.,.,.,.,.,"2,929",.,.,.,"3,092","9,303"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years","4,278",.,.,.,857,.,.,.,.,.,.,.,.,.,.,"4,411","9,546"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under","2,852",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","4,360"
CA90Z,Very Complex Maxillofacial Procedures,"14,298",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"25,787","40,085"
CA91A,Complex Maxillofacial Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,615","3,615"
CA91B,Complex Maxillofacial Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"46,117","46,117"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,.,.,"2,697",.,.,.,.,.,.,.,.,.,.,.,.,"71,242","73,938"
CA92B,Very Major Maxillofacial Procedures with CC Score 0,"192,177",.,.,.,.,.,.,.,.,.,.,"21,227",.,.,.,"14,769","228,172"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+","1,832",.,.,.,.,.,.,.,.,.,.,"7,301",.,.,.,"42,997","52,130"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0","39,667",.,.,.,.,.,.,.,.,.,.,"1,411",.,.,.,"79,281","120,359"
CA93C,"Major Maxillofacial Procedures, 18 years and under","4,477",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,358","13,834"
CA94Z,Intermediate Maxillofacial Procedures,"18,115",.,.,.,.,.,.,.,.,.,.,"9,042",.,.,.,"54,926","82,082"
CA95Z,Minor Maxillofacial Procedures,"16,075",.,.,.,.,.,.,.,.,.,.,"1,238",.,.,.,"23,466","40,780"
CA96Z,"Reduction or Fixation, of Jaw","26,265",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,352","38,617"
CA97Z,"Reduction or Fixation, of Cheekbone","102,962",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"39,041","142,002"
CA98Z,Reduction of Fracture of Nasal Bone,"1,020","2,533",.,.,"1,101",.,.,.,.,.,.,"7,848",.,.,.,"2,107","14,609"
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",.,.,"5,439",.,.,.,.,.,.,.,.,.,.,.,.,"14,629","20,068"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8","20,693",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,467","26,160"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4","28,840","3,729","55,821",.,"5,116",.,.,.,.,.,.,"108,001",.,.,.,"58,081","259,588"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",.,.,"12,371",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,371"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8","6,475",.,"58,616",.,.,.,.,.,.,.,.,.,.,.,.,"6,265","71,357"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",540,.,"327,303",.,.,.,.,.,.,.,.,"38,377",.,.,.,"21,770","387,989"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+","3,979","5,693",.,.,"2,728",.,.,.,.,.,.,.,.,.,.,"12,094","24,494"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","35,624","11,670","2,713",.,"7,819",603,.,.,.,.,.,"55,231",.,"1,786",.,"64,663","180,108"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","27,973","6,971",.,.,"9,811",.,.,.,.,.,.,"104,991",.,.,.,"13,545","163,290"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",438,.,"1,772",.,.,.,.,.,.,.,.,.,.,.,.,"5,117","7,327"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","1,534","1,677","1,768",.,"2,492",.,.,.,.,.,.,"6,947",.,.,.,"6,717","21,135"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","4,383",452,668,.,"1,134",.,.,.,.,.,.,"15,337",.,.,.,"2,395","24,368"
CD01A,"Major Dental Procedures, 19 years and over","3,664",.,.,.,.,.,.,.,.,.,.,"7,911",.,.,.,"5,721","17,297"
CD02A,"Intermediate Dental Procedures, 19 years and over","20,145",.,.,.,.,.,.,.,.,.,.,"12,255",.,.,.,"12,063","44,464"
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,074",.,.,.,.,"2,074"
CD03A,"Minor Dental Procedures, 19 years and over","1,832",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,832"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","26,879",.,.,.,.,.,.,.,.,.,.,"2,966",.,.,.,"23,855","53,700"
CD04B,"Major Surgical Removal of Tooth, 18 years and under","15,272",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,272"
CD05A,"Surgical Removal of Tooth, 19 years and over","3,664",.,.,.,.,.,.,.,.,.,.,856,.,.,.,"3,918","8,438"
CD05B,"Surgical Removal of Tooth, 18 years and under","9,567",.,.,.,.,.,.,.,.,.,.,"4,529",.,.,.,"6,100","20,196"
CD06A,"Extraction of Multiple Teeth, 19 years and over","15,867",.,.,.,.,.,.,.,.,.,.,"66,510",.,.,.,"21,041","103,418"
CD06B,"Extraction of Multiple Teeth, 18 years and under","7,329","2,800",.,.,.,.,.,.,.,.,.,"21,667",.,.,.,"1,356","33,151"
CD07A,"Minor Extraction of Tooth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"2,458",.,.,.,.,"2,458"
CD07B,"Minor Extraction of Tooth, 18 years and under","1,832",.,.,.,.,.,.,.,.,.,.,"1,282",.,"1,000",.,.,"4,114"
CD09A,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"2,774",.,.,.,.,"2,774"
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,"6,060",.,.,.,.,.,.,.,.,"221,020",.,.,.,.,"227,081"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,"3,174",.,.,.,.,.,.,.,.,"922,007",.,.,.,.,"925,181"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2","2,900",.,"7,764",.,.,.,.,.,.,.,.,"948,285",.,.,.,.,"958,948"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"71,835",.,.,.,.,"71,835"
DZ06A,"Minor Thoracic Procedures, 19 years and over","9,778","21,904","14,610","4,176","17,233",301,.,.,"7,899","2,101",.,"53,892",.,"4,519",.,"28,868","165,280"
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over","13,728","2,033","1,732",.,.,714,.,.,.,.,.,"9,752",.,"1,370",.,.,"29,329"
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,565",.,.,.,.,"1,565"
DZ08Z,Rigid Bronchoscopy,.,.,"1,193",.,.,.,.,.,.,.,.,"32,249",.,.,.,.,"33,442"
DZ09F,Pulmonary Embolus with CC Score 6-8,438,"6,615","12,675",.,.,.,.,.,.,.,.,.,.,.,.,.,"19,729"
DZ09G,Pulmonary Embolus with CC Score 3-5,.,"7,726","10,872",.,.,"1,808",.,.,.,.,.,"1,258",.,.,.,.,"21,664"
DZ09H,Pulmonary Embolus with CC Score 0-2,438,"3,253","1,905",.,"4,909",.,.,.,.,.,.,.,.,.,.,.,"10,505"
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,407,.,.,.,.,.,.,.,.,.,"19,803",.,.,.,"10,637","30,846"
DZ10G,Lung Abscess-Empyema with CC Score 0-2,.,"2,440","1,406",.,.,.,.,.,.,"3,021",.,"7,261",.,.,.,"2,568","16,696"
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,"1,220",.,.,.,.,.,.,.,"3,054",.,.,.,.,.,.,"4,273"
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,"11,385",.,.,.,.,.,"4,073",.,"8,971",.,.,.,.,.,.,"24,429"
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","2,630","14,045",.,"13,154",.,.,.,.,.,.,.,.,.,.,.,"3,022","32,850"
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","21,815","9,477",.,"8,543","9,226",.,.,.,"3,006",.,.,.,.,.,.,"5,135","57,202"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","12,792","41,423","9,348","7,203","11,750",.,.,.,376,"2,595",.,"22,972",.,.,.,"2,217","110,677"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","5,364","6,160",.,.,"10,471","3,426","3,165",.,"1,879","2,848",.,.,.,502,.,734,"34,547"
DZ12C,Bronchiectasis with CC Score 8+,.,"8,539","10,416",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,955"
DZ12D,Bronchiectasis with CC Score 5-7,.,"1,220","37,511",.,.,.,.,.,"5,261","4,418",.,.,.,.,.,"1,834","50,244"
DZ12E,Bronchiectasis with CC Score 2-4,.,"4,473","84,852",.,.,.,.,.,752,"2,869",.,"2,102",.,"2,009",.,"10,446","107,501"
DZ12F,Bronchiectasis with CC Score 0-1,.,.,"89,518",.,.,.,.,.,"2,630",335,.,"1,553",.,.,.,.,"94,037"
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+","6,574",.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,"7,028"
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,"1,567",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,567"
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,"1,055",.,"2,079",.,.,.,.,.,.,"4,510",.,.,.,.,"7,644"
DZ15K,"Asthma without Intubation, with CC Score 3-5",.,"5,643",.,.,.,.,.,.,"3,891",.,.,.,.,.,.,.,"9,534"
DZ15L,"Asthma without Intubation, with CC Score 0-2",.,"1,220",.,.,.,904,.,.,.,963,.,.,.,.,.,.,"3,087"
DZ16D,Pleural Effusion with CC Score 12+,555,.,.,.,.,.,.,.,.,.,.,"7,998",.,.,.,.,"8,553"
DZ16E,Pleural Effusion with CC Score 8-11,.,"1,220",.,"16,796",.,.,.,.,.,.,.,.,.,502,.,.,"18,518"
DZ16F,Pleural Effusion with CC Score 4-7,"10,957","7,726","8,476",.,"1,307","2,109",.,.,.,.,.,"29,915",.,"2,009",.,"31,140","93,638"
DZ16G,Pleural Effusion with CC Score 0-3,521,"2,440","33,778",.,.,.,.,.,.,.,.,"42,715",.,.,.,"8,924","88,378"
DZ17E,Respiratory Neoplasms with CC Score 11+,"2,284","11,792","3,039",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,115"
DZ17F,Respiratory Neoplasms with CC Score 8-10,"3,945","6,912","6,319",.,"1,088",.,.,.,"5,637",.,.,"11,137",.,.,.,.,"35,037"
DZ17G,Respiratory Neoplasms with CC Score 5-7,"8,870","4,879","90,097",.,"8,453",.,.,.,376,.,.,"75,871",.,"2,511",.,367,"191,424"
DZ17H,Respiratory Neoplasms with CC Score 3-4,"3,068","4,830","114,723","5,443",.,301,.,.,.,"1,030",.,"64,566",.,"4,619",.,"2,095","200,676"
DZ17J,Respiratory Neoplasms with CC Score 1-2,"5,694",813,"58,761",454,"8,453",.,.,.,.,.,.,"128,804",.,502,.,367,"203,848"
DZ17K,Respiratory Neoplasms with CC Score 0,"2,295",407,"1,413",.,.,.,.,.,.,750,.,"38,257",.,"1,004",.,.,"44,127"
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,"1,044",.,654,.,.,.,.,.,.,.,.,.,.,.,"1,697"
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,"3,253","18,327",.,.,.,.,.,.,.,.,.,.,.,.,734,"22,314"
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,.,"10,668",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,668"
DZ19E,Other Respiratory Disorders with CC Score 9-11,.,.,"1,405",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,405"
DZ19F,Other Respiratory Disorders with CC Score 6-8,"5,862",.,.,.,.,.,.,.,.,.,.,"7,462",.,.,.,.,"13,324"
DZ19G,Other Respiratory Disorders with CC Score 0-5,"3,945","6,390","8,677","4,536","9,433","1,205",.,.,"3,749",418,.,"38,864",.,"2,009",.,"7,486","86,712"
DZ20A,Pulmonary Oedema with CC Score 9+,.,.,.,.,"5,272",.,.,.,.,.,.,"2,020",.,.,.,.,"7,292"
DZ20B,Pulmonary Oedema with CC Score 4-8,.,.,"20,732",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,732"
DZ20C,Pulmonary Oedema with CC Score 0-3,.,.,"7,516",.,"5,787",.,.,"4,435",.,.,.,.,.,.,.,.,"17,737"
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",689,"2,440","3,991",.,"3,381",.,528,.,.,375,.,"1,403",.,.,.,.,"12,807"
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,215",.,.,.,.,"1,215"
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,"1,772","4,536",.,.,.,.,.,.,.,"6,556",.,.,.,.,"12,864"
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,813,"37,015",.,"10,414",.,.,.,"3,758","2,848",.,"3,779",.,"4,017",.,"4,768","67,413"
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3","1,753","3,253","35,703","3,175","5,171","1,205",.,.,.,"7,633",.,"4,408",.,.,.,"1,100","63,401"
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,409
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,100","1,100"
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,"5,931",.,.,.,.,.,.,"6,378",.,"2,009",.,.,"14,318"
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,"4,995","10,286","23,371","1,814","1,314","7,686",.,.,"2,622",.,.,.,.,"4,796",.,.,"56,884"
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,877,"1,984","40,781","2,188","8,885",.,.,"4,150",.,"1,277",.,"5,359",.,.,.,"3,668","69,168"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,"1,963",.,"5,723",.,.,.,.,.,"1,503",.,.,"2,293",.,"2,009",.,.,"13,491"
DZ23F,Bronchopneumonia with CC Score 5-8,"6,889","4,473","8,359",.,"5,256",.,.,.,.,.,.,.,.,.,.,"3,301","28,277"
DZ23G,Bronchopneumonia with CC Score 0-4,.,"5,848","12,528",.,"10,544",.,.,.,.,.,.,.,.,.,.,.,"28,920"
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,.,"5,780",.,"17,793",.,.,.,.,.,.,.,.,.,.,.,"23,573"
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,.,.,.,.,"3,827",.,.,.,.,.,.,.,.,.,.,"3,827"
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3",.,904,.,.,.,.,.,.,.,.,.,"3,537",.,.,.,.,"4,440"
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4",.,"12,198",.,.,.,.,.,.,.,.,.,"14,371",.,.,.,.,"26,570"
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,"2,762",.,.,.,.,.,.,.,.,"6,805",.,.,.,.,"9,568"
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",.,.,"1,095",.,.,.,.,.,.,"1,098",.,.,.,.,.,734,"2,927"
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4","6,136",.,.,.,.,"2,712",.,.,.,.,.,"1,285",.,"2,511",.,.,"12,644"
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1",.,"2,440","3,308",.,.,.,.,.,.,"1,144",.,"5,807",.,.,.,734,"13,432"
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7","1,753","10,165","1,245",.,.,.,.,.,.,"2,049",.,873,.,.,.,.,"16,084"
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3",.,"5,693","8,922",.,654,.,.,.,.,.,.,"3,571",.,.,.,.,"18,839"
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",.,.,.,.,.,.,.,"8,069",.,.,.,.,.,.,.,.,"8,069"
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"3,782",.,.,.,.,"3,782"
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",438,"4,349","4,927",.,.,.,.,"4,271",.,.,.,"5,966",.,.,.,.,"19,952"
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1","7,290","1,186",.,.,.,.,.,"5,275",.,.,.,"7,071",.,.,.,"1,100","21,924"
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,.,168,.,.,.,.,.,376,.,.,.,.,.,.,.,543
DZ50Z,Respiratory Sleep Study,.,.,638,.,.,.,.,.,.,.,.,"24,687",.,.,.,.,"25,325"
DZ51Z,Complex Tuberculosis,.,.,"15,577",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,577"
DZ54Z,Complex Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,"7,553",.,.,.,.,"7,553"
DZ62A,Very Complex Thoracic Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"19,959",.,.,.,.,"19,959"
DZ62B,Very Complex Thoracic Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"9,305",.,.,.,.,"9,305"
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"24,284",.,.,.,.,"24,284"
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"5,550",.,.,.,.,"5,550"
