HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",15,8,3,.,6,1,.,.,.,.,.,.,2,.,4,1,3,43
JA18Z,Unilateral Minor Breast Procedures,15,2,1,2,5,2,.,.,.,.,.,.,.,.,.,.,5,32
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,3
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,6,1,.,1,2,2,.,.,.,.,1,.,18,.,.,.,.,31
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,1,3
JB33C,Other Burn without Skin Procedure,.,8,.,4,12,1,.,.,2,.,6,.,11,.,1,.,5,50
JC41Z,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
JC42A,"Intermediate Skin Procedures, 13 years and over",50,33,3,24,49,30,.,.,.,.,5,.,56,1,25,.,135,411
JC42B,"Intermediate Skin Procedures, 12 years and under",13,1,.,.,2,1,.,.,.,.,.,.,8,.,4,.,135,164
JC43A,"Minor Skin Procedures, 13 years and over",11,11,1,4,9,6,.,.,.,.,2,.,9,.,8,.,64,125
JC43B,"Minor Skin Procedures, 12 years and under",5,1,.,2,3,1,.,.,.,.,.,.,7,.,.,.,23,42
JC47A,"Phototherapy, 13 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JC47B,"Phototherapy, 12 years and under",.,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
JD07D,"Skin Disorders with Interventions, with CC Score 0-3",.,3,2,1,2,2,.,.,.,.,.,.,.,.,1,.,2,13
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",3,2,7,.,1,.,.,.,5,.,1,.,6,.,2,.,12,39
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",4,20,13,2,2,1,.,.,3,.,2,.,19,.,5,.,27,98
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",29,29,27,3,14,8,1,.,11,.,13,.,33,.,13,.,74,255
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",80,85,38,9,26,14,3,.,19,.,33,.,138,.,32,2,108,587
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",68,133,29,23,82,23,3,1,9,.,41,.,163,.,35,3,70,683
KA03D,Parathyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
KA04B,Adrenal Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,4
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,3
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,2,1,.,.,.,.,.,1,.,4,.,1,.,.,9
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,1,4,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,7
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,4,1,5,1,.,.,.,.,.,.,4,.,.,.,2,17
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,3,1,.,.,4,1,.,.,.,.,.,.,6,.,5,.,6,26
KA08A,Other Endocrine Disorders with CC Score 4+,5,4,.,1,.,.,1,.,.,.,.,.,2,.,1,.,1,15
KA08B,Other Endocrine Disorders with CC Score 2-3,3,2,1,.,1,.,1,.,.,.,2,.,8,.,.,.,10,28
KA08C,Other Endocrine Disorders with CC Score 0-1,6,4,.,.,3,1,2,.,1,.,11,.,11,.,1,.,1,41
KA09D,Thyroid Procedures with CC Score 2-3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KA09E,Thyroid Procedures with CC Score 0-1,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,3
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",4,.,.,2,1,2,.,.,.,.,1,.,6,.,3,.,11,30
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",6,9,1,1,6,5,.,.,2,.,3,.,23,.,1,.,8,65
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",4,14,6,6,6,3,.,.,4,.,1,.,23,.,6,.,12,85
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",11,24,1,6,2,4,1,.,2,.,5,.,15,.,2,.,5,78
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,2,1,.,5,2,.,.,1,.,1,.,18,.,1,.,7,38
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",11,14,3,1,2,1,2,.,2,.,5,.,36,.,4,.,21,102
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",37,48,5,10,7,8,2,.,5,.,17,.,64,.,21,.,57,281
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",52,58,12,12,15,14,3,.,8,.,56,.,53,.,19,.,51,353
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,6
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",1,5,.,.,1,.,.,.,2,.,.,.,1,.,.,.,10,20
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",1,9,.,.,3,.,.,.,1,.,.,.,1,.,1,.,2,18
KC04A,Inborn Errors of Metabolism with CC Score 3+,4,2,5,2,.,.,.,.,.,.,1,.,2,.,.,.,4,20
KC04B,Inborn Errors of Metabolism with CC Score 0-2,1,3,3,1,.,.,.,.,.,.,3,.,6,.,1,.,.,18
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",4,3,4,.,4,2,1,.,2,.,4,.,3,.,4,.,14,45
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",9,47,16,2,11,1,6,.,2,.,16,.,44,.,10,.,60,224
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",48,106,29,10,24,19,5,.,26,.,68,.,116,.,26,.,119,596
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",36,98,26,14,19,8,5,.,16,.,71,.,143,.,31,1,74,542
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",22,34,28,9,17,13,2,.,5,.,66,.,88,.,12,1,40,337
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,1,.,.,1,.,.,.,1,.,.,.,.,.,.,.,2,5
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",6,37,7,.,9,2,.,.,9,.,7,.,19,.,7,.,68,171
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",60,231,68,22,49,15,1,.,33,2,57,.,183,.,74,.,249,"1,044"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",92,247,86,24,34,29,4,.,34,4,77,.,315,.,78,.,231,"1,255"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",93,313,99,44,57,40,5,.,21,.,146,.,411,.,91,2,160,"1,482"
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",.,3,.,.,1,.,.,.,.,.,.,.,3,.,.,.,2,9
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11",6,13,5,1,2,12,.,.,2,.,10,.,9,1,4,.,20,85
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",80,76,56,11,12,9,3,.,15,.,28,.,58,.,8,.,79,435
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",27,98,118,24,19,8,1,.,5,.,60,.,142,.,11,.,119,632
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",1,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",1,6,9,.,.,1,.,.,.,.,.,.,2,.,.,.,2,21
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",5,6,6,.,.,7,.,.,.,.,.,.,.,.,.,.,6,30
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,87,.,1,.,.,.,.,.,.,.,6,.,.,.,.,94
LA09M,"General Renal Disorders without Interventions, with CC Score 9+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",.,2,.,2,2,.,.,.,.,.,.,.,8,.,1,.,1,16
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",9,6,11,2,1,.,.,.,.,.,3,.,14,.,3,.,16,65
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",67,77,38,25,24,15,2,.,10,.,59,.,122,.,21,.,59,519
LA97A,"Same Day Dialysis Admission or Attendance, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",4,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,1,8
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",9,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,1,15
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",1,2,6,1,.,.,.,.,1,.,1,.,3,.,2,.,7,24
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",1,7,6,.,2,.,.,.,.,.,.,.,3,.,1,.,11,31
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",4,2,10,2,1,.,.,.,.,.,1,.,7,.,2,.,5,34
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,1,8,.,.,1,.,.,.,.,1,.,4,.,.,.,5,20
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over",5,.,13,14,1,1,.,.,.,.,.,.,.,.,.,.,3,37
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB14Z,Intermediate Endoscopic Bladder Procedures,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,1,.,.,1,.,.,.,.,.,1,.,.,.,1,4
LB15E,"Minor Bladder Procedures, 19 years and over",32,26,45,21,14,5,2,.,8,.,3,.,.,1,6,.,37,200
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",1,4,1,.,2,.,.,.,.,.,1,.,.,.,2,.,11,22
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",3,4,4,7,1,1,1,.,.,.,1,.,5,.,1,.,8,36
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",9,9,15,8,6,4,.,.,.,.,4,.,7,.,3,.,22,87
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",11,12,12,10,12,3,.,1,.,.,3,.,11,.,3,1,23,102
LB18Z,Attention to Suprapubic Bladder Catheter,6,3,6,5,1,5,.,.,.,.,.,.,2,.,6,.,6,40
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",3,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,5
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",1,.,4,1,.,.,.,.,.,.,.,.,5,.,1,.,1,13
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",1,.,3,.,3,.,.,.,.,.,.,.,2,.,.,.,2,11
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,10,5,2,7,.,1,.,1,.,.,.,1,.,.,.,8,35
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",5,29,2,10,6,4,.,.,.,.,1,.,4,.,.,.,25,86
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",2,20,3,5,5,3,.,.,.,.,1,.,8,.,.,.,2,49
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB27Z,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)",1,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,5
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",.,.,4,.,.,.,.,.,.,.,1,.,.,.,.,.,.,5
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",2,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",4,1,1,1,1,.,.,.,.,.,.,.,.,.,2,.,.,10
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",.,.,6,.,.,.,.,.,1,.,.,.,.,.,1,.,.,8
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",1,3,5,1,1,1,.,.,.,.,2,.,1,.,1,.,4,20
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",11,4,8,7,1,7,.,.,1,.,.,.,3,.,3,.,5,50
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",27,27,22,12,11,6,.,.,.,.,1,.,5,.,12,.,14,137
LB36Z,Extracorporeal Lithotripsy,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,2,.,2,.,3,.,.,.,.,.,.,.,.,.,.,.,5,12
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,3,1,2,.,.,.,.,.,.,.,2,.,2,.,2,.,3,15
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,4,.,5,9,.,1,.,.,.,.,2,.,4,.,.,.,1,26
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+",2,3,1,1,1,.,.,.,.,.,.,.,.,.,3,.,3,14
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",9,1,4,4,.,.,.,.,.,.,.,.,.,.,3,.,4,25
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",29,13,34,13,9,7,.,.,2,.,7,.,10,.,3,.,26,153
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",2,.,2,.,.,.,.,.,.,.,.,.,.,.,1,.,1,6
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",4,6,9,2,3,2,.,.,.,.,1,.,12,.,.,.,3,42
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",68,196,66,46,81,42,.,.,3,.,37,.,99,.,43,.,58,739
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB43Z,Treatment of Erectile Dysfunction,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB47Z,Major Open Penis Procedures,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,4
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",3,2,1,.,1,.,.,.,.,.,.,.,.,.,1,.,1,9
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",1,1,1,.,3,.,.,.,.,.,.,.,5,.,.,.,2,13
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",.,.,3,1,1,.,.,.,.,.,.,.,.,.,.,.,1,6
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",4,15,12,5,6,10,.,.,.,.,3,.,1,.,6,.,5,67
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",19,21,14,12,7,22,.,.,.,.,1,.,70,.,8,.,10,184
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",1,.,.,2,1,.,.,.,.,1,.,.,.,.,.,.,1,6
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB56A,"Minor Penis Procedures, 19 years and over",3,2,4,.,1,1,.,.,.,.,.,.,.,.,.,.,3,14
LB56C,"Minor Penis Procedures, between 2 and 18 years",.,.,2,1,2,.,.,.,.,.,.,.,4,.,1,.,1,11
LB57D,Urethral Disorders without Interventions,1,2,.,2,.,1,.,.,.,.,.,.,3,.,.,.,2,11
LB58D,Penile Disorders without Interventions,3,.,5,1,1,.,.,.,.,.,.,.,1,.,.,.,1,12
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",5,.,7,16,9,.,.,.,.,.,.,.,.,.,.,.,.,37
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over",10,1,10,7,2,5,.,.,1,.,.,.,.,.,.,.,2,38
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,2,.,2,1,1,.,.,.,.,.,.,.,.,.,2,.,1,9
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,3,4,5,1,7,1,.,.,.,.,.,.,1,.,1,.,1,24
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",3,6,23,2,14,7,.,.,.,.,.,.,.,.,1,.,11,67
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",1,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,5
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",5,2,8,.,4,4,.,.,.,.,.,.,.,.,.,.,1,24
MA11Z,Intermediate Open Upper Genital Tract Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,.,1,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,3
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",21,13,.,10,171,11,.,.,.,.,.,.,106,.,80,.,3,415
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",1,.,.,1,3,.,.,.,.,.,.,.,1,.,4,.,.,10
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation",13,.,.,1,7,4,.,.,.,.,.,.,1,.,2,.,7,35
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation",3,.,.,.,3,1,.,.,.,.,.,.,8,.,1,.,5,21
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation",58,33,.,10,26,6,.,.,.,.,.,.,138,.,.,.,44,315
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",2,2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3,8
MA20Z,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation",1,2,.,.,1,1,.,.,.,.,.,.,2,.,.,.,2,9
MA22Z,Minor Lower Genital Tract Procedures,6,9,8,5,2,2,.,.,.,.,.,.,1,.,6,.,10,49
MA23Z,Minimal Lower Genital Tract Procedures,4,10,11,4,7,6,.,.,.,.,.,.,1,.,3,.,8,54
MA24Z,Minor Upper Genital Tract Procedures,10,5,2,40,67,101,.,.,.,.,.,.,15,.,.,.,3,243
MA25Z,Minimal Upper Genital Tract Procedures,2,1,1,.,2,.,.,.,.,.,.,.,.,.,.,.,1,7
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,1,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
MA31Z,Diagnostic Hysteroscopy,.,1,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,4
MA32Z,Diagnostic Hysteroscopy with Biopsy,1,1,2,.,.,1,.,.,.,.,.,.,.,.,3,.,3,11
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA35Z,Implantation of Intrauterine Device,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
MA36Z,Transvaginal Ultrasound,32,21,.,25,63,41,.,.,.,.,.,.,8,.,.,.,105,295
