HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost,
AA52G,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"72,159",.,.,.,.,"72,159",
AA53B,150,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"9,033",.,.,.,.,"9,033",
AA53C,150,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"282,338",.,.,.,.,"282,338",
AA53C,160,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"9,709",.,.,.,"2,375","12,084",
AA53C,300,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"2,071",.,.,.,.,"2,071",
AA53C,400,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"8,543",.,.,.,.,"8,543",
AA53D,110,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"7,410",.,.,.,.,"7,410",
AA53D,120,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,"2,554",.,.,.,.,.,.,.,.,.,.,"22,041",.,.,.,.,"24,594",
AA53D,140,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3","7,253",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,253",
AA53D,150,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,223,505",.,.,.,.,"1,223,505",
AA53D,160,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,375","2,375",
AA53F,150,"Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"33,865",.,.,.,.,"33,865",
AA53G,120,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"7,841",.,.,.,.,"7,841",
AA53G,150,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"30,492",.,.,.,.,"30,492",
AA53G,421,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"9,935",.,.,.,.,"9,935",
AA53G,823,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"42,199",.,.,.,.,"42,199",
AA54A,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"61,348",.,.,.,.,"61,348",
AA54B,100,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,"4,854",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,854",
AA54B,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"36,918",.,.,.,.,"36,918",
AA54C,120,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,441",.,.,.,.,"3,441",
AA54C,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"27,933",.,.,.,.,"27,933",
AA54C,160,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,890","1,890",
AA55A,140,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,205","2,205",
AA55C,150,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"12,386",.,.,.,.,"12,386",
AA56A,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"8,958",.,.,.,.,"8,958",
AA56B,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"12,092",.,.,.,.,"12,092",
AA56B,400,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"12,205",.,.,.,.,"12,205",
AA57A,100,"Minimal Intracranial Procedures, 19 years and over",.,.,"81,218",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"81,218",
AA57A,150,"Minimal Intracranial Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"72,671",.,.,.,.,"72,671",
AA57A,400,"Minimal Intracranial Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"10,702",.,.,.,.,"10,702",
AA60A,100,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,"43,684",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"43,684",
AA60A,150,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"116,026",.,.,.,.,"116,026",
AA60A,400,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"11,063",.,.,.,.,"11,063",
AA61A,150,"Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"184,450",.,.,.,.,"184,450",
AA80Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,"322,814",.,.,.,.,"322,814",
AA80Z,420,Complex Long Term EEG Monitoring,.,"1,116",.,.,"5,411",.,.,.,.,.,.,.,.,.,.,.,.,"6,527",
AA80Z,421,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,"59,831",.,.,.,.,"59,831",
AA81Z,420,Standard Long Term EEG Monitoring,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558,
AB12Z,150,Insertion of Neurostimulator for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"48,875",.,.,.,.,"48,875",
AB14Z,150,Insertion of Neurostimulator Electrodes for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"44,227",.,.,.,.,"44,227",
AB16Z,110,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,"9,937",.,.,.,.,.,.,.,.,.,"9,937",
AB16Z,150,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,.,.,.,.,.,"3,456",.,.,.,.,"3,456",
AB17Z,110,"Nerve Block or Destruction of Nerve, for Pain Management",.,.,.,.,.,.,.,"2,548",.,.,.,.,.,.,.,.,.,"2,548",
AB17Z,120,"Nerve Block or Destruction of Nerve, for Pain Management","4,854",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,854",
AB17Z,150,"Nerve Block or Destruction of Nerve, for Pain Management",.,.,.,.,.,.,.,.,.,.,.,.,"22,775",.,.,.,.,"22,775",
AB18Z,400,Continuous Infusion of Therapeutic Substance for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"4,269",.,.,.,.,"4,269",
AB19Z,110,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,"5,463",.,.,.,.,789,.,.,.,.,"6,252",
AB19Z,160,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,957,957,
AB20Z,110,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,"3,362",.,.,.,.,.,.,.,.,.,"3,362",
AB20Z,150,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"6,602",.,.,.,.,"6,602",
AB21Z,110,"Epidural or Therapeutic Spinal Puncture, for Pain Management",.,.,.,.,.,.,.,"5,161",.,.,.,.,.,.,.,.,.,"5,161",
AB22Z,100,Trigger Point Injection for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,.,.,885,.,.,885,
AB22Z,191,Trigger Point Injection for Pain Management,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,
AB22Z,502,Trigger Point Injection for Pain Management,.,.,.,.,"1,404",.,.,.,.,.,.,.,.,.,.,.,.,"1,404",
BZ24D,130,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"2,534",.,.,.,.,"2,534",
BZ24D,300,Non-Surgical Ophthalmology with Interventions,"1,784",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,784",
BZ24D,400,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"5,861",.,.,.,.,"5,861",
BZ24D,410,Non-Surgical Ophthalmology with Interventions,.,"4,351",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,351",
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,476",.,.,.,.,"3,476",
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4","2,640",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,640",
BZ24F,800,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,593,
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577,
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","4,617",.,.,.,.,.,.,.,.,.,.,.,"13,066",.,.,.,.,"17,683",
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","3,567",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,567",
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"6,223",.,.,.,.,"6,223",
BZ30A,130,"Complex, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"5,097",.,.,.,.,"5,097",
BZ30B,130,"Complex, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"54,992",.,.,.,.,"54,992",
BZ31A,130,"Very Major, Cataract or Lens Procedures, with CC Score 2+","1,097",.,.,.,.,.,.,.,.,.,.,.,"1,545",.,.,.,.,"2,642",
BZ31B,130,"Very Major, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"49,325",.,.,.,.,"49,325",
BZ32A,130,"Intermediate, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,397",.,.,.,.,"1,397",
BZ32B,130,"Intermediate, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"18,472",.,.,.,.,"18,472",
BZ33Z,130,"Minor, Cataract or Lens Procedures","1,537",.,.,.,.,.,.,.,.,.,.,.,755,.,.,.,.,"2,292",
BZ34C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1","13,166",.,.,.,.,.,.,.,.,.,"5,160",.,"42,798",.,.,.,.,"61,124",
BZ41B,130,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"13,405",.,.,.,.,"13,405",
BZ41B,160,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,151","2,151",
BZ42A,130,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+","1,754",.,.,.,.,.,.,.,.,.,.,.,"2,472",.,.,.,.,"4,226",
BZ42A,160,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,576","4,576",
BZ42B,130,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"28,965",.,.,.,.,"28,965",
BZ42B,140,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,750",
BZ42B,160,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,028","9,028",
BZ43Z,130,"Complex or Very Major, Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,037",.,.,.,.,"4,037",
BZ44B,130,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"1,018",.,"7,417",.,.,.,.,"8,435",
BZ44B,140,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","3,999",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,999",
BZ45A,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,435,.,.,.,.,435,
BZ45A,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,915","1,915",
BZ45B,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","4,172",.,.,.,.,.,.,.,.,.,.,.,"6,434",.,.,.,.,"10,605",
BZ45B,140,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","8,875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,875",
BZ45B,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,009","10,009",
BZ45C,130,"Intermediate Oculoplastics Procedures, between 4 and 18 years","1,316",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,316",
BZ45C,160,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430",
BZ45D,140,"Intermediate Oculoplastics Procedures, 3 years and under","5,128",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,128",
BZ45D,160,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,842",.,.,.,.,"1,842",
BZ46A,160,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,890","1,890",
BZ50Z,130,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,993",.,.,.,.,"2,993",
BZ50Z,140,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over","11,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,052","16,154",
BZ51A,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"5,691",.,.,.,.,"5,691",
BZ51A,140,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","5,989",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,261","20,250",
BZ51B,120,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,021",.,.,.,.,"3,021",
BZ51B,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"22,905",.,.,.,.,"22,905",
BZ51B,140,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","21,327",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,610","34,937",
BZ52Z,140,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,279","5,279",
BZ53A,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,"1,293",.,.,.,.,.,.,"1,293",
BZ53A,140,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,930","3,930",
BZ53B,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"9,262",.,.,.,.,"9,262",
BZ53B,140,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","3,375",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,375",
BZ54A,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","1,428",.,.,.,.,.,.,.,.,.,.,.,"3,518",.,.,.,.,"4,946",
BZ54B,120,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,485",.,.,.,.,"3,485",
BZ54B,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","8,118",.,.,.,.,.,.,.,.,.,.,.,"58,005",.,.,.,.,"66,123",
BZ55Z,130,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,520",.,.,.,.,"2,520",
BZ56B,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,823,.,.,.,.,823,
BZ56C,130,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,737",.,.,.,.,"1,737",
BZ60B,130,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1","1,754",.,.,.,.,.,.,.,.,.,.,.,"27,482",.,.,.,.,"29,236",
BZ61A,130,"Complex, Cornea or Sclera Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,792",.,.,.,.,"1,792",
BZ61B,130,"Complex, Cornea or Sclera Procedures, with CC Score 0-1","5,646",.,.,.,.,.,.,.,.,.,.,.,"82,961",.,.,.,.,"88,606",
BZ62B,130,"Very Major, Cornea or Sclera Procedures, with CC Score 0","1,097",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,097",
BZ63A,130,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,164",.,.,.,.,"1,164",
BZ64A,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"3,710",.,.,.,.,"3,710",
BZ72A,130,"Major Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"21,411",.,.,.,.,"21,411",
BZ72B,130,"Major Ocular Motility Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"10,249",.,.,.,.,"10,249",
BZ73A,130,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,440",.,.,.,.,"3,440",
BZ74B,130,"Minor Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,980,.,.,.,.,.,.,980,
BZ80B,130,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"23,474",.,.,.,.,"23,474",
BZ81A,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"10,761",.,.,.,.,"10,761",
BZ81B,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"120,853",.,.,.,.,"120,853",
BZ82Z,130,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"15,678",.,.,.,.,"15,678",
BZ83A,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+","2,831",.,.,.,.,.,.,.,.,.,.,.,"20,020",.,.,.,.,"22,851",
BZ83B,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"239,226",.,.,.,.,"239,226",
BZ84A,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,093",.,.,.,.,"2,093",
BZ84B,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"71,365",.,.,.,.,"71,365",
BZ85Z,130,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"14,617",.,.,.,.,"14,617",
BZ86A,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,901,.,.,.,.,901,
BZ86B,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"49,518",.,.,.,.,"49,518",
BZ86C,130,"Intermediate Vitreous Retinal Procedures, 18 years and under",659,.,.,.,.,.,.,.,.,.,.,.,"1,231",.,.,.,.,"1,890",
BZ87A,130,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,105",.,.,.,.,"2,105",
BZ90Z,130,"Very Complex, Glaucoma or Iris Procedures",.,.,.,.,.,.,.,.,.,.,.,.,"10,429",.,.,.,.,"10,429",
BZ91B,130,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"6,161",.,.,.,.,"6,161",
BZ92A,420,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,002",.,.,.,.,"3,002",
BZ92B,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"1,007",.,"5,196",.,.,.,.,"6,203",
BZ93B,130,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"7,166",.,.,.,.,"7,166",
BZ94A,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+","1,318",.,.,.,.,.,.,.,.,.,.,.,"1,075",.,.,.,.,"2,393",
BZ94B,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",878,.,.,.,.,.,.,.,.,.,.,.,"5,434",.,.,.,.,"6,312",
CA01Z,140,Complex Neck Procedures,"10,728",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,728",
CA01Z,160,Complex Neck Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,109","10,109",
CA02A,100,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"7,700",.,.,.,"3,148","10,848",
CA02A,120,Very Major Neck Procedures with CC Score 2+,.,.,.,.,"33,247",.,.,.,.,.,.,.,"32,742",.,.,.,.,"65,989",
CA02A,140,Very Major Neck Procedures with CC Score 2+,"25,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"25,172",
CA02A,160,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"36,556","36,556",
CA02B,100,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"10,933",.,.,.,"2,055","12,988",
CA02B,120,Very Major Neck Procedures with CC Score 0-1,"9,076","1,827",.,.,"43,371",.,.,.,.,.,.,.,"163,138",.,.,.,.,"217,412",
CA02B,140,Very Major Neck Procedures with CC Score 0-1,"20,184",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,184",
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,049","12,049",
CA03A,100,Major Neck Procedures with CC Score 2+,.,.,"15,390",.,.,.,.,.,.,.,.,.,"5,860",.,.,.,"4,524","25,774",
CA03A,120,Major Neck Procedures with CC Score 2+,"12,461","2,236",.,.,"7,042",.,.,.,.,.,.,.,"49,189",.,.,.,.,"70,927",
CA03A,140,Major Neck Procedures with CC Score 2+,"30,990",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,615","40,605",
CA03A,160,Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"34,068","34,068",
CA03B,100,Major Neck Procedures with CC Score 0-1,.,.,"8,174",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,262","10,436",
CA03B,120,Major Neck Procedures with CC Score 0-1,"55,098","32,962",.,.,"80,855",.,.,.,.,.,.,.,"279,860",.,.,.,.,"448,775",
CA03B,140,Major Neck Procedures with CC Score 0-1,"89,603",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"89,603",
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"23,462","23,462",
CA04A,120,"Intermediate Neck Procedures, 19 years and over","15,718","8,478",.,.,"5,897",.,.,.,.,.,.,.,"44,855",.,.,.,.,"74,948",
CA04A,140,"Intermediate Neck Procedures, 19 years and over","7,508",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,508",
CA04A,160,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,194","1,194",
CA04B,100,"Intermediate Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,430",.,.,.,.,"2,430",
CA04B,120,"Intermediate Neck Procedures, 18 years and under","11,248","2,574",.,.,"8,825",.,.,.,.,.,.,.,"19,960",.,.,.,.,"42,607",
CA05A,100,"Minor Neck Procedures, 19 years and over","8,608",871,.,.,.,.,.,.,.,.,.,.,"2,738",.,"13,280",.,.,"25,497",
CA05A,110,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,"1,893",.,.,.,.,.,.,.,.,.,"1,893",
CA05A,120,"Minor Neck Procedures, 19 years and over","30,116","1,538",.,.,"10,456",.,.,.,.,.,.,.,"23,200",.,.,.,.,"65,310",
CA05A,140,"Minor Neck Procedures, 19 years and over","4,933",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,442","7,375",
CA05A,172,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,326",.,.,.,.,"2,326",
CA05B,120,"Minor Neck Procedures, 18 years and under","8,263",.,.,.,"1,242",.,.,.,.,.,.,.,"1,844",.,.,.,.,"11,349",
CA05B,370,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,826",.,.,.,.,"2,826",
CA10A,120,"Septorhinoplasty, 19 years and over","72,626","32,591",.,.,"100,433",.,.,.,.,.,.,.,"92,029",.,.,.,.,"297,679",
CA10A,140,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,790","11,790",
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,530","8,530",
CA10B,120,"Septorhinoplasty, 18 years and under","10,364","9,233",.,.,"13,790",.,.,.,.,.,.,.,"4,438",.,.,.,"1,443","39,267",
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,374","2,374",
CA11A,120,"Septoplasty, 19 years and over","208,062","47,975",.,.,"140,147",.,.,.,.,.,.,.,"201,079",.,.,.,.,"597,263",
