HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
BZ44A,130,"Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,861,.,.,.,.,861
BZ44B,100,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,519,.,.,"1,581",.,.,.,.,.,.,.,.,.,.,"2,100"
BZ44B,130,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","92,580",.,.,.,.,.,.,.,.,"6,226","90,385",.,"134,300","13,572","1,941","10,190",.,.,"349,194"
BZ44B,140,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,352
BZ44B,160,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,105,.,.,.,"1,348",.,"1,453"
BZ44B,330,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,204,.,.,.,.,.,.,.,.,.,.,.,.,.,204
BZ44C,130,"Major Oculoplastics Procedures, 18 years and under","7,252",.,.,.,.,.,.,.,.,.,.,.,"28,222",.,.,.,.,.,"35,475"
BZ45A,100,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,"2,308",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,308"
BZ45A,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+","2,572",.,.,.,.,.,.,.,.,.,.,.,"3,020",446,.,616,.,.,"6,654"
BZ45A,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,"2,182",.,.,.,.,.,.,"1,202",.,"3,384"
BZ45B,100,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",756,"1,657",.,.,"13,131",.,838,"1,520",.,.,.,"2,019",.,"1,831",.,"3,921","2,430",.,"28,104"
BZ45B,120,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,135,.,.,.,.,.,135
BZ45B,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","158,960",.,.,.,.,.,.,.,.,"18,230","43,455",.,"208,424","38,487","3,418","12,798",.,.,"483,771"
BZ45B,140,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","9,285",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,773",.,"11,058"
BZ45B,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,"21,701",.,.,"3,068",.,.,.,"29,034",.,"53,803"
BZ45B,330,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,129,.,.,"1,019","10,372",465,.,.,.,.,.,.,.,.,.,.,717,"12,703"
BZ45C,130,"Intermediate Oculoplastics Procedures, between 4 and 18 years","12,197",.,.,.,.,.,.,.,.,.,.,.,"10,633",.,.,.,.,.,"22,830"
BZ45C,160,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"9,021",.,.,.,.,.,"9,021"
BZ45C,171,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"4,883",.,.,.,.,.,"4,883"
BZ45D,130,"Intermediate Oculoplastics Procedures, 3 years and under","6,527",.,.,.,.,.,.,.,.,.,.,.,"6,034",.,.,.,.,.,"12,561"
BZ45D,160,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"11,058",.,.,.,.,.,"11,058"
BZ45D,171,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,282",.,.,.,"2,531",.,"3,813"
BZ45D,420,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,347",.,.,.,.,.,"1,347"
BZ46A,130,"Minor Oculoplastics Procedures, 19 years and over","20,175",.,.,.,.,.,.,.,.,.,"24,368",.,"69,707","25,190","3,030","1,560",.,.,"144,029"
BZ46A,140,"Minor Oculoplastics Procedures, 19 years and over",878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,878
BZ46A,160,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,"1,084",.,.,.,.,.,.,"2,403",.,"3,487"
BZ46B,130,"Minor Oculoplastics Procedures, 18 years and under","5,934",.,.,.,.,.,.,.,.,.,.,.,"14,599",878,.,.,.,.,"21,410"
BZ46B,140,"Minor Oculoplastics Procedures, 18 years and under",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
BZ50Z,130,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",989,.,.,.,.,.,.,.,.,.,.,.,"3,489",.,.,.,.,.,"4,478"
BZ51A,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,989
BZ51B,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","1,978",.,.,.,.,.,.,.,.,.,.,.,"4,638",476,.,.,.,.,"7,092"
BZ52Z,130,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"12,959",.,.,.,.,.,"12,959"
BZ53A,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","5,934",.,.,.,.,.,.,.,.,.,.,.,"7,283",.,.,.,.,.,"13,217"
BZ53B,120,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,433",.,.,.,.,.,"1,433"
BZ53B,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","4,945",.,.,.,.,.,.,.,.,.,.,.,"16,125",.,.,.,.,.,"21,070"
BZ54A,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","1,714",.,.,.,.,.,.,.,.,.,.,.,"8,078",846,.,.,.,.,"10,638"
BZ54B,120,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,.,664
BZ54B,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","14,044",.,.,.,.,.,.,.,.,.,"9,836",.,"108,560",.,.,725,.,.,"133,166"
BZ55Z,130,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",989,.,.,.,.,.,.,.,.,.,.,.,"21,457",.,.,.,.,.,"22,446"
BZ56A,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","2,374",.,.,.,.,.,.,.,.,822,.,.,"2,007",.,.,.,.,.,"5,203"
BZ56B,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","8,967",.,.,.,.,.,.,.,.,.,"4,822",.,"12,819","1,413","2,441",.,.,.,"30,462"
BZ56C,130,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under","3,956",.,.,.,.,.,.,.,.,.,.,.,"14,252",.,.,.,.,.,"18,208"
BZ57A,120,"Minor, Orbit or Lacrimal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,557,.,.,.,.,.,557
BZ57A,130,"Minor, Orbit or Lacrimal Procedures, 19 years and over","3,956",.,.,.,.,.,.,.,.,.,"7,352",.,"28,967","1,829",388,.,.,.,"42,492"
BZ57B,130,"Minor, Orbit or Lacrimal Procedures, 18 years and under","6,923",.,.,.,.,.,.,.,.,.,.,.,"18,043",.,.,.,.,.,"24,966"
BZ60B,130,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1","1,123",.,.,.,.,.,.,.,.,.,984,.,"3,574",.,.,.,.,.,"5,682"
BZ61B,130,"Complex, Cornea or Sclera Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"12,193",.,"16,446",.,.,.,.,.,"28,638"
BZ62A,130,"Very Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,822,"1,334",.,"2,123",.,.,.,.,.,"4,280"
BZ62B,130,"Very Major, Cornea or Sclera Procedures, with CC Score 0","2,374",.,.,.,.,.,.,.,.,822,"11,214",.,"59,162",.,.,.,.,.,"73,572"
BZ63A,130,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,.,.,.,650
BZ63B,130,"Major, Cornea or Sclera Procedures, with CC Score 0","6,067",.,.,.,.,.,.,.,.,.,.,.,"9,577",.,.,.,.,.,"15,644"
BZ64A,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+","2,374",.,.,.,.,.,.,.,.,822,"1,316",.,796,.,.,.,.,.,"5,308"
BZ64B,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 0","2,374",.,.,.,.,.,.,.,.,.,"2,052",.,"6,542",.,.,579,.,.,"11,547"
BZ65Z,130,"Minor, Cornea or Sclera Procedures",.,.,.,.,.,.,.,.,.,.,.,.,669,.,.,.,.,.,669
BZ71A,130,"Very Major Ocular Motility Procedures, 19 years and over","7,121",.,.,.,.,.,.,.,.,822,.,.,"7,069",.,.,.,.,.,"15,011"
BZ71B,130,"Very Major Ocular Motility Procedures, 18 years and under","4,945",.,.,.,.,.,.,.,.,.,.,.,"14,309",.,.,.,.,.,"19,254"
BZ72A,130,"Major Ocular Motility Procedures, 19 years and over","25,912",.,.,.,.,.,.,.,.,"1,881","1,441",.,"43,824",.,.,.,.,.,"73,057"
BZ72B,130,"Major Ocular Motility Procedures, between 4 and 18 years","44,505",.,.,.,.,.,.,.,.,"9,878",.,.,"133,219",.,.,.,.,.,"187,601"
BZ72C,130,"Major Ocular Motility Procedures, 3 years and under","1,978",.,.,.,.,.,.,.,.,.,.,.,"5,759",.,.,.,.,.,"7,737"
BZ73A,130,"Intermediate Ocular Motility Procedures, 19 years and over","1,978",.,.,.,.,.,.,.,.,.,.,.,"3,572",.,.,.,.,.,"5,550"
BZ73A,303,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,318"
BZ73B,130,"Intermediate Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,822,.,.,"15,969",.,.,.,.,.,"16,791"
BZ74A,130,"Minor Ocular Motility Procedures, 19 years and over","1,978",.,.,.,.,.,.,.,.,"2,465","1,359",.,"8,021",.,.,.,.,.,"13,823"
BZ74B,130,"Minor Ocular Motility Procedures, 18 years and under","1,978",.,.,.,.,.,.,.,.,.,.,.,"7,491",.,.,.,.,.,"9,469"
BZ80B,130,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"9,654",.,.,.,.,.,"9,654"
BZ81A,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,197",.,.,.,.,.,"2,197"
BZ81B,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"32,913",.,.,.,.,.,"32,913"
BZ82Z,130,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,996",.,.,.,.,.,"1,996"
BZ83A,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",544,.,.,.,.,.,.,.,.,.,.,.,"9,433",.,509,.,.,.,"10,487"
BZ83B,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1","1,616",.,.,.,.,.,.,.,.,.,.,.,"97,029",.,.,.,.,.,"98,644"
BZ84A,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+","4,895",.,.,.,.,.,.,.,.,.,.,.,"11,678",.,509,.,.,.,"17,083"
BZ84B,100,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,639,.,.,639
BZ84B,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1","51,411",.,.,.,.,.,.,671,.,.,"5,397",.,"121,103",.,"2,038",543,.,.,"181,163"
BZ85Z,120,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,719,.,.,.,.,.,719
BZ85Z,130,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,231",.,.,.,.,.,"3,231"
BZ86A,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+","16,270",.,.,.,.,.,.,.,.,.,"2,003",.,"94,494",.,509,.,.,.,"113,276"
BZ86B,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1","218,872",.,.,.,.,.,.,.,.,.,"34,851",.,"337,847",.,"11,529",.,.,.,"603,099"
BZ86C,130,"Intermediate Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,982",.,.,.,.,.,"2,982"
BZ87A,130,"Minor Vitreous Retinal Procedures, 19 years and over","7,386",.,.,.,.,.,.,.,.,.,723,.,"23,583",.,.,.,.,.,"31,692"
BZ87A,140,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,553",.,"1,553"
BZ87B,120,"Minor Vitreous Retinal Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,786,.,.,.,.,.,786
BZ87B,130,"Minor Vitreous Retinal Procedures, between 4 and 18 years","1,583",.,.,.,.,.,.,.,.,.,.,.,"9,532",.,.,.,.,.,"11,116"
BZ87C,130,"Minor Vitreous Retinal Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"27,123",.,.,.,.,.,"27,123"
BZ88A,130,"Retinal Tomography, 19 years and over","7,913",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,913"
BZ89A,130,"Digital Retinal Photography, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,717",.,.,.,"2,717"
BZ90Z,130,"Very Complex, Glaucoma or Iris Procedures","1,979",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,979"
BZ91A,130,"Complex, Glaucoma or Iris Procedures, with CC Score 2+",660,.,.,.,.,.,.,.,.,.,792,.,"2,373",.,.,.,.,.,"3,824"
BZ91B,130,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",660,.,.,.,.,.,.,.,.,.,"25,400",.,"45,693",.,.,.,.,.,"71,753"
BZ92A,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",660,.,.,.,.,.,.,.,.,.,.,.,"2,986",.,.,.,.,.,"3,645"
BZ92B,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1","23,216",.,.,.,.,.,.,.,.,.,"19,838",.,"118,495",.,.,"3,257",.,.,"164,805"
BZ93A,130,"Major, Glaucoma or Iris Procedures, with CC Score 2+","1,632",.,.,.,.,.,.,.,.,.,.,.,"1,935",.,.,.,.,.,"3,567"
BZ93B,130,"Major, Glaucoma or Iris Procedures, with CC Score 0-1","9,234",.,.,.,.,.,.,.,.,.,631,.,"39,610",.,.,.,.,.,"49,474"
BZ94A,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",660,.,.,.,.,.,.,.,.,822,680,.,"5,536",.,.,.,.,.,"7,698"
BZ94B,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0","17,808",.,.,.,.,.,.,.,.,.,"3,978",.,"57,092",.,964,"1,450",.,.,"81,293"
BZ95Z,130,"Minor, Glaucoma or Iris Procedures","34,956",.,.,.,.,.,.,.,.,.,687,.,"37,896",.,643,.,.,.,"74,182"
CA03B,120,Major Neck Procedures with CC Score 0-1,.,"3,238",.,.,"1,649","2,386",.,.,.,.,.,.,"10,443",.,.,.,.,.,"17,715"
CA03B,171,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,478",.,.,.,.,.,"1,478"
CA04A,120,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,759,.,.,.,.,.,.,933,.,.,.,.,.,"1,692"
CA04B,120,"Intermediate Neck Procedures, 18 years and under",.,"1,109",.,.,.,"2,402",.,.,.,.,.,.,"4,342",.,.,.,"1,143",.,"8,996"
CA04B,171,"Intermediate Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,557",.,.,.,"3,164",.,"5,721"
CA05A,100,"Minor Neck Procedures, 19 years and over","1,922","1,488",.,.,"10,181","5,434","2,061","6,838",.,949,"1,043","1,878",.,"5,656",.,"1,565","14,682",.,"53,696"
CA05A,110,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,.,.,.,"1,057"
CA05A,120,"Minor Neck Procedures, 19 years and over","6,428","8,667",.,.,.,"12,280","9,735","1,183",.,.,.,"8,976","45,200","2,193",.,"1,569","1,143",.,"97,373"
CA05A,130,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,"26,250",.,"11,048",.,.,.,.,.,"37,298"
CA05A,140,"Minor Neck Procedures, 19 years and over",662,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,662
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110",.,"1,110"
CA05A,303,"Minor Neck Procedures, 19 years and over",.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405
CA05A,340,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,886,.,.,.,.,.,.,.,.,.,.,.,.,886
CA05A,502,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,"1,441",.,.,.,.,.,.,.,"1,441"
CA05B,100,"Minor Neck Procedures, 18 years and under",.,.,.,.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
CA05B,120,"Minor Neck Procedures, 18 years and under","1,071",.,.,.,.,"7,287",.,.,.,.,.,.,"1,383",930,.,.,"1,143",.,"11,814"
CA05B,171,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,507",.,.,.,"1,345",.,"3,852"
CA10A,120,"Septorhinoplasty, 19 years and over",.,"11,544",.,.,.,"15,562","10,758",.,.,.,.,"7,720","26,972",948,.,.,.,.,"73,504"
CA10B,120,"Septorhinoplasty, 18 years and under",.,.,.,.,.,"1,801",.,"1,045",.,.,.,.,.,.,.,.,"1,027",.,"3,873"
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA11A,120,"Septoplasty, 19 years and over",.,"56,454",.,.,"20,683","85,243","50,321","16,608",.,"5,978",.,"71,131","128,449","37,463",.,"109,108",.,.,"581,440"
CA11B,120,"Septoplasty, 18 years and under",.,797,.,.,.,"9,275","6,598","2,214",.,.,.,"2,631","3,236","6,742",.,"4,041","3,192",.,"38,727"
CA12Z,120,Major Treatment of Epistaxis,.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,.,366
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",.,"3,311",.,.,.,901,.,.,.,.,.,.,641,.,.,.,.,.,"4,853"
CA13A,160,"Minor Treatment of Epistaxis, 19 years and over",.,.,.,.,.,.,.,.,.,"1,084",.,.,.,.,.,.,.,.,"1,084"
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under","2,191","4,387",.,.,"2,259","3,780",.,.,.,.,.,.,"9,580","1,041",.,.,"2,244",.,"25,480"
CA14Z,120,Nasal Polypectomy,"2,921","4,048",.,.,"12,417","13,309",867,"6,643",.,.,.,"7,352","61,287","2,567",.,"3,237",.,.,"114,648"
CA15Z,100,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,419,.,.,.,.,.,.,.,.,.,.,.,.,.,419
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose","5,548","6,894",.,.,"4,934","10,748","4,679","3,748",.,.,.,"4,692","12,339",.,.,"5,715","2,839",.,"62,135"
CA15Z,130,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,773,.,.,.,.,.,773
CA16Z,100,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,"25,193",.,.,811,.,.,.,"1,772",.,.,.,925,"1,135",.,"29,836"
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose","6,573","3,794",.,.,"4,287","2,957","1,838",.,.,.,.,.,"6,728",597,.,"7,116","6,506",.,"40,395"
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose",791,.,.,.,.,.,.,.,.,.,.,.,335,.,.,.,.,.,"1,126"
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose","27,510",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"27,510"
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,"40,604",.,.,"14,485",.,.,.,"67,522",.,"122,610"
CA16Z,330,"Excision or Biopsy, of Lesion of External Nose",.,"1,292",.,.,"5,912","37,387",849,.,.,.,.,.,.,.,.,.,136,"5,450","51,026"
CA20Z,120,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,060",.,.,.,.,.,"2,060"
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA21Z,120,Very Major Nose Procedures,.,"3,072",.,.,.,"17,704",.,.,.,"1,939",.,"2,153","5,054",.,.,.,.,.,"29,922"
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,403",.,"2,403"
CA21Z,330,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,408,.,408
CA22Z,120,Major Nose Procedures,"1,328","31,742",.,.,"14,313","14,533","17,202","5,474",.,.,.,"16,341","19,620","3,590",.,"9,505",.,.,"133,649"
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"5,105",.,.,.,"29,858",.,"34,962"
CA22Z,330,Major Nose Procedures,.,.,.,.,.,564,.,.,.,.,.,.,.,.,.,.,"38,774",.,"39,338"
CA23Z,100,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,468,.,.,.,.,468
CA23Z,120,Intermediate Nose Procedures,839,"8,129",.,.,.,"3,603","2,076",956,.,942,.,.,"7,181",708,.,"1,337",.,.,"25,771"
CA23Z,130,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,336",.,.,.,.,.,"2,336"
CA23Z,140,Intermediate Nose Procedures,"5,455",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,455"
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,"3,867",.,.,.,.,.,.,"12,214",.,"16,081"
CA24A,120,"Minor Nose Procedures, 19 years and over","7,205","63,652",.,.,.,"12,389","10,860",956,.,.,.,"2,818","12,971","4,427",.,"5,899",906,.,"122,082"
CA24A,140,"Minor Nose Procedures, 19 years and over",963,.,.,.,.,588,.,.,.,.,.,.,.,.,.,.,.,.,"1,550"
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110",.,"1,110"
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,.,.,408,.,.,.,.,.,.,.,.,.,.,.,.,.,408
CA24B,120,"Minor Nose Procedures, 18 years and under","6,774","5,588",.,.,"1,086",.,"4,768",.,.,.,.,"3,072","14,213",.,.,.,906,.,"36,407"
CA24B,130,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,923,.,.,.,.,.,923
CA24B,140,"Minor Nose Procedures, 18 years and under",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,537",.,"1,857"
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"9,614",.,.,.,.,.,"9,614"
CA25A,120,"Minimal Nose Procedures, 19 years and over","3,326","35,321",.,.,"3,553","2,988",.,"2,413",.,.,.,"3,989","10,479","2,697",.,"1,521",.,.,"66,286"
CA25B,120,"Minimal Nose Procedures, 18 years and under",730,"23,025",.,.,"6,452","4,318","4,455","1,849",.,.,.,"2,830","8,297","2,845",.,.,"13,252",.,"68,053"
CA25B,130,"Minimal Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,039",.,.,.,.,.,"1,039"
CA26Z,120,Complex Sinus Procedures,.,.,.,.,.,.,"2,148",.,.,942,.,"2,305","8,758",.,.,.,.,.,"14,153"
CA27Z,120,Major Sinus Procedures,.,"2,358",.,.,.,"1,312","19,698","1,045",.,"12,249",.,.,"8,785",.,.,.,.,.,"45,446"
CA28Z,120,Intermediate Sinus Procedures,.,"40,176",.,.,.,"32,889","5,270","1,183",.,"5,653",.,"11,516","15,005",.,.,.,.,.,"111,693"
CA29Z,120,Minor Sinus Procedures,730,"9,547",.,.,"1,001","3,112","8,625",.,.,.,.,"4,270","9,947",.,.,.,.,.,"37,234"
CA29Z,140,Minor Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,679",.,.,.,.,.,"1,679"
CA30A,120,"Radical or Revisional, Mastoid Procedures, 19 years and over",.,"1,932",.,.,.,"6,743",.,.,.,942,.,.,.,.,.,.,.,.,"9,617"
CA30A,130,"Radical or Revisional, Mastoid Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,585,.,.,.,.,.,585
CA30B,120,"Radical or Revisional, Mastoid Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,882",.,"2,882"
CA31Z,120,"Simple or Cortical, Mastoid Procedures",.,"1,692",.,.,.,.,.,.,.,942,.,.,.,.,.,.,"5,135",.,"7,769"
CA32A,120,"Tympanoplasty, 19 years and over","1,708","20,436",.,.,.,"21,610",.,.,.,"2,310",.,"3,975","26,636",.,.,"5,442","1,539",.,"83,656"
CA32B,120,"Tympanoplasty, 18 years and under","1,708","8,822",.,.,.,"14,189","5,774",.,.,"1,368",.,.,"48,564",.,.,"1,814","10,611",.,"92,850"
CA33Z,120,Pinnaplasty,"1,708","2,910",.,.,.,"10,171","1,448",.,.,.,.,.,"10,279","3,693",.,"4,800","1,618",.,"36,626"
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,"1,402",.,.,"99,272",.,.,.,"4,755",.,"105,429"
CA34A,100,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","1,221","2,135",.,.,"20,649",786,"1,003","1,971",.,"3,795","2,635","3,242",.,"1,479",.,"3,702",894,.,"43,513"
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","29,944","9,424",.,.,"1,520","5,296","5,796","2,366",.,"1,058",.,"10,868","23,074","1,059",.,"51,483","3,861",.,"145,751"
CA34A,140,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","8,348",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,348"
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,"22,334",.,.,"3,014",.,.,.,"42,299",.,"67,647"
