HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs,
AA53F,150,"Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
AA53G,120,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA53G,150,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
AA53G,421,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA53G,823,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA54A,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7,
AA54B,100,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
AA54B,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
AA54C,120,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA54C,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
AA54C,160,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
AA55A,140,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
AA55C,150,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA56A,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA56B,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
AA56B,400,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
AA57A,100,"Minimal Intracranial Procedures, 19 years and over",.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,
AA57A,150,"Minimal Intracranial Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7,
AA57A,400,"Minimal Intracranial Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
AA60A,100,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
AA60A,150,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9,
AA60A,400,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AA61A,150,"Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,17,
AA80Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,127,.,.,.,.,127,
AA80Z,420,Complex Long Term EEG Monitoring,.,2,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,5,
AA80Z,421,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9,
AA81Z,420,Standard Long Term EEG Monitoring,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
AB12Z,150,Insertion of Neurostimulator for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
AB14Z,150,Insertion of Neurostimulator Electrodes for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
AB16Z,110,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,9,
AB16Z,150,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
AB17Z,110,"Nerve Block or Destruction of Nerve, for Pain Management",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2,
AB17Z,120,"Nerve Block or Destruction of Nerve, for Pain Management",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
AB17Z,150,"Nerve Block or Destruction of Nerve, for Pain Management",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7,
AB18Z,400,Continuous Infusion of Therapeutic Substance for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
AB19Z,110,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,4,.,.,.,.,2,.,.,.,.,6,
AB19Z,160,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
AB20Z,110,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3,
AB20Z,150,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
AB21Z,110,"Epidural or Therapeutic Spinal Puncture, for Pain Management",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2,
AB22Z,100,Trigger Point Injection for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,
AB22Z,191,Trigger Point Injection for Pain Management,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1,
AB22Z,502,Trigger Point Injection for Pain Management,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ24D,130,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ24D,300,Non-Surgical Ophthalmology with Interventions,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ24D,400,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ24D,410,Non-Surgical Ophthalmology with Interventions,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ24F,800,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",3,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,14,
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
BZ30A,130,"Complex, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
BZ30B,130,"Complex, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,24,
BZ31A,130,"Very Major, Cataract or Lens Procedures, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
BZ31B,130,"Very Major, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,21,
BZ32A,130,"Intermediate, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ32B,130,"Intermediate, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7,
BZ33Z,130,"Minor, Cataract or Lens Procedures",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3,
BZ34C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1",12,.,.,.,.,.,.,.,.,.,5,.,27,.,.,.,.,44,
BZ41B,130,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
BZ41B,160,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
BZ42A,130,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
BZ42A,160,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
BZ42B,130,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10,
BZ42B,140,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ42B,160,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,
BZ43Z,130,"Complex or Very Major, Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ44B,130,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,3,.,.,.,.,4,
BZ44B,140,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ45A,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ45A,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
BZ45B,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,5,
BZ45B,140,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
BZ45B,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,
BZ45C,130,"Intermediate Oculoplastics Procedures, between 4 and 18 years",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ45C,160,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
BZ45D,140,"Intermediate Oculoplastics Procedures, 3 years and under",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
BZ45D,160,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ46A,160,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
BZ50Z,130,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ50Z,140,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3,
BZ51A,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
BZ51A,140,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,5,
BZ51B,120,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ51B,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7,
BZ51B,140,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,9,
BZ52Z,140,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
BZ53A,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
BZ53A,140,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
BZ53B,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
BZ53B,140,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ54A,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3,
BZ54B,120,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ54B,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",6,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,34,
BZ55Z,130,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ56B,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ56C,130,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ60B,130,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10,
BZ61A,130,"Complex, Cornea or Sclera Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ61B,130,"Complex, Cornea or Sclera Procedures, with CC Score 0-1",4,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,35,
BZ62B,130,"Very Major, Cornea or Sclera Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
BZ63A,130,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ64A,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
BZ72A,130,"Major Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10,
BZ72B,130,"Major Ocular Motility Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
BZ73A,130,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ74B,130,"Minor Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
BZ80B,130,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10,
BZ81A,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
BZ81B,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,59,.,.,.,.,59,
BZ82Z,130,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
BZ83A,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10,
BZ83B,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,134,.,.,.,.,134,
BZ84A,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ84B,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,43,
BZ85Z,130,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
BZ86A,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
BZ86B,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,31,
BZ86C,130,"Intermediate Vitreous Retinal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
BZ87A,130,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ90Z,130,"Very Complex, Glaucoma or Iris Procedures",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
BZ91B,130,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ92A,420,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ92B,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,3,.,.,.,.,4,
BZ93B,130,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
BZ94A,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
BZ94B,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4,
CA01Z,140,Complex Neck Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
CA01Z,160,Complex Neck Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
CA02A,100,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3,
CA02A,120,Very Major Neck Procedures with CC Score 2+,.,.,.,.,4,.,.,.,.,.,.,.,4,.,.,.,.,8,
CA02A,140,Very Major Neck Procedures with CC Score 2+,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
CA02A,160,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,
CA02B,100,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3,
CA02B,120,Very Major Neck Procedures with CC Score 0-1,2,1,.,.,7,.,.,.,.,.,.,.,19,.,.,.,.,29,
CA02B,140,Very Major Neck Procedures with CC Score 0-1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
CA03A,100,Major Neck Procedures with CC Score 2+,.,.,5,.,.,.,.,.,.,.,.,.,1,.,.,.,2,8,
CA03A,120,Major Neck Procedures with CC Score 2+,3,1,.,.,1,.,.,.,.,.,.,.,8,.,.,.,.,13,
CA03A,140,Major Neck Procedures with CC Score 2+,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,8,
CA03A,160,Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,
CA03B,100,Major Neck Procedures with CC Score 0-1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4,
CA03B,120,Major Neck Procedures with CC Score 0-1,6,14,.,.,22,.,.,.,.,.,.,.,44,.,.,.,.,86,
CA03B,140,Major Neck Procedures with CC Score 0-1,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,
CA04A,120,"Intermediate Neck Procedures, 19 years and over",6,5,.,.,4,.,.,.,.,.,.,.,15,.,.,.,.,30,
CA04A,140,"Intermediate Neck Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
CA04A,160,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CA04B,100,"Intermediate Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
CA04B,120,"Intermediate Neck Procedures, 18 years and under",3,2,.,.,4,.,.,.,.,.,.,.,6,.,.,.,.,15,
CA05A,100,"Minor Neck Procedures, 19 years and over",2,1,.,.,.,.,.,.,.,.,.,.,1,.,4,.,.,8,
CA05A,110,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
CA05A,120,"Minor Neck Procedures, 19 years and over",14,1,.,.,7,.,.,.,.,.,.,.,11,.,.,.,.,33,
CA05A,140,"Minor Neck Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,4,
CA05A,172,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CA05B,120,"Minor Neck Procedures, 18 years and under",4,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,6,
CA05B,370,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CA10A,120,"Septorhinoplasty, 19 years and over",19,17,.,.,48,.,.,.,.,.,.,.,35,.,.,.,.,119,
CA10A,140,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,
CA10B,120,"Septorhinoplasty, 18 years and under",3,2,.,.,6,.,.,.,.,.,.,.,2,.,.,.,1,14,
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CA11A,120,"Septoplasty, 19 years and over",66,33,.,.,84,.,.,.,.,.,.,.,94,.,.,.,.,277,
CA11A,140,"Septoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CA11B,120,"Septoplasty, 18 years and under",2,1,.,.,8,1,.,.,.,.,.,.,1,.,.,.,.,13,
CA12Z,120,Major Treatment of Epistaxis,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
CA13A,140,"Minor Treatment of Epistaxis, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
CA13A,300,"Minor Treatment of Epistaxis, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
CA13B,171,"Minor Treatment of Epistaxis, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CA14Z,120,Nasal Polypectomy,12,18,.,.,25,.,.,.,.,.,.,.,45,.,.,.,.,100,
CA14Z,420,Nasal Polypectomy,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",5,.,.,.,3,1,.,.,.,.,.,.,2,.,.,.,.,11,
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3,
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose",5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,
CA20Z,120,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
CA20Z,140,Complex Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CA21Z,120,Very Major Nose Procedures,1,1,.,.,8,.,.,.,.,.,.,.,8,.,.,.,.,18,
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CA21Z,150,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CA22Z,120,Major Nose Procedures,21,25,.,.,41,1,.,.,.,.,.,.,27,.,.,.,.,115,
CA22Z,140,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,12,13,
CA23Z,120,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
CA23Z,140,Intermediate Nose Procedures,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
CA24A,120,"Minor Nose Procedures, 19 years and over",4,6,.,.,10,.,.,.,.,.,.,.,15,.,.,.,.,35,
CA24A,140,"Minor Nose Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
CA24B,120,"Minor Nose Procedures, 18 years and under",1,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,1,5,
CA25A,120,"Minimal Nose Procedures, 19 years and over",1,.,.,.,.,1,.,.,.,.,.,.,9,.,.,.,.,11,
CA25B,120,"Minimal Nose Procedures, 18 years and under",1,1,.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,6,
