HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
AA26H,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26H,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,43,2,.,16,7,.,.,.,.,22,.,36,.,4,.,2,132
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,2,6
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA27Z,180,Medical Care of Patients with Alzheimer's Disease,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,5,3,2,.,.,.,2,.,4,.,2,.,6,.,.,.,13,37
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,1,3
AA28D,300,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,2,.,2,.,.,.,.,4
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,5,.,.,.,.,6
AA28F,320,Motor Neuron Disease with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29C,300,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,1,.,1,.,3,.,.,.,2,7
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,3
AA29D,180,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,9,12,.,2,2,.,1,.,.,.,1,.,18,.,2,.,10,57
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,1,3,.,.,2,1,.,.,.,.,.,.,7,.,1,.,4,19
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,17,34,1,8,6,4,.,.,5,.,11,.,52,.,8,.,28,174
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,4,21,.,.,3,2,.,.,1,.,.,.,16,.,5,.,9,61
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29F,180,Transient Ischaemic Attack with CC Score 0-4,.,3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,31,85,4,28,14,8,1,.,4,.,46,.,69,.,26,.,68,384
AA29F,301,Transient Ischaemic Attack with CC Score 0-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,1,.,.,.,.,.,.,1,.,1,.,.,.,1,.,.,4
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,3,76,1,.,17,9,.,.,.,.,8,.,9,.,16,.,19,158
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,6
AA30D,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",2,.,.,1,.,.,.,.,.,.,.,.,2,.,1,.,9,15
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",8,4,.,2,1,.,.,.,.,.,.,.,17,.,6,.,6,44
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,1,.,2,.,.,.,1,.,.,.,4,.,.,.,6,14
AA31C,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31C,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2
AA31C,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
AA31D,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",4,5,.,.,2,.,.,.,3,.,3,.,12,.,2,.,14,45
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,1,.,.,1,1,.,.,.,.,.,.,1,.,.,.,5,9
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,1,.,.,1,.,.,.,.,.,.,.,3,.,1,.,1,9
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,17,.,.,22,.,.,.,.,.,14,.,18,.,.,.,.,71
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",261,300,21,38,112,42,16,.,25,.,132,.,537,.,103,.,252,"1,839"
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,2,.,3,1,1,1,.,.,.,2,.,.,.,1,8,.,20
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,4
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,44,.,.,26,2,.,.,.,.,18,.,18,.,12,.,19,140
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,6,.,2,8,6,.,.,1,.,.,.,5,.,.,.,10,39
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,4,5
AA33C,300,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,8,.,35,.,.,.,.,43
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA33C,430,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
AA33D,300,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA33D,420,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35A,300,Stroke with CC Score 16+,.,.,.,.,1,.,.,.,.,.,.,.,5,.,.,.,2,8
AA35A,430,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA35B,300,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,1,.,9,.,2,.,3,15
AA35B,400,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35B,430,Stroke with CC Score 13-15,.,1,1,.,.,.,.,.,.,.,.,.,1,1,.,.,.,4
AA35C,180,Stroke with CC Score 10-12,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35C,300,Stroke with CC Score 10-12,.,11,.,.,2,1,.,.,1,.,2,.,27,.,5,.,27,76
AA35C,320,Stroke with CC Score 10-12,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35C,340,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35C,400,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35C,430,Stroke with CC Score 10-12,.,5,.,.,1,1,.,.,.,.,.,.,8,.,2,.,3,20
AA35D,100,Stroke with CC Score 7-9,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35D,300,Stroke with CC Score 7-9,5,31,2,5,10,3,1,.,2,.,2,.,71,.,9,.,69,210
AA35D,320,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
AA35D,340,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35D,400,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35D,430,Stroke with CC Score 7-9,3,13,1,.,9,.,.,.,.,3,.,.,24,.,6,.,10,69
AA35E,100,Stroke with CC Score 4-6,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,180,Stroke with CC Score 4-6,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35E,300,Stroke with CC Score 4-6,32,69,.,12,29,18,1,.,16,.,18,.,114,.,12,.,134,455
AA35E,301,Stroke with CC Score 4-6,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,320,Stroke with CC Score 4-6,1,1,.,3,.,1,1,.,.,.,1,.,2,.,1,.,1,12
AA35E,340,Stroke with CC Score 4-6,.,.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,3
AA35E,370,Stroke with CC Score 4-6,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,400,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AA35E,430,Stroke with CC Score 4-6,3,60,.,.,19,1,.,.,1,.,1,.,43,.,12,.,22,162
AA35F,100,Stroke with CC Score 0-3,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
AA35F,150,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35F,180,Stroke with CC Score 0-3,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
AA35F,300,Stroke with CC Score 0-3,42,99,2,23,21,12,1,.,17,.,32,.,88,.,18,.,83,438
AA35F,301,Stroke with CC Score 0-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35F,303,Stroke with CC Score 0-3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA35F,320,Stroke with CC Score 0-3,1,2,1,3,.,1,.,.,.,.,.,.,.,.,2,.,.,10
AA35F,340,Stroke with CC Score 0-3,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
AA35F,400,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA35F,430,Stroke with CC Score 0-3,3,74,1,.,16,5,.,.,2,.,4,.,26,.,9,.,23,163
AA37Z,150,"Intermediate Intracranial Procedures Except Trauma, with Stroke",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA38Z,150,"Minor Intracranial Procedures Except Trauma, with Stroke",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA40Z,300,Complex Long Term EEG Monitoring,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA40Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA40Z,420,Complex Long Term EEG Monitoring,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
AA42Z,420,Complex Sleep Studies,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AB03Z,300,Complex Pain Procedures,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AB04Z,300,Major Pain Procedures,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AB04Z,501,Major Pain Procedures,1,.,.,.,.,3,.,.,.,.,.,.,1,.,.,.,1,6
AB05Z,300,Intermediate Pain Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AB06Z,300,Minor Pain Procedures,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AB10Z,300,Unspecified Pain Procedures,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ02B,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
BZ02C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ06B,130,"Intermediate Oculoplastics Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ06D,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ07B,130,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
BZ07B,140,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
BZ07B,160,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8
BZ07D,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 1-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ07E,100,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ07E,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,6
BZ07E,140,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ07E,160,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
BZ07E,180,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ08B,160,"Major Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
BZ08D,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
BZ09B,130,"Intermediate Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ09D,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
BZ12B,130,"Intermediate Cornea or Sclera Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
BZ13B,130,"Minor Cornea or Sclera Procedures, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
BZ17B,130,Major Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ18A,130,Intermediate Glaucoma Procedures with CC Score 1+,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
BZ19A,130,Minor Glaucoma Procedures with CC Score 1+,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,2,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,7
BZ19B,300,Minor Glaucoma Procedures with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,12
BZ23Z,130,Minor Vitreous Retinal Procedures,2,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,10
BZ23Z,430,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ24E,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
BZ24E,340,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,3,.,.,.,.,.,.,1,.,.,.,.,4
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ24F,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ24F,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",2,7,.,1,3,.,.,.,2,.,7,.,21,.,.,.,14,57
BZ24F,320,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,2
BZ24F,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,4,.,.,1,.,.,.,.,.,2,.,6,.,.,.,3,16
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",9,1,.,1,1,3,.,.,.,.,3,.,4,.,2,.,.,24
BZ24G,101,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",11,.,.,.,.,.,.,.,.,.,.,.,30,.,.,.,.,41
BZ24G,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,9,.,.,6,.,.,.,.,.,5,.,4,.,.,.,.,24
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",23,16,3,4,5,5,1,.,4,.,14,.,37,.,9,.,12,133
BZ24G,302,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ24G,320,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,2,.,4
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,4,.,.,1,2,.,.,.,.,.,.,1,.,1,.,1,10
BZ24G,501,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
CA02B,171,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA05A,100,"Minor Neck Procedures, 19 years and over",1,.,.,1,.,1,.,.,.,.,.,.,.,.,1,.,1,5
CA05A,120,"Minor Neck Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA05A,130,"Minor Neck Procedures, 19 years and over",3,.,.,.,.,.,.,.,.,.,4,.,2,.,.,.,.,9
CA05A,140,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA05A,300,"Minor Neck Procedures, 19 years and over",.,2,.,1,.,.,.,.,.,.,.,.,1,.,.,.,2,6
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA11A,120,"Septoplasty, 19 years and over",1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
CA12Z,120,Major Treatment of Epistaxis,5,12,.,.,4,.,.,.,.,.,.,.,1,.,.,.,.,22
CA13A,100,"Minor Treatment of Epistaxis, 19 years and over",2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",17,21,.,.,27,.,.,.,.,.,.,.,10,.,.,.,.,75
CA13A,300,"Minor Treatment of Epistaxis, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
CA13A,320,"Minor Treatment of Epistaxis, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
CA14Z,120,Nasal Polypectomy,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA20Z,120,Complex Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
CA22Z,120,Major Nose Procedures,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA23Z,100,Intermediate Nose Procedures,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA24A,100,"Minor Nose Procedures, 19 years and over",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
CA24A,120,"Minor Nose Procedures, 19 years and over",2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
CA24A,140,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
CA24A,180,"Minor Nose Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA24B,120,"Minor Nose Procedures, 18 years and under",2,1,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,6
CA24B,140,"Minor Nose Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,6
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
CA25A,120,"Minimal Nose Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
CA25B,120,"Minimal Nose Procedures, 18 years and under",3,8,.,.,7,.,.,.,.,.,.,.,4,.,.,.,4,26
CA25B,171,"Minimal Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA28Z,120,Intermediate Sinus Procedures,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA28Z,150,Intermediate Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA32B,120,"Tympanoplasty, 18 years and under",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA35A,120,"Insertion of Grommets, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
