HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,"1,586",.,.,"2,121",.,.,.,.,.,.,.,"3,516",.,.,.,"7,223"
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,233,.,"1,553",.,.,"1,439",.,.,.,.,.,.,.,.,.,.,.,"3,226"
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,.,.,"3,263",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,263"
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,"4,564",.,"1,035",.,.,688,.,.,.,.,.,.,.,.,.,.,.,"6,288"
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,"10,267",.,636,.,.,.,.,.,.,.,.,.,.,.,.,"10,903"
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,"1,198",.,.,688,.,.,.,.,.,.,.,.,.,.,.,"1,886"
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",323,.,.,"32,615",.,"1,948","19,107",.,.,.,.,.,.,.,.,.,"6,298",.,"60,291"
LA13A,"Examination for Post-Transplantation of Kidney of Recipient, 19 years and over",.,.,.,"1,605",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,605"
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",.,.,.,573,.,.,.,.,.,.,.,.,.,.,.,.,.,.,573
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",.,.,.,"6,837",.,"3,742",.,.,.,.,.,.,.,.,.,.,.,.,"10,579"
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",.,.,.,"71,910","1,514","27,327",.,.,.,.,.,.,.,.,.,.,.,.,"100,752"
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,116,.,.,.,.,.,.,.,.,.,.,785,.,.,.,901
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,"4,847",.,.,.,.,.,.,.,.,.,.,.,.,636,.,"5,483"
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,"28,255",.,"1,739",.,.,.,.,.,.,.,.,.,.,"5,277",.,"35,271"
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1","1,341",.,.,"75,394",.,"6,107",226,.,.,.,.,.,.,104,.,.,"6,691",.,"89,863"
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,"3,322",362,"1,166",.,.,.,.,.,.,"37,977",678,.,.,"1,075",.,"44,580"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over","36,997","2,739",.,"347,673","49,053","58,072",312,.,.,.,.,.,.,"1,659",.,650,"20,758",.,"517,913"
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,026",.,.,.,.,.,"3,026"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,"3,381","2,702",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,083"
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,.,.,.,.,.,.,.,675,.,.,.,.,.,.,.,.,675
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,689,.,.,.,.,.,292,.,.,.,.,484,"1,239",.,"2,704"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,"1,258",.,.,341,"4,618",.,.,.,.,.,877,.,.,.,.,484,"5,785",.,"13,363"
LB14Z,Intermediate Endoscopic Bladder Procedures,"32,247","74,100",.,"20,863","31,778","95,997","16,489","4,713",.,"22,089","30,835",.,"2,484","14,339",.,.,"28,123",.,"374,056"
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,489,.,"1,766",.,.,.,.,.,.,"10,238",.,.,.,664,.,"13,158"
LB15E,"Minor Bladder Procedures, 19 years and over","7,467",.,.,"48,131","7,250","59,671",935,790,.,"8,792",877,.,292,788,.,.,"114,664",.,"249,658"
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,336,.,336
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,975,.,.,226,.,.,.,.,.,.,.,.,.,336,.,"1,537"
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",308,407,.,"4,064","3,382",.,.,.,.,.,.,.,.,.,.,.,"10,001",.,"18,162"
LB17Z,Introduction of Therapeutic Substance into Bladder,"164,903",.,.,"69,180",.,"240,074","188,536",.,.,.,455,"1,484",.,.,.,.,"140,804",.,"805,436"
LB18Z,Attention to Suprapubic Bladder Catheter,"1,432",.,.,"15,118","4,984","6,628",448,.,.,"2,806",.,"11,704","6,630",.,"1,117","9,135","8,958",.,"68,961"
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,.,163,.,.,.,.,.,.,.,.,.,.,785,.,.,.,948
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,.,975,923,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,898"
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,"7,477","7,420",974,.,.,.,.,.,.,241,.,.,.,336,.,"16,448"
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,325
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",.,.,.,163,.,244,.,.,.,.,.,.,.,.,.,.,.,.,406
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,969,.,.,.,.,.,.,.,969
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,"1,697","1,495","1,587",.,.,.,.,.,.,.,.,.,.,.,.,"4,779"
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,.,.,"1,440",747,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,187"
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,"7,041",.,"60,423","2,597",843,.,.,.,.,"2,271","2,247",.,701,856,.,829,.,"77,806"
LB27Z,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)","114,789",.,.,"421,088","142,641","4,066",.,.,.,"36,148",.,.,.,.,.,.,"136,523",.,"855,255"
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,353,.,.,.,.,.,.,.,.,353
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",154,.,.,813,"10,762",.,.,.,.,353,.,.,.,.,.,.,.,.,"12,082"
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,582
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"125,356",.,.,.,"3,928",.,"129,285"
LB29D,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,792",.,.,.,"22,107",.,"28,900"
LB33Z,Vasectomy Procedures,"56,922","75,567",.,"59,797","208,179","52,549","132,129","51,238",.,"230,551",.,"214,331",.,"43,253","34,363","94,801","151,699",.,"1,405,380"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",.,.,.,931,.,.,.,.,.,.,.,.,.,.,785,.,.,.,"1,717"
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",463,.,.,"5,450",.,.,226,.,813,.,.,"1,804",.,285,.,.,.,.,"9,041"
LB36Z,Extracorporeal Lithotripsy,.,.,.,"161,706","30,121","190,393",.,.,.,.,.,.,.,.,.,.,.,.,"382,220"
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,.,.,.,634,.,.,.,.,.,.,.,.,.,.,.,.,.,.,634
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,154,.,.,"3,144",.,244,688,.,.,.,963,.,.,.,.,.,"1,008",.,"6,201"
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",.,.,.,171,173,.,.,.,.,.,.,.,.,.,.,.,.,.,344
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3","1,667",233,.,"4,735","3,786","2,192",601,.,.,675,118,.,.,.,.,.,"1,977",.,"15,984"
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",.,.,.,"2,673",.,974,231,.,.,.,.,.,.,.,.,.,.,.,"3,879"
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over","47,265",.,.,"83,604",.,"2,431",688,.,.,.,.,.,.,.,.,.,"4,926",.,"138,914"
LB42B,"Dynamic Studies of Urinary Tract, between 2 and 18 years",793,.,.,"2,962",.,.,.,.,.,.,.,.,"2,517",.,.,.,.,.,"6,271"
LB42C,"Dynamic Studies of Urinary Tract, 1 year and under",584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,584
LB43Z,Treatment of Erectile Dysfunction,.,.,.,"4,609","10,448",.,.,.,.,.,.,.,603,.,.,.,"1,158",.,"16,817"
LB47Z,Major Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,470",.,"7,470"
LB48Z,Intermediate Open Penis Procedures,477,.,.,.,"1,293","5,133",.,.,.,.,"2,755",.,"11,334",.,.,.,"1,641",.,"22,633"
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",.,.,.,.,.,.,.,.,.,"6,920","1,349",.,.,.,.,.,.,.,"8,268"
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1","8,692","53,069",.,"33,964","54,822","18,246",.,.,.,"62,214","26,589",.,.,.,"8,591","4,867","3,700",.,"274,756"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,883",.,.,.,.,.,"2,883"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1","1,116","1,328",.,"1,075",.,"4,114",.,.,.,"1,110","2,152",.,"6,165",597,.,.,"3,213",.,"20,871"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under","1,311",.,.,.,.,947,.,.,.,.,"1,970",.,"20,552",.,.,.,"14,701",.,"39,480"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,.,"1,370",.,.,.,979,.,.,.,.,.,.,.,.,.,.,"2,349"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0","1,123",.,.,.,"5,097","3,485",.,979,.,.,"2,585",.,.,.,.,.,"2,978",.,"16,248"
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over","31,948","13,069",.,"22,857","36,121","21,689","20,662","5,286",.,"16,218","7,788","1,378",.,"15,694","3,848","10,255","24,153",159,"231,126"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years","3,257",.,.,812,"3,429","9,550","5,608",.,.,814,"1,339",.,"78,028",.,"3,350",.,"77,872",.,"184,059"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",918,.,.,.,.,.,.,.,.,.,.,.,"34,153",.,.,.,"38,819",.,"73,890"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over","16,212","3,035",.,"17,996","35,304","29,193","11,022","7,508",.,"9,872","16,808",.,.,"9,218","1,006","10,227","31,479",.,"198,881"
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",.,.,.,"2,715",.,.,.,.,.,.,.,.,"24,038",.,.,.,"8,864",.,"35,617"
LB56A,"Minor Penis Procedures, 19 years and over","51,903","21,314",.,"33,400","80,056","74,488","45,652","16,175",.,"40,465","21,252","4,142",.,"22,833","8,690","10,956","55,446",.,"486,771"
LB56C,"Minor Penis Procedures, between 2 and 18 years","12,682","4,601",.,"4,282","14,490","48,604","4,597",780,.,"8,095","2,985","1,737","78,292","2,024","47,462",791,"81,353",.,"312,775"
LB56D,"Minor Penis Procedures, 1 year and under",.,.,.,.,.,"2,559",.,.,.,.,.,.,"16,725",.,.,.,"24,318",.,"43,602"
LB57D,Urethral Disorders without Interventions,"1,567",.,.,488,173,.,.,.,.,.,.,.,.,.,.,.,"1,977",.,"4,205"
LB58D,Penile Disorders without Interventions,.,.,.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,813
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",.,.,.,"2,383",.,729,.,.,.,.,.,.,.,.,.,.,.,.,"3,112"
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",.,.,.,"3,435",.,729,.,.,.,.,.,.,.,.,.,.,.,.,"4,164"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3","2,247",.,.,"16,120",.,"6,511",.,.,.,.,.,.,.,.,.,.,.,.,"24,877"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1","1,123",.,.,"46,391",.,"9,328",.,.,.,.,"4,199",.,.,.,.,.,.,.,"61,042"
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",.,.,.,"5,956","1,323","1,118",.,.,.,.,.,.,.,.,.,.,.,.,"8,397"
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,.,"91,226","1,172","9,994",.,.,.,.,.,.,.,.,.,.,.,.,"102,392"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,"2,219",.,.,.,.,.,.,.,.,.,623,.,.,"2,843"
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","3,382",.,.,"55,729","30,097","63,580",.,.,.,.,.,.,.,.,.,.,"1,657",.,"154,445"
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,.,.,.,972,.,.,.,.,.,.,.,.,.,.,.,.,972
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,.,.,.,.,.,675,.,.,.,.,.,.,.,.,675
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,735,.,.,.,.,.,.,.,735
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over","534,667","56,767",.,"1,012,771","958,683","570,726","202,739","179,358",.,"562,580","170,954","8,972",.,"48,637","57,852","135,986","758,143",.,"5,258,835"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under","2,386",.,.,"6,717","4,610","1,370",263,"1,553",.,665,"1,419",.,"30,018",564,.,.,"2,486",.,"52,050"
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,982",.,902,.,.,"1,228",.,"4,113"
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,477,"5,316",.,.,853,973,.,.,.,"4,617","4,460",.,.,.,.,.,"1,228",.,"17,924"
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",.,"1,198",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198"
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,"3,171","3,889",.,629,.,"2,003",.,.,.,.,"28,792",.,.,.,"5,074",.,.,.,"43,557"
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,"2,329",.,.,.,.,.,.,.,"2,329"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","9,512","10,621",.,.,.,"7,503",.,.,.,"1,157","54,955",.,.,.,.,.,.,.,"83,748"
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","19,431","5,457",.,.,"34,855","6,796",.,.,.,.,"9,480",.,.,.,.,.,.,.,"76,019"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","95,737","186,155",.,"93,640","42,393","71,902","9,091",.,.,"50,747","89,319",.,.,.,"79,178","7,127","12,329",.,"737,620"
MA11Z,Intermediate Open Upper Genital Tract Procedures,"1,457","3,458",.,"10,609",.,"1,434",.,.,.,.,"2,883",.,"1,656",.,.,.,.,.,"21,497"
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,"138,363","501,561",.,"19,992","173,550","111,698","57,100",.,.,"242,624","219,342","41,620",.,"46,859","64,481","40,672","33,021",.,"1,690,881"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",.,"18,945",.,.,866,771,.,.,.,"87,794",.,.,.,.,.,.,"2,396",.,"110,771"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",.,"2,094",.,.,.,.,.,.,.,"1,126",.,.,.,.,.,.,.,.,"3,220"
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation","1,886","92,801",.,.,.,.,.,.,.,"49,525",.,.,.,.,.,.,"14,377",.,"158,590"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,"4,382",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,382"
MA22Z,Minor Lower Genital Tract Procedures,"19,917","119,003",.,"9,588","57,586","34,288","6,256",.,.,"56,500","47,062","14,057",.,"6,823","28,858","13,997","10,699",.,"424,634"
MA23Z,Minimal Lower Genital Tract Procedures,"55,989","114,974",.,"10,276","120,555","71,152","17,441",.,.,"107,368","106,705","28,925","6,915","17,813","63,962","52,580","29,989",.,"804,643"
MA24Z,Minor Upper Genital Tract Procedures,"20,142","27,803",.,"3,188","23,368","13,682","3,859",.,.,"5,607","86,851",.,.,"1,053","3,571","1,757","2,351",.,"193,231"
MA25Z,Minimal Upper Genital Tract Procedures,"4,288","17,656",.,"4,645","10,334","13,702","4,426",.,.,"7,862","9,437",.,.,"1,591","14,951","1,687","5,642",.,"96,221"
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy","5,315","20,285",.,"15,842","6,950","2,566",.,.,.,"5,126","6,323","2,026",.,.,"14,367",586,"1,501",.,"80,885"
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,.,.,.,.,.,.,.,.,"2,618",.,.,.,.,.,.,.,"2,618"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,"13,626","5,720",.,.,"27,011","3,042",.,.,.,.,"8,507",.,.,.,.,.,.,.,"57,906"
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,"43,719","46,957",.,.,"57,508","12,482",856,.,.,"8,935","35,243",.,.,.,.,844,.,.,"206,544"
MA31Z,Diagnostic Hysteroscopy,"26,750","83,546",.,"62,677","77,763","118,203","70,504",.,.,"40,035","145,015","10,493",.,"10,650","13,281","36,265","29,298",.,"724,479"
MA32Z,Diagnostic Hysteroscopy with Biopsy,"93,624","260,441",.,"92,702","77,942","62,290","33,903",.,.,"175,554","320,064","59,988",.,"22,270","222,461","100,269","41,707",.,"1,563,214"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,"36,009","178,034",.,"11,654","50,403","35,508","20,365",.,.,"121,613","125,524","44,522",.,"13,323","53,125","8,815","21,326",.,"720,222"
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,"4,115","14,460",.,"5,769","38,355","62,502","41,459",.,.,"5,888","49,252","1,398",.,"4,600","9,961","13,432","6,369",.,"257,559"
MA35Z,Implantation of Intrauterine Device,"12,006","51,941",.,"5,178","17,503","21,948","10,220",.,.,"25,767","28,809","1,714",.,"5,694","12,780","18,561","14,591",.,"226,713"
MA36Z,Transvaginal Ultrasound,.,"1,630",.,.,433,.,.,.,.,"14,975",.,.,.,.,.,.,"2,245",.,"19,283"
MA38Z,Diagnostic Colposcopy,.,.,.,.,"1,540",.,942,.,.,"2,230",615,.,.,.,.,.,.,.,"5,328"
MA40Z,Therapeutic Colposcopy,.,.,.,.,.,699,816,.,.,.,"1,024",.,.,.,.,.,.,.,"2,538"
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",.,.,.,606,.,.,.,.,.,.,.,.,.,.,.,.,.,.,606
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,.,.,"2,950",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,950"
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1","2,759",.,.,"5,531",.,.,.,.,.,396,.,.,.,.,.,.,.,.,"8,686"
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",.,815,.,.,.,.,220,.,.,"3,463",.,.,.,.,.,.,.,.,"4,498"
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",.,.,.,341,.,.,.,.,.,.,.,.,.,.,.,.,.,.,341
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,278,.,.,.,.,.,.,.,.,.,.,689,.,.,.,968
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2","1,301","7,280",.,865,"1,998","3,125",971,.,.,"2,313","7,229","1,541",.,.,"5,159","3,685",820,.,"36,287"
NZ10Z,Diagnostic or Therapeutic Procedures on Fetus,630,.,.,182,.,.,.,.,.,.,.,.,.,.,.,.,.,.,812
NZ16Z,Ante-Natal Routine Observation,.,.,.,.,.,.,.,.,.,.,.,.,"164,788",.,.,.,.,.,"164,788"
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,.,.,.,"1,756",.,.,.,.,.,.,.,.,"198,037",.,.,.,"117,538",.,"317,331"
NZ23Z,"Ante-Natal Diagnostic Procedures, including Amniocentesis and Sampling of Chorionic Villus",.,.,.,.,.,.,.,.,.,.,.,.,"4,083",.,.,.,.,.,"4,083"
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1","1,886",.,.,"2,785",.,785,.,.,.,.,.,.,.,.,940,.,.,.,"6,396"
NZ26B,Post-Natal Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,689
NZ27Z,Post-Natal Therapeutic Procedures,.,.,.,.,.,.,.,.,.,.,"1,244",.,.,.,.,.,.,.,"1,244"
PB02Z,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,137,"35,867",.,.,333,.,"36,336"
PC63A,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"1,021",.,.,.,.,.,"1,021"
PC63B,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",291,.,.,.,.,.,.,.,.,.,.,.,787,944,.,.,665,.,"2,686"
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",581,.,.,240,.,.,.,.,.,.,.,.,"1,573","1,416",.,.,434,.,"4,245"
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,"1,439","1,235",.,.,.,.,.,456,"2,545","7,551",.,.,"1,976",.,"15,203"
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,276,472,.,.,.,.,748
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,775",.,.,.,.,"3,775"
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"8,724",944,.,.,.,.,"9,668"
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,304",.,.,.,.,"3,304"
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"4,620",.,.,.,.,.,"4,620"
PD13B,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"22,377",.,.,.,.,.,"22,377"
PD13C,Paediatric Cystic Fibrosis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"24,601",.,.,.,.,.,"24,601"
PD13D,Paediatric Cystic Fibrosis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"9,171",.,.,.,.,.,"9,171"
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",430,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,"1,153"
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,570",.,.,.,.,.,"4,570"
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,275,472,.,.,.,.,747
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,663",.,.,.,.,"5,663"
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,805
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
