HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
HC28D,Spinal Cord Conditions with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HC28F,Spinal Cord Conditions with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
HC28G,Spinal Cord Conditions with CC Score 0-2,479,.,.,.,.,.,.,.,376,.,.,.,461,.,502,.,367,452
HC29A,Inflammatory Spinal Conditions with CC Score 2+,689,407,.,.,.,.,701,685,.,.,.,.,306,.,.,.,.,532
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,519,457,404,.,894,301,.,.,.,.,.,.,414,.,.,.,367,449
HC31D,Spinal Infection with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
HC31E,Spinal Infection with CC Score 4-6,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
HC31F,Spinal Infection with CC Score 1-3,519,370,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,449
HC31G,Spinal Infection with CC Score 0,.,.,.,.,327,.,.,.,.,.,.,.,386,.,.,.,.,371
HC32D,Low Back Pain with CC Score 6+,438,407,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,391
HC32E,Low Back Pain with CC Score 3-5,.,370,404,454,336,395,.,.,.,360,.,.,386,.,.,.,.,364
HC32F,Low Back Pain with CC Score 0-2,454,427,449,564,831,477,.,608,376,.,248,.,519,.,611,552,378,506
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"8,704",.,.,.,.,"8,704"
HD21D,Soft Tissue Disorders with CC Score 12+,.,.,.,.,.,301,.,.,376,.,.,.,.,.,647,.,.,441
HD21E,Soft Tissue Disorders with CC Score 9-11,519,.,404,.,.,.,.,.,.,.,.,.,.,.,644,.,367,416
HD21F,Soft Tissue Disorders with CC Score 6-8,522,417,467,.,427,320,.,.,376,.,353,.,438,.,502,552,360,415
HD21G,Soft Tissue Disorders with CC Score 3-5,442,414,404,493,449,372,701,.,.,.,326,.,475,.,502,552,392,443
HD21H,Soft Tissue Disorders with CC Score 0-2,518,449,422,511,718,623,.,.,376,.,326,.,430,.,538,552,491,513
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,.,499,.,.,.,.,.,372,.,.,.,453,.,.,.,367,422
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,407,.,.,327,.,.,.,376,.,.,.,386,.,573,.,367,392
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",438,407,443,454,.,.,.,685,.,.,453,.,420,.,651,.,367,434
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",428,400,410,573,327,.,701,.,376,.,360,.,453,.,550,.,367,411
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",442,399,462,485,461,352,701,685,376,.,382,.,434,.,502,552,367,419
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",465,413,424,473,643,399,528,688,376,.,357,.,431,.,520,552,379,441
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",519,407,.,.,611,301,.,.,.,.,.,.,386,.,.,.,384,454
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,407,.,.,345,352,.,.,376,.,.,.,386,.,.,.,.,386
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",465,407,436,547,375,301,.,.,376,.,.,.,431,.,502,.,367,422
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",798,404,.,454,480,301,528,.,376,.,342,.,444,.,575,.,376,445
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","1,033",437,404,.,764,395,528,.,376,.,225,.,543,.,573,.,"1,525",630
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,366,.,.,.,453,.,502,.,367,407
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,407,404,.,327,395,.,.,376,.,.,.,386,.,.,.,367,374
HD25F,"Infections of Bones or Joints, with CC Score 5-8",453,395,404,454,364,348,.,.,376,.,387,.,386,.,502,.,367,413
HD25G,"Infections of Bones or Joints, with CC Score 2-4",491,407,404,454,327,.,.,685,376,.,.,.,416,.,573,.,367,424
HD25H,"Infections of Bones or Joints, with CC Score 0-1",488,454,404,573,666,.,.,.,.,.,334,.,461,.,.,.,367,467
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",438,398,.,.,327,352,.,.,376,.,.,.,453,.,502,.,367,398
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",427,404,451,.,339,333,.,.,366,.,.,.,423,.,531,552,372,407
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",456,414,404,530,727,301,701,.,376,.,359,.,404,.,502,552,389,445
HD39E,Pathological Fractures with CC Score 8-10,.,.,.,.,348,.,528,.,.,360,.,.,.,.,.,.,.,375
HD39F,Pathological Fractures with CC Score 6-7,.,.,.,.,346,.,.,.,376,.,.,.,550,.,.,.,367,407
HD39G,Pathological Fractures with CC Score 3-5,519,404,451,.,334,.,.,.,376,.,.,.,565,.,647,.,367,453
HD39H,Pathological Fractures with CC Score 0-2,479,440,.,.,.,.,.,.,.,.,334,.,501,.,.,.,367,478
HD40D,"Malignancy of Bone or Connective Tissue, with CC Score 12+",519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,298,409
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,407,708,.,327,.,.,.,.,.,.,.,.,.,.,.,367,452
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",438,407,404,.,.,.,.,.,.,.,334,.,406,.,.,.,367,388
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",519,419,708,.,.,.,.,.,376,.,.,.,556,.,.,.,370,457
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",438,407,404,454,.,301,528,.,.,.,.,.,463,.,.,.,396,428
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less","3,421",.,.,.,.,.,.,.,.,.,.,.,"2,925",.,.,.,"2,484","2,994"
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60","3,331",.,.,.,.,.,.,.,.,.,.,.,"3,362",.,.,.,"8,029","4,283"
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more","3,331",.,.,.,.,.,.,.,.,.,.,.,"4,063",.,.,.,.,"3,697"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less","2,305",.,.,.,"3,410",.,.,.,.,.,.,.,"5,781",.,.,.,.,"3,832"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60","2,305",.,.,.,.,.,.,.,.,.,.,.,"3,377",.,.,.,"2,066","2,513"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,"4,352",.,.,.,.,.,.,.,.,.,.,.,.,"4,352"
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,.,"4,958",.,.,.,.,"4,958"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",438,407,499,.,.,.,.,.,.,.,387,.,386,.,.,.,367,407
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",438,395,708,.,382,301,.,.,.,.,.,.,386,.,.,.,367,439
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",444,407,404,.,327,.,.,.,.,.,.,.,.,.,502,.,367,411
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,708,454,382,.,.,.,.,.,334,.,386,.,502,.,367,518
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",438,419,659,.,.,.,.,.,.,.,387,.,.,.,.,.,367,504
JA13A,Non-Malignant Breast Disorders with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"1,407",.,.,.,.,"1,407"
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,387
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",495,441,544,.,438,395,.,.,.,.,.,.,388,.,647,552,425,484
JA18Z,Unilateral Minor Breast Procedures,"1,674",452,"1,531",682,"1,321",985,.,.,.,.,.,.,.,.,.,.,"1,018","1,330"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,.,"1,918",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,918"
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"1,752",.,.,.,.,.,.,.,.,.,.,.,"2,314",.,.,"1,939"
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,457,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,560
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"3,129",.,.,.,.,"3,129"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"2,906",.,.,.,.,"2,906"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,657,609,.,573,881,734,.,.,.,.,387,.,742,.,.,.,.,713
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"3,733",.,.,.,.,"3,733"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,827",.,"1,973",.,"1,169","1,656"
JB33C,Other Burn without Skin Procedure,.,516,.,513,"1,194",734,.,.,376,.,351,.,418,.,647,.,416,628
JC41Z,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
JC42A,"Intermediate Skin Procedures, 13 years and over","1,580",825,"1,143",919,"1,099","1,230",.,.,.,.,614,.,457,407,"2,636",.,"1,347","1,215"
JC42B,"Intermediate Skin Procedures, 12 years and under","1,545","1,341",.,.,765,"1,661",.,.,.,.,.,.,"1,165",.,"2,470",.,"1,377","1,401"
JC43A,"Minor Skin Procedures, 13 years and over","1,525",451,400,940,"1,648","1,758",.,.,.,.,"1,806",.,"1,598",.,"2,084",.,"1,207","1,306"
JC43B,"Minor Skin Procedures, 12 years and under","1,558",609,.,989,"1,054","1,247",.,.,.,.,.,.,"1,680",.,.,.,"1,174","1,275"
JC47A,"Phototherapy, 13 years and over",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
JC47B,"Phototherapy, 12 years and under",.,.,.,720,867,.,.,.,.,.,.,.,.,.,.,.,.,831
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,450,.,.,.,.,450
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,"1,727",.,.,.,.,.,.,.,.,.,.,.,"1,727"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,590,.,.,.,.,.,.,590
JD07D,"Skin Disorders with Interventions, with CC Score 0-3",.,669,592,"1,305",961,"2,021",.,.,.,.,.,.,.,.,"1,973",.,"1,250","1,149"
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",438,389,594,.,378,.,.,.,376,.,387,.,403,.,502,.,355,425
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",438,410,527,454,327,301,.,.,376,.,387,.,418,.,530,.,367,419
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",444,406,464,454,350,334,528,.,376,.,358,.,432,.,513,.,367,406
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",439,409,427,454,457,328,528,.,376,.,384,.,415,.,516,552,376,415
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",463,438,440,498,697,329,528,608,376,.,360,.,380,.,552,552,407,454
KA03D,Parathyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
KA04B,Adrenal Procedures with CC Score 0-1,.,.,"1,767",.,.,.,.,.,.,.,.,.,"3,548",.,.,.,.,"2,658"
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,382,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,382
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,376,.,.,.,386,.,.,.,.,381
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,367,410
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,407,.,454,.,.,.,.,.,.,.,.,386,.,.,.,.,415
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,454,327,.,.,.,.,.,305,.,413,.,799,.,.,443
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,368,407,.,.,.,.,.,.,.,.,.,.,386,.,502,.,.,412
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,460,454,334,301,.,.,.,.,.,.,512,.,.,.,367,414
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,522,407,.,.,469,301,.,.,.,.,.,.,421,.,502,.,367,438
KA08A,Other Endocrine Disorders with CC Score 4+,424,407,.,454,.,.,528,.,.,.,.,.,386,.,502,.,367,425
KA08B,Other Endocrine Disorders with CC Score 2-3,449,429,404,.,327,.,528,.,.,.,346,.,399,.,.,.,367,393
KA08C,Other Endocrine Disorders with CC Score 0-1,438,407,.,.,516,301,528,.,376,.,352,.,438,.,502,.,367,417
KA09D,Thyroid Procedures with CC Score 2-3,"2,584",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,584"
KA09E,Thyroid Procedures with CC Score 0-1,.,609,.,.,.,.,.,.,.,.,.,.,"2,512",.,.,.,"1,347","1,489"
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",438,.,.,454,327,301,.,.,.,.,388,.,386,.,502,.,367,395
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",438,405,499,454,327,345,.,.,376,.,369,.,412,.,502,.,367,395
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",501,409,424,469,516,301,.,.,376,.,305,.,414,.,502,.,367,421
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",432,424,404,469,611,301,528,.,376,.,370,.,397,.,502,.,353,416
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,389,464,.,341,409,.,.,376,.,388,.,403,.,799,.,367,399
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",438,404,404,454,382,409,528,.,376,.,370,.,422,.,576,.,371,414
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",439,401,404,454,327,301,528,.,376,.,360,.,426,.,502,.,367,407
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",440,405,409,454,402,308,585,.,376,.,365,.,429,.,502,.,369,406
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",448,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,407
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",457,407,.,.,438,.,.,.,376,.,.,.,386,.,.,.,367,387
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",457,412,.,.,418,.,.,.,376,.,.,.,386,.,502,.,367,412
KC04A,Inborn Errors of Metabolism with CC Score 3+,459,407,712,500,.,.,.,.,.,.,453,.,386,.,.,.,367,495
KC04B,Inborn Errors of Metabolism with CC Score 0-2,438,395,404,454,.,.,.,.,.,.,352,.,431,.,502,.,.,413
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,"1,020",.,450,.,.,.,.,735
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",438,407,503,.,327,395,528,.,376,.,387,.,386,.,502,.,367,405
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",442,404,445,454,333,409,556,.,376,.,378,.,400,.,576,.,367,404
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",463,403,425,454,337,328,528,.,376,.,369,.,436,.,541,.,368,406
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",436,404,420,460,378,313,528,.,376,.,365,.,423,.,512,552,376,409
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",473,433,431,454,410,314,528,.,432,.,367,.,426,.,502,552,428,418
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,"7,320",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,320"
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,"6,349",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,349"
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,407,.,.,327,.,.,.,376,.,.,.,.,.,.,.,367,369
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",427,403,445,.,331,301,.,.,376,.,392,.,424,.,502,.,364,389
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",431,402,461,463,357,342,528,.,376,360,372,.,447,.,520,.,366,411
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",440,403,457,472,398,349,528,.,375,360,377,.,437,.,522,.,368,417
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",443,406,474,496,524,350,528,.,376,.,362,.,422,.,552,552,378,425
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,620,.,.,.,.,.,.,620
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,592,.,.,.,.,.,.,592
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,450,.,.,.,.,450
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",.,407,.,.,327,.,.,.,.,.,.,.,386,.,.,.,367,382
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11",521,407,404,454,345,409,.,.,376,.,382,.,386,407,576,.,363,406
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",508,406,515,462,330,406,528,.,376,.,366,.,426,.,520,.,367,433
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",451,407,610,484,346,342,528,.,376,.,380,.,433,.,502,.,373,445
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",521,442,671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,406,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,635
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",438,430,704,.,.,409,.,.,.,.,.,.,386,.,.,.,375,537
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",488,418,704,.,.,409,.,.,.,.,.,.,.,.,.,.,438,489
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,715,.,327,.,.,.,.,.,.,.,373,.,.,.,.,689
LA09M,"General Renal Disorders without Interventions, with CC Score 9+",.,.,434,.,.,.,.,.,.,.,.,.,.,.,.,.,.,434
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",.,424,.,500,327,.,.,.,.,.,.,.,486,.,502,.,367,454
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",505,411,607,454,894,.,.,.,.,.,369,.,400,.,502,.,368,455
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",470,418,539,567,466,372,528,.,408,.,333,.,360,.,587,.,377,421
LA97A,"Same Day Dialysis Admission or Attendance, 19 years and over",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",.,.,"1,388",.,.,.,.,.,.,.,.,.,.,.,.,.,987,"1,187"
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5","1,203",.,"1,124",.,.,.,.,.,.,.,.,.,.,.,.,.,885,"1,134"
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",976,.,"1,278",.,.,.,.,.,.,.,.,.,.,.,.,.,972,"1,076"
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,655,.,.,.,.,.,.,.,.,655
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",457,407,499,547,.,.,.,.,376,.,305,.,475,.,502,.,347,431
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",457,414,547,.,327,.,.,.,.,.,.,.,387,.,799,.,367,429
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",452,429,658,547,420,.,.,.,.,.,334,.,425,.,502,.,370,498
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,407,653,.,.,301,.,.,.,.,387,.,387,.,.,.,402,494
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,690",.,.,.,.,"3,690"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over","2,155",.,"2,749","1,082",327,301,.,.,.,.,.,.,.,.,.,.,890,"1,755"
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,169",.,.,.,.,"3,169"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,"2,621",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,621"
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,.,.,"1,188",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,188"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,854
LB14Z,Intermediate Endoscopic Bladder Procedures,.,.,.,.,"1,516",.,.,.,.,.,.,.,.,.,.,.,.,"1,516"
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,794,.,.,932,.,.,.,.,.,"1,726",.,.,.,993,"1,111"
LB15E,"Minor Bladder Procedures, 19 years and over",778,429,743,635,"1,375","1,364",932,.,683,.,546,.,.,407,"1,238",.,834,783
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",457,407,499,.,345,.,.,.,.,.,387,.,.,.,502,.,354,389
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",444,407,428,592,327,301,528,.,.,.,388,.,440,.,647,.,369,449
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",473,414,565,643,452,395,.,.,.,.,390,.,386,.,550,.,378,461
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",535,515,655,629,526,322,.,608,.,.,361,.,408,.,599,552,442,512
LB18Z,Attention to Suprapubic Bladder Catheter,"1,260",701,666,589,982,"1,581",.,.,.,.,.,.,818,.,"1,483",.,810,"1,022"
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",457,.,.,.,.,.,.,.,.,.,.,.,.,.,645,.,.,532
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",457,.,675,454,.,.,.,.,.,.,.,.,387,.,647,.,367,505
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",457,.,675,.,432,.,.,.,.,.,.,.,388,.,.,.,420,490
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,396,435,555,408,.,528,.,376,.,.,.,386,.,.,.,367,409
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",518,412,539,551,379,315,.,.,.,.,305,.,453,.,.,.,367,418
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",511,427,585,566,591,395,.,.,.,.,387,.,386,.,.,.,376,459
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+","1,617",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,617"
LB27Z,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)",939,.,"1,552",.,"1,243",.,.,.,.,.,.,.,.,.,.,.,.,"1,244"
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",.,.,563,.,.,.,.,.,.,.,387,.,.,.,.,.,.,528
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",438,452,.,.,.,.,.,.,.,.,334,.,.,.,.,.,.,416
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",448,407,675,657,420,.,.,.,.,.,.,.,.,.,575,.,.,510
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",.,.,"1,847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,847"
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,636",.,.,"2,636"
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",.,.,561,.,.,.,.,.,376,.,.,.,.,.,502,.,.,531
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",438,438,580,657,894,395,.,.,.,.,456,.,386,.,647,.,367,501
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",569,452,683,609,420,395,.,.,376,.,.,.,388,.,647,.,413,530
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",463,450,680,573,511,395,.,.,.,.,525,.,387,.,647,.,425,516
LB36Z,Extracorporeal Lithotripsy,.,.,907,.,"2,426",.,.,.,.,.,.,.,.,.,.,.,.,"1,666"
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,403,.,587,.,327,.,.,.,.,.,.,.,.,.,.,.,367,400
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,480,407,539,.,.,.,.,.,.,.,360,.,386,.,647,.,373,456
