HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
AA24G,150,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"12,430",.,.,.,.,"12,430"
AA24G,300,"Brain Tumours or Cerebral Cysts, with CC Score 2-3","29,366","39,848","3,462","19,050","16,665","7,833","21,628",.,.,.,"5,594","12,999",.,"3,515",.,"18,339","178,299"
AA24G,302,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
AA24G,320,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,"1,094",.,.,.,.,.,.,.,.,.,.,.,.,"1,094"
AA24G,340,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"6,118",.,.,.,.,"6,118"
AA24G,370,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,"75,927",.,.,.,.,.,.,.,.,.,.,.,.,.,"75,927"
AA24G,400,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"15,565",.,.,.,.,"15,565"
AA24G,430,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,"13,706",.,.,"6,163",.,.,.,.,.,.,"4,833",.,"3,219",.,"2,089","30,009"
AA24G,823,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,"10,544",.,.,.,.,.,.,.,.,.,.,.,"10,544"
AA24H,100,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,"4,580",.,.,.,.,.,.,.,.,.,.,.,.,"4,580"
AA24H,120,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,460",.,.,.,.,"2,460"
AA24H,150,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"7,400",.,.,.,.,"7,400"
AA24H,180,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,789"
AA24H,300,"Brain Tumours or Cerebral Cysts, with CC Score 0-1","31,557","2,033",.,"15,422","15,684",.,.,.,"3,758",.,734,"21,484",.,"9,541",.,"6,602","106,815"
AA24H,370,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,"39,562",.,.,.,.,.,.,.,.,.,.,.,.,.,"39,562"
AA24H,400,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"10,514",.,.,.,.,"10,514"
AA24H,430,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,"1,740",.,.,"1,450",.,.,.,.,.,.,"6,662",814,"5,794",.,"5,372","21,832"
AA24H,823,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,"3,295",.,.,.,.,.,.,.,.,.,.,.,"3,295"
AA25C,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,907,"1,634",.,.,.,"5,637",.,.,"1,707",.,"3,013",.,"23,108","36,006"
AA25C,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,.,.,.,.,.,.,.,.,"29,641",.,.,.,.,"29,641"
AA25C,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,.,"12,688",.,.,.,"4,756","55,744","21,635",.,"47,230",.,.,"15,219","157,272"
AA25D,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13","5,260","2,846",.,"8,164","6,862","2,410","4,220",.,.,.,.,"6,351",.,.,.,"1,100","37,214"
AA25D,361,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13",.,.,.,.,.,819,.,.,.,.,.,.,.,.,.,.,819
AA25D,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13","6,630","1,852",.,.,"3,263",.,.,.,"12,073",.,.,.,.,"4,506",.,"7,460","35,784"
AA25E,101,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,.,"1,314",.,.,.,.,.,.,.,.,.,.,.,.,"1,314"
AA25E,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","10,519","18,297",.,"9,525","6,208","8,135","8,440",.,"4,134",.,"5,954","27,979",.,"11,047",.,"11,370","121,609"
AA25E,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,"2,956",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,956"
AA25E,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,"6,535",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,535"
AA25E,361,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","6,773",.,"2,542",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,315"
AA25E,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,.,"14,301",.,.,.,.,"14,301"
AA25E,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","12,155","1,111","7,476",.,"16,313",.,.,.,732,"28,411","5,528","19,488",.,"1,931",.,"14,026","107,171"
AA25F,100,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,"1,718",.,.,.,.,.,.,.,.,.,.,.,.,"1,718"
AA25F,110,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,"1,121",.,.,.,.,.,.,"3,787",.,.,.,.,"4,908"
AA25F,150,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"10,639",.,.,.,.,"10,639"
AA25F,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7","52,596","12,605","7,313","13,607","12,743","10,846",.,.,"10,522",.,"7,604","23,466",.,"11,549",.,"15,038","177,891"
AA25F,301,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
AA25F,302,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
AA25F,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,"4,720",.,.,.,.,.,.,.,.,.,.,.,.,912,"5,631"
AA25F,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,835,.,.,.,.,.,.,.,.,.,.,.,.,.,835
AA25F,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"27,533",.,.,.,.,"27,533"
AA25F,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7","8,840","2,963","9,499",.,"26,100","1,055",.,.,.,"6,114","4,933","8,448","9,365","23,819",.,"13,130","114,266"
AA25G,100,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","2,741",.,.,"1,145",.,.,.,.,.,.,.,.,.,.,.,"1,818","5,704"
AA25G,101,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,"1,259",.,.,.,.,.,.,.,.,.,.,.,"1,259"
AA25G,110,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"4,614",.,.,.,.,"4,614"
AA25G,120,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,"3,024",.,.,.,.,.,.,"4,936",.,.,.,.,"7,960"
AA25G,140,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,593","3,593"
AA25G,150,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"28,336",.,.,.,.,"28,336"
AA25G,180,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,"3,577",.,.,.,.,.,.,527,.,.,.,.,"4,104"
AA25G,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","115,272","34,968","5,416","18,143","23,200","9,039","10,102",.,"8,267",.,"10,442","81,173",.,"8,034",.,"54,319","378,376"
AA25G,301,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
AA25G,302,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
AA25G,303,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,"2,143",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,143"
AA25G,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,"4,376",.,"2,143",.,.,.,.,.,.,.,.,.,"2,735","9,253"
AA25G,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"2,016",.,.,.,.,"2,016"
AA25G,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"77,032",.,.,.,.,"77,032"
AA25G,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","9,209","19,262","9,616",.,"34,075","4,923",.,.,732,"4,316","2,489","22,602","4,886","3,863",.,"12,832","128,804"
AA25G,502,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","1,179",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,179"
AA26C,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",.,.,.,.,.,"1,581",.,.,.,.,.,.,.,.,.,.,"1,581"
AA26C,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+","1,315",.,.,.,.,.,.,.,"52,545",.,.,"1,763",.,.,.,.,"55,623"
AA26C,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",.,.,.,.,"1,813",.,.,.,"29,267","33,806",.,.,"83,467",.,.,.,"148,353"
AA26D,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","22,384","1,356",.,.,"7,447","1,581",.,.,.,.,.,.,.,.,.,.,"32,769"
AA26D,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"9,084",.,.,.,.,"9,084"
AA26D,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","23,668","5,286","3,844","33,565","13,397",.,"3,165",.,"3,006",.,"2,368","2,078",.,"23,464",.,"5,502","119,342"
AA26D,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,558","4,558"
AA26D,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,150","1,150"
AA26D,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,"2,223","16,226",.,"26,825","24,617",.,.,"2,561","101,058",.,.,"47,230","27,682",.,"37,899","286,321"
AA26E,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","8,680","18,982",.,"6,870","30,665","3,558",.,.,.,.,.,"3,780",.,.,.,"3,182","75,716"
AA26E,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,776","5,776"
AA26E,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"38,808",.,.,.,.,"38,808"
AA26E,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","18,530","25,210","1,933","70,758","7,842","11,449","6,330",.,.,.,.,"33,986",.,"29,627",.,"52,538","258,203"
AA26E,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"1,956",.,.,.,.,"1,956"
AA26E,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,"2,695","2,500",.,.,.,.,.,.,.,.,.,.,"5,195"
AA26E,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"10,158",.,.,.,.,"10,158"
AA26E,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"40,592",.,.,.,.,"40,592"
AA26E,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","11,419","19,633","11,404",.,"23,200",.,.,.,"16,829","110,769",.,"45,778","88,760","28,969",.,"54,165","410,925"
AA26F,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","31,978","29,377",.,"8,015","59,291","3,558",.,.,.,.,982,"9,972",.,"16,178",.,"9,999","169,350"
AA26F,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"4,184",.,.,.,.,"4,184"
AA26F,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"52,708",.,.,.,.,"52,708"
AA26F,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"1,370",.,.,.,.,.,.,.,.,423,.,.,.,.,.,"1,794"
AA26F,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","68,374","73,190","6,366","58,965","51,301","23,802","22,964",.,"19,165",.,"5,090","70,651",.,"50,215",.,"59,420","509,502"
AA26F,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"2,990",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,990"
AA26F,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"4,895",.,.,.,.,"4,895"
AA26F,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"3,929",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,929"
AA26F,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","6,200",845,.,"2,188","3,850",715,.,.,.,.,.,"3,526",.,.,.,"1,367","18,691"
AA26F,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,"4,170",.,.,.,.,.,.,.,.,"7,211",.,.,.,.,"11,382"
AA26F,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,"10,847",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,847"
AA26F,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"46,857",.,.,.,.,"46,857"
AA26F,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","32,414","25,930","36,588",.,"36,250","27,079",.,.,"5,122","54,305","2,489","30,439","23,208","36,051",.,"70,700","380,575"
AA26G,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","31,521","21,242",.,"28,626","50,378","11,858",.,.,.,.,"1,895","29,549",.,"16,178",.,"18,635","209,882"
AA26G,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"13,412",.,.,.,.,"13,412"
AA26G,130,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"2,372",.,.,.,.,"2,372"
AA26G,140,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,228",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198","2,425"
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"48,624",.,.,.,.,"48,624"
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,913,.,.,.,.,.,.,.,.,.,"6,613",.,.,.,.,"7,527"
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","127,545","97,993","16,336","44,679","86,264","33,443","43,862",.,"28,559",.,"31,759","92,826",.,"37,661",.,"89,845","730,773"
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"3,364",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,364"
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,714
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,378","10,979","2,125","6,017","7,315",.,"2,103",.,.,.,848,.,.,"5,595",.,"1,367","37,727"
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,"5,072",.,.,.,.,.,.,"2,404",.,.,.,.,"7,476"
AA26G,350,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"4,708",.,.,.,.,"4,708"
AA26G,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","2,605",.,"1,240",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,845"
AA26G,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"3,065",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,065"
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"89,671",.,.,.,.,"89,671"
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","17,312","24,078","5,240",.,"32,263","9,144",.,.,"4,390","11,868","1,461","45,005","4,886","19,957",.,"24,172","199,775"
AA26G,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"2,866",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,866"
AA26G,823,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,"3,954",.,.,.,.,.,.,.,.,.,.,.,"3,954"
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","7,766","19,434",.,"18,893","16,647","4,348",.,.,.,.,982,"10,094",.,"15,531",.,"5,000","98,694"
AA26H,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,"2,120",.,.,.,.,.,.,.,.,.,.,.,"2,120"
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","2,078",.,.,.,.,.,.,"3,861",.,.,.,"1,803",.,.,.,.,"7,742"
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,756,.,.,.,.,.,.,"1,486",.,.,.,.,"2,242"
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"27,142",.,.,.,.,"27,142"
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,885","1,885"
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"6,851",.,.,"1,789",.,.,.,.,.,847,"5,842",.,.,.,.,"15,328"
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","113,081","79,695","17,909","38,101","59,470","25,911","10,023",.,"6,388",.,"34,643","86,050",.,"31,133",.,"68,431","570,834"
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"4,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,485"
AA26H,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"3,029",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,029"
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,378","8,445","3,780","5,470","2,310","2,502",.,.,.,.,"2,487",.,.,"3,197",.,.,"29,569"
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,336",.,.,.,.,"3,336"
AA26H,350,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,239",.,.,.,.,"3,239"
AA26H,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"2,122",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,122"
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"145,927",.,.,.,.,"145,927"
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","5,893","21,114","7,447",.,"12,688","2,813",.,.,"1,463",.,"2,876","28,023","1,629","5,150",.,"6,267","95,364"
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"6,687",.,.,"1,878",.,.,.,.,.,.,"2,840",.,.,.,"2,190","13,595"
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,632","1,632"
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,"5,698",.,"6,945","6,804","8,822",.,"32,178",.,"19,165",.,"3,054","3,085",.,.,.,"11,370","97,121"
AA27Z,400,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,"8,915",.,.,.,.,"8,915"
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,"82,877","4,816","55,534",.,"4,713",.,.,.,"36,584","17,622",.,"3,004",.,.,.,"32,229","237,378"
AA28C,300,Motor Neuron Disease with CC Score 8+,.,.,.,"14,515",.,.,.,.,.,.,.,.,.,.,.,"6,602","21,117"
AA28C,430,Motor Neuron Disease with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,"8,550",.,.,"14,026","22,576"
AA28D,300,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"18,706","18,706"
AA28D,340,Motor Neuron Disease with CC Score 5-7,.,.,"2,688",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,688"
AA28D,400,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"9,722",.,.,.,.,"9,722"
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,"14,638",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,637","25,275"
AA28E,320,Motor Neuron Disease with CC Score 2-4,.,.,.,"8,751",.,.,.,.,.,.,.,.,.,.,.,.,"8,751"
AA28E,340,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,"1,428",.,.,.,.,.,.,.,.,.,.,"1,428"
AA28E,400,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"40,055",.,.,.,.,"40,055"
AA28E,430,Motor Neuron Disease with CC Score 2-4,"12,155","9,631",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"21,786"
AA28F,400,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"42,080",.,.,.,.,"42,080"
