HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,422,.,547,385,358,.,.,655,.,453,.,611,.,799,552,.,533
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,465,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
AA26H,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,383
AA26H,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,708
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,370,499,.,363,352,.,.,.,.,388,.,654,.,644,.,298,458
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,"1,128",.,.,.,.,.,.,.,.,.,.,.,.,730,995
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,544,544
AA27Z,180,Medical Care of Patients with Alzheimer's Disease,.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,438,407,404,.,.,.,528,.,376,.,387,.,386,.,.,.,367,396
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,388,.,654,.,.,.,298,447
AA28D,300,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,489,.,386,.,.,.,.,438
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,407,.,454,.,.,.,.,.,.,.,.,.,.,.,.,.,430
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,454,.,.,.,.,.,.,.,.,386,.,.,.,.,397
AA28F,320,Motor Neuron Disease with CC Score 0-1,.,.,.,547,.,.,.,.,.,.,.,.,.,.,.,.,.,547
AA29C,300,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,376,.,387,.,386,.,.,.,367,379
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,298,417
AA29D,180,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,438,407,.,454,327,.,528,.,.,.,387,.,386,.,502,.,367,402
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,368,370,.,.,363,352,.,.,.,.,.,.,654,.,644,.,298,472
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,438,407,404,454,327,301,.,.,376,.,372,.,386,.,502,.,367,395
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,689,422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,556
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,368,370,.,.,363,352,.,.,366,.,.,.,654,.,644,.,298,455
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,388
AA29F,180,Transient Ischaemic Attack with CC Score 0-4,.,457,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,419
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,438,407,404,454,327,301,528,.,376,.,365,.,386,.,502,.,367,398
AA29F,301,Transient Ischaemic Attack with CC Score 0-4,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,422,.,.,.,.,.,.,655,.,453,.,.,.,799,.,.,582
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,714
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,368,370,499,.,363,352,.,.,.,.,388,.,654,.,644,.,298,405
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,367,376
AA30D,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",438,.,.,454,.,.,.,.,.,.,.,.,386,.,502,.,367,394
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",438,407,.,454,327,.,.,.,.,.,.,.,386,.,502,.,367,412
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,"1,080"
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,654,.,644,.,.,649
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,404,.,327,.,.,.,376,.,.,.,386,.,.,.,367,370
AA31C,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
AA31C,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,701,.,.,.,.,.,.,.,.,.,.,701
AA31C,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,363,.,.,.,.,.,.,.,654,.,.,.,.,557
AA31D,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",438,407,.,.,327,.,.,.,376,.,359,.,386,.,502,.,367,387
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,370,.,.,363,352,.,.,.,.,.,.,654,.,.,.,298,359
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",457,452,.,.,438,.,.,.,.,.,.,.,388,.,647,.,455,452
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,512,.,.,.,.,512
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,953,.,.,.,.,953
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,508
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",438,407,404,454,327,301,528,.,376,.,372,.,386,.,502,.,367,397
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",689,422,.,547,385,358,701,.,.,.,453,.,.,.,799,552,.,537
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,714
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",521,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,383,459
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,708
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",368,370,.,.,363,352,.,.,.,.,388,.,654,.,644,.,298,421
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,028",955,.,"1,128",939,"1,013",.,.,"1,417",.,.,.,479,.,.,.,730,865
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,676,.,544,570
AA33C,300,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,638,.,406,.,.,.,.,449
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,"1,080"
AA33C,430,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,593,.,"1,198",.,.,.,.,895
AA33D,300,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,370,.,.,.,.,370
AA33D,420,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,789,.,.,.,.,789
AA35A,300,Stroke with CC Score 16+,.,.,.,.,327,.,.,.,.,.,.,.,386,.,.,.,367,374
AA35A,430,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,298,298
AA35B,300,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,305,.,386,.,502,.,367,392
AA35B,400,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,940,.,.,.,.,940
AA35B,430,Stroke with CC Score 13-15,.,370,499,.,.,.,.,.,.,.,.,.,654,407,.,.,.,482
AA35C,180,Stroke with CC Score 10-12,.,457,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,381
AA35C,300,Stroke with CC Score 10-12,.,407,.,.,327,301,.,.,376,.,360,.,386,.,502,.,367,386
AA35C,320,Stroke with CC Score 10-12,.,422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422
AA35C,340,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
AA35C,400,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,"1,080"
AA35C,430,Stroke with CC Score 10-12,.,370,.,.,363,352,.,.,.,.,.,.,654,.,644,.,298,499
AA35D,100,Stroke with CC Score 7-9,.,.,.,.,438,.,.,.,.,.,.,.,388,.,.,.,.,413
AA35D,300,Stroke with CC Score 7-9,438,407,402,454,327,301,528,.,376,.,320,.,385,.,502,.,377,390
AA35D,320,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,453,.,611,.,.,.,.,532
AA35D,340,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
AA35D,400,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,940,.,.,.,.,940
AA35D,430,Stroke with CC Score 7-9,368,370,499,.,363,.,.,.,.,360,.,.,699,.,644,.,298,498
AA35E,100,Stroke with CC Score 4-6,.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
AA35E,180,Stroke with CC Score 4-6,.,457,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,381
AA35E,300,Stroke with CC Score 4-6,438,407,.,454,327,301,528,.,376,.,373,.,386,.,502,.,367,384
AA35E,301,Stroke with CC Score 4-6,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
AA35E,320,Stroke with CC Score 4-6,689,422,.,547,.,358,701,.,.,.,453,.,611,.,799,.,456,562
AA35E,340,Stroke with CC Score 4-6,.,.,.,.,.,714,.,.,.,.,.,.,470,.,.,.,.,633
AA35E,370,Stroke with CC Score 4-6,.,.,708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,708
AA35E,400,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,870,.,.,.,.,870
AA35E,430,Stroke with CC Score 4-6,368,370,.,.,363,352,.,.,366,.,388,.,692,.,644,.,298,465
AA35F,100,Stroke with CC Score 0-3,457,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,426
AA35F,150,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,953,.,.,.,.,953
AA35F,180,Stroke with CC Score 0-3,.,457,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,676
AA35F,300,Stroke with CC Score 0-3,438,407,404,454,327,301,528,.,376,.,371,.,386,.,502,.,367,394
AA35F,301,Stroke with CC Score 0-3,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
AA35F,303,Stroke with CC Score 0-3,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
AA35F,320,Stroke with CC Score 0-3,689,422,568,547,.,358,.,.,.,.,.,.,.,.,799,.,.,570
AA35F,340,Stroke with CC Score 0-3,.,.,472,.,.,714,.,.,.,.,.,.,.,.,.,.,.,593
AA35F,400,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,987,.,.,.,.,987
AA35F,430,Stroke with CC Score 0-3,368,370,499,.,363,352,.,.,366,.,388,.,675,.,644,.,298,424
AA37Z,150,"Intermediate Intracranial Procedures Except Trauma, with Stroke",.,.,.,.,.,.,.,.,.,.,.,.,"6,348",.,.,.,.,"6,348"
AA38Z,150,"Minor Intracranial Procedures Except Trauma, with Stroke",.,.,.,.,.,.,.,.,.,.,.,.,"5,774",.,.,.,.,"5,774"
AA40Z,300,Complex Long Term EEG Monitoring,.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
AA40Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,"2,130",.,.,.,.,"2,130"
AA40Z,420,Complex Long Term EEG Monitoring,.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,867
AA42Z,420,Complex Sleep Studies,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,541,541
AB03Z,300,Complex Pain Procedures,.,.,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
AB04Z,300,Major Pain Procedures,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
AB04Z,501,Major Pain Procedures,"1,106",.,.,.,.,"1,013",.,.,.,.,.,.,583,.,.,.,766,916
AB05Z,300,Intermediate Pain Procedures,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
AB06Z,300,Minor Pain Procedures,.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
AB10Z,300,Unspecified Pain Procedures,.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
BZ02B,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-4","2,464",.,.,.,.,.,.,.,.,.,"1,479",.,.,.,.,.,.,"1,972"
BZ02C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1","2,464",.,.,.,.,.,.,.,.,.,.,.,"1,547",.,.,.,.,"2,005"
BZ06B,130,"Intermediate Oculoplastics Procedures, 18 years and under","2,464",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,464"
BZ06D,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,464",.,.,.,.,.,.,.,.,.,.,.,"1,956",.,.,.,.,"2,210"
BZ07B,130,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,335",.,.,.,.,"2,335"
BZ07B,140,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,281","1,281"
BZ07B,160,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,197","1,197"
BZ07D,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 1-2","3,251",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,251"
BZ07E,100,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,216",.,.,.,.,"1,216"
BZ07E,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0","3,644",.,.,.,.,.,.,.,.,.,.,.,"1,858",.,.,.,.,"2,453"
BZ07E,140,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0","1,548",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,548"
BZ07E,160,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
BZ07E,180,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
BZ08B,160,"Major Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,546","1,546"
BZ08D,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,765","1,765"
BZ09B,130,"Intermediate Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,351",.,.,.,.,"1,351"
BZ09D,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,577",.,.,.,.,"1,577"
BZ12B,130,"Intermediate Cornea or Sclera Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,"1,424",.,.,.,.,.,.,"1,424"
BZ13B,130,"Minor Cornea or Sclera Procedures, with CC Score 0","2,070",.,.,.,.,.,.,.,.,.,.,.,"1,644",.,.,.,.,"1,750"
BZ17B,130,Major Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,163",.,.,.,.,"2,163"
BZ18A,130,Intermediate Glaucoma Procedures with CC Score 1+,"1,677",.,.,.,.,.,.,.,.,.,.,.,"1,405",.,.,.,.,"1,541"
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,306",.,.,.,.,"1,306"
BZ19A,130,Minor Glaucoma Procedures with CC Score 1+,"1,677",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,677"
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,"1,677",.,.,.,.,.,.,.,.,.,.,.,"1,371",.,.,.,.,"1,459"
BZ19B,300,Minor Glaucoma Procedures with CC Score 0,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"1,619",.,.,.,.,"1,619"
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,819",.,.,.,.,"1,819"
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,693",.,.,.,.,"1,693"
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,890,.,.,.,.,.,.,.,.,.,.,.,"1,971",.,.,.,.,"1,881"
BZ23Z,130,Minor Vitreous Retinal Procedures,890,.,.,.,.,.,.,.,.,.,.,.,"1,419",.,.,.,.,"1,313"
BZ23Z,430,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,215",.,.,.,.,"2,215"
BZ24E,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,407,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,393
BZ24E,340,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,395,.,.,.,.,.,.,388,.,.,.,.,393
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,468,.,.,.,.,468
BZ24F,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
BZ24F,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",438,407,.,454,327,.,.,.,376,.,344,.,386,.,.,.,367,378
BZ24F,320,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,547,.,.,.,.,.,.,453,.,.,.,.,.,.,500
BZ24F,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,370,.,.,363,.,.,.,.,.,388,.,654,.,.,.,298,465
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",457,452,.,573,438,395,.,.,.,.,525,.,388,.,647,.,.,466
BZ24G,101,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,512,.,.,.,.,512
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",103,.,.,.,.,.,.,.,.,.,.,.,489,.,.,.,.,385
BZ24G,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,493
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",438,407,404,454,327,301,528,.,376,.,366,.,386,.,502,.,367,399
BZ24G,302,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
BZ24G,320,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,358,.,.,.,.,.,.,611,.,.,552,.,518
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
BZ24G,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,370,.,.,363,352,.,.,.,.,.,.,654,.,644,.,298,414
BZ24G,501,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,"1,013",.,.,.,.,.,.,.,.,.,.,.,"1,013"
CA02B,171,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"7,323",.,.,.,.,"7,323"
CA05A,100,"Minor Neck Procedures, 19 years and over","5,021",.,.,774,.,"1,268",.,.,.,.,.,.,.,.,"2,977",.,"1,040","2,216"
CA05A,120,"Minor Neck Procedures, 19 years and over",.,.,.,.,"1,586",.,.,.,.,.,.,.,.,.,.,.,.,"1,586"
CA05A,130,"Minor Neck Procedures, 19 years and over","9,547",.,.,.,.,.,.,.,.,.,"1,708",.,"1,897",.,.,.,.,"4,363"
CA05A,140,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","1,508"
CA05A,300,"Minor Neck Procedures, 19 years and over",.,407,.,454,.,.,.,.,.,.,.,.,"1,913",.,.,.,"1,048",879
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,299","2,299"
CA11A,120,"Septoplasty, 19 years and over","2,788","1,394",.,.,"2,257",.,.,.,.,.,.,.,.,.,.,.,.,"2,146"
CA12Z,120,Major Treatment of Epistaxis,"1,609",450,.,.,"1,083",.,.,.,.,.,.,.,"1,598",.,.,.,.,880
CA13A,100,"Minor Treatment of Epistaxis, 19 years and over","1,598",452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,910
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over","1,546",450,.,.,"1,160",.,.,.,.,.,.,.,"1,606",.,.,.,.,"1,108"
CA13A,300,"Minor Treatment of Epistaxis, 19 years and over",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,987,713
CA13A,320,"Minor Treatment of Epistaxis, 19 years and over",689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under",.,450,.,.,"1,145",.,.,.,.,.,.,.,.,.,.,.,.,797
CA14Z,120,Nasal Polypectomy,.,.,.,.,934,.,.,.,.,.,.,.,.,.,.,.,.,934
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,252","1,252"
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose","2,464",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,464"
CA20Z,120,Complex Nose Procedures,"2,679",.,.,.,.,.,.,.,.,.,.,.,"1,953",.,.,.,.,"2,316"
CA22Z,120,Major Nose Procedures,.,.,.,.,"2,161",.,.,.,.,.,.,.,.,.,.,.,.,"2,161"
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,998","1,998"
CA23Z,100,Intermediate Nose Procedures,.,"1,067",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,067"
CA24A,100,"Minor Nose Procedures, 19 years and over","1,598",.,.,.,903,.,.,.,.,.,.,.,.,.,.,.,.,"1,250"
CA24A,120,"Minor Nose Procedures, 19 years and over","1,609",450,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,223"
CA24A,140,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,432","1,432"
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,244","1,244"
CA24A,180,"Minor Nose Procedures, 19 years and over",.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,727,.,.,.,.,.,.,.,.,.,.,.,.,.,.,727
