HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
AA25C,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,.,2,.,.,.,1,5,1,.,3,.,.,3,15
AA25D,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13",3,1,.,1,2,2,1,.,.,.,.,3,.,.,.,1,14
AA25D,361,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
AA25D,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13",2,1,.,.,2,.,.,.,3,.,.,.,.,1,.,3,12
AA25E,101,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25E,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",3,5,.,2,5,2,1,.,1,.,1,14,.,2,.,8,44
AA25E,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25E,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25E,361,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA25E,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA25E,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",4,1,2,.,9,.,.,.,1,7,1,11,.,1,.,7,44
AA25F,100,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25F,110,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
AA25F,150,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA25F,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",27,7,1,5,5,8,.,.,6,.,3,18,.,4,.,13,97
AA25F,301,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25F,302,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA25F,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
AA25F,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25F,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
AA25F,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",4,3,3,.,14,1,.,.,.,2,3,4,3,6,.,11,54
AA25G,100,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,3
AA25G,101,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA25G,110,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA25G,120,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,3
AA25G,140,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA25G,150,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
AA25G,180,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,3
AA25G,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",63,25,3,11,21,7,5,.,7,.,9,65,.,5,.,36,257
AA25G,301,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25G,302,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA25G,303,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA25G,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,1,4
AA25G,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA25G,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,.,25
AA25G,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",5,15,4,.,21,3,.,.,1,2,2,13,2,1,.,12,81
AA25G,502,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26C,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
AA26C,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",1,.,.,.,.,.,.,.,2,.,.,2,.,.,.,.,5
AA26C,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",.,.,.,.,1,.,.,.,3,6,.,.,8,.,.,.,18
AA26D,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",2,1,.,.,3,1,.,.,.,.,.,.,.,.,.,.,7
AA26D,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA26D,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",2,2,1,5,2,.,1,.,1,.,2,2,.,3,.,5,26
AA26D,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26D,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26D,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,1,12,.,5,3,.,.,1,14,.,.,6,3,.,8,53
AA26E,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",3,2,.,1,12,2,.,.,.,.,.,3,.,.,.,2,25
AA26E,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26E,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
AA26E,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",7,5,1,9,6,4,1,.,.,.,.,22,.,6,.,18,79
AA26E,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA26E,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,2
AA26E,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26E,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA26E,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",3,5,3,.,8,.,.,.,4,20,.,8,11,4,.,17,83
AA26F,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",8,8,.,2,25,3,.,.,.,.,1,8,.,4,.,4,63
AA26F,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26F,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
AA26F,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
AA26F,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",34,34,3,22,30,18,8,.,12,.,4,42,.,20,.,40,267
AA26F,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA26F,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA26F,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26F,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",3,1,.,2,2,1,.,.,.,.,.,2,.,.,.,1,12
AA26F,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
AA26F,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA26F,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
AA26F,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",13,12,13,.,21,8,.,.,2,15,2,16,7,8,.,33,150
AA26G,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",16,10,.,10,28,9,.,.,.,.,1,22,.,5,.,8,109
AA26G,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
AA26G,130,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26G,140,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,10,.,.,.,.,11
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",77,66,13,27,71,31,20,.,18,.,21,83,.,22,.,68,517
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",1,7,1,4,4,.,1,.,.,.,1,.,.,2,.,1,22
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
AA26G,350,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26G,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA26G,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,28
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",9,16,3,.,22,5,.,.,2,6,2,23,2,9,.,19,118
AA26G,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26G,823,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",6,15,.,10,12,4,.,.,.,.,1,10,.,8,.,4,70
AA26H,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",1,.,.,.,.,.,.,2,.,.,.,1,.,.,.,.,4
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,6,.,.,1,.,.,.,.,.,2,9,.,.,.,.,18
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",88,72,15,28,62,30,8,.,5,.,32,87,.,22,.,59,508
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA26H,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",1,6,3,3,2,3,.,.,.,.,2,.,.,1,.,.,21
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA26H,350,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26H,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,63,.,.,.,.,63
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",4,19,5,.,11,2,.,.,1,.,3,15,1,2,.,7,70
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,3,.,.,1,.,.,.,.,.,.,2,.,.,.,1,7
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,5,.,3,3,2,.,8,.,4,.,1,2,.,.,.,5,33
AA27Z,400,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,9,3,6,.,2,.,.,.,5,2,.,1,.,.,.,9,37
AA28C,300,Motor Neuron Disease with CC Score 8+,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,1,4
AA28C,430,Motor Neuron Disease with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,2
AA28D,300,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6
AA28D,340,Motor Neuron Disease with CC Score 5-7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA28D,400,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
AA28E,320,Motor Neuron Disease with CC Score 2-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA28E,340,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
AA28E,400,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
AA28E,430,Motor Neuron Disease with CC Score 2-4,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA28F,400,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
AA29C,300,Transient Ischaemic Attack with CC Score 11+,.,.,.,2,.,.,.,.,.,.,.,12,.,.,.,2,16
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,1,.,.,2,.,1,.,4,8
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,5,6,.,18,.,.,4,.,1,.,1,15,.,3,.,6,59
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,2,3,.,.,4,.,.,.,2,2,2,7,1,3,.,9,35
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,17,11,.,19,3,6,8,.,6,.,7,22,.,2,.,14,115
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,11,20,.,.,13,4,.,.,.,.,3,13,.,10,.,15,89
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,28,20,.,20,7,5,6,.,4,.,8,34,.,6,.,10,148
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,1,.,.,1,.,.,.,.,.,.,2,.,.,1,.,.,5
AA29F,400,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,10,29,.,.,26,15,.,.,.,.,13,11,.,13,.,15,132
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA30C,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,.,.,.,.,.,1,.,.,2,.,.,.,3
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6
AA30D,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA30D,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA30E,100,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",3,1,.,.,5,1,1,.,.,.,1,1,.,3,.,7,23
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
AA30E,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,1,3
AA30F,130,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA30F,150,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",11,2,.,.,4,1,1,.,.,.,.,6,.,3,.,4,32
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,21
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,2,.,2,.,.,5
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",2,.,1,.,.,.,.,.,.,.,.,3,.,1,.,.,7
AA31C,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
AA31D,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",2,3,.,2,2,2,1,.,3,.,1,10,.,2,.,1,29
AA31D,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",1,1,.,.,.,2,.,.,.,1,.,.,.,1,.,4,10
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,3,.,.,.,.,.,.,1,.,.,.,.,4
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",120,95,8,38,80,35,30,.,17,.,29,175,.,39,.,122,788
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,1,1,.,.,.,.,.,2,.,.,.,.,.,4
AA31E,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,24
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,10,1,.,13,.,.,.,.,.,6,9,1,13,.,4,59
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,3,.,3,2,.,.,.,.,.,.,8,.,.,.,7,23
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,3
AA33C,100,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA33C,180,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
