Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Dec-2007,Western,General Medicine,Acute Services,461,511,165,0,0,,,--,--,--,--,--,"1,137",,
31-Dec-2007,Western,Cardiology,Acute Services,41,33,7,0,0,,,--,--,--,--,--,81,,
31-Dec-2007,Western,Paediatrics,Acute Services,1,0,2,0,0,,,--,--,--,--,--,3,,
31-Dec-2007,Western,Gynaecology,Acute Services,176,147,46,0,0,,,--,--,--,--,--,369,,
31-Dec-2007,Western,GP Other,Acute Services,62,2,1,0,0,,,--,--,--,--,--,65,,
31-Dec-2007,Western,Obstetrics,Maternity & Child Health,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2008,Belfast,General Surgery,Acute Services,344,198,74,0,0,,,--,--,--,--,--,616,,
31-Mar-2008,Belfast,Urology,Acute Services,464,326,122,0,4,,,--,--,--,--,--,916,,
31-Mar-2008,Belfast,T & O Surgery,Acute Services,251,293,285,2,12,,,--,--,--,--,--,843,,
31-Mar-2008,Belfast,ENT,Acute Services,145,128,22,0,0,,,--,--,--,--,--,295,,
31-Mar-2008,Belfast,Ophthalmology,Acute Services,824,"1,037",687,0,0,,,--,--,--,--,--,"2,548",,
31-Mar-2008,Belfast,Oral Surgery,Acute Services,46,44,21,0,0,,,--,--,--,--,--,111,,
31-Mar-2008,Belfast,Paediatric Dentistry,Acute Services,36,18,17,0,0,,,--,--,--,--,--,71,,
31-Mar-2008,Belfast,Neurosurgery,Acute Services,35,22,11,0,0,,,--,--,--,--,--,68,,
31-Mar-2008,Belfast,Plastic Surgery,Acute Services,60,63,51,0,0,,,--,--,--,--,--,174,,
31-Mar-2008,Belfast,Paediatric Surgery,Acute Services,68,65,62,0,0,,,--,--,--,--,--,195,,
31-Mar-2008,Belfast,Thoracic Surgery,Acute Services,15,4,1,0,0,,,--,--,--,--,--,20,,
31-Mar-2008,Belfast,Accident & Emergency,Acute Services,11,10,1,0,0,,,--,--,--,--,--,22,,
31-Mar-2008,Belfast,Anaesthetics,Acute Services,22,18,3,0,0,,,--,--,--,--,--,43,,
31-Mar-2008,Belfast,Pain Management,Acute Services,159,101,86,0,0,,,--,--,--,--,--,346,,
31-Mar-2008,Belfast,General Medicine,Acute Services,295,230,161,0,0,,,--,--,--,--,--,686,,
31-Mar-2008,Belfast,Gastroenterology,Acute Services,444,439,200,0,0,,,--,--,--,--,--,"1,083",,
31-Mar-2008,Belfast,Endocrinology,Acute Services,18,0,0,0,0,,,--,--,--,--,--,18,,
31-Mar-2008,Belfast,Cardiology,Acute Services,166,135,30,0,0,,,--,--,--,--,--,331,,
31-Mar-2008,Belfast,Dermatology,Acute Services,29,28,10,0,0,,,--,--,--,--,--,67,,
31-Mar-2008,Belfast,Thoracic Medicine,Acute Services,0,5,0,0,0,,,--,--,--,--,--,5,,
31-Mar-2008,Belfast,Nephrology,Acute Services,23,20,5,0,0,,,--,--,--,--,--,48,,
31-Mar-2008,Belfast,Neurology,Acute Services,32,5,0,0,0,,,--,--,--,--,--,37,,
31-Mar-2008,Belfast,Rheumatology,Acute Services,12,9,4,0,0,,,--,--,--,--,--,25,,
31-Mar-2008,Belfast,Gynaecology,Acute Services,197,100,50,0,0,,,--,--,--,--,--,347,,
31-Mar-2008,Belfast,Radiology,Acute Services,2,3,0,0,0,,,--,--,--,--,--,5,,
31-Mar-2008,Northern,General Surgery,Acute Services,832,717,302,0,0,,,--,--,--,--,--,"1,851",,
31-Mar-2008,Northern,Urology,Acute Services,95,16,20,0,0,,,--,--,--,--,--,131,,
31-Mar-2008,Northern,ENT,Acute Services,64,44,14,0,0,,,--,--,--,--,--,122,,
31-Mar-2008,Northern,Oral Surgery,Acute Services,2,7,1,0,0,,,--,--,--,--,--,10,,
31-Mar-2008,Northern,Pain Management,Acute Services,118,114,86,0,0,,,--,--,--,--,--,318,,
31-Mar-2008,Northern,General Medicine,Acute Services,152,83,40,0,0,,,--,--,--,--,--,275,,
31-Mar-2008,Northern,Gastroenterology,Acute Services,485,372,131,0,0,,,--,--,--,--,--,988,,
31-Mar-2008,Northern,Cardiology,Acute Services,3,3,0,0,0,,,--,--,--,--,--,6,,
31-Mar-2008,Northern,Dermatology,Acute Services,32,77,17,0,0,,,--,--,--,--,--,126,,
31-Mar-2008,Northern,Rheumatology,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2008,Northern,Gynaecology,Acute Services,146,164,105,0,0,,,--,--,--,--,--,415,,
31-Mar-2008,Northern,GP Other,Acute Services,41,5,3,0,0,,,--,--,--,--,--,49,,
31-Mar-2008,South Eastern,General Surgery,Acute Services,747,451,100,0,0,,,--,--,--,--,--,"1,298",,
31-Mar-2008,South Eastern,Urology,Acute Services,37,31,3,0,0,,,--,--,--,--,--,71,,
31-Mar-2008,South Eastern,T & O Surgery,Acute Services,8,3,0,0,0,,,--,--,--,--,--,11,,
31-Mar-2008,South Eastern,ENT,Acute Services,54,58,7,0,0,,,--,--,--,--,--,119,,
31-Mar-2008,South Eastern,Ophthalmology,Acute Services,93,113,24,0,0,,,--,--,--,--,--,230,,
31-Mar-2008,South Eastern,Oral Surgery,Acute Services,23,23,3,0,0,,,--,--,--,--,--,49,,
31-Mar-2008,South Eastern,Plastic Surgery,Acute Services,118,161,54,0,0,,,--,--,--,--,--,333,,
31-Mar-2008,South Eastern,Paediatric Surgery,Acute Services,48,32,12,0,0,,,--,--,--,--,--,92,,
31-Mar-2008,South Eastern,Pain Management,Acute Services,12,16,0,0,0,,,--,--,--,--,--,28,,
31-Mar-2008,South Eastern,General Medicine,Acute Services,376,254,10,0,0,,,--,--,--,--,--,640,,
31-Mar-2008,South Eastern,Haematology (Clinical),Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
31-Mar-2008,South Eastern,Cardiology,Acute Services,20,6,0,0,0,,,--,--,--,--,--,26,,
31-Mar-2008,South Eastern,Dermatology,Acute Services,44,27,3,0,0,,,--,--,--,--,--,74,,
31-Mar-2008,South Eastern,Thoracic Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2008,South Eastern,Paediatrics,Acute Services,16,3,0,0,0,,,--,--,--,--,--,19,,
31-Mar-2008,South Eastern,Gynaecology,Acute Services,166,123,22,0,0,,,--,--,--,--,--,311,,
31-Mar-2008,South Eastern,GP Other,Acute Services,17,1,0,0,0,,,--,--,--,--,--,18,,
31-Mar-2008,South Eastern,Clinical Oncology,Acute Services,1,1,0,0,0,,,--,--,--,--,--,2,,
31-Mar-2008,South Eastern,Geriatric Medicine,Elderly Care,18,1,1,0,0,,,--,--,--,--,--,20,,
31-Mar-2008,Southern,General Surgery,Acute Services,513,610,368,0,0,,,--,--,--,--,--,"1,491",,
31-Mar-2008,Southern,Urology,Acute Services,115,170,119,0,0,,,--,--,--,--,--,404,,
31-Mar-2008,Southern,T & O Surgery,Acute Services,6,21,11,0,0,,,--,--,--,--,--,38,,
31-Mar-2008,Southern,ENT,Acute Services,92,105,70,0,0,,,--,--,--,--,--,267,,
31-Mar-2008,Southern,Ophthalmology,Acute Services,68,63,36,0,0,,,--,--,--,--,--,167,,
31-Mar-2008,Southern,Oral Surgery,Acute Services,10,25,8,0,0,,,--,--,--,--,--,43,,
31-Mar-2008,Southern,Paediatric Dentistry,Acute Services,11,6,0,0,0,,,--,--,--,--,--,17,,
31-Mar-2008,Southern,Pain Management,Acute Services,21,30,38,0,0,,,--,--,--,--,--,89,,
31-Mar-2008,Southern,General Medicine,Acute Services,45,40,9,0,0,,,--,--,--,--,--,94,,
31-Mar-2008,Southern,Gastroenterology,Acute Services,174,173,73,0,0,,,--,--,--,--,--,420,,
31-Mar-2008,Southern,Haematology (Clinical),Acute Services,32,2,0,0,0,,,--,--,--,--,--,34,,
31-Mar-2008,Southern,Cardiology,Acute Services,155,112,106,0,0,,,--,--,--,--,--,373,,
31-Mar-2008,Southern,Dermatology,Acute Services,27,36,10,0,0,,,--,--,--,--,--,73,,
31-Mar-2008,Southern,Thoracic Medicine,Acute Services,9,2,0,0,0,,,--,--,--,--,--,11,,
31-Mar-2008,Southern,Neurology,Acute Services,0,1,1,0,0,,,--,--,--,--,--,2,,
31-Mar-2008,Southern,Rheumatology,Acute Services,125,161,116,0,0,,,--,--,--,--,--,402,,
31-Mar-2008,Southern,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2008,Southern,Gynaecology,Acute Services,174,134,69,0,0,,,--,--,--,--,--,377,,
31-Mar-2008,Southern,GP Other,Acute Services,70,7,1,0,0,,,--,--,--,--,--,78,,
31-Mar-2008,Southern,Clinical Oncology,Acute Services,6,0,0,0,0,,,--,--,--,--,--,6,,
31-Mar-2008,Western,General Surgery,Acute Services,535,375,129,0,0,,,--,--,--,--,--,"1,039",,
31-Mar-2008,Western,Urology,Acute Services,110,62,14,0,0,,,--,--,--,--,--,186,,
31-Mar-2008,Western,T & O Surgery,Acute Services,65,74,40,0,0,,,--,--,--,--,--,179,,
31-Mar-2008,Western,ENT,Acute Services,88,37,8,0,0,,,--,--,--,--,--,133,,
31-Mar-2008,Western,Ophthalmology,Acute Services,280,272,89,0,0,,,--,--,--,--,--,641,,
31-Mar-2008,Western,Oral Surgery,Acute Services,77,52,5,0,0,,,--,--,--,--,--,134,,
31-Mar-2008,Western,Pain Management,Acute Services,53,38,20,0,0,,,--,--,--,--,--,111,,
31-Mar-2008,Western,General Medicine,Acute Services,400,503,199,0,0,,,--,--,--,--,--,"1,102",,
31-Mar-2008,Western,Cardiology,Acute Services,49,21,6,0,0,,,--,--,--,--,--,76,,
31-Mar-2008,Western,Paediatrics,Acute Services,3,1,1,0,0,,,--,--,--,--,--,5,,
31-Mar-2008,Western,Gynaecology,Acute Services,163,149,57,0,0,,,--,--,--,--,--,369,,
31-Mar-2008,Western,GP Other,Acute Services,45,6,0,0,0,,,--,--,--,--,--,51,,
30-Jun-2008,Belfast,General Surgery,Acute Services,330,198,81,0,0,,,--,--,--,--,--,609,,
30-Jun-2008,Belfast,Urology,Acute Services,556,249,60,0,0,,,--,--,--,--,--,865,,
30-Jun-2008,Belfast,T & O Surgery,Acute Services,318,235,66,10,0,,,--,--,--,--,--,629,,
30-Jun-2008,Belfast,ENT,Acute Services,173,110,13,0,0,,,--,--,--,--,--,296,,
30-Jun-2008,Belfast,Ophthalmology,Acute Services,"1,036","1,048",460,0,0,,,--,--,--,--,--,"2,544",,
30-Jun-2008,Belfast,Oral Surgery,Acute Services,29,55,17,0,0,,,--,--,--,--,--,101,,
30-Jun-2008,Belfast,Paediatric Dentistry,Acute Services,20,13,9,0,0,,,--,--,--,--,--,42,,
30-Jun-2008,Belfast,Neurosurgery,Acute Services,45,34,9,0,0,,,--,--,--,--,--,88,,
30-Jun-2008,Belfast,Plastic Surgery,Acute Services,56,35,37,1,0,,,--,--,--,--,--,129,,
30-Jun-2008,Belfast,Paediatric Surgery,Acute Services,81,59,33,0,0,,,--,--,--,--,--,173,,
30-Jun-2008,Belfast,Thoracic Surgery,Acute Services,8,6,1,0,0,,,--,--,--,--,--,15,,
30-Jun-2008,Belfast,Accident & Emergency,Acute Services,21,3,1,0,0,,,--,--,--,--,--,25,,
30-Jun-2008,Belfast,Anaesthetics,Acute Services,21,23,8,0,0,,,--,--,--,--,--,52,,
30-Jun-2008,Belfast,Pain Management,Acute Services,181,98,54,0,0,,,--,--,--,--,--,333,,
30-Jun-2008,Belfast,General Medicine,Acute Services,342,242,54,0,0,,,--,--,--,--,--,638,,
30-Jun-2008,Belfast,Gastroenterology,Acute Services,506,423,200,0,0,,,--,--,--,--,--,"1,129",,
30-Jun-2008,Belfast,Endocrinology,Acute Services,18,3,0,0,0,,,--,--,--,--,--,21,,
30-Jun-2008,Belfast,Cardiology,Acute Services,192,76,15,0,0,,,--,--,--,--,--,283,,
30-Jun-2008,Belfast,Dermatology,Acute Services,37,12,2,0,0,,,--,--,--,--,--,51,,
30-Jun-2008,Belfast,Thoracic Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2008,Belfast,Nephrology,Acute Services,24,23,5,0,0,,,--,--,--,--,--,52,,
30-Jun-2008,Belfast,Neurology,Acute Services,29,5,3,0,0,,,--,--,--,--,--,37,,
30-Jun-2008,Belfast,Rheumatology,Acute Services,4,2,1,0,0,,,--,--,--,--,--,7,,
30-Jun-2008,Belfast,Gynaecology,Acute Services,211,149,52,0,0,,,--,--,--,--,--,412,,
30-Jun-2008,Belfast,GP Other,Acute Services,10,0,0,0,0,,,--,--,--,--,--,10,,
30-Jun-2008,Belfast,Radiology,Acute Services,17,10,0,0,0,,,--,--,--,--,--,27,,
30-Jun-2008,Northern,General Surgery,Acute Services,991,575,166,0,0,,,--,--,--,--,--,"1,732",,
30-Jun-2008,Northern,Urology,Acute Services,120,40,17,0,0,,,--,--,--,--,--,177,,
30-Jun-2008,Northern,ENT,Acute Services,112,41,9,0,0,,,--,--,--,--,--,162,,
30-Jun-2008,Northern,Oral Surgery,Acute Services,5,11,1,0,0,,,--,--,--,--,--,17,,
30-Jun-2008,Northern,Pain Management,Acute Services,99,94,77,0,0,,,--,--,--,--,--,270,,
30-Jun-2008,Northern,General Medicine,Acute Services,215,110,47,0,0,,,--,--,--,--,--,372,,
30-Jun-2008,Northern,Gastroenterology,Acute Services,466,374,121,0,0,,,--,--,--,--,--,961,,
30-Jun-2008,Northern,Cardiology,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2008,Northern,Dermatology,Acute Services,51,27,15,0,0,,,--,--,--,--,--,93,,
30-Jun-2008,Northern,Rheumatology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2008,Northern,Gynaecology,Acute Services,195,132,31,0,0,,,--,--,--,--,--,358,,
30-Jun-2008,Northern,GP Other,Acute Services,92,17,1,0,0,,,--,--,--,--,--,110,,
30-Jun-2008,South Eastern,General Surgery,Acute Services,801,309,29,0,0,,,--,--,--,--,--,"1,139",,
30-Jun-2008,South Eastern,Urology,Acute Services,220,151,6,0,0,,,--,--,--,--,--,377,,
30-Jun-2008,South Eastern,T & O Surgery,Acute Services,10,1,1,0,0,,,--,--,--,--,--,12,,
30-Jun-2008,South Eastern,ENT,Acute Services,63,54,6,0,0,,,--,--,--,--,--,123,,
30-Jun-2008,South Eastern,Ophthalmology,Acute Services,90,131,21,0,0,,,--,--,--,--,--,242,,
30-Jun-2008,South Eastern,Oral Surgery,Acute Services,16,24,13,0,0,,,--,--,--,--,--,53,,
30-Jun-2008,South Eastern,Neurosurgery,Acute Services,1,5,1,0,0,,,--,--,--,--,--,7,,
30-Jun-2008,South Eastern,Plastic Surgery,Acute Services,125,113,40,0,0,,,--,--,--,--,--,278,,
30-Jun-2008,South Eastern,Paediatric Surgery,Acute Services,51,28,4,0,0,,,--,--,--,--,--,83,,
30-Jun-2008,South Eastern,Pain Management,Acute Services,17,9,2,0,0,,,--,--,--,--,--,28,,
30-Jun-2008,South Eastern,General Medicine,Acute Services,503,219,54,0,0,,,--,--,--,--,--,776,,
30-Jun-2008,South Eastern,Cardiology,Acute Services,23,6,0,0,0,,,--,--,--,--,--,29,,
30-Jun-2008,South Eastern,Dermatology,Acute Services,117,8,2,0,0,,,--,--,--,--,--,127,,
30-Jun-2008,South Eastern,Paediatrics,Acute Services,18,0,0,0,0,,,--,--,--,--,--,18,,
30-Jun-2008,South Eastern,Gynaecology,Acute Services,168,96,14,0,0,,,--,--,--,--,--,278,,
30-Jun-2008,South Eastern,GP Other,Acute Services,7,1,0,0,0,,,--,--,--,--,--,8,,
30-Jun-2008,South Eastern,Geriatric Medicine,Elderly Care,64,5,0,0,0,,,--,--,--,--,--,69,,
30-Jun-2008,Southern,General Surgery,Acute Services,678,660,181,0,0,,,--,--,--,--,--,"1,519",,
30-Jun-2008,Southern,Urology,Acute Services,159,150,63,0,0,,,--,--,--,--,--,372,,
30-Jun-2008,Southern,T & O Surgery,Acute Services,30,42,9,0,0,,,--,--,--,--,--,81,,
30-Jun-2008,Southern,ENT,Acute Services,90,104,21,0,0,,,--,--,--,--,--,215,,
30-Jun-2008,Southern,Ophthalmology,Acute Services,78,52,6,0,0,,,--,--,--,--,--,136,,
30-Jun-2008,Southern,Oral Surgery,Acute Services,13,20,6,0,0,,,--,--,--,--,--,39,,
30-Jun-2008,Southern,Paediatric Dentistry,Acute Services,15,5,0,0,0,,,--,--,--,--,--,20,,
30-Jun-2008,Southern,Pain Management,Acute Services,29,36,23,0,0,,,--,--,--,--,--,88,,
30-Jun-2008,Southern,General Medicine,Acute Services,58,27,14,0,0,,,--,--,--,--,--,99,,
30-Jun-2008,Southern,Gastroenterology,Acute Services,217,173,96,0,0,,,--,--,--,--,--,486,,
30-Jun-2008,Southern,Haematology (Clinical),Acute Services,30,1,0,0,0,,,--,--,--,--,--,31,,
30-Jun-2008,Southern,Palliative Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2008,Southern,Cardiology,Acute Services,106,85,90,0,0,,,--,--,--,--,--,281,,
30-Jun-2008,Southern,Dermatology,Acute Services,19,19,4,0,0,,,--,--,--,--,--,42,,
30-Jun-2008,Southern,Thoracic Medicine,Acute Services,5,4,1,0,0,,,--,--,--,--,--,10,,
30-Jun-2008,Southern,Neurology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Jun-2008,Southern,Rheumatology,Acute Services,121,188,154,0,0,,,--,--,--,--,--,463,,
30-Jun-2008,Southern,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2008,Southern,Gynaecology,Acute Services,165,158,96,0,0,,,--,--,--,--,--,419,,
30-Jun-2008,Southern,GP Other,Acute Services,83,10,1,0,0,,,--,--,--,--,--,94,,
30-Jun-2008,Southern,Clinical Oncology,Acute Services,7,1,0,0,0,,,--,--,--,--,--,8,,
30-Jun-2008,Western,General Surgery,Acute Services,683,388,53,0,0,,,--,--,--,--,--,"1,124",,
30-Jun-2008,Western,Urology,Acute Services,118,55,10,0,0,,,--,--,--,--,--,183,,
30-Jun-2008,Western,T & O Surgery,Acute Services,93,71,33,0,0,,,--,--,--,--,--,197,,
30-Jun-2008,Western,ENT,Acute Services,83,47,15,0,0,,,--,--,--,--,--,145,,
30-Jun-2008,Western,Ophthalmology,Acute Services,360,243,15,0,0,,,--,--,--,--,--,618,,
30-Jun-2008,Western,Oral Surgery,Acute Services,102,32,2,0,0,,,--,--,--,--,--,136,,
30-Jun-2008,Western,Pain Management,Acute Services,56,30,19,0,0,,,--,--,--,--,--,105,,
30-Jun-2008,Western,General Medicine,Acute Services,644,283,68,0,0,,,--,--,--,--,--,995,,
30-Jun-2008,Western,Cardiology,Acute Services,31,8,0,0,0,,,--,--,--,--,--,39,,
30-Jun-2008,Western,Paediatrics,Acute Services,9,1,0,0,0,,,--,--,--,--,--,10,,
30-Jun-2008,Western,Gynaecology,Acute Services,208,101,22,0,0,,,--,--,--,--,--,331,,
30-Jun-2008,Western,GP Other,Acute Services,48,0,0,0,0,,,--,--,--,--,--,48,,
30-Sep-2008,Belfast,General Surgery,Acute Services,330,200,78,0,0,,,--,--,--,--,--,608,,
30-Sep-2008,Belfast,Urology,Acute Services,418,247,62,0,0,,,--,--,--,--,--,727,,
30-Sep-2008,Belfast,T & O Surgery,Acute Services,239,341,77,0,0,,,--,--,--,--,--,657,,
30-Sep-2008,Belfast,ENT,Acute Services,115,105,43,0,0,,,--,--,--,--,--,263,,
30-Sep-2008,Belfast,Ophthalmology,Acute Services,855,"1,054",754,0,0,,,--,--,--,--,--,"2,663",,
30-Sep-2008,Belfast,Oral Surgery,Acute Services,31,48,20,0,0,,,--,--,--,--,--,99,,
30-Sep-2008,Belfast,Paediatric Dentistry,Acute Services,28,13,2,0,0,,,--,--,--,--,--,43,,
30-Sep-2008,Belfast,Neurosurgery,Acute Services,32,26,24,0,0,,,--,--,--,--,--,82,,
30-Sep-2008,Belfast,Plastic Surgery,Acute Services,52,48,34,0,1,,,--,--,--,--,--,135,,
30-Sep-2008,Belfast,Paediatric Surgery,Acute Services,67,29,14,1,2,,,--,--,--,--,--,113,,
30-Sep-2008,Belfast,Thoracic Surgery,Acute Services,16,4,0,0,0,,,--,--,--,--,--,20,,
30-Sep-2008,Belfast,Accident & Emergency,Acute Services,19,18,6,0,0,,,--,--,--,--,--,43,,
30-Sep-2008,Belfast,Pain Management,Acute Services,198,161,64,0,0,,,--,--,--,--,--,423,,
30-Sep-2008,Belfast,General Medicine,Acute Services,325,220,124,0,0,,,--,--,--,--,--,669,,
30-Sep-2008,Belfast,Gastroenterology,Acute Services,487,352,203,0,0,,,--,--,--,--,--,"1,042",,
30-Sep-2008,Belfast,Endocrinology,Acute Services,14,6,1,0,0,,,--,--,--,--,--,21,,
30-Sep-2008,Belfast,Cardiology,Acute Services,151,72,6,0,0,,,--,--,--,--,--,229,,
30-Sep-2008,Belfast,Dermatology,Acute Services,51,29,12,0,0,,,--,--,--,--,--,92,,
30-Sep-2008,Belfast,Thoracic Medicine,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
30-Sep-2008,Belfast,Nephrology,Acute Services,36,26,1,0,0,,,--,--,--,--,--,63,,
30-Sep-2008,Belfast,Neurology,Acute Services,8,7,4,0,0,,,--,--,--,--,--,19,,
30-Sep-2008,Belfast,Rheumatology,Acute Services,1,0,1,0,0,,,--,--,--,--,--,2,,
30-Sep-2008,Belfast,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Sep-2008,Belfast,Gynaecology,Acute Services,189,144,70,0,0,,,--,--,--,--,--,403,,
30-Sep-2008,Belfast,Radiology,Acute Services,18,5,0,0,0,,,--,--,--,--,--,23,,
30-Sep-2008,Northern,General Surgery,Acute Services,"1,002",500,186,0,0,,,--,--,--,--,--,"1,688",,
30-Sep-2008,Northern,Urology,Acute Services,90,94,13,0,0,,,--,--,--,--,--,197,,
30-Sep-2008,Northern,ENT,Acute Services,110,33,24,0,0,,,--,--,--,--,--,167,,
30-Sep-2008,Northern,Oral Surgery,Acute Services,14,6,5,0,0,,,--,--,--,--,--,25,,
30-Sep-2008,Northern,Orthodontics,Acute Services,0,3,0,0,0,,,--,--,--,--,--,3,,
30-Sep-2008,Northern,Pain Management,Acute Services,113,67,73,0,0,,,--,--,--,--,--,253,,
30-Sep-2008,Northern,General Medicine,Acute Services,203,96,46,0,0,,,--,--,--,--,--,345,,
30-Sep-2008,Northern,Gastroenterology,Acute Services,492,289,192,0,0,,,--,--,--,--,--,973,,
30-Sep-2008,Northern,Cardiology,Acute Services,6,7,0,0,0,,,--,--,--,--,--,13,,
30-Sep-2008,Northern,Dermatology,Acute Services,81,42,21,0,0,,,--,--,--,--,--,144,,
30-Sep-2008,Northern,Rheumatology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Sep-2008,Northern,Gynaecology,Acute Services,189,115,44,0,0,,,--,--,--,--,--,348,,
30-Sep-2008,Northern,GP Other,Acute Services,76,11,2,0,0,,,--,--,--,--,--,89,,
30-Sep-2008,South Eastern,General Surgery,Acute Services,671,281,88,0,0,,,--,--,--,--,--,"1,040",,
30-Sep-2008,South Eastern,Urology,Acute Services,208,105,44,0,0,,,--,--,--,--,--,357,,
30-Sep-2008,South Eastern,T & O Surgery,Acute Services,6,1,0,0,0,,,--,--,--,--,--,7,,
30-Sep-2008,South Eastern,ENT,Acute Services,46,55,14,0,0,,,--,--,--,--,--,115,,
30-Sep-2008,South Eastern,Ophthalmology,Acute Services,82,93,34,0,0,,,--,--,--,--,--,209,,
30-Sep-2008,South Eastern,Oral Surgery,Acute Services,23,19,5,0,0,,,--,--,--,--,--,47,,
30-Sep-2008,South Eastern,Neurosurgery,Acute Services,1,7,6,0,0,,,--,--,--,--,--,14,,
30-Sep-2008,South Eastern,Plastic Surgery,Acute Services,143,82,21,0,0,,,--,--,--,--,--,246,,
30-Sep-2008,South Eastern,Paediatric Surgery,Acute Services,32,34,10,0,0,,,--,--,--,--,--,76,,
30-Sep-2008,South Eastern,Pain Management,Acute Services,16,9,0,0,0,,,--,--,--,--,--,25,,
30-Sep-2008,South Eastern,General Medicine,Acute Services,366,225,108,0,0,,,--,--,--,--,--,699,,
30-Sep-2008,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,0,,,--,--,--,--,--,3,,
30-Sep-2008,South Eastern,Cardiology,Acute Services,13,7,3,0,0,,,--,--,--,--,--,23,,
30-Sep-2008,South Eastern,Dermatology,Acute Services,82,16,0,0,0,,,--,--,--,--,--,98,,
30-Sep-2008,South Eastern,Paediatrics,Acute Services,16,0,0,0,0,,,--,--,--,--,--,16,,
30-Sep-2008,South Eastern,Gynaecology,Acute Services,166,76,7,0,0,,,--,--,--,--,--,249,,
30-Sep-2008,South Eastern,GP Other,Acute Services,23,1,0,0,0,,,--,--,--,--,--,24,,
30-Sep-2008,South Eastern,Geriatric Medicine,Elderly Care,52,0,18,0,0,,,--,--,--,--,--,70,,
30-Sep-2008,Southern,General Surgery,Acute Services,609,472,342,0,0,,,--,--,--,--,--,"1,423",,
30-Sep-2008,Southern,Urology,Acute Services,172,142,86,0,0,,,--,--,--,--,--,400,,
30-Sep-2008,Southern,T & O Surgery,Acute Services,38,14,12,0,0,,,--,--,--,--,--,64,,
30-Sep-2008,Southern,ENT,Acute Services,69,78,40,0,0,,,--,--,--,--,--,187,,
30-Sep-2008,Southern,Ophthalmology,Acute Services,66,47,34,0,0,,,--,--,--,--,--,147,,
30-Sep-2008,Southern,Oral Surgery,Acute Services,17,22,6,0,0,,,--,--,--,--,--,45,,
30-Sep-2008,Southern,Paediatric Dentistry,Acute Services,10,5,0,0,0,,,--,--,--,--,--,15,,
30-Sep-2008,Southern,Pain Management,Acute Services,19,37,26,0,0,,,--,--,--,--,--,82,,
30-Sep-2008,Southern,General Medicine,Acute Services,63,23,19,0,0,,,--,--,--,--,--,105,,
30-Sep-2008,Southern,Gastroenterology,Acute Services,191,146,135,0,0,,,--,--,--,--,--,472,,
30-Sep-2008,Southern,Haematology (Clinical),Acute Services,23,2,0,0,0,,,--,--,--,--,--,25,,
30-Sep-2008,Southern,Cardiology,Acute Services,130,85,47,0,0,,,--,--,--,--,--,262,,
30-Sep-2008,Southern,Dermatology,Acute Services,38,32,29,0,0,,,--,--,--,--,--,99,,
30-Sep-2008,Southern,Thoracic Medicine,Acute Services,10,4,1,0,0,,,--,--,--,--,--,15,,
30-Sep-2008,Southern,Neurology,Acute Services,7,2,0,0,0,,,--,--,--,--,--,9,,
30-Sep-2008,Southern,Rheumatology,Acute Services,136,159,130,0,0,,,--,--,--,--,--,425,,
30-Sep-2008,Southern,Gynaecology,Acute Services,138,124,106,0,0,,,--,--,--,--,--,368,,
30-Sep-2008,Southern,GP Other,Acute Services,92,8,1,0,0,,,--,--,--,--,--,101,,
30-Sep-2008,Southern,Clinical Oncology,Acute Services,9,1,0,0,0,,,--,--,--,--,--,10,,
30-Sep-2008,Western,General Surgery,Acute Services,747,368,170,0,0,,,--,--,--,--,--,"1,285",,
30-Sep-2008,Western,Urology,Acute Services,176,87,34,0,0,,,--,--,--,--,--,297,,
30-Sep-2008,Western,T & O Surgery,Acute Services,100,78,46,0,0,,,--,--,--,--,--,224,,
30-Sep-2008,Western,ENT,Acute Services,58,21,5,0,0,,,--,--,--,--,--,84,,
30-Sep-2008,Western,Ophthalmology,Acute Services,373,285,42,0,0,,,--,--,--,--,--,700,,
