HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost
AA30C,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+","2,204",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,204"
AA30C,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"8,704",.,.,.,.,"8,704"
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,"6,350",.,.,.,.,.,.,.,.,.,.,.,.,"6,350"
AA30D,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"7,801",.,.,.,.,"7,801"
AA30E,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,"1,562",.,.,.,.,.,.,.,.,.,.,.,"1,562"
AA30E,150,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"9,464",.,.,.,.,"9,464"
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"1,995",.,.,.,.,"1,995"
AA30F,100,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,904
AA30F,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,"1,639",.,.,.,.,.,.,.,.,.,.,.,.,"1,073","1,356"
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
AA30F,320,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,968",.,.,.,.,"1,968"
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,183",.,.,.,.,"2,183"
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"1,524",.,.,.,.,"1,524"
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",438,.,288,.,"1,307",.,.,.,.,.,.,734,.,502,.,611,608
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,363
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,540",.,.,.,.,"1,540"
AA33D,400,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,540",.,.,.,.,"1,540"
AA33D,421,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,620",.,.,.,.,"2,620"
AA35A,320,Stroke with CC Score 16+,.,.,.,"14,221",.,.,.,.,.,.,.,.,.,.,.,.,"14,221"
AA35A,430,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,853,853
AA35B,430,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,218","1,218"
AA35C,300,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,"4,254",.,.,.,.,"4,254"
AA35C,430,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,"1,774",.,.,.,597,989
AA35D,300,Stroke with CC Score 7-9,"5,260",.,.,.,.,.,.,.,.,.,.,869,.,.,.,.,"3,064"
AA35D,320,Stroke with CC Score 7-9,.,.,.,"3,282",.,.,.,.,.,.,.,.,.,.,.,.,"3,282"
AA35E,100,Stroke with CC Score 4-6,.,.,.,.,"8,323",.,.,.,.,.,.,.,.,.,.,.,"8,323"
AA35E,300,Stroke with CC Score 4-6,"8,328",.,.,.,.,.,.,.,.,.,.,869,.,.,.,.,"2,734"
AA35E,320,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,"7,632",.,.,.,.,"7,632"
AA35E,430,Stroke with CC Score 4-6,368,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,119",797
AA35F,300,Stroke with CC Score 0-3,.,407,.,.,327,.,.,.,.,.,.,.,.,.,.,.,387
AA35F,430,Stroke with CC Score 0-3,.,.,.,.,725,"2,110",.,.,.,.,.,599,.,.,.,"1,364","1,203"
AA39Z,400,Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,"1,670",.,.,.,.,"1,670"
AA40Z,320,Complex Long Term EEG Monitoring,.,.,"4,691",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,691"
AA40Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,"3,182",.,.,.,.,"3,182"
AA40Z,420,Complex Long Term EEG Monitoring,.,812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,812
AA40Z,421,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,"6,475",.,.,.,.,"6,475"
AA41Z,340,Sleep Studies,.,.,"1,773",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,773"
AA42Z,120,Complex Sleep Studies,.,.,.,.,.,.,.,.,.,.,.,"2,548",.,.,.,.,"2,548"
AA42Z,420,Complex Sleep Studies,.,.,.,.,"7,807",.,.,.,.,.,.,.,.,.,.,.,"7,807"
AB03Z,300,Complex Pain Procedures,.,.,347,.,.,.,.,.,.,.,.,.,.,.,.,.,347
AB04Z,100,Major Pain Procedures,.,.,"1,620",.,.,.,.,.,.,.,.,"11,514",.,.,.,.,"8,216"
AB04Z,110,Major Pain Procedures,.,.,.,.,.,.,.,"1,256",.,.,.,.,.,.,.,.,"1,256"
AB04Z,150,Major Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,092",.,.,.,.,"1,092"
AB04Z,361,Major Pain Procedures,.,.,"1,483",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,483"
AB04Z,400,Major Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,101",.,.,.,.,"1,101"
AB05Z,101,Intermediate Pain Procedures,"1,330",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330"
AB05Z,110,Intermediate Pain Procedures,.,.,.,.,.,.,.,"1,187",.,.,.,.,.,.,.,"2,309","1,748"
AB05Z,150,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"14,699",.,.,.,.,"14,699"
AB05Z,160,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,202","2,202"
AB05Z,400,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"3,125",.,.,.,.,"3,125"
AB05Z,410,Intermediate Pain Procedures,.,.,.,.,.,.,.,"4,689",.,.,.,.,.,.,.,.,"4,689"
AB06Z,110,Minor Pain Procedures,969,.,.,.,621,.,.,"1,187",.,.,.,.,.,.,.,.,"1,044"
AB06Z,410,Minor Pain Procedures,.,"1,186",.,.,"1,213",.,.,"2,691",.,.,.,.,.,.,.,.,"1,945"
AB07Z,100,Insertion of Neurostimulator or Intrathecal Drug Delivery Device,.,.,"10,186",.,.,.,.,.,.,.,.,"11,721",.,.,.,.,"10,570"
AB07Z,150,Insertion of Neurostimulator or Intrathecal Drug Delivery Device,.,.,.,.,.,.,.,.,.,.,.,"18,458",.,.,.,.,"18,458"
AB08Z,110,Pain Radiofrequency Treatments,.,.,.,.,.,.,.,"1,192",.,.,.,.,.,.,.,.,"1,192"
AB09Z,101,Other Specified Pain Procedures,"2,660",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,660"
AB09Z,110,Other Specified Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,237",.,.,.,.,"1,237"
BZ01B,130,Enhanced Cataract Surgery with CC Score 0-1,"2,464",.,.,.,.,.,.,.,.,.,.,"1,742",.,.,.,.,"2,223"
BZ02B,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"1,364",.,.,.,.,"1,364"
BZ02C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1","2,464",.,.,.,.,.,.,.,.,"1,716",.,"1,705",.,.,.,.,"1,767"
BZ03B,130,Non-Phacoemulsification Cataract Surgery with CC Score 0,"1,677",.,.,.,.,.,.,.,.,.,.,"2,285",.,.,.,.,"2,245"
BZ04B,130,Lens Capsulotomy with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,525",.,.,.,.,"1,525"
BZ05A,130,Major Oculoplastics Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,603",.,.,.,.,"2,603"
BZ05A,160,Major Oculoplastics Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"5,706",.,.,.,"3,582","4,113"
BZ05B,130,Major Oculoplastics Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,"1,661",.,.,.,.,.,.,"1,661"
BZ05B,160,Major Oculoplastics Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"4,122",.,.,.,"2,111","2,446"
BZ06B,130,"Intermediate Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,896",.,.,.,.,"2,896"
BZ06C,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,640","1,640"
BZ06D,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","4,235",.,.,.,.,.,.,.,.,.,.,"1,957",.,.,.,.,"2,210"
BZ06D,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,193","2,193"
BZ07B,130,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,938",.,.,.,.,"1,938"
BZ07B,140,"Minor Oculoplastics Procedures, 18 years and under","1,155",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,155"
BZ07B,160,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,553",.,.,.,.,"1,553"
BZ07D,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 1-2","2,567",.,.,.,.,.,.,.,.,.,.,"1,469",.,.,.,.,"1,835"
BZ07E,100,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0","3,019",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,019"
BZ07E,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0","4,928",.,.,.,.,.,.,.,.,.,.,"1,792",.,.,.,.,"2,141"
BZ07E,160,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"5,105",.,.,.,.,"5,105"
BZ08B,140,"Major Orbits or Lacrimal Procedures, 18 years and under","4,153",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,506","2,918"
BZ08C,130,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+","2,173",.,.,.,.,.,.,.,.,.,.,"1,851",.,.,.,.,"2,012"
BZ08C,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+","4,153",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,410","3,282"
BZ08D,130,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,711",.,.,.,.,"2,711"
BZ08D,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0","3,284",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,514","2,660"
BZ08D,160,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,675","4,675"
BZ09B,130,"Intermediate Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,395",.,.,.,.,"3,395"
BZ09C,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 2+","2,173",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,173"
BZ09D,120,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1","1,905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,905"
BZ09D,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1","3,120",.,.,.,.,.,.,.,.,"1,661",.,"1,763",.,.,.,.,"1,979"
BZ09D,160,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862","1,862"
BZ10B,130,"Minor Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,611",.,.,.,.,"1,611"
BZ10D,120,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,011",.,.,.,.,"2,011"
BZ10D,130,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,710",.,.,.,.,"1,710"
BZ11B,130,"Major Cornea or Sclera Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,181",.,.,.,.,"2,181"
BZ12A,130,"Intermediate Cornea or Sclera Procedures, with CC Score 1+","2,664",.,.,.,.,.,.,.,.,.,.,"1,558",.,.,.,.,"1,926"
BZ12B,130,"Intermediate Cornea or Sclera Procedures, with CC Score 0","2,975",.,.,.,.,.,.,.,.,.,.,"2,147",.,.,.,.,"2,222"
BZ12B,300,"Intermediate Cornea or Sclera Procedures, with CC Score 0",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
BZ13A,130,"Minor Cornea or Sclera Procedures, with CC Score 1+","4,928",.,.,.,.,.,.,.,.,.,.,"2,597",.,.,.,.,"3,374"
BZ13B,130,"Minor Cornea or Sclera Procedures, with CC Score 0","5,030",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,030"
BZ15B,130,"Intermediate Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,672",.,.,.,.,"2,672"
BZ15D,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0","3,644",.,.,.,.,.,.,.,.,.,.,"1,849",.,.,.,.,"2,106"
BZ16A,130,"Minor Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,464",.,.,.,.,"1,464"
BZ17A,130,Major Glaucoma Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"4,243",.,.,.,.,"4,243"
BZ17B,130,Major Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,296",.,.,.,.,"2,296"
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,346",.,.,.,.,"1,346"
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,265",.,.,.,.,"2,265"
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,029",.,.,.,.,"2,029"
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,660",.,.,.,.,"1,660"
BZ21A,130,Major Vitreous Retinal Procedures with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,410",.,.,.,.,"2,410"
BZ21B,130,Major Vitreous Retinal Procedures with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,575",.,.,.,.,"1,575"
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,"1,283",.,.,.,.,.,.,.,.,.,.,"1,688",.,.,.,.,"1,683"
BZ22A,130,Intermediate Vitreous Retinal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"1,455",.,.,.,.,"1,455"
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,635",.,.,.,.,"1,635"
BZ23Z,130,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,783",.,.,.,.,"1,783"
BZ24D,130,Non-Surgical Ophthalmology with Interventions,"3,595",.,.,.,.,.,.,.,.,.,.,"3,234",.,.,.,.,"3,294"
BZ24D,160,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,"6,907",.,.,.,.,"6,907"
BZ24D,370,Non-Surgical Ophthalmology with Interventions,.,.,"2,877",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,877"
BZ24D,400,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,"2,088",.,.,.,.,"2,088"
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,363
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,438
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",103,.,.,.,.,.,.,.,.,593,.,858,.,.,.,.,780
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,"3,377",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,377"
BZ24G,370,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,940,.,.,.,.,.,.,.,.,.,.,.,.,.,940
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,640",.,.,.,.,"3,640"
CA01Z,140,Complex Neck Procedures,"5,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,035"
CA01Z,160,Complex Neck Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,670","10,670"
CA02A,100,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"5,667",.,.,.,"4,498","5,278"
CA02A,120,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"6,904",.,.,.,.,"6,904"
CA02A,160,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,768","5,768"
CA02B,100,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,225","2,225"
CA02B,120,Very Major Neck Procedures with CC Score 0-1,"7,591",.,.,.,"7,469",.,.,.,.,.,.,"5,852",.,.,.,.,"6,234"
CA02B,140,Very Major Neck Procedures with CC Score 0-1,"5,649",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,649"
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,278","5,278"
CA03A,120,Major Neck Procedures with CC Score 2+,"6,242",.,.,.,.,.,.,.,.,.,.,"5,701",.,.,.,.,"5,918"
CA03A,140,Major Neck Procedures with CC Score 2+,"11,480",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","5,918"
CA03A,160,Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,565","6,565"
CA03B,100,Major Neck Procedures with CC Score 0-1,.,.,"5,254",.,.,.,.,.,.,.,.,"4,008",.,.,.,.,"4,423"
CA03B,120,Major Neck Procedures with CC Score 0-1,"5,834","1,872",.,.,"3,980",.,.,.,.,.,.,"5,696",.,.,.,.,"4,813"
CA03B,140,Major Neck Procedures with CC Score 0-1,"5,907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,816","5,327"
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,524","4,524"
CA04A,100,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"3,223",.,.,.,.,"3,223"
CA04A,120,"Intermediate Neck Procedures, 19 years and over","2,560","1,497",.,.,"1,886",.,.,.,.,.,.,"2,540",.,.,.,.,"2,408"
CA04A,160,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,639","2,639"
CA04B,120,"Intermediate Neck Procedures, 18 years and under","3,405",.,.,.,"2,372",.,.,.,.,.,.,"3,384",.,.,.,.,"3,278"
CA05A,100,"Minor Neck Procedures, 19 years and over","1,652",.,"1,698",.,.,.,.,.,.,.,.,"1,811",.,"2,867",.,"1,113","2,136"
CA05A,120,"Minor Neck Procedures, 19 years and over","1,791","1,476",.,.,"1,793",.,.,.,.,.,.,"1,934",.,.,.,.,"1,792"
CA05A,140,"Minor Neck Procedures, 19 years and over","1,767",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,767"
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
CA05A,300,"Minor Neck Procedures, 19 years and over",.,.,968,.,.,301,.,.,.,.,.,.,.,.,.,.,635
CA05B,120,"Minor Neck Procedures, 18 years and under","1,791",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,791"
CA05B,140,"Minor Neck Procedures, 18 years and under","1,767",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,767"
CA10A,120,"Septorhinoplasty, 19 years and over","2,751","1,746",.,.,"1,891",.,.,.,.,.,.,"2,445",.,.,.,.,"2,083"
CA10A,140,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,053","2,053"
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862","1,862"
CA10B,120,"Septorhinoplasty, 18 years and under","3,271",.,.,.,"2,640",.,.,.,.,.,.,"2,566",.,.,.,"1,672","2,434"
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,299","2,299"
CA11A,120,"Septoplasty, 19 years and over","2,469","1,404",.,.,"1,740","1,782",.,.,.,.,.,"1,929",.,.,.,.,"1,930"
CA11A,140,"Septoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","1,508"
CA11B,120,"Septoplasty, 18 years and under","2,469","1,200",.,.,"1,363","2,036",.,.,.,.,.,"2,251",.,.,.,"1,570","1,936"
CA12Z,120,Major Treatment of Epistaxis,"1,450",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,450"
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",.,.,.,.,"1,461",.,.,.,.,.,.,.,.,.,.,.,"1,461"
CA14Z,120,Nasal Polypectomy,"1,450","1,509",.,.,"1,824",.,.,.,.,.,.,"1,693",.,.,.,.,"1,664"
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose","1,450","1,457",.,.,"2,468",.,.,.,.,.,.,"1,273",.,.,.,.,"1,711"
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose","1,450",689,.,.,"2,525",.,.,.,.,.,.,.,.,.,.,.,"1,502"
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose","1,291",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,291"
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,.,.,"1,616",.,.,.,"1,093","1,317"
CA20Z,120,Complex Nose Procedures,.,.,.,.,"3,388",.,.,.,.,.,.,"2,666",.,.,.,.,"2,704"
CA20Z,130,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"3,368",.,.,.,.,"3,368"
CA20Z,140,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,607","3,607"
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,462","4,462"
CA21Z,120,Very Major Nose Procedures,"2,469","1,604",.,.,"2,915",.,.,.,.,.,.,"2,288",.,.,.,.,"2,475"
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,607","3,607"
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"3,401",.,.,.,"2,812","2,910"
CA22Z,120,Major Nose Procedures,"2,552","1,505",.,.,"2,135",.,.,.,.,.,.,"2,450",.,.,.,.,"2,175"
CA22Z,140,Major Nose Procedures,"2,347",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,962","2,039"
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"2,693",.,.,.,"2,507","2,569"
CA23Z,120,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"2,197",.,.,.,.,"2,197"
CA23Z,140,Intermediate Nose Procedures,"1,426",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,955","1,602"
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,882","1,882"
CA24A,120,"Minor Nose Procedures, 19 years and over","1,450","1,059",.,.,"1,427",.,.,.,.,.,.,"2,042",.,.,.,.,"1,566"
CA24A,140,"Minor Nose Procedures, 19 years and over","1,426",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","1,467"
CA24A,150,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,308",.,.,.,.,"1,308"
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862","1,862"
CA24B,120,"Minor Nose Procedures, 18 years and under",.,"1,100",.,.,"1,931",.,.,.,.,.,.,"1,570",.,.,.,965,"1,391"
CA25A,120,"Minimal Nose Procedures, 19 years and over","1,147",942,.,.,"1,605",.,.,.,.,.,.,"1,455",.,.,.,.,"1,249"
CA25B,120,"Minimal Nose Procedures, 18 years and under","1,147",.,.,.,819,"1,033",.,.,.,.,.,.,.,.,.,.,999
CA26Z,120,Complex Sinus Procedures,843,"4,191",.,.,"2,762",.,.,.,.,.,.,"3,189",.,.,.,.,"3,129"
CA27Z,120,Major Sinus Procedures,"1,450","1,977",.,.,"3,013",.,.,.,.,.,.,"2,838",.,.,.,.,"2,248"
CA28Z,120,Intermediate Sinus Procedures,"1,730","1,549",.,.,"2,737",.,.,.,.,.,.,"2,409",.,.,.,.,"2,220"
CA28Z,150,Intermediate Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,"9,653",.,.,.,.,"9,653"
CA29Z,120,Minor Sinus Procedures,"1,996","1,307",.,.,"2,327","1,571",.,.,.,.,.,"2,260",.,.,.,.,"1,989"
CA29Z,140,Minor Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,485",.,.,.,"1,281","1,417"
CA30A,120,"Radical or Revisional, Mastoid Procedures, 19 years and over","4,181","1,830",.,.,"4,292",.,.,.,.,.,.,"4,166",.,.,.,.,"4,007"
CA30B,120,"Radical or Revisional, Mastoid Procedures, 18 years and under","4,181","2,099",.,.,"4,200",.,.,.,.,.,.,"5,389",.,.,.,"2,932","4,301"
