HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
AA26C,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+","9,285",689,.,.,.,.,.,.,"11,651","55,896",.,"1,461","45,328",.,.,"6,443","130,752"
AA26D,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","23,205",.,.,.,.,"4,279",.,.,.,.,.,740,.,.,.,"11,513","39,737"
AA26D,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"45,606",.,.,.,.,"45,606"
AA26D,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","19,619",.,"9,958",.,"19,171","1,453","3,605",.,.,.,"11,637","19,332",.,"4,112",.,"17,466","106,352"
AA26D,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"1,614",.,.,.,.,"1,614"
AA26D,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"2,435",.,.,.,.,"2,435"
AA26D,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"1,343",.,.,.,.,"1,343"
AA26D,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","2,857","12,749","8,751",.,"13,544","8,180",.,.,"28,294","23,038",.,"36,492","44,888","28,879",.,"22,703","230,375"
AA26E,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","52,658","27,547",.,"11,527",.,"3,890",.,.,.,.,.,"18,700",.,.,.,"14,049","128,371"
AA26E,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"3,629",.,.,.,.,"3,629"
AA26E,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"61,143",.,.,.,.,"61,143"
AA26E,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","28,537","32,072",810,"62,248","24,809","16,562","12,299",.,"14,793",.,.,"36,298",.,"24,674",.,"39,303","292,405"
AA26E,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"2,562",.,.,.,.,"2,562"
AA26E,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","3,481","2,353","10,222",.,"6,013",.,.,.,.,.,871,.,.,.,.,"6,405","29,344"
AA26E,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,703,.,.,.,.,.,.,.,.,.,"2,369",.,.,.,.,"3,071"
AA26E,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"41,121",.,.,.,.,"41,121"
AA26E,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","10,356","32,045","23,282",.,"23,702","3,272",.,.,"14,646","69,492",.,"60,005","43,567","71,540",.,"52,768","404,678"
AA26F,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","12,495","31,101",.,"3,842","24,037","9,335",.,.,.,.,.,"10,093",.,"11,810",.,"19,484","122,198"
AA26F,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"6,514",.,.,.,.,"6,514"
AA26F,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","1,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,730"
AA26F,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"105,093",.,.,.,.,"105,093"
AA26F,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,916","4,916"
AA26F,170,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"1,483",.,.,.,.,"1,483"
AA26F,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,"2,001"
AA26F,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","69,558","40,491",.,"52,419","49,994","30,509","28,323",.,"18,862",.,"10,530","120,927",.,"90,486",.,"81,679","593,779"
AA26F,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"8,587",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,587"
AA26F,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"6,771",.,.,.,.,"6,771"
AA26F,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,"1,166",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166"
AA26F,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"7,450",.,"3,319","2,577","5,022",.,.,.,.,"3,280","8,529",.,.,.,"9,149","39,327"
AA26F,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"3,865","7,881",.,.,.,.,.,.,.,"1,778","1,600",.,.,.,.,"15,124"
AA26F,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","1,093",.,.,.,.,"3,164",.,.,.,.,.,.,.,.,.,.,"4,257"
AA26F,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"50,901",.,.,.,.,"50,901"
AA26F,420,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,981",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,981"
AA26F,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","16,427","21,019","24,506",.,"34,612","11,862",.,.,"8,988","34,368","8,535","36,847","23,764","40,693",.,"37,122","298,743"
AA26G,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","11,799","34,656",.,"18,663","21,950","13,614",.,.,.,.,.,"12,000",.,"24,994",.,"19,761","157,437"
AA26G,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,774,774
AA26G,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","5,777",.,.,.,.,.,.,.,.,.,.,"4,420",.,.,.,.,"10,197"
AA26G,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,154",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,154"
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"112,136",.,.,.,.,"112,136"
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"1,469",.,.,.,.,.,.,.,.,418,485,.,.,.,.,"2,372"
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","83,827","87,759","2,334","43,995","84,201","34,867","4,635",.,"8,506",.,"21,982","109,606",.,"57,058",.,"91,977","630,746"
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"11,201",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,201"
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,"7,159","5,012",.,.,.,.,"12,170"
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"8,138",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,138"
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,160","6,666",.,"9,957","2,577","5,580",.,.,.,.,"5,297","3,969",.,"4,850",.,"3,660","43,717"
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"4,567","4,583",.,"2,497",.,.,.,.,.,"1,246","3,959",.,.,.,.,"16,852"
AA26G,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","2,185",675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,860"
AA26G,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"1,232",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,232"
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"154,189",.,.,.,.,"154,189"
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","17,856","28,600","5,320",.,"37,998","17,179",.,.,666,"13,596","10,977","34,548","5,281","24,284",.,"31,600","227,904"
AA26G,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,"2,390",.,.,.,.,.,.,.,.,.,.,.,"2,390"
AA26G,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"2,629",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,629"
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","11,156","11,996",.,"11,471","25,900","6,224",.,.,.,.,.,"6,157",.,"10,497",.,"8,413","91,815"
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,050",.,.,.,"1,765",.,.,.,.,.,.,"6,928",.,.,.,.,"9,743"
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","2,964",.,.,.,"2,447",.,.,.,.,.,.,.,.,.,.,.,"5,410"
AA26H,140,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,511","2,511"
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"30,771",.,.,.,.,"30,771"
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,976","6,976"
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"2,938",.,.,"8,004",.,.,.,.,.,.,"1,941",.,.,.,.,"12,883"
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","58,857","52,117","5,060","28,468","59,768","24,117","12,874",.,"2,959",.,"19,562","79,446",.,"25,702",.,"54,981","423,910"
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
AA26H,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,920,"1,673",.,.,.,.,"2,594"
AA26H,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"2,527",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,527"
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","4,062","1,568",.,"2,845",.,"2,232",.,.,.,.,"2,553",.,.,"3,234",.,"6,405","22,898"
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"2,108",.,.,.,.,.,.,.,.,"1,858","2,065",.,.,.,.,"6,031"
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"97,846",.,.,.,.,"97,846"
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","3,928","13,438","6,420",.,"14,296","1,636",.,.,.,.,"3,310","15,126",.,"7,220",.,"3,988","69,364"
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","2,372",.,.,.,.,"4,385",.,.,.,.,.,.,.,.,.,.,"6,757"
AA26H,823,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,"2,762",.,.,.,.,.,.,.,.,.,.,.,"2,762"
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,"3,121","1,604",807,"5,148","7,894","10,170","6,180",.,"10,725",.,.,"4,853",.,"20,561",.,"6,920","77,984"
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,"34,997","8,270","61,799",.,"7,148",.,.,.,"21,970","31,725",.,"12,479",.,.,.,"12,579","190,965"
AA28C,300,Motor Neuron Disease with CC Score 8+,.,.,"7,118",.,"18,043",.,.,.,.,.,"4,942",.,.,"14,393",.,"3,278","47,774"
AA28C,430,Motor Neuron Disease with CC Score 8+,.,.,.,.,.,.,.,.,.,"5,665",.,.,.,.,.,.,"5,665"
AA28D,300,Motor Neuron Disease with CC Score 5-7,"8,026",.,.,.,.,"4,940",.,.,.,.,.,.,.,.,.,.,"12,966"
AA28D,400,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"24,918",.,.,.,.,"24,918"
AA28D,430,Motor Neuron Disease with CC Score 5-7,"15,356","4,479",.,.,.,.,.,.,.,"1,511",.,.,.,"18,377",.,.,"39,723"
AA28E,110,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"1,027",.,.,.,.,"1,027"
AA28E,300,Motor Neuron Disease with CC Score 2-4,"2,675",.,.,.,"1,128",581,.,.,.,.,.,.,.,.,.,.,"4,384"
AA28E,400,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"52,175",.,.,.,.,"52,175"
AA28E,430,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"4,311",.,.,.,.,"4,311"
AA28F,110,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,423",.,.,.,.,"1,423"
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,"2,325",.,.,.,.,.,.,.,.,.,.,"2,325"
AA28F,400,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"18,125",.,.,.,.,"18,125"
AA29C,170,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,"2,662",.,.,.,.,"2,662"
AA29C,300,Transient Ischaemic Attack with CC Score 11+,"13,823","5,212",.,.,.,.,"5,665",.,.,.,.,.,.,"14,393",.,.,"39,092"
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,"3,762",.,.,.,"9,653","10,953",.,"33,425","17,163",.,.,"4,602","79,558"
AA29D,100,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,"1,491",.,.,.,.,"1,491"
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,"4,905","1,604",.,"27,972","3,759",872,"7,210",.,.,.,699,"7,988",.,"1,542",.,"9,834","66,383"
AA29D,320,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,042",.,915,"4,957"
AA29D,340,Transient Ischaemic Attack with CC Score 8-10,.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,.,"9,993",.,.,"6,772",818,.,.,666,"3,399","4,516","12,860",.,"8,532",.,"9,204","56,760"
AA29E,100,Transient Ischaemic Attack with CC Score 5-7,.,.,.,"1,647",.,.,.,.,.,.,.,"6,001",.,"2,624",.,.,"10,273"
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,"12,931","16,838",.,"37,890","5,263","7,845","5,665",.,"2,591",.,"9,221","7,674",.,"5,654",.,"7,649","119,220"
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
AA29E,302,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,"1,076",.,.,.,.,.,"1,076"
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,"2,353",.,.,.,"1,116",.,.,.,.,"2,083",.,.,.,.,.,"5,552"
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,.,"3,079",.,.,.,.,.,.,.,"1,814",.,.,.,.,.,"4,893"
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"1,352",.,.,.,.,"1,352"
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,"11,071","8,270",.,.,"15,049","4,499",.,.,999,"2,266","7,113","39,927",.,"13,127",.,"17,794","120,113"
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"1,491",.,.,.,.,"1,491"
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,"17,836","26,459",.,"27,614","3,007","1,453","6,180",.,"2,589",.,"6,849","7,398",.,"7,196",.,"11,655","118,236"
AA29F,302,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,"1,180",.,.,.,.,.,"1,180"
AA29F,303,Transient Ischaemic Attack with CC Score 0-4,.,.,"2,147",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,147"
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,"1,568",.,.,.,.,.,.,.,.,.,.,.,"6,467",.,.,"8,036"
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,649,.,.,.,.,.,649
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,"7,856","24,465",.,.,"18,059","4,908",.,.,.,.,"12,460","24,708",.,"27,566",.,"7,363","127,385"
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,"6,084","1,879",.,.,.,.,.,.,.,.,.,.,.,"7,964"
AA30C,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,"6,772",.,.,.,.,.,.,.,.,.,.,.,"6,772"
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7","1,338",.,.,"5,616","1,879",.,.,.,.,.,.,.,.,"2,570",.,"1,821","13,225"
AA30D,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,"1,997",.,.,.,.,.,.,.,"1,997"
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4","15,160",.,.,"15,913","3,007","2,906",.,.,.,.,.,"10,906",.,"8,225",.,"11,655","67,771"
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"93,393",.,.,.,.,"93,393"
AA30E,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,625",.,.,"2,625"
AA30F,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,"3,736",.,.,.,.,.,.,.,.,.,.,.,"3,736"
AA30F,110,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,807",.,.,.,.,"3,807"
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1","20,065","1,203",.,"1,872","1,879","2,325",.,.,.,.,"1,288","8,966",.,.,.,"6,192","43,789"
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"48,051",.,.,.,.,"48,051"
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,"3,101",.,.,"1,881",.,.,.,.,.,.,.,.,.,.,"2,454","7,437"
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+","1,784","1,225",.,.,"2,631","2,034",.,.,.,.,.,.,.,.,.,"11,749","19,423"
AA31C,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,"1,054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,054"
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,"3,446",.,.,"5,267",.,.,.,.,.,.,.,.,.,.,"3,375","12,088"
AA31D,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10","2,678",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,678"
AA31D,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,"3,512",.,.,.,.,"3,512"
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10","14,268","4,811",.,"3,744","15,036","7,264","5,665",.,"13,881",.,"1,791","14,378",.,"3,084",.,"13,095","97,018"
AA31D,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
AA31D,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,"3,298",.,.,.,.,"3,298"
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,"1,393",.,.,.,.,"1,393"
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,"3,101","9,042",.,"4,891","1,227",.,.,.,.,"4,155","5,844","2,640","3,282",.,"8,283","42,465"
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","3,570",.,.,.,"1,317",.,.,.,.,.,.,"2,480",.,"6,687",.,.,"14,054"
AA31E,101,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,549","1,549"
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"1,424",.,.,.,.,"1,424"
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","2,307",.,.,.,"2,855",.,.,.,.,.,.,"4,355",.,.,.,.,"9,517"
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"88,169",.,.,.,.,"88,169"
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,"3,001",.,.,.,.,.,.,.,.,.,.,.,"3,001"
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","99,433","85,628","2,006","64,616","105,251","32,834","48,000",.,"29,807",.,"19,115","146,163",.,"65,796",.,"205,344","903,994"
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,"2,987",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,987"
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,"6,417","5,559",.,.,.,.,"11,976"
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,741","1,568",.,"12,802",.,.,.,.,.,.,.,.,.,"1,617",.,.,"17,728"
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,"6,113",.,.,.,.,.,.,.,.,"6,867",.,.,.,.,.,"12,980"
AA31E,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"2,111",.,.,.,.,"2,111"
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,639",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,639"
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,"1,232",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,232"
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"56,219",.,.,.,.,"56,219"
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",714,"23,570","1,743",.,"24,454","2,045",.,.,.,.,"10,868","31,076",.,"7,876",.,"6,231","108,578"
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","2,372","8,333",.,"7,348","5,437","9,867",.,.,.,.,.,"9,127",.,.,.,"7,293","49,776"
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","2,891",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,757","7,648"
AA31E,823,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,"2,762",.,.,.,.,.,.,.,.,.,.,.,"2,762"
AA35A,150,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,"2,909",.,.,.,.,"2,909"
AA35A,300,Stroke with CC Score 16+,"52,615","61,338",.,"153,560",.,.,"27,293",.,"11,465",.,.,"40,089",.,.,.,.,"346,360"
