HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
AA26C,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+","9,285",689,.,.,.,.,.,.,"3,884","5,590",.,"1,461","9,066",.,.,"1,611","5,230"
AA26D,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","11,603",.,.,.,.,"2,139",.,.,.,.,.,740,.,.,.,"11,513","6,623"
AA26D,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"6,515",.,.,.,.,"6,515"
AA26D,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","4,905",.,"9,958",.,"1,743","1,453","1,802",.,.,.,"5,818",921,.,"4,112",.,"2,495","2,127"
AA26D,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"1,614",.,.,.,.,"1,614"
AA26D,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"2,435",.,.,.,.,"2,435"
AA26D,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"1,343",.,.,.,.,"1,343"
AA26D,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","1,428","4,250","4,375",.,"2,709","8,180",.,.,"4,042","5,760",.,"7,298","7,481","14,439",.,"3,784","5,358"
AA26E,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","6,582","5,509",.,"11,527",.,"3,890",.,.,.,.,.,"2,078",.,.,.,"7,024","4,937"
AA26E,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"1,814",.,.,.,.,"1,814"
AA26E,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"4,703",.,.,.,.,"4,703"
AA26E,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","2,195","4,009",810,"6,916","2,067","1,840","2,460",.,"2,466",.,.,"1,252",.,"3,084",.,"1,872","2,417"
AA26E,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"2,562",.,.,.,.,"2,562"
AA26E,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","1,741","2,353","10,222",.,"3,006",.,.,.,.,.,871,.,.,.,.,"3,202","3,260"
AA26E,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,703,.,.,.,.,.,.,.,.,.,"2,369",.,.,.,.,"1,536"
AA26E,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"5,874",.,.,.,.,"5,874"
AA26E,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","5,178","4,578","2,910",.,"2,370","3,272",.,.,"3,662","4,964",.,"5,455","6,224","11,923",.,"2,638","4,496"
AA26F,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,499","2,222",.,"3,842","2,003","1,556",.,.,.,.,.,"2,019",.,"5,905",.,"1,948","2,222"
AA26F,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"3,257",.,.,.,.,"3,257"
AA26F,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","1,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,730"
AA26F,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"3,892",.,.,.,.,"3,892"
AA26F,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,916","4,916"
AA26F,170,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"1,483",.,.,.,.,"1,483"
AA26F,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,"2,001"
AA26F,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","1,932","1,760",.,"2,912","1,562","1,525","2,575",.,"1,347",.,"2,106","1,109",.,"2,661",.,"1,634","1,687"
AA26F,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"1,431",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,431"
AA26F,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"3,385",.,.,.,.,"3,385"
AA26F,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,"1,166",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166"
AA26F,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"1,490",.,"3,319","2,577","2,511",.,.,.,.,"3,280","1,706",.,.,.,"3,050","2,185"
AA26F,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,966,"2,627",.,.,.,.,.,.,.,"1,778","1,600",.,.,.,.,"1,680"
AA26F,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","1,093",.,.,.,.,"1,582",.,.,.,.,.,.,.,.,.,.,"1,419"
AA26F,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"3,636",.,.,.,.,"3,636"
AA26F,420,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,981",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,981"
AA26F,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,053","1,401","2,042",.,"1,822","2,965",.,.,"2,247","2,864","2,134","1,602","3,961","3,391",.,"1,614","2,104"
AA26G,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,686","1,925",.,"2,333","1,829","1,513",.,.,.,.,.,"1,333",.,"2,777",.,"1,647","1,874"
AA26G,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,774,774
AA26G,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,926",.,.,.,.,.,.,.,.,.,.,"2,210",.,.,.,.,"2,039"
AA26G,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,154",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,154"
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"2,951",.,.,.,.,"2,951"
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,735,.,.,.,.,.,.,.,.,418,485,.,.,.,.,593
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,552","1,350","2,334","1,692","1,257","1,057","2,317",.,"1,215",.,"1,465",921,.,"2,113",.,"1,210","1,282"
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"1,867",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,867"
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,"1,193","1,002",.,.,.,.,"1,106"
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"2,034",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,034"
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,160","1,667",.,"1,991","2,577","1,860",.,.,.,.,"1,324","1,985",.,"1,617",.,"1,830","1,749"
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"1,142","2,291",.,"2,497",.,.,.,.,.,623,"1,979",.,.,.,.,"1,532"
AA26G,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,093",675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,953
AA26G,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"1,232",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,232"
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"3,084",.,.,.,.,"3,084"
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,786","1,430","1,773",.,"1,461","1,909",.,.,666,"2,266","1,829","1,727","2,640","2,698",.,"1,374","1,688"
AA26G,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,"2,390",.,.,.,.,.,.,.,.,.,.,.,"2,390"
AA26G,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"2,629",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,629"
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,395","1,200",.,"1,639","1,524","1,037",.,.,.,.,.,"1,026",.,"1,750",.,"1,202","1,370"
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,050",.,.,.,"1,765",.,.,.,.,.,.,"1,386",.,.,.,.,"1,392"
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","2,964",.,.,.,"1,223",.,.,.,.,.,.,.,.,.,.,.,"1,803"
AA26H,140,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,511","2,511"
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,051",.,.,.,.,"2,051"
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,744","1,744"
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,979,.,.,"2,668",.,.,.,.,.,.,485,.,.,.,.,"1,288"
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,252","1,064","1,687","1,294","1,149",832,"1,839",.,986,.,978,893,.,"1,512",.,"1,057","1,087"
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
AA26H,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,920,"1,673",.,.,.,.,"1,297"
AA26H,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"2,527",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,527"
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","2,031","1,568",.,"1,422",.,"2,232",.,.,.,.,"1,276",.,.,"1,617",.,"1,601","1,636"
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"1,054",.,.,.,.,.,.,.,.,619,"1,033",.,.,.,.,862
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,275",.,.,.,.,"2,275"
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,309","1,120","1,605",.,"1,191","1,636",.,.,.,.,"1,103","1,513",.,"1,805",.,997,"1,309"
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,186",.,.,.,.,"4,385",.,.,.,.,.,.,.,.,.,.,"2,252"
AA26H,823,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,"2,762",.,.,.,.,.,.,.,.,.,.,.,"2,762"
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,"1,561",802,807,"5,148","1,973","2,542","3,090",.,"5,363",.,.,809,.,"20,561",.,"1,384","2,599"
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,"4,375","2,067","6,867",.,"1,787",.,.,.,"7,323","10,575",.,"4,160",.,.,.,"2,516","4,897"
AA28C,300,Motor Neuron Disease with CC Score 8+,.,.,"1,779",.,"2,578",.,.,.,.,.,"4,942",.,.,"14,393",.,"3,278","3,412"
AA28C,430,Motor Neuron Disease with CC Score 8+,.,.,.,.,.,.,.,.,.,"5,665",.,.,.,.,.,.,"5,665"
AA28D,300,Motor Neuron Disease with CC Score 5-7,"4,013",.,.,.,.,"2,470",.,.,.,.,.,.,.,.,.,.,"3,241"
AA28D,400,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"8,306",.,.,.,.,"8,306"
AA28D,430,Motor Neuron Disease with CC Score 5-7,"3,839","4,479",.,.,.,.,.,.,.,"1,511",.,.,.,"18,377",.,.,"5,675"
AA28E,110,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"1,027",.,.,.,.,"1,027"
AA28E,300,Motor Neuron Disease with CC Score 2-4,"1,338",.,.,.,"1,128",581,.,.,.,.,.,.,.,.,.,.,"1,096"
AA28E,400,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"7,454",.,.,.,.,"7,454"
AA28E,430,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"2,156",.,.,.,.,"2,156"
AA28F,110,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,423",.,.,.,.,"1,423"
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,"1,162",.,.,.,.,.,.,.,.,.,.,"1,162"
AA28F,400,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"4,531",.,.,.,.,"4,531"
AA29C,170,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,"2,662",.,.,.,.,"2,662"
AA29C,300,Transient Ischaemic Attack with CC Score 11+,"3,456","1,737",.,.,.,.,"2,832",.,.,.,.,.,.,"7,196",.,.,"3,554"
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,"3,762",.,.,.,"9,653","10,953",.,"4,178","8,581",.,.,"4,602","5,683"
AA29D,100,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,"1,491",.,.,.,.,"1,491"
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,"1,635",802,.,"3,108","1,879",872,"1,802",.,.,.,699,"1,331",.,"1,542",.,"1,967","1,952"
AA29D,320,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,042",.,915,"2,479"
AA29D,340,Transient Ischaemic Attack with CC Score 8-10,.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,.,"1,665",.,.,"2,257",818,.,.,666,"3,399","1,505","1,837",.,"2,844",.,"1,534","1,831"
AA29E,100,Transient Ischaemic Attack with CC Score 5-7,.,.,.,"1,647",.,.,.,.,.,.,.,"1,500",.,"2,624",.,.,"1,712"
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,"1,293","1,203",.,"1,994","1,316","1,308","1,888",.,864,.,"1,537","1,279",.,"1,885",.,956,"1,454"
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
AA29E,302,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,"1,076",.,.,.,.,.,"1,076"
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,"2,353",.,.,.,"1,116",.,.,.,.,"2,083",.,.,.,.,.,"1,851"
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,.,"1,539",.,.,.,.,.,.,.,907,.,.,.,.,.,"1,223"
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"1,352",.,.,.,.,"1,352"
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,"1,582","1,378",.,.,"1,075","1,500",.,.,999,"2,266","1,423","2,218",.,"2,625",.,"1,047","1,560"
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"1,491",.,.,.,.,"1,491"
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,"1,274","1,150",.,"1,315","1,002",726,"2,060",.,863,.,856,822,.,"1,439",.,897,"1,137"
AA29F,302,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,"1,180",.,.,.,.,.,"1,180"
AA29F,303,Transient Ischaemic Attack with CC Score 0-4,.,.,"2,147",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,147"
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,"1,568",.,.,.,.,.,.,.,.,.,.,.,"2,156",.,.,"2,009"
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,649,.,.,.,.,.,649
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,"1,309",941,.,.,"1,003","1,227",.,.,.,.,"1,133","1,544",.,"1,969",.,736,"1,213"
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,"6,084","1,879",.,.,.,.,.,.,.,.,.,.,.,"3,982"
AA30C,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,"3,386",.,.,.,.,.,.,.,.,.,.,.,"3,386"
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7","1,338",.,.,"2,808","1,879",.,.,.,.,.,.,.,.,"2,570",.,911,"1,889"
AA30D,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,"1,997",.,.,.,.,.,.,.,"1,997"
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4","2,527",.,.,"3,183","1,504","2,906",.,.,.,.,.,991,.,"8,225",.,"1,943","2,118"
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"6,226",.,.,.,.,"6,226"
AA30E,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,625",.,.,"2,625"
AA30F,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,"3,736",.,.,.,.,.,.,.,.,.,.,.,"3,736"
AA30F,110,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,807",.,.,.,.,"3,807"
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1","3,344","1,203",.,936,"1,879","1,162",.,.,.,.,"1,288",897,.,.,.,"1,548","1,622"
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,203",.,.,.,.,"3,203"
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,"3,101",.,.,"1,881",.,.,.,.,.,.,.,.,.,.,"2,454","2,479"
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+","1,784","1,225",.,.,"1,316","2,034",.,.,.,.,.,.,.,.,.,"1,678","1,619"
AA31C,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,"1,054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,054"
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,"1,723",.,.,"2,634",.,.,.,.,.,.,.,.,.,.,"1,125","1,727"
AA31D,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10","2,678",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,678"
AA31D,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,"3,512",.,.,.,.,"3,512"
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10","1,427",962,.,"1,872","1,074","1,211","2,832",.,"1,983",.,"1,791",959,.,"3,084",.,"1,455","1,347"
AA31D,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
AA31D,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,"3,298",.,.,.,.,"3,298"
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,"1,393",.,.,.,.,"1,393"
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,"1,551","2,260",.,"1,630","1,227",.,.,.,.,"1,385","1,948","2,640","3,282",.,"1,035","1,633"
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,785",.,.,.,"1,317",.,.,.,.,.,.,"2,480",.,"3,344",.,.,"2,342"
AA31E,101,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,549","1,549"
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"1,424",.,.,.,.,"1,424"
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","2,307",.,.,.,"1,427",.,.,.,.,.,.,"2,178",.,.,.,.,"1,903"
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"2,844",.,.,.,.,"2,844"
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,"3,001",.,.,.,.,.,.,.,.,.,.,.,"3,001"
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,228","1,070","1,003","1,346","1,042",764,"1,920",.,"1,242",.,956,865,.,"1,462",.,"1,316","1,139"
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,996
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,802,"1,390",.,.,.,.,998
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,741","1,568",.,"1,600",.,.,.,.,.,.,.,.,.,"1,617",.,.,"1,612"
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,"1,019",.,.,.,.,.,.,.,.,981,.,.,.,.,.,998
AA31E,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"2,111",.,.,.,.,"2,111"
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,639",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,639"
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,"1,232",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,232"
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"2,162",.,.,.,.,"2,162"
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",714,"1,309","1,743",.,"1,223","1,023",.,.,.,.,"1,087","1,413",.,"1,575",.,"1,039","1,277"
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","2,372","2,778",.,"2,449","2,719","3,289",.,.,.,.,.,"1,521",.,.,.,"1,459","2,164"
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","2,891",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,586","1,912"
AA31E,823,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,"2,762",.,.,.,.,.,.,.,.,.,.,.,"2,762"
AA35A,150,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,"2,909",.,.,.,.,"2,909"
AA35A,300,Stroke with CC Score 16+,"26,307","10,223",.,"17,062",.,.,"6,823",.,"11,465",.,.,"13,363",.,.,.,.,"13,854"
AA35A,361,Stroke with CC Score 16+,"13,658",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,658"
AA35A,430,Stroke with CC Score 16+,.,"4,755","20,779",.,.,.,.,.,"10,809","19,073",.,"13,262","14,353","51,632",.,"6,466","13,009"
AA35B,100,Stroke with CC Score 13-15,"2,678",.,.,.,.,.,.,.,.,.,.,"1,503",.,.,.,.,"2,090"
