HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
BZ14A,130,"Major Ocular Motility Procedures, 19 years and over","1,353",.,.,.,.,.,.,.,.,.,.,.,"1,304",.,.,.,.,.,"1,341"
BZ14B,130,"Major Ocular Motility Procedures, 18 years and under","1,353",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,353"
BZ15B,130,"Intermediate Ocular Motility Procedures, 18 years and under","1,132",.,.,.,.,.,.,.,.,863,840,.,"1,520",.,.,.,.,.,"1,328"
BZ15C,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,944,.,.,.,.,.,.,.,.,944
BZ15D,120,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,828,.,.,.,.,.,828
BZ15D,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0","1,128",.,.,.,.,.,.,.,.,944,839,.,829,.,.,.,.,.,"1,003"
BZ16A,130,"Minor Ocular Motility Procedures, 19 years and over","1,128",.,.,.,.,.,.,.,.,.,827,.,718,.,.,.,.,.,904
BZ16B,130,"Minor Ocular Motility Procedures, 18 years and under","1,128",.,.,.,.,.,.,.,.,743,.,.,"1,376",.,.,.,.,.,"1,254"
BZ17B,130,Major Glaucoma Procedures with CC Score 0,752,.,.,.,.,.,.,.,.,.,829,.,702,.,.,633,.,.,712
BZ18A,130,Intermediate Glaucoma Procedures with CC Score 1+,752,.,.,.,.,.,.,.,.,.,.,.,674,.,.,.,.,.,691
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,752,.,.,.,.,.,.,.,.,.,829,.,739,.,.,633,.,.,747
BZ19A,130,Minor Glaucoma Procedures with CC Score 1+,752,.,.,.,.,.,.,.,.,.,.,.,685,.,.,.,.,.,712
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,752,.,.,.,.,.,.,.,.,.,809,.,691,.,325,966,.,.,702
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,898,.,.,.,.,.,898
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,986,.,.,.,.,.,986
BZ21B,130,Major Vitreous Retinal Procedures with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,884,.,.,.,.,.,884
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,677,.,.,.,.,.,.,662,.,.,893,.,810,.,.,.,.,.,771
BZ22A,130,Intermediate Vitreous Retinal Procedures with CC Score 2+,677,.,.,.,.,.,.,.,.,.,.,.,.,.,263,.,.,.,470
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,613,.,.,.,.,.,.,.,.,747,.,.,796,.,350,.,.,.,721
BZ22B,303,Intermediate Vitreous Retinal Procedures with CC Score 0-1,.,.,.,823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,823
BZ23Z,120,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,340",.,.,.,.,.,"1,340"
BZ23Z,130,Minor Vitreous Retinal Procedures,674,.,.,.,.,.,.,.,.,.,815,.,739,637,272,.,.,.,710
BZ23Z,303,Minor Vitreous Retinal Procedures,.,.,.,814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,814
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,326,.,.,.,.,.,326
BZ24F,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",452,.,.,.,.,.,.,.,.,747,173,.,334,126,.,.,.,.,336
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",359,.,.,.,.,.,.,.,.,396,524,.,.,.,.,.,.,.,399
BZ24G,370,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,234,.,.,.,.,.,234
CA02B,130,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,263",.,.,.,.,.,"1,263"
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
CA03B,120,Major Neck Procedures with CC Score 0-1,.,"3,040",.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,.,"1,668"
CA03B,140,Major Neck Procedures with CC Score 0-1,"1,409",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,409"
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,361",.,.,.,.,.,"1,361"
CA03B,171,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,429",.,.,.,.,.,"1,429"
CA03B,300,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,514,.,.,.,.,.,.,.,514
CA04A,120,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,825",.,.,.,.,.,"1,825"
CA04B,120,"Intermediate Neck Procedures, 18 years and under",.,"1,607",.,.,.,873,763,.,.,.,.,.,"1,782",.,.,.,.,.,"1,519"
CA05A,100,"Minor Neck Procedures, 19 years and over",754,"1,286",.,.,751,942,838,851,.,913,"1,065","1,139",939,783,"1,232",735,"1,027",.,914
CA05A,120,"Minor Neck Procedures, 19 years and over","1,311","1,632",.,.,.,775,831,.,.,.,.,"1,329","1,389",941,.,.,"1,116",.,"1,272"
CA05A,130,"Minor Neck Procedures, 19 years and over","2,255",.,.,.,.,.,.,.,.,.,"1,108",.,"1,080",.,.,767,.,.,"1,130"
CA05A,140,"Minor Neck Procedures, 19 years and over",762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,322",.,.,.,.,.,"1,322"
CA05A,823,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
CA05B,100,"Minor Neck Procedures, 18 years and under",.,.,.,.,618,"1,647",.,.,.,.,.,.,.,.,.,.,.,.,"1,133"
CA05B,120,"Minor Neck Procedures, 18 years and under","1,311","1,355",.,.,.,"1,055",758,.,.,.,.,"1,418","1,362","1,040",.,.,"1,116",.,"1,158"
CA05B,160,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,591",.,.,.,.,.,"2,591"
CA05B,171,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,021",.,.,.,.,.,"2,021"
CA05B,823,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
CA10A,120,"Septorhinoplasty, 19 years and over","1,989","2,043",.,.,.,999,"1,219",930,.,.,.,"2,223",.,.,.,.,.,.,"1,716"
CA10B,120,"Septorhinoplasty, 18 years and under",.,331,.,.,.,.,"1,190",.,.,.,.,.,.,.,.,.,.,.,760
CA11A,120,"Septoplasty, 19 years and over","1,872",994,.,.,"1,501","1,169",959,971,.,864,.,"2,016","1,276","1,158",.,"2,085",.,.,"1,394"
CA11B,120,"Septoplasty, 18 years and under",.,.,.,.,"1,408","1,285",862,971,.,.,.,"2,085","1,182","1,110",.,"2,085",.,.,"1,325"
CA12Z,120,Major Treatment of Epistaxis,.,"1,303",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,303"
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",970,.,.,.,.,.,.,.,.,.,.,.,685,.,.,.,.,.,756
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under",970,"1,529",.,.,.,.,452,702,.,.,.,452,911,602,.,.,737,.,900
CA13B,142,"Minor Treatment of Epistaxis, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,889,.,.,.,.,.,889
CA14Z,120,Nasal Polypectomy,970,"1,263",.,.,"1,227","1,262",763,971,.,.,.,"1,951","1,107",783,.,"1,608","1,040",.,"1,217"
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose","1,052",767,.,.,.,655,481,.,.,.,.,"1,279",666,.,.,"1,342",874,.,871
CA15Z,160,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,768,.,768
CA15Z,330,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,569,.,.,.,.,.,.,.,.,.,.,.,.,569
CA16Z,100,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,880,.,.,898,.,.,.,"1,031",.,546,.,735,"1,145",.,884
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose",970,991,.,.,.,614,.,.,.,.,.,.,781,.,.,"1,362",889,.,922
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose",903,.,.,.,.,.,.,.,.,.,927,.,713,.,.,.,.,.,812
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose",427,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,427
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,869,.,.,"1,929",.,.,.,"1,013",.,"1,021"
CA16Z,330,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,195,540,386,.,.,.,.,.,.,.,.,.,121,159,368
CA20Z,120,Complex Nose Procedures,"1,649",.,.,.,.,.,.,.,.,.,.,.,"1,353",.,.,.,995,.,"1,337"
CA20Z,130,Complex Nose Procedures,"1,353",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,353"
CA20Z,140,Complex Nose Procedures,637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,155",.,"2,143"
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,784",.,"4,784"
CA21Z,120,Very Major Nose Procedures,.,.,.,.,908,"1,777",.,.,.,781,.,.,.,.,.,.,.,.,"1,238"
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330",.,"1,330"
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
CA21Z,330,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,.,121
CA22Z,120,Major Nose Procedures,"1,758","1,098",.,.,"1,035","1,494","1,239",.,.,.,.,"2,332",997,"1,093",.,"2,011",.,.,"1,409"
CA22Z,140,Major Nose Procedures,565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,661",.,.,.,"1,142",.,"1,294"
CA22Z,330,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,.,121
CA23Z,100,Intermediate Nose Procedures,.,.,.,.,888,.,.,.,.,.,.,.,.,.,.,.,.,.,888
CA23Z,120,Intermediate Nose Procedures,970,"1,251",.,.,.,514,660,.,.,760,.,.,"1,278","1,093",.,"1,301",863,.,"1,000"
CA23Z,140,Intermediate Nose Procedures,421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,451",.,485
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,957,.,.,.,.,.,.,"1,071",.,"1,045"
CA24A,120,"Minor Nose Procedures, 19 years and over","1,561","1,082",.,.,.,918,871,.,.,809,.,"1,391",938,720,.,"1,573","1,267",.,"1,037"
CA24A,140,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,019",.,.,.,.,.,"1,019"
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,957,.,.,"2,310",.,.,.,"1,041",.,"1,210"
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,.,.,181,.,.,.,.,.,.,.,.,.,.,.,.,.,181
CA24B,120,"Minor Nose Procedures, 18 years and under","1,233",331,.,.,"1,185",740,539,.,.,781,.,"1,478",897,677,.,.,889,.,936
CA24B,140,"Minor Nose Procedures, 18 years and under",421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,421
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,510",.,.,.,.,.,"1,510"
CA25A,120,"Minimal Nose Procedures, 19 years and over",857,907,.,.,969,501,646,923,.,.,.,"1,627",847,602,.,"1,485",.,.,957
CA25B,120,"Minimal Nose Procedures, 18 years and under",789,"1,300",.,.,"1,279",524,549,930,.,.,.,"1,544",896,795,.,.,"1,005",.,989
CA26Z,120,Complex Sinus Procedures,517,"1,929",.,.,.,"1,737",.,.,.,629,.,.,"1,915",.,.,.,.,.,"1,141"
CA27Z,120,Major Sinus Procedures,.,.,.,.,.,"1,943","1,624",.,.,730,.,.,885,.,.,.,.,.,976
CA28Z,120,Intermediate Sinus Procedures,.,"1,864",.,.,.,"1,574","1,192","1,307",.,781,.,"2,224","1,068",.,.,.,.,.,"1,561"
CA28Z,140,Intermediate Sinus Procedures,637,.,.,.,.,968,.,.,.,.,.,.,.,.,.,.,"2,132",.,"1,245"
CA29Z,120,Minor Sinus Procedures,970,636,.,.,.,"1,368","1,115",.,.,.,.,"2,370","1,094",.,.,.,.,.,"1,059"
CA31Z,120,"Simple or Cortical, Mastoid Procedures",.,"2,814",.,.,.,.,.,.,.,.,.,.,"1,395",.,.,"3,326",.,.,"2,512"
CA31Z,160,"Simple or Cortical, Mastoid Procedures",.,.,.,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,999
CA32A,120,"Tympanoplasty, 19 years and over","2,329","2,522",.,.,.,"1,386",.,.,.,.,.,"1,933","1,898",.,.,"2,147",.,.,"1,928"
CA32B,120,"Tympanoplasty, 18 years and under","1,649","1,784",.,.,"1,963","1,691","1,350",.,.,"1,174",.,.,"2,359",.,.,.,"1,494",.,"1,802"
CA33Z,120,Pinnaplasty,"2,329","2,424",.,.,.,"1,250",.,.,.,.,.,"1,889","1,678","1,478",.,.,"1,570",.,"1,717"
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,.,.,.,"2,842",.,.,.,"1,526",.,"2,777"
CA34A,100,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,982,.,.,830,.,617,721,.,814,890,995,.,394,.,679,901,.,819
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",982,740,.,.,901,908,564,836,.,.,.,"1,160",810,567,.,"1,362",.,.,997
CA34A,140,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,809,.,.,.,.,.,.,862,.,845
CA34A,330,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,193,734,352,.,.,.,.,.,.,.,.,.,.,159,431
CA34B,100,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,"1,210",.,.,.,.,.,"1,131",.,.,.,.,.,.,"1,170"
CA34B,120,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",970,"1,303",.,.,.,886,572,.,.,.,.,"1,897","1,233",.,.,"1,362",889,.,"1,071"
CA34B,160,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,350",.,.,.,844,.,"1,160"
CA34B,171,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082",.,"1,082"
CA35A,120,"Insertion of Grommets, 19 years and over",970,725,.,.,993,687,559,836,.,760,.,"1,446",810,521,.,"1,117",889,.,883
CA35B,120,"Insertion of Grommets, between 2 and 18 years",970,"1,490",.,.,"1,100",586,570,836,.,760,.,655,849,657,.,"1,117",889,.,927
CA35B,420,"Insertion of Grommets, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,410",.,.,.,.,.,"1,410"
CA35C,120,"Insertion of Grommets, 1 year and under",970,"1,571",.,.,"1,089",528,461,.,.,.,.,.,982,.,.,.,889,.,876
CA36A,120,"Clearance of External Auditory Canal, 19 years and over",857,997,.,.,"1,273",.,.,.,.,.,.,"1,174",913,.,.,.,.,.,998
CA36B,100,"Clearance of External Auditory Canal, 18 years and under",.,.,.,.,.,684,.,.,.,.,.,.,.,.,.,.,.,.,684
CA36B,120,"Clearance of External Auditory Canal, 18 years and under",913,"1,187",.,.,949,487,573,.,.,.,.,443,734,585,.,.,737,.,804
CA37B,370,"Audiometry or Hearing Assessment, between 5 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,548,.,.,.,.,.,548
CA37C,370,"Audiometry or Hearing Assessment, 4 years and under",.,.,.,.,.,.,.,.,.,.,.,.,548,.,.,.,.,.,548
CA38B,120,"Evoked Potential Recording, 18 years and under",630,"2,246",.,.,.,782,.,.,.,.,.,.,.,.,.,.,995,.,"1,068"
CA39Z,120,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"2,269",.,.,.,.,.,"2,269"
CA40Z,120,Fitting of Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"7,720",.,.,.,.,.,"7,720"
CA42Z,120,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,"17,077",.,.,.,.,.,"17,077"
CA50Z,120,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,995,.,995
CA50Z,160,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,602",.,"1,602"
CA51A,100,"Very Major Ear Procedures, 19 years and over",.,.,.,.,927,.,.,.,.,.,.,.,.,.,.,.,.,.,927
CA51A,120,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,"1,312",.,.,.,.,.,.,.,.,.,.,.,.,"1,312"
CA51A,140,"Very Major Ear Procedures, 19 years and over",852,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,852
CA51A,160,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,610",.,.,.,"1,564",.,"1,587"
CA51B,120,"Very Major Ear Procedures, 18 years and under",.,.,.,.,.,"3,147",.,.,.,916,.,.,.,.,.,.,.,.,"2,031"
CA51B,160,"Very Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,522",.,.,.,.,.,"3,522"
CA52A,100,"Major Ear Procedures, 19 years and over",.,.,.,.,858,.,.,.,.,.,.,.,.,.,.,.,.,.,858
CA52A,120,"Major Ear Procedures, 19 years and over","2,102","1,182",.,.,"1,054",767,403,.,.,.,.,977,"1,746",848,.,"1,853",.,.,"1,388"
CA52A,140,"Major Ear Procedures, 19 years and over",637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,905",.,"1,271"
CA52A,160,"Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,467",.,"1,467"
CA52A,330,"Major Ear Procedures, 19 years and over",.,.,.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,752
CA52B,120,"Major Ear Procedures, 18 years and under","1,649","3,127",.,.,.,.,615,.,.,.,.,.,"1,081","2,635",.,.,995,.,"1,292"
CA52B,160,"Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,336",.,.,.,.,.,"2,336"
CA53A,100,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,276",.,.,.,.,.,.,"1,276"
CA53A,120,"Intermediate Ear Procedures, 19 years and over","1,479","2,074",.,.,"1,056",959,.,.,.,.,.,.,"1,328",.,.,.,"1,116",.,"1,486"
CA53A,140,"Intermediate Ear Procedures, 19 years and over",493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,493
CA53A,160,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,"1,009",.,.,.,.,.,.,"1,023",.,"1,019"
CA53A,330,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,181,853,356,.,.,.,.,.,.,.,.,.,.,.,738
CA53B,120,"Intermediate Ear Procedures, 18 years and under","1,310",860,.,.,.,"1,015",.,.,.,.,.,.,"1,334",585,.,.,952,.,"1,122"
CA53B,160,"Intermediate Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,379",.,.,.,.,.,"1,379"
CA54A,100,"Minor Ear Procedures, 19 years and over",.,.,.,.,"1,236",.,.,.,.,.,.,.,.,716,.,.,.,.,976
CA54A,120,"Minor Ear Procedures, 19 years and over",895,"1,250",.,.,915,"1,229",656,"1,239",.,.,.,"1,515","1,351",777,.,"1,454",813,.,"1,247"
CA54A,140,"Minor Ear Procedures, 19 years and over","1,068",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,068"
CA54A,160,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,996,.,.,.,"1,071",.,"1,054"
CA54A,330,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,437,.,.,.,.,.,.,.,.,.,.,.,.,437
CA54B,120,"Minor Ear Procedures, 18 years and under",945,"1,621",.,.,"1,063",502,461,.,.,709,.,.,988,567,.,"1,485",914,.,975
CA54B,160,"Minor Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,.,.,"1,298",.,"1,214"
CA55A,120,"Minimal Ear Procedures, 19 years and over",744,"1,043",.,.,.,.,529,769,.,781,.,"1,311",894,339,.,.,904,.,977
CA55B,120,"Minimal Ear Procedures, 18 years and under",800,"1,345",.,.,617,552,.,850,.,.,.,"1,317",737,725,.,.,934,.,888
CA55B,160,"Minimal Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
CA60A,100,"Tonsillectomy, 19 years and over",.,743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,743
CA60A,120,"Tonsillectomy, 19 years and over",970,"1,681",.,.,.,873,733,.,.,.,.,"2,313",754,681,.,.,.,.,"1,112"
CA60A,140,"Tonsillectomy, 19 years and over",421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,421
CA60B,120,"Tonsillectomy, 18 years and under",.,"1,863",.,.,.,808,661,.,.,.,.,.,"1,044",883,.,.,"1,115",.,"1,019"
CA61Z,120,Adenotonsillectomy,.,"1,626",.,.,.,790,714,.,.,.,.,.,"1,145",.,.,.,"1,116",.,958
CA62Z,120,Adenoidectomy,"1,649","2,147",.,.,"1,777",729,679,971,.,864,.,584,"1,089",982,.,.,"1,040",.,"1,066"
CA62Z,420,Adenoidectomy,.,.,.,.,.,.,.,.,.,.,.,.,"1,991",.,.,.,.,.,"1,991"
CA63Z,120,Tracheostomy,.,"1,260",.,.,.,.,.,.,.,.,.,.,435,.,.,.,.,.,848
CA64Z,120,Uvulopalatoplasty or Uvulopalatopharyngoplasty,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,040",.,.,.,.,"1,040"
CA65Z,100,Frenotomy or Frenectomy,.,.,.,.,397,772,374,.,.,.,.,.,.,.,.,.,.,.,579
CA65Z,120,Frenotomy or Frenectomy,970,885,.,.,753,554,355,.,.,.,.,.,798,590,.,"1,117",910,.,744
CA65Z,140,Frenotomy or Frenectomy,421,.,.,.,.,728,370,901,.,.,.,.,303,.,.,.,"1,224",.,542
CA65Z,142,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,645,.,.,.,.,.,645
CA65Z,160,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,810,.,.,.,.,.,810
CA65Z,171,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,923,.,.,.,"1,082",.,"1,010"
CA66A,100,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,970,.,.,820,.,.,663,.,.,.,"1,037",.,.,.,679,819,.,845
CA66A,120,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",970,819,.,.,980,656,461,.,.,812,.,952,818,602,.,"1,301",961,.,812
CA66A,130,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,.,.,.,.,.,.,.,.,.,813,.,.,.,.,.,.,.,813
CA66A,140,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",470,.,.,.,.,873,"1,183","1,020",.,.,.,.,643,.,.,.,"1,283",.,564
CA66A,160,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,.,.,.,.,.,.,.,.,760,.,.,834,.,.,.,818,.,798
CA66A,330,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,.,.,.,181,822,.,.,.,.,.,.,.,.,.,.,121,159,415
CA66B,120,"Excision or Biopsy, of Lesion of Mouth, 18 years and under","1,196","2,055",.,.,.,.,.,.,.,.,.,.,"1,122",.,.,.,"1,116",.,"1,382"
CA66B,140,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",560,.,.,.,.,.,.,"1,085",.,.,.,.,882,.,.,.,"1,330",.,670
CA66B,142,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,701,.,.,.,.,.,701
CA66B,160,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,921",.,.,.,768,.,"1,460"
CA66B,171,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,341",.,.,.,"1,007",.,"1,452"
CA66B,330,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,181,.,.,.,.,.,.,.,.,.,.,.,121,.,141
CA67A,120,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",970,.,.,.,.,"1,072",.,.,.,.,.,.,"1,278",.,.,.,.,.,"1,114"
CA67A,140,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",.,.,.,.,.,"1,058",.,.,.,.,.,.,.,.,.,.,.,.,"1,058"
CA67B,120,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",970,"1,467",.,.,.,"1,046",617,.,.,.,.,.,"1,250",.,.,.,.,.,"1,227"
CA68A,120,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",970,"1,182",.,.,.,854,.,.,.,.,.,.,"1,147","1,365",.,.,.,.,"1,097"
CA68B,120,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",.,.,.,.,.,594,.,.,.,.,.,.,"1,162",.,.,.,.,.,973
CA69A,100,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",.,634,.,.,.,.,.,.,.,.,.,.,378,.,.,.,.,.,506
CA69A,120,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",970,"1,298",.,.,.,859,567,903,.,.,.,920,938,725,.,"1,362",.,.,960
