HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost
AA30C,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+","2,204",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,204"
AA30C,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"8,704",.,.,.,.,"8,704"
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,"6,350",.,.,.,.,.,.,.,.,.,.,.,.,"6,350"
AA30D,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"7,801",.,.,.,.,"7,801"
AA30E,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,"1,562",.,.,.,.,.,.,.,.,.,.,.,"1,562"
AA30E,150,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"9,464",.,.,.,.,"9,464"
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"7,982",.,.,.,.,"7,982"
AA30F,100,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,904
AA30F,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,"1,639",.,.,.,.,.,.,.,.,.,.,.,.,"1,073","2,712"
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
AA30F,320,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,968",.,.,.,.,"1,968"
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"34,927",.,.,.,.,"34,927"
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,"7,618",.,.,.,.,"7,618"
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",877,.,577,.,"1,307",.,.,.,.,.,.,"2,201",.,502,.,"1,834","7,298"
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,725,.,.,.,.,.,.,.,.,.,.,.,725
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,540",.,.,.,.,"1,540"
AA33D,400,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,540",.,.,.,.,"1,540"
AA33D,421,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"7,859",.,.,.,.,"7,859"
AA35A,320,Stroke with CC Score 16+,.,.,.,"14,221",.,.,.,.,.,.,.,.,.,.,.,.,"14,221"
AA35A,430,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,968","5,968"
AA35B,430,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"30,443","30,443"
AA35C,300,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,"12,762",.,.,.,.,"12,762"
AA35C,430,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,"1,774",.,.,.,"1,194","2,968"
AA35D,300,Stroke with CC Score 7-9,"5,260",.,.,.,.,.,.,.,.,.,.,869,.,.,.,.,"6,129"
AA35D,320,Stroke with CC Score 7-9,.,.,.,"3,282",.,.,.,.,.,.,.,.,.,.,.,.,"3,282"
AA35E,100,Stroke with CC Score 4-6,.,.,.,.,"8,323",.,.,.,.,.,.,.,.,.,.,.,"8,323"
AA35E,300,Stroke with CC Score 4-6,"8,328",.,.,.,.,.,.,.,.,.,.,"2,608",.,.,.,.,"10,935"
AA35E,320,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,"7,632",.,.,.,.,"7,632"
AA35E,430,Stroke with CC Score 4-6,"1,105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,476","5,581"
AA35F,300,Stroke with CC Score 0-3,.,"1,220",.,.,327,.,.,.,.,.,.,.,.,.,.,.,"1,547"
AA35F,430,Stroke with CC Score 0-3,.,.,.,.,"2,175","2,110",.,.,.,.,.,599,.,.,.,"9,549","14,434"
AA39Z,400,Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,"1,670",.,.,.,.,"1,670"
AA40Z,320,Complex Long Term EEG Monitoring,.,.,"4,691",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,691"
AA40Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,"442,327",.,.,.,.,"442,327"
AA40Z,420,Complex Long Term EEG Monitoring,.,"2,437",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,437"
AA40Z,421,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,"155,391",.,.,.,.,"155,391"
AA41Z,340,Sleep Studies,.,.,"3,546",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,546"
AA42Z,120,Complex Sleep Studies,.,.,.,.,.,.,.,.,.,.,.,"2,548",.,.,.,.,"2,548"
AA42Z,420,Complex Sleep Studies,.,.,.,.,"7,807",.,.,.,.,.,.,.,.,.,.,.,"7,807"
AB03Z,300,Complex Pain Procedures,.,.,347,.,.,.,.,.,.,.,.,.,.,.,.,.,347
AB04Z,100,Major Pain Procedures,.,.,"1,620",.,.,.,.,.,.,.,.,"23,029",.,.,.,.,"24,648"
AB04Z,110,Major Pain Procedures,.,.,.,.,.,.,.,"55,279",.,.,.,.,.,.,.,.,"55,279"
AB04Z,150,Major Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"2,183",.,.,.,.,"2,183"
AB04Z,361,Major Pain Procedures,.,.,"1,483",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,483"
AB04Z,400,Major Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,101",.,.,.,.,"1,101"
AB05Z,101,Intermediate Pain Procedures,"1,330",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330"
AB05Z,110,Intermediate Pain Procedures,.,.,.,.,.,.,.,"2,375",.,.,.,.,.,.,.,"4,619","6,994"
AB05Z,150,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"58,798",.,.,.,.,"58,798"
AB05Z,160,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,202","2,202"
AB05Z,400,Intermediate Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"103,120",.,.,.,.,"103,120"
AB05Z,410,Intermediate Pain Procedures,.,.,.,.,.,.,.,"4,689",.,.,.,.,.,.,.,.,"4,689"
AB06Z,110,Minor Pain Procedures,"1,938",.,.,.,621,.,.,"4,750",.,.,.,.,.,.,.,.,"7,308"
AB06Z,410,Minor Pain Procedures,.,"1,186",.,.,"1,213",.,.,"5,383",.,.,.,.,.,.,.,.,"7,782"
AB07Z,100,Insertion of Neurostimulator or Intrathecal Drug Delivery Device,.,.,"30,558",.,.,.,.,.,.,.,.,"11,721",.,.,.,.,"42,278"
AB07Z,150,Insertion of Neurostimulator or Intrathecal Drug Delivery Device,.,.,.,.,.,.,.,.,.,.,.,"166,119",.,.,.,.,"166,119"
AB08Z,110,Pain Radiofrequency Treatments,.,.,.,.,.,.,.,"13,116",.,.,.,.,.,.,.,.,"13,116"
AB09Z,101,Other Specified Pain Procedures,"2,660",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,660"
AB09Z,110,Other Specified Pain Procedures,.,.,.,.,.,.,.,.,.,.,.,"1,237",.,.,.,.,"1,237"
BZ01B,130,Enhanced Cataract Surgery with CC Score 0-1,"4,928",.,.,.,.,.,.,.,.,.,.,"1,742",.,.,.,.,"6,670"
BZ02B,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"4,092",.,.,.,.,"4,092"
BZ02C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1","19,710",.,.,.,.,.,.,.,.,"6,863",.,"146,596",.,.,.,.,"173,170"
BZ03B,130,Non-Phacoemulsification Cataract Surgery with CC Score 0,"1,677",.,.,.,.,.,.,.,.,.,.,"31,995",.,.,.,.,"33,672"
BZ04B,130,Lens Capsulotomy with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,525",.,.,.,.,"1,525"
BZ05A,130,Major Oculoplastics Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,603",.,.,.,.,"2,603"
BZ05A,160,Major Oculoplastics Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"5,706",.,.,.,"10,745","16,451"
BZ05B,130,Major Oculoplastics Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,"1,661",.,.,.,.,.,.,"1,661"
BZ05B,160,Major Oculoplastics Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"4,122",.,.,.,"10,556","14,678"
BZ06B,130,"Intermediate Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,896",.,.,.,.,"2,896"
BZ06C,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,280","3,280"
BZ06D,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","8,469",.,.,.,.,.,.,.,.,.,.,"31,314",.,.,.,.,"39,783"
BZ06D,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,157","13,157"
BZ07B,130,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"5,813",.,.,.,.,"5,813"
BZ07B,140,"Minor Oculoplastics Procedures, 18 years and under","1,155",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,155"
BZ07B,160,"Minor Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,553",.,.,.,.,"1,553"
BZ07D,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 1-2","2,567",.,.,.,.,.,.,.,.,.,.,"2,937",.,.,.,.,"5,504"
BZ07E,100,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0","3,019",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,019"
BZ07E,130,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0","9,855",.,.,.,.,.,.,.,.,.,.,"28,678",.,.,.,.,"38,533"
BZ07E,160,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"5,105",.,.,.,.,"5,105"
BZ08B,140,"Major Orbits or Lacrimal Procedures, 18 years and under","4,153",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,518","11,671"
BZ08C,130,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+","2,173",.,.,.,.,.,.,.,.,.,.,"1,851",.,.,.,.,"4,024"
BZ08C,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+","4,153",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,410","6,563"
BZ08D,130,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"27,110",.,.,.,.,"27,110"
BZ08D,140,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0","13,137",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42,733","55,870"
BZ08D,160,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,675","4,675"
BZ09B,130,"Intermediate Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,395",.,.,.,.,"3,395"
BZ09C,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 2+","2,173",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,173"
BZ09D,120,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1","3,810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,810"
BZ09D,130,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1","28,077",.,.,.,.,.,.,.,.,"1,661",.,"81,096",.,.,.,.,"110,834"
BZ09D,160,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862","1,862"
BZ10B,130,"Minor Orbits or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"4,832",.,.,.,.,"4,832"
BZ10D,120,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,011",.,.,.,.,"2,011"
BZ10D,130,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"5,130",.,.,.,.,"5,130"
BZ11B,130,"Major Cornea or Sclera Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"17,449",.,.,.,.,"17,449"
BZ12A,130,"Intermediate Cornea or Sclera Procedures, with CC Score 1+","2,664",.,.,.,.,.,.,.,.,.,.,"3,115",.,.,.,.,"5,779"
BZ12B,130,"Intermediate Cornea or Sclera Procedures, with CC Score 0","5,950",.,.,.,.,.,.,.,.,.,.,"42,943",.,.,.,.,"48,893"
BZ12B,300,"Intermediate Cornea or Sclera Procedures, with CC Score 0",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
BZ13A,130,"Minor Cornea or Sclera Procedures, with CC Score 1+","4,928",.,.,.,.,.,.,.,.,.,.,"5,194",.,.,.,.,"10,122"
BZ13B,130,"Minor Cornea or Sclera Procedures, with CC Score 0","5,030",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,030"
BZ15B,130,"Intermediate Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"5,344",.,.,.,.,"5,344"
BZ15D,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0","3,644",.,.,.,.,.,.,.,.,.,.,"11,094",.,.,.,.,"14,739"
BZ16A,130,"Minor Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"4,392",.,.,.,.,"4,392"
BZ17A,130,Major Glaucoma Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"4,243",.,.,.,.,"4,243"
BZ17B,130,Major Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,296",.,.,.,.,"2,296"
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"5,383",.,.,.,.,"5,383"
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,265",.,.,.,.,"2,265"
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"4,059",.,.,.,.,"4,059"
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"124,523",.,.,.,.,"124,523"
BZ21A,130,Major Vitreous Retinal Procedures with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,410",.,.,.,.,"2,410"
BZ21B,130,Major Vitreous Retinal Procedures with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"6,298",.,.,.,.,"6,298"
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,"1,283",.,.,.,.,.,.,.,.,.,.,"131,635",.,.,.,.,"132,918"
BZ22A,130,Intermediate Vitreous Retinal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"1,455",.,.,.,.,"1,455"
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"183,120",.,.,.,.,"183,120"
BZ23Z,130,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,"103,405",.,.,.,.,"103,405"
BZ24D,130,Non-Surgical Ophthalmology with Interventions,"3,595",.,.,.,.,.,.,.,.,.,.,"16,168",.,.,.,.,"19,762"
BZ24D,160,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,"6,907",.,.,.,.,"6,907"
BZ24D,370,Non-Surgical Ophthalmology with Interventions,.,.,"2,877",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,877"
BZ24D,400,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,"2,088",.,.,.,.,"2,088"
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,725,.,.,.,.,.,.,.,.,.,.,.,725
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,438
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",103,.,.,.,.,.,.,.,.,593,.,"9,442",.,.,.,.,"10,138"
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,"3,377",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,377"
BZ24G,370,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,"3,759",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,759"
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"7,280",.,.,.,.,"7,280"
CA01Z,140,Complex Neck Procedures,"5,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,035"
CA01Z,160,Complex Neck Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42,680","42,680"
CA02A,100,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"11,335",.,.,.,"4,498","15,833"
CA02A,120,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"27,614",.,.,.,.,"27,614"
CA02A,160,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"40,379","40,379"
CA02B,100,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,225","2,225"
CA02B,120,Very Major Neck Procedures with CC Score 0-1,"15,182",.,.,.,"29,875",.,.,.,.,.,.,"117,030",.,.,.,.,"162,088"
CA02B,140,Very Major Neck Procedures with CC Score 0-1,"5,649",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,649"
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"21,113","21,113"
CA03A,120,Major Neck Procedures with CC Score 2+,"12,484",.,.,.,.,.,.,.,.,.,.,"17,103",.,.,.,.,"29,588"
CA03A,140,Major Neck Procedures with CC Score 2+,"22,961",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,630","29,591"
CA03A,160,Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"52,519","52,519"
CA03B,100,Major Neck Procedures with CC Score 0-1,.,.,"5,254",.,.,.,.,.,.,.,.,"8,016",.,.,.,.,"13,270"
CA03B,120,Major Neck Procedures with CC Score 0-1,"64,179","26,211",.,.,"67,664",.,.,.,.,.,.,"284,778",.,.,.,.,"442,832"
CA03B,140,Major Neck Procedures with CC Score 0-1,"76,786",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,449","85,235"
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"22,620","22,620"
CA04A,100,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"9,668",.,.,.,.,"9,668"
CA04A,120,"Intermediate Neck Procedures, 19 years and over","23,041","4,490",.,.,"5,658",.,.,.,.,.,.,"55,890",.,.,.,.,"89,080"
CA04A,160,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,639","2,639"
CA04B,120,"Intermediate Neck Procedures, 18 years and under","10,215",.,.,.,"2,372",.,.,.,.,.,.,"16,918",.,.,.,.,"29,504"
CA05A,100,"Minor Neck Procedures, 19 years and over","1,652",.,"1,698",.,.,.,.,.,.,.,.,"5,432",.,"11,468",.,"1,113","21,362"
CA05A,120,"Minor Neck Procedures, 19 years and over","21,492","7,382",.,.,"10,761",.,.,.,.,.,.,"21,276",.,.,.,.,"60,912"
CA05A,140,"Minor Neck Procedures, 19 years and over","5,301",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,301"
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
CA05A,300,"Minor Neck Procedures, 19 years and over",.,.,968,.,.,301,.,.,.,.,.,.,.,.,.,.,"1,270"
CA05B,120,"Minor Neck Procedures, 18 years and under","1,791",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,791"
CA05B,140,"Minor Neck Procedures, 18 years and under","1,767",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,767"
CA10A,120,"Septorhinoplasty, 19 years and over","96,272","61,115",.,.,"164,498",.,.,.,.,.,.,"34,225",.,.,.,.,"356,110"
CA10A,140,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,267","10,267"
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862","1,862"
CA10B,120,"Septorhinoplasty, 18 years and under","6,542",.,.,.,"15,842",.,.,.,.,.,.,"2,566",.,.,.,"6,688","31,637"
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,299","2,299"
CA11A,120,"Septoplasty, 19 years and over","222,249","64,593",.,.,"217,493","5,347",.,.,.,.,.,"196,777",.,.,.,.,"706,460"
CA11A,140,"Septoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,524","4,524"
CA11B,120,"Septoplasty, 18 years and under","22,225","1,200",.,.,"10,903","2,036",.,.,.,.,.,"13,507",.,.,.,"6,279","56,150"
CA12Z,120,Major Treatment of Epistaxis,"1,450",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,450"
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",.,.,.,.,"2,922",.,.,.,.,.,.,.,.,.,.,.,"2,922"
CA14Z,120,Nasal Polypectomy,"18,850","25,658",.,.,"49,258",.,.,.,.,.,.,"64,325",.,.,.,.,"158,091"
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose","1,450","1,457",.,.,"7,403",.,.,.,.,.,.,"5,092",.,.,.,.,"15,403"
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose","5,800",689,.,.,"2,525",.,.,.,.,.,.,.,.,.,.,.,"9,015"
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose","2,581",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,581"
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,.,.,"4,849",.,.,.,"4,373","9,222"
CA20Z,120,Complex Nose Procedures,.,.,.,.,"3,388",.,.,.,.,.,.,"47,990",.,.,.,.,"51,378"
CA20Z,130,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"3,368",.,.,.,.,"3,368"
CA20Z,140,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,607","3,607"
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,846","17,846"
CA21Z,120,Very Major Nose Procedures,"9,878","4,811",.,.,"26,233",.,.,.,.,.,.,"16,014",.,.,.,.,"56,935"
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,607","3,607"
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"3,401",.,.,.,"14,061","17,463"
CA22Z,120,Major Nose Procedures,"61,258","36,118",.,.,"81,139",.,.,.,.,.,.,"75,951",.,.,.,.,"254,466"
CA22Z,140,Major Nose Procedures,"2,347",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,850","10,197"
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"10,773",.,.,.,"20,054","30,828"
CA23Z,120,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,"13,180",.,.,.,.,"13,180"
CA23Z,140,Intermediate Nose Procedures,"2,852",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,955","4,807"
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,172","13,172"
CA24A,120,"Minor Nose Procedures, 19 years and over","1,450","6,354",.,.,"21,410",.,.,.,.,.,.,"22,462",.,.,.,.,"51,675"
CA24A,140,"Minor Nose Procedures, 19 years and over","1,426",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","2,934"
CA24A,150,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,308",.,.,.,.,"1,308"
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862","1,862"
CA24B,120,"Minor Nose Procedures, 18 years and under",.,"1,100",.,.,"1,931",.,.,.,.,.,.,"1,570",.,.,.,965,"5,566"
CA25A,120,"Minimal Nose Procedures, 19 years and over","2,293","2,827",.,.,"3,210",.,.,.,.,.,.,"2,910",.,.,.,.,"11,240"
CA25B,120,"Minimal Nose Procedures, 18 years and under","2,293",.,.,.,"1,638","2,065",.,.,.,.,.,.,.,.,.,.,"5,996"
CA26Z,120,Complex Sinus Procedures,843,"4,191",.,.,"8,285",.,.,.,.,.,.,"124,352",.,.,.,.,"137,671"
CA27Z,120,Major Sinus Procedures,"17,400","1,977",.,.,"27,117",.,.,.,.,.,.,"14,191",.,.,.,.,"60,686"
CA28Z,120,Intermediate Sinus Procedures,"22,492","44,919",.,.,"87,594",.,.,.,.,.,.,"118,041",.,.,.,.,"273,045"
CA28Z,150,Intermediate Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,"9,653",.,.,.,.,"9,653"
CA29Z,120,Minor Sinus Procedures,"9,981","7,841",.,.,"13,963","1,571",.,.,.,.,.,"20,337",.,.,.,.,"53,693"
CA29Z,140,Minor Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,"2,971",.,.,.,"1,281","4,251"
CA30A,120,"Radical or Revisional, Mastoid Procedures, 19 years and over","33,450","9,149",.,.,"90,128",.,.,.,.,.,.,"91,648",.,.,.,.,"224,375"
