HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
AA26G,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",446,444,.,549,439,389,.,.,.,.,.,.,427,.,656,.,443,433
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,.,631
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,464
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,158",.,.,.,.,"1,158"
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,485,485
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,367,.,313,"1,000",.,.,.,.,.,223,.,282,.,.,.,.,392
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",446,402,432,468,376,291,515,.,370,.,357,.,375,.,514,.,364,394
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA26H,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,345,.,.,.,.,.,.,345
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",580,392,.,474,429,558,.,.,721,.,472,.,613,.,.,498,457,487
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,351,445,.,.,.,.,.,.,.,374,.,453,.,.,.,.,371
AA26H,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,864,.,.,.,.,864
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",357,345,.,.,376,409,.,.,.,.,342,.,538,.,656,.,307,425
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,926,.,"1,225",.,"1,096",.,.,.,.,.,.,.,.,846,.,729,"1,008"
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,546,.,.,.,.,.,.,.,.,.,.,.,.,.,595,571
AA26H,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
AA27Z,100,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,.,656
AA27Z,180,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,446,401,.,.,376,291,515,.,370,.,.,.,388,.,514,.,364,387
AA27Z,320,Medical Care of Patients with Alzheimer's Disease,.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
AA27Z,340,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,.,480,.,.,.,.,480
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,357,345,524,.,376,.,.,.,.,.,340,.,535,.,.,.,307,441
AA28D,300,Motor Neuron Disease with CC Score 5-7,446,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,394
AA28D,430,Motor Neuron Disease with CC Score 5-7,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,.,.,.,376,.,.,.,.,.,.,.,366,.,.,.,.,369
AA28E,430,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,535,.,.,.,.,535
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,367,.,.,.,364,367
AA28F,361,Motor Neuron Disease with CC Score 0-1,546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
AA29C,300,Transient Ischaemic Attack with CC Score 11+,446,401,.,468,376,291,.,.,.,.,.,.,380,.,.,.,364,384
AA29C,430,Transient Ischaemic Attack with CC Score 11+,357,345,.,.,376,.,.,.,.,.,.,.,.,.,.,.,307,340
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,446,401,.,.,376,291,515,.,.,.,344,.,369,.,514,.,364,390
AA29D,320,Transient Ischaemic Attack with CC Score 8-10,.,.,.,474,.,.,.,.,.,.,.,.,.,.,.,.,.,474
AA29D,340,Transient Ischaemic Attack with CC Score 8-10,.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
AA29D,400,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,.,345,.,.,376,.,.,.,.,.,.,.,551,.,656,.,307,497
AA29E,100,Transient Ischaemic Attack with CC Score 5-7,.,444,.,.,.,.,.,.,.,.,.,.,395,.,.,.,.,420
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,446,401,.,468,376,291,515,.,370,.,369,.,371,.,514,.,364,399
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA29E,302,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,364,.,.,.,.,.,.,364
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,728,.,.,.,.,.,.,.,.,.,.,728
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,351,.,.,.,.,.,.,.,.,349,.,.,.,.,.,.,349
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,867,.,.,.,.,867
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,357,345,.,.,376,409,.,.,333,.,412,.,547,.,656,.,307,450
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,389,.,.,.,.,.,.,997,.,.,.,.,693
AA29F,180,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,446,401,429,468,376,291,515,.,370,.,348,.,369,.,514,.,364,394
AA29F,301,Transient Ischaemic Attack with CC Score 0-4,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA29F,302,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,339,.,.,.,.,.,.,339
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,.,.,474,.,.,.,.,.,.,471,.,613,.,.,.,.,496
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,351,.,.,.,.,.,.,.,.,332,.,.,.,.,.,.,344
AA29F,400,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,861,.,.,.,.,861
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,357,345,515,.,376,409,.,.,.,.,345,.,541,.,656,.,307,413
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",446,.,.,468,.,.,.,.,370,.,.,.,.,.,.,.,.,432
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",446,.,.,468,376,.,.,.,.,.,.,.,369,.,.,.,364,384
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",446,401,.,.,376,291,.,.,.,.,.,.,366,.,514,.,364,385
AA30F,340,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,353,.,.,.,.,.,.,.,.,.,.,.,353
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,345,.,.,.,.,.,.,.,.,.,.,535,.,656,.,.,512
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",446,401,.,.,376,.,.,.,.,.,.,.,418,.,.,.,364,399
AA31C,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,548,.,.,.,.,548
AA31D,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,223,.,.,.,.,.,.,223
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",446,401,.,468,376,.,.,.,370,.,346,.,369,.,514,.,364,389
AA31D,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,331,.,.,.,.,.,.,331
AA31D,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,498
AA31D,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",357,345,515,.,376,.,.,.,.,.,355,.,551,.,.,.,307,449
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",446,444,.,.,439,.,.,.,.,.,.,.,390,.,656,.,443,469
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577
AA31E,130,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,572,.,.,.,.,572
AA31E,140,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,628,628
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,"1,138",.,.,.,.,"1,138"
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,367,.,313,"1,000",.,.,.,.,.,223,.,280,.,.,.,.,700
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",446,409,435,472,376,291,515,.,370,.,350,.,369,.,514,.,364,396
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,334,.,474,.,.,.,.,345
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",580,.,.,474,.,558,.,.,.,.,.,.,.,.,.,498,457,502
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,351,.,.,.,.,.,.,.,.,336,.,.,.,.,.,.,345
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,852,.,.,.,.,852
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",357,345,515,.,376,409,.,.,.,378,341,.,539,.,656,.,307,434
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",593,926,.,"1,225",906,"1,096",.,.,.,.,.,.,513,.,.,.,729,831
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",474,827,.,.,"1,092",.,.,.,.,.,.,.,.,.,.,.,595,696
AA33C,300,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",446,.,.,.,.,.,.,.,.,.,471,.,506,.,.,.,.,502
AA33C,302,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,457,.,.,.,.,.,.,457
AA33C,340,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,495,.,.,.,.,.,.,495
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,978,.,.,.,.,978
AA33C,430,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",357,.,.,.,.,.,.,.,.,.,.,.,662,.,.,.,.,509
AA33D,300,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,501,.,.,.,.,501
AA33D,420,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",745,.,.,.,.,.,.,.,.,.,.,.,868,.,.,.,.,844
AA33D,421,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,246",.,.,.,.,"1,246"
AA35A,300,Stroke with CC Score 16+,.,401,.,.,.,.,.,.,.,.,.,.,366,.,.,.,364,368
AA35A,430,Stroke with CC Score 16+,.,345,.,.,.,.,.,.,.,.,.,.,535,440,.,.,.,402
AA35B,110,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,664
AA35B,300,Stroke with CC Score 13-15,446,401,.,.,.,291,.,.,.,.,.,.,366,.,.,.,364,374
AA35B,302,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,444,.,.,.,.,.,.,444
AA35B,340,Stroke with CC Score 13-15,.,.,.,.,.,353,.,.,.,.,.,.,.,.,.,.,.,353
AA35B,361,Stroke with CC Score 13-15,.,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,682
AA35B,400,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA35B,430,Stroke with CC Score 13-15,.,345,.,.,.,.,.,.,.,378,340,.,535,.,.,.,307,437
AA35C,100,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,"1,001",.,.,.,.,"1,001"
AA35C,300,Stroke with CC Score 10-12,.,401,.,.,376,.,515,.,.,.,.,.,366,.,514,.,364,385
AA35C,302,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
AA35C,340,Stroke with CC Score 10-12,.,351,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,339
AA35C,400,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA35C,430,Stroke with CC Score 10-12,.,345,.,.,376,.,.,.,.,378,.,.,544,.,656,.,307,469
AA35D,100,Stroke with CC Score 7-9,446,.,.,.,.,.,.,.,.,.,.,.,390,.,.,.,.,418
AA35D,300,Stroke with CC Score 7-9,446,401,.,468,376,291,.,.,370,.,355,.,368,.,514,.,364,390
AA35D,301,Stroke with CC Score 7-9,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA35D,302,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,341,.,.,.,.,.,.,341
AA35D,320,Stroke with CC Score 7-9,.,392,.,474,.,.,.,.,.,.,539,.,.,.,.,.,457,466
AA35D,340,Stroke with CC Score 7-9,.,351,.,.,832,.,.,.,.,.,327,.,.,.,.,.,.,402
AA35D,400,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,852,.,.,.,.,852
AA35D,430,Stroke with CC Score 7-9,357,345,515,.,376,.,.,.,.,378,.,.,540,440,656,.,307,435
AA35E,100,Stroke with CC Score 4-6,446,.,.,.,439,389,.,.,.,.,.,.,390,.,.,.,.,404
AA35E,300,Stroke with CC Score 4-6,446,401,.,468,376,291,.,.,370,.,364,.,366,.,514,.,364,384
AA35E,301,Stroke with CC Score 4-6,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA35E,302,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,337,.,.,.,.,.,.,337
AA35E,320,Stroke with CC Score 4-6,.,392,.,474,.,558,.,.,.,.,.,.,.,.,.,.,.,456
AA35E,340,Stroke with CC Score 4-6,.,351,.,.,.,.,.,.,.,.,331,.,.,.,.,.,.,341
AA35E,361,Stroke with CC Score 4-6,.,.,.,.,.,452,.,.,.,.,.,.,"1,251",.,.,.,.,852
AA35E,400,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,858,.,.,.,.,858
AA35E,430,Stroke with CC Score 4-6,357,345,.,.,376,409,.,.,.,.,343,.,538,440,656,.,307,447
AA35F,100,Stroke with CC Score 0-3,.,.,.,.,.,389,.,.,.,.,.,.,694,.,.,.,.,541
AA35F,300,Stroke with CC Score 0-3,446,401,429,468,376,291,515,.,370,.,350,.,366,.,514,.,372,391
AA35F,301,Stroke with CC Score 0-3,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA35F,302,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
AA35F,320,Stroke with CC Score 0-3,.,392,.,474,.,558,.,.,.,.,482,.,613,.,.,.,.,484
AA35F,340,Stroke with CC Score 0-3,.,351,.,.,.,.,.,.,.,.,334,.,.,.,.,.,.,347
AA35F,400,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,852,.,.,.,.,852
AA35F,430,Stroke with CC Score 0-3,357,345,517,.,376,409,.,.,.,.,343,.,537,.,656,.,307,415
AA50C,150,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"7,513",.,.,.,.,"7,513"
AA51C,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"7,049",.,.,.,.,"7,049"
AA51D,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"10,361",.,.,.,.,"10,361"
AA51D,430,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"3,353",.,.,.,.,"3,353"
AA51F,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"7,435",.,.,.,.,"7,435"
AA51G,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"12,810",.,.,.,.,"12,810"
AA52A,100,"Very Major Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,"4,809",.,.,.,.,"4,809"
AA52B,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"3,353",.,.,.,.,"3,353"
AA52C,150,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"5,589",.,.,.,.,"5,589"
AA52C,300,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"3,630",.,.,.,.,"3,630"
AA52C,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"3,353",.,.,.,.,"3,353"
AA52D,300,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,710",.,.,.,.,"4,710"
AA52D,400,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,438",.,.,.,.,"4,438"
AA52D,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"3,353",.,.,.,.,"3,353"
AA52F,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"6,925",.,.,.,.,"6,925"
AA52G,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"6,051",.,.,.,.,"6,051"
AA53B,150,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"6,377",.,.,.,.,"6,377"
AA53C,150,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"5,579",.,.,.,.,"5,579"
AA53C,400,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"2,521",.,.,.,.,"2,521"
AA53D,150,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"3,901",.,.,.,.,"3,901"
AA53D,300,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"5,592",.,.,.,.,"5,592"
AA53G,150,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"5,060",.,.,.,.,"5,060"
AA55A,300,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
AA55C,160,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,547","1,547"
AA56A,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"8,550",.,.,.,.,"8,550"
AA56B,160,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,981","1,981"
AA60A,150,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"12,907",.,.,.,.,"12,907"
AA80Z,300,Complex Long Term EEG Monitoring,.,.,.,.,376,.,.,.,.,.,.,.,"1,010",.,.,.,.,587
AA80Z,420,Complex Long Term EEG Monitoring,.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,902
AA81Z,800,Standard Long Term EEG Monitoring,.,.,"1,269",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,269"
BZ24E,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,.,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,439
BZ24E,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,401,.,.,.,.,.,.,370,.,.,.,.,.,514,.,.,421
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",446,.,.,.,.,.,.,.,.,.,.,.,390,.,656,.,.,497
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",440,.,.,.,.,.,.,.,.,.,.,.,471,.,.,.,.,450
BZ24F,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
BZ24F,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",446,401,.,468,376,291,.,.,370,.,344,.,370,.,514,.,364,378
BZ24F,302,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,338,.,.,.,.,.,.,338
BZ24F,340,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,351,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,337
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,345,.,.,376,.,.,.,.,.,340,.,535,.,.,.,307,425
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",446,444,.,549,439,389,.,.,.,.,.,.,545,.,656,.,.,503
BZ24G,101,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,624
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",577,.,.,.,.,.,.,.,.,.,.,.,597,.,.,.,.,587
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",440,.,.,.,.,.,.,.,.,.,.,.,545,.,.,.,.,528
BZ24G,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,367,.,.,"1,000",.,.,.,.,.,.,.,280,.,.,.,.,688
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",446,401,.,468,376,291,515,.,.,.,377,.,375,.,514,.,364,391
BZ24G,301,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
BZ24G,302,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,331,.,474,.,.,.,.,359
BZ24G,320,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,463
BZ24G,340,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,351,.,.,.,.,.,.,.,.,332,.,.,.,.,.,.,336
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
BZ24G,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,345,.,.,376,.,.,.,.,.,340,.,536,.,.,.,307,456
