HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,418","3,418"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4","10,048",.,"9,337",.,"9,741",.,.,.,.,.,.,"13,530",.,.,.,"3,860","10,176"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+","7,134","1,821",.,.,"1,504",.,.,.,.,.,955,"2,939",.,.,.,.,"2,273"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8","4,038","2,108","13,468","5,148",752,"12,204","1,545",.,.,.,"2,468",.,.,"1,542",.,"6,192","8,886"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4","10,682","1,529","6,690",.,"5,709","1,065",.,.,.,"5,665",.,"5,082",.,.,.,849,"6,380"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+","2,956","4,033","6,921",.,"4,669",.,.,.,"7,769",.,"4,854","4,216","6,601",.,.,"4,682","4,418"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","3,338","1,649","2,418","1,812","2,143","2,484",.,.,"2,408",.,"2,052","4,007",.,"3,344",.,"2,889","2,749"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","3,143","1,312",.,.,"1,453",.,.,.,"1,298",.,.,"3,138",.,"5,343",.,"2,544","2,456"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+","1,793","1,561","2,290","2,391","1,516","1,551","2,832",.,"1,368","2,266","1,462","1,194","2,640","2,533",.,"1,455","1,604"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","1,336","1,181","1,565","1,647","1,366",954,"1,692",.,"1,230","1,259",967,"1,189","1,540","1,952",.,"1,269","1,298"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",554,470,482,514,438,359,515,.,370,378,302,522,.,621,.,494,493
CD04A,"Major Surgical Removal of Tooth, 19 years and over","3,627",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,967","2,520"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"8,010",.,.,.,.,"8,010"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"9,633",.,.,.,.,"9,633"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"8,944",.,.,.,.,"8,944"
DZ02M,"Complex Thoracic Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"15,912",.,.,.,.,"15,912"
DZ09J,"Pulmonary Embolus with Interventions, with CC Score 9+",.,"6,360",.,.,.,.,"11,526",.,.,.,.,"33,281",.,.,.,"7,031","11,101"
DZ09K,"Pulmonary Embolus with Interventions, with CC Score 0-8",.,"13,547","10,795","3,042","6,206","1,356",.,.,.,.,.,"3,327",.,.,.,"4,929","6,176"
DZ09L,"Pulmonary Embolus without Interventions, with CC Score 12+",.,"2,020",.,.,"3,564","2,615","6,695",.,.,.,"2,375",.,.,.,.,"1,566","2,943"
DZ09M,"Pulmonary Embolus without Interventions, with CC Score 9-11","4,253","3,245","4,516","5,850","2,704","5,230",.,.,"4,627",.,"3,715","2,505","10,122",.,.,"1,530","3,716"
DZ09N,"Pulmonary Embolus without Interventions, with CC Score 6-8","3,289","2,001","3,113","2,580","2,165","1,711","1,030","4,295","2,651","4,532","3,194","2,141","6,161","2,913",.,"1,904","2,455"
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5","2,858","2,342","2,852","2,136","2,573","2,035","2,963",.,"1,664",.,"1,774","2,417",.,"2,695",.,"1,727","2,291"
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2","1,616","1,450","1,969","1,851","1,724","1,589","2,060",.,"1,603",.,"1,221","1,304",.,"2,291",.,"1,355","1,547"
DZ10H,"Lung Abscess-Empyema with Interventions, with CC Score 9+",.,.,.,.,"8,144",.,.,.,.,.,.,.,.,.,.,.,"8,144"
DZ10J,"Lung Abscess-Empyema with Interventions, with CC Score 5-8","4,459",.,.,.,"1,504","8,369",.,.,.,.,"5,592","7,597",.,.,.,"5,732","5,145"
DZ10K,"Lung Abscess-Empyema with Interventions, with CC Score 0-4",.,.,.,.,"2,739","5,811",.,.,"2,654",.,.,"8,163",.,.,.,"4,885","4,276"
DZ10L,"Lung Abscess-Empyema without Interventions, with CC Score 9+",.,"5,534",.,.,"2,381",.,"6,695",.,.,.,.,"5,033",.,.,.,.,"4,012"
DZ10M,"Lung Abscess-Empyema without Interventions, with CC Score 5-8","3,716",.,"6,698",.,"1,128","2,182","4,120",.,.,.,.,"4,044",.,.,.,"2,841","3,311"
DZ10N,"Lung Abscess-Empyema without Interventions, with CC Score 0-4",.,"3,162","4,539",.,"2,609","3,341","2,060",.,.,.,"3,896","4,256",.,"5,140",.,"4,006","3,551"
DZ11K,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 14+",.,"13,351",.,"5,616","9,878",.,"8,694",.,.,.,.,.,.,.,.,.,"9,385"
DZ11L,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 9-13",.,"9,338",.,"8,893","4,319","3,196",.,"12,362",.,.,.,"10,896",.,.,.,"8,962","8,889"
DZ11M,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 0-8",.,"5,218","3,276","6,084","2,067","5,811",.,"8,601","4,009",.,"13,723","16,106",.,"12,337",.,"1,931","6,306"
DZ11N,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+","2,229","8,198","6,206","5,928","3,554","2,712","3,665",.,"8,136",.,"7,423","7,186",.,.,.,"2,162","5,581"
DZ11P,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12","5,119","4,988","9,749","6,540","4,103","2,544","5,843",.,"3,699","14,729","4,414","3,821",.,"9,261",.,"6,223","4,989"
DZ11Q,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","4,292","3,434","4,451","3,703","3,128","2,935","4,004",.,"3,733",.,"3,526","5,309",.,"5,787",.,"3,241","3,884"
DZ11R,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+","5,015","3,359","7,354","4,914","2,591","3,479","6,523",.,"7,878","6,137","4,273","3,868","11,222","11,536",.,"5,444","4,829"
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","3,773","3,591","4,568","5,738","2,761","3,203","5,875",.,"3,702","6,582","3,376","2,319","8,435","7,598",.,"3,129","3,826"
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","3,100","2,777","3,105","3,776","2,227","2,591","3,910",.,"2,753","5,445","2,729","2,571","5,193","5,079",.,"2,244","2,876"
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","2,445","2,226","3,083","3,514","2,075","2,021","3,139","5,236","2,068","4,700","2,362","2,161","1,320","3,986",.,"1,883","2,371"
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","2,211","1,771","2,090","2,230","1,654","1,614","2,622",.,"1,581","2,833","1,600","1,547",.,"2,773",.,"1,516","1,798"
DZ12C,Bronchiectasis with CC Score 8+,"3,092","4,602","2,256","5,616","1,773",.,"4,588",.,"4,500",.,"6,312","3,022","6,601","7,350",.,"2,873","3,947"
DZ12D,Bronchiectasis with CC Score 5-7,"1,640","2,235","2,770","3,096","2,731","2,907","3,133",.,"1,965",.,"3,479","2,519",.,"3,133",.,"1,899","2,624"
DZ12E,Bronchiectasis with CC Score 2-4,"2,256","2,124","2,949","2,018","1,128","1,017","3,719",.,"1,988",.,"1,681","2,242",.,"2,649",.,"2,403","2,392"
DZ12F,Bronchiectasis with CC Score 0-1,"1,456","1,054","2,417","1,248","1,504",.,.,.,"1,405",.,"1,511","2,386",.,"2,654",.,"1,311","1,897"
DZ14F,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",.,"5,270",.,"3,744","3,383",.,.,.,.,.,.,"9,376",.,.,.,"1,773","6,043"
DZ14G,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",.,"4,040",.,"5,148",.,.,"3,605",.,.,.,.,.,.,.,.,.,"4,208"
DZ14H,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,.,"7,020",.,.,"2,575",.,.,.,.,"2,756",.,.,.,.,"3,777"
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2","2,675","2,635","1,939",.,"1,598",.,.,.,"1,849",.,"2,649","2,691",.,.,.,.,"2,326"
DZ15M,Asthma with Interventions,"3,344","3,396",.,"5,148",752,.,.,.,"3,329",.,"8,625",.,.,.,.,"2,185","3,934"
DZ15N,"Asthma without Interventions, with CC Score 9+","3,414","2,614","6,271","5,967","2,634",.,"5,150",.,"3,593",.,.,.,.,"2,956",.,"1,238","3,304"
DZ15P,"Asthma without Interventions, with CC Score 6-8","2,066","1,827","2,053","2,345","1,410","3,906","1,957",.,"1,997",.,"2,246","1,254","4,841","3,712",.,"1,628","2,145"
DZ15Q,"Asthma without Interventions, with CC Score 3-5","1,593","1,508","1,820","1,907","1,437","1,123","2,163",.,971,.,"1,429","1,613",.,"2,073",.,"1,243","1,549"
DZ15R,"Asthma without Interventions, with CC Score 0-2","1,258","1,101","1,280","1,323","1,144",931,"1,442",.,"1,202",.,"1,069","1,177",.,"1,589",.,"1,086","1,158"
DZ16H,"Pleural Effusion with Multiple Interventions, with CC Score 11+","5,797",.,.,.,"4,135",.,.,.,.,.,"3,761",.,.,.,.,"2,660","4,088"
DZ16J,"Pleural Effusion with Multiple Interventions, with CC Score 6-10","11,593","4,567","3,741",.,.,.,.,.,"3,085",.,"8,966","4,245",.,"17,220",.,"4,445","7,153"
DZ16K,"Pleural Effusion with Multiple Interventions, with CC Score 0-5","8,026",.,"7,933",.,"1,128",.,.,.,"5,674",.,.,"5,852",.,.,.,"3,850","5,811"
DZ16L,"Pleural Effusion with Single Intervention, with CC Score 11+","1,338","5,629","5,839",.,940,.,.,.,"3,455",.,.,.,.,.,.,.,"3,892"
DZ16M,"Pleural Effusion with Single Intervention, with CC Score 6-10",.,"3,182","1,676","5,148","1,629","2,726",.,.,.,.,"3,893","3,767",.,"3,598",.,"4,410","3,296"
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5","2,529","2,591","4,025","2,462","2,760","1,647",.,.,"2,555",.,"3,484","3,007",.,"4,112",.,"2,951","2,882"
DZ16P,"Pleural Effusion without Interventions, with CC Score 11+","2,229","3,584","1,622","4,680","3,759",.,.,.,.,.,.,.,.,.,.,"4,371","2,583"
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10","2,262","2,638","3,188","3,401","1,940",872,"2,060",.,.,.,"3,181","1,839","4,401","3,210",.,"1,897","2,439"
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5","1,873","1,398","2,152","1,984","1,309","1,470","1,030",.,"1,331",.,"1,271","1,741",.,"2,736",.,"1,579","1,754"
DZ17L,"Respiratory Neoplasms with Multiple Interventions, with CC Score 10+",.,.,"8,040",.,"3,383",.,.,.,"5,674",.,.,.,.,.,.,"1,567","4,666"
DZ17M,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9","13,971",.,.,"3,744","9,022",.,.,.,.,.,"7,276",.,.,.,.,"3,443","8,605"
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5","3,567","6,473","12,085","7,884",.,581,.,.,.,.,"8,979","3,586",.,.,.,"7,117","7,250"
DZ17P,"Respiratory Neoplasms with Single Intervention, with CC Score 10+","6,207","6,867","4,811","5,081","1,879",.,.,.,"7,823",.,.,"4,441",.,.,.,"3,692","4,610"
DZ17Q,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9","5,119","4,876","5,628","5,382","3,233","2,179","2,060",.,.,.,"5,754","4,689",.,"1,542",.,"5,172","4,501"
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5","3,330","3,215","4,892","4,209","2,291","1,840",.,.,"3,024",.,"4,453","4,771",.,"3,452",.,"3,508","3,773"
DZ17S,"Respiratory Neoplasms without Interventions, with CC Score 13+","4,337","5,121","10,761","1,872","2,450",.,.,.,"14,054",.,.,.,"19,803","5,251",.,"5,181","5,912"
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12","3,118","3,373","3,979","3,393","1,928","1,261","5,150",.,"3,575","3,588","2,891","2,646","4,841","9,576",.,"2,968","3,233"
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7","3,088","4,533","3,874","2,640","2,227","2,075","2,403",.,"2,715","1,133","2,878","2,387","8,361","6,011",.,"2,337","3,281"
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3","2,252","2,397","3,316","1,638","2,530","1,513",.,.,"2,589",.,"2,804","1,538",.,"3,801",.,"2,062","2,645"
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+","2,229",.,.,"2,808",.,.,.,.,.,.,"1,392","3,387",.,.,.,"5,099","2,990"
DZ18E,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"3,677",.,.,.,.,"3,677"
DZ18F,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+","3,567",.,.,.,"1,755",.,.,.,.,.,"1,762",.,.,"2,570",.,"2,550","2,184"
DZ18G,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,"2,265",.,752,.,"3,090",.,.,.,"1,962","1,282",.,.,.,"2,185","1,810"
DZ19H,Other Respiratory Disorders with Multiple Interventions,.,.,.,"2,808","6,396",.,.,.,"3,334",.,.,"8,817",.,"6,563",.,"4,631","5,815"
DZ19J,"Other Respiratory Disorders with Single Intervention, with CC Score 5+","2,229","2,701","2,517",.,"13,119",872,.,.,.,.,"3,013","4,987",.,"1,028",.,"3,107","3,377"
DZ19K,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4","3,330","2,669","3,853",.,"3,949",.,.,.,.,.,"1,714","2,331",.,"5,671",.,"3,296","3,136"
DZ19L,"Other Respiratory Disorders without Interventions, with CC Score 11+","4,062","2,757",.,.,"1,353","4,068",.,.,.,.,"2,373","2,413",.,.,.,"2,013","2,349"
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10","1,720","1,562","1,765","1,583","1,504","1,415","2,446","2,980","1,268","2,266","1,670","1,588","2,288","2,760",996,"1,414","1,656"
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",457,386,523,595,387,327,515,.,370,378,409,463,.,573,498,430,446
DZ20D,Pulmonary Oedema with Interventions,.,.,.,.,752,872,.,.,.,.,"1,384","4,902",.,"4,626",.,.,"2,215"
DZ20E,"Pulmonary Oedema without Interventions, with CC Score 6+",892,"2,363","2,759","6,638","2,601","4,068",.,.,.,.,"2,646","3,927","7,921","9,681",.,"6,192","3,319"
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5","1,160","3,093","1,241","4,267","2,931","1,356","1,545",.,.,.,"1,002","1,830",.,"3,679",.,"1,720","2,432"
DZ22K,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 9+","2,857","7,905","8,133","5,850","3,236","1,453","2,514",.,"1,606","7,931","2,650","3,201",.,.,.,"4,002","4,922"
DZ22L,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8","2,630","2,443","5,386","6,557","5,114","2,760",.,.,.,.,.,"6,434",.,"7,934",.,"4,061","4,981"
DZ22M,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+","6,383","5,288","4,083",.,"3,081","3,196",.,.,"5,233","6,572","1,489","10,010","14,963","4,626",.,"2,902","4,246"
DZ22N,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12","2,712","2,779","3,854","6,081","2,816","1,852","4,782","4,592","2,244","6,326","2,971","2,301","4,973","6,301",.,"2,262","3,639"
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8","2,539","1,933","2,613","3,239","1,808","1,733","2,988","3,366","1,655","3,752","2,042","1,603","4,049","3,851",.,"1,836","2,234"
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4","1,739","1,520","1,834","1,954","1,476","1,291","2,071",.,"1,551",.,"1,352","1,289",.,"2,254",.,"1,341","1,586"
DZ23H,Bronchopneumonia with Multiple Interventions,"15,727","2,108","1,565","9,829","3,759",.,.,.,.,.,.,.,.,"15,752",.,"2,423","6,659"
DZ23J,"Bronchopneumonia with Single Intervention, with CC Score 11+","1,784","5,232","6,238",.,"2,161",.,.,.,"2,716",.,"3,813",.,.,"19,034",.,"5,141","5,327"
DZ23K,"Bronchopneumonia with Single Intervention, with CC Score 0-10","4,896","4,328","2,382","6,425","2,769","4,909",.,.,"12,249",.,856,.,"10,122","7,196",.,"6,021","4,680"
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+","2,743","3,553","4,872","4,914","3,580","1,743","3,090",.,"4,472","4,406","4,460","2,521","8,361","10,896",.,"3,453","4,179"
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10","3,829","3,627","4,205","4,628","2,729","3,162",.,.,"2,572","5,287","3,485","2,796",.,"5,347",.,"3,001","3,624"
DZ23N,"Bronchopneumonia without Interventions, with CC Score 0-5","3,087","3,084","3,546","3,338","2,431","1,833",.,.,"1,927",.,"1,469","2,411",.,"3,742",.,"2,267","2,877"
DZ24J,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 10+",.,"7,399",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,399"
DZ24K,"Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 0-9",.,"3,782",.,.,.,.,.,.,.,.,"20,895","21,494",.,.,.,.,"18,442"
DZ24L,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 10+","12,931","5,002","12,497","9,361","2,584","3,112","12,299",.,.,.,"11,534","2,106",.,.,.,"6,426","6,431"
DZ24M,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9","16,056","6,971","5,594","6,005","6,204","3,536","6,349",.,"5,917",.,"5,472","4,425",.,"2,056",.,"7,444","6,416"
DZ24N,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,"7,027","10,800",.,"5,053",.,"10,986",.,"4,099",.,"6,692",.,"6,601",.,.,"5,828","6,572"
DZ24P,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13","6,911","5,884","2,573","6,557","3,644","2,352","10,565",.,"6,032","6,232","4,791","5,580","5,721","9,897",.,"3,998","5,453"
DZ24Q,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9","3,302","3,599","4,450","4,837","3,080","3,045","4,120",.,"3,463","5,162","3,165","2,382","9,242","5,289",.,"2,239","3,408"
DZ24R,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5","2,475","2,451","2,989","2,854","2,431","2,248","3,296",.,"2,360",.,"2,949","1,819",.,"4,115",.,"2,095","2,561"
DZ25G,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 7+",.,"2,811",.,"1,872",.,.,.,.,"3,331",.,.,"5,033",.,.,.,.,"3,262"
DZ25H,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 0-6",.,"2,358",.,"7,488","6,014",581,"6,695",.,.,.,"2,415","1,051",.,.,.,.,"3,620"
DZ25J,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 10+",.,"2,811","8,080","4,212","6,265",.,"3,090",.,"6,657",.,"1,813","2,364","8,361",.,.,"4,016","5,385"
DZ25K,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9","2,006","2,137","3,794","3,276","1,739","1,743",.,.,"2,378",.,"4,011","6,230",.,.,.,"1,599","2,335"
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6","3,409","2,106","2,021","3,327","1,284","1,736",.,.,"2,351",.,"2,409","1,903",.,"4,305",.,"1,821","2,311"
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3","2,408","1,939","3,132","2,344","2,157","1,875",.,.,"1,849",.,"2,906","2,020",.,"3,084",.,"2,229","2,249"
DZ26G,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 6+","7,580",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,580"
DZ26H,"Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 0-5",.,"3,917",.,.,.,.,.,.,.,.,"3,332","5,627",.,.,.,"3,451","3,824"
DZ26J,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 6+","4,606","7,378",.,"12,076","1,504",.,.,.,.,.,.,"6,225","3,521",.,.,"2,554","4,920"
DZ26K,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 3-5","2,675","5,035",.,"4,680","1,879",.,.,.,"3,517",.,"8,233","5,862",.,"5,375",.,"5,564","4,982"
DZ26L,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 0-2","3,708","2,927","3,670","3,962","2,368",.,.,.,.,.,.,"2,883",.,"5,656",.,"2,230","3,084"
DZ26M,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 6+","3,493","2,796","7,834","5,311","2,556","1,945",.,.,"4,808","1,888","6,135","1,529",.,"4,921",.,"3,550","3,490"
DZ26N,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5","3,013","2,400",.,"2,909","1,630","2,960",.,.,.,.,"1,497","3,408",.,"4,593",.,"1,911","2,635"
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2","3,033","2,080",.,"2,590","1,442","1,410",.,.,.,.,"2,054","2,005",.,"2,470",.,"1,422","1,876"
DZ27N,"Respiratory Failure with Multiple Interventions, with CC Score 0-10","3,121",.,"2,319",.,.,.,.,.,.,.,.,"14,184",.,.,.,.,"5,486"
DZ27P,"Respiratory Failure with Single Intervention, with CC Score 11+","3,121","2,035",.,.,"3,289",.,.,.,.,.,.,"2,040",.,.,.,"6,192","2,769"
DZ27Q,"Respiratory Failure with Single Intervention, with CC Score 6-10","3,766","4,283",.,"11,853","1,942","1,865","12,874",.,"5,178",.,"6,009","3,928",.,.,.,"5,706","3,927"
DZ27R,"Respiratory Failure with Single Intervention, with CC Score 0-5","3,703","1,051","5,158","2,340",.,"2,059","2,575",.,"2,342",.,"3,174","3,622",.,.,.,"1,876","2,671"
DZ27S,"Respiratory Failure without Interventions, with CC Score 11+","5,685","2,108","14,982",.,"4,108",.,.,.,.,.,"2,502","3,208","17,163",.,.,"3,805","5,093"
DZ27T,"Respiratory Failure without Interventions, with CC Score 6-10","4,713","2,322","2,930","6,695","2,757","2,325","4,635",.,"3,329",.,"3,635","3,097",.,"5,415",.,"1,527","2,878"
DZ27U,"Respiratory Failure without Interventions, with CC Score 0-5","2,377","2,531","2,299","1,404","2,067","2,165","2,692",.,"1,479",.,"2,205","1,391",.,"3,598",.,"1,714","2,105"
DZ28A,Pleurisy with CC Score 3+,.,.,.,.,.,.,.,.,.,.,763,.,.,.,.,"1,457",994
DZ28B,Pleurisy with CC Score 0-2,.,.,.,474,.,.,.,.,.,.,336,510,.,.,.,443,420
DZ29G,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with Interventions",.,"2,031",.,.,.,"3,164",.,.,.,.,.,.,.,.,.,"1,495","2,043"
DZ29H,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 5+",.,.,"2,477",.,"2,819",.,.,"5,222","3,807",.,.,"2,803",.,.,.,"1,374","2,666"
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4","2,097","2,561","1,802","1,248","1,504",.,.,"3,843",.,.,"1,763",.,.,.,.,.,"2,093"
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",.,"2,119","1,174","3,042","1,879",.,.,.,.,.,.,"2,794",.,.,.,.,"2,218"
DZ51Z,Complex Tuberculosis,.,"10,540",.,.,.,.,.,.,.,.,.,"25,064",.,.,.,"17,483","19,126"
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"16,578",.,.,.,.,"16,578"
