Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
31-Dec-2007,Southern,Paediatrics,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,
31-Dec-2007,Southern,Gynaecology,Acute Services,316,297,119,0,0,,,--,--,--,--,--,732,
31-Dec-2007,Southern,GP Other,Acute Services,40,15,3,0,0,,,--,--,--,--,--,58,
31-Dec-2007,Southern,Clinical Oncology,Acute Services,7,1,0,0,0,,,--,--,--,--,--,8,
31-Dec-2007,Western,General Surgery,Acute Services,651,491,239,0,0,,,--,--,--,--,--,"1,381",
31-Dec-2007,Western,Urology,Acute Services,164,89,54,0,0,,,--,--,--,--,--,307,
31-Dec-2007,Western,T & O Surgery,Acute Services,202,274,236,1,0,,,--,--,--,--,--,713,
31-Dec-2007,Western,ENT,Acute Services,171,196,92,0,0,,,--,--,--,--,--,459,
31-Dec-2007,Western,Ophthalmology,Acute Services,293,277,264,0,0,,,--,--,--,--,--,834,
31-Dec-2007,Western,Oral Surgery,Acute Services,105,21,7,0,0,,,--,--,--,--,--,133,
31-Dec-2007,Western,Pain Management,Acute Services,38,40,28,0,0,,,--,--,--,--,--,106,
31-Dec-2007,Western,General Medicine,Acute Services,464,512,166,0,0,,,--,--,--,--,--,"1,142",
31-Dec-2007,Western,Cardiology,Acute Services,41,33,7,0,0,,,--,--,--,--,--,81,
31-Dec-2007,Western,Paediatrics,Acute Services,1,0,2,0,0,,,--,--,--,--,--,3,
31-Dec-2007,Western,Gynaecology,Acute Services,235,233,94,0,0,,,--,--,--,--,--,562,
31-Dec-2007,Western,GP Other,Acute Services,62,2,1,0,0,,,--,--,--,--,--,65,
31-Dec-2007,Western,Obstetrics,Maternity & Child Health,1,0,0,0,0,,,--,--,--,--,--,1,
31-Mar-2008,Belfast,General Surgery,Acute Services,771,554,242,0,0,,,--,--,--,--,--,"1,567",
31-Mar-2008,Belfast,Urology,Acute Services,655,458,234,0,5,,,--,--,--,--,--,"1,352",
31-Mar-2008,Belfast,T & O Surgery,Acute Services,936,1250,1208,8,42,,,--,--,--,--,--,"3,444",
31-Mar-2008,Belfast,ENT,Acute Services,463,505,227,0,0,,,--,--,--,--,--,"1,195",
31-Mar-2008,Belfast,Ophthalmology,Acute Services,922,1207,812,0,0,,,--,--,--,--,--,"2,941",
31-Mar-2008,Belfast,Oral Surgery,Acute Services,57,86,31,0,0,,,--,--,--,--,--,174,
31-Mar-2008,Belfast,Paediatric Dentistry,Acute Services,36,18,17,0,0,,,--,--,--,--,--,71,
31-Mar-2008,Belfast,Neurosurgery,Acute Services,69,42,15,0,0,,,--,--,--,--,--,126,
31-Mar-2008,Belfast,Plastic Surgery,Acute Services,105,108,81,0,0,,,--,--,--,--,--,294,
31-Mar-2008,Belfast,Cardiac Surgery,Acute Services,113,127,91,0,0,,,--,--,--,--,--,331,
31-Mar-2008,Belfast,Paediatric Surgery,Acute Services,85,99,82,0,0,,,--,--,--,--,--,266,
31-Mar-2008,Belfast,Thoracic Surgery,Acute Services,35,23,14,0,0,,,--,--,--,--,--,72,
31-Mar-2008,Belfast,Accident & Emergency,Acute Services,11,10,1,0,0,,,--,--,--,--,--,22,
31-Mar-2008,Belfast,Anaesthetics,Acute Services,22,18,3,0,0,,,--,--,--,--,--,43,
31-Mar-2008,Belfast,Pain Management,Acute Services,159,101,87,0,0,,,--,--,--,--,--,347,
31-Mar-2008,Belfast,General Medicine,Acute Services,351,258,172,0,0,,,--,--,--,--,--,781,
31-Mar-2008,Belfast,Gastroenterology,Acute Services,452,446,205,0,0,,,--,--,--,--,--,"1,103",
31-Mar-2008,Belfast,Endocrinology,Acute Services,43,2,0,0,0,,,--,--,--,--,--,45,
31-Mar-2008,Belfast,Rehabilitation,Acute Services,1,2,1,0,0,,,--,--,--,--,--,4,
31-Mar-2008,Belfast,Cardiology,Acute Services,255,215,68,0,0,,,--,--,--,--,--,538,
31-Mar-2008,Belfast,Dermatology,Acute Services,34,28,10,0,0,,,--,--,--,--,--,72,
31-Mar-2008,Belfast,Thoracic Medicine,Acute Services,4,17,15,0,0,,,--,--,--,--,--,36,
31-Mar-2008,Belfast,Nephrology,Acute Services,31,26,5,0,0,,,--,--,--,--,--,62,
31-Mar-2008,Belfast,Medical Oncology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,
31-Mar-2008,Belfast,Neurology,Acute Services,72,38,24,0,0,,,--,--,--,--,--,134,
31-Mar-2008,Belfast,Rheumatology,Acute Services,13,9,4,0,0,,,--,--,--,--,--,26,
31-Mar-2008,Belfast,Gynaecology,Acute Services,413,212,101,0,0,,,--,--,--,--,--,726,
31-Mar-2008,Belfast,Clinical Oncology,Acute Services,28,0,0,0,0,,,--,--,--,--,--,28,
31-Mar-2008,Belfast,Radiology,Acute Services,2,3,0,0,0,,,--,--,--,--,--,5,
31-Mar-2008,Belfast,Mental Illness,Mental Health,1,1,0,0,0,,,--,--,--,--,--,2,
31-Mar-2008,Belfast,Child & Adolescent Psychiatry,Mental Health,1,2,1,0,0,,,--,--,--,--,--,4,
31-Mar-2008,Belfast,Psychotherapy,Mental Health,2,0,0,0,0,,,--,--,--,--,--,2,
31-Mar-2008,Northern,General Surgery,Acute Services,973,850,359,0,0,,,--,--,--,--,--,"2,182",
31-Mar-2008,Northern,Urology,Acute Services,163,47,33,0,0,,,--,--,--,--,--,243,
31-Mar-2008,Northern,ENT,Acute Services,204,170,70,0,0,,,--,--,--,--,--,444,
31-Mar-2008,Northern,Oral Surgery,Acute Services,2,7,1,0,0,,,--,--,--,--,--,10,
31-Mar-2008,Northern,Pain Management,Acute Services,118,114,86,0,0,,,--,--,--,--,--,318,
31-Mar-2008,Northern,General Medicine,Acute Services,161,85,41,0,0,,,--,--,--,--,--,287,
31-Mar-2008,Northern,Gastroenterology,Acute Services,485,373,131,0,0,,,--,--,--,--,--,989,
31-Mar-2008,Northern,Cardiology,Acute Services,6,16,4,0,0,,,--,--,--,--,--,26,
31-Mar-2008,Northern,Dermatology,Acute Services,33,77,17,0,0,,,--,--,--,--,--,127,
31-Mar-2008,Northern,Rheumatology,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,
31-Mar-2008,Northern,Gynaecology,Acute Services,255,304,205,0,0,,,--,--,--,--,--,764,
31-Mar-2008,Northern,GP Other,Acute Services,41,5,3,0,0,,,--,--,--,--,--,49,
31-Mar-2008,South Eastern,General Surgery,Acute Services,881,512,125,0,0,,,--,--,--,--,--,"1,518",
31-Mar-2008,South Eastern,Urology,Acute Services,37,31,3,0,0,,,--,--,--,--,--,71,
31-Mar-2008,South Eastern,T & O Surgery,Acute Services,17,4,0,0,0,,,--,--,--,--,--,21,
31-Mar-2008,South Eastern,ENT,Acute Services,101,98,17,0,0,,,--,--,--,--,--,216,
31-Mar-2008,South Eastern,Ophthalmology,Acute Services,94,117,24,0,0,,,--,--,--,--,--,235,
31-Mar-2008,South Eastern,Oral Surgery,Acute Services,61,46,15,0,0,,,--,--,--,--,--,122,
31-Mar-2008,South Eastern,Plastic Surgery,Acute Services,150,233,74,0,0,,,--,--,--,--,--,457,
31-Mar-2008,South Eastern,Paediatric Surgery,Acute Services,49,33,12,0,0,,,--,--,--,--,--,94,
31-Mar-2008,South Eastern,Pain Management,Acute Services,13,16,0,0,0,,,--,--,--,--,--,29,
31-Mar-2008,South Eastern,General Medicine,Acute Services,388,255,10,0,0,,,--,--,--,--,--,653,
31-Mar-2008,South Eastern,Haematology (Clinical),Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,
31-Mar-2008,South Eastern,Cardiology,Acute Services,26,13,1,0,0,,,--,--,--,--,--,40,
31-Mar-2008,South Eastern,Dermatology,Acute Services,44,27,3,0,0,,,--,--,--,--,--,74,
31-Mar-2008,South Eastern,Thoracic Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Mar-2008,South Eastern,Paediatrics,Acute Services,16,3,0,0,0,,,--,--,--,--,--,19,
31-Mar-2008,South Eastern,Gynaecology,Acute Services,249,176,42,0,0,,,--,--,--,--,--,467,
31-Mar-2008,South Eastern,GP Other,Acute Services,17,1,0,0,0,,,--,--,--,--,--,18,
31-Mar-2008,South Eastern,Clinical Oncology,Acute Services,1,1,0,0,0,,,--,--,--,--,--,2,
31-Mar-2008,South Eastern,Geriatric Medicine,Elderly Care,18,1,1,0,0,,,--,--,--,--,--,20,
31-Mar-2008,Southern,General Surgery,Acute Services,663,780,463,0,0,,,--,--,--,--,--,"1,906",
31-Mar-2008,Southern,Urology,Acute Services,186,250,195,0,0,,,--,--,--,--,--,631,
31-Mar-2008,Southern,T & O Surgery,Acute Services,26,56,49,0,0,,,--,--,--,--,--,131,
31-Mar-2008,Southern,ENT,Acute Services,261,348,248,0,0,,,--,--,--,--,--,857,
31-Mar-2008,Southern,Ophthalmology,Acute Services,68,63,36,0,0,,,--,--,--,--,--,167,
31-Mar-2008,Southern,Oral Surgery,Acute Services,10,25,8,0,0,,,--,--,--,--,--,43,
31-Mar-2008,Southern,Paediatric Dentistry,Acute Services,11,6,0,0,0,,,--,--,--,--,--,17,
31-Mar-2008,Southern,Pain Management,Acute Services,21,30,38,0,0,,,--,--,--,--,--,89,
31-Mar-2008,Southern,General Medicine,Acute Services,45,40,9,0,0,,,--,--,--,--,--,94,
31-Mar-2008,Southern,Gastroenterology,Acute Services,175,175,73,0,0,,,--,--,--,--,--,423,
31-Mar-2008,Southern,Haematology (Clinical),Acute Services,32,2,0,0,0,,,--,--,--,--,--,34,
31-Mar-2008,Southern,Cardiology,Acute Services,214,147,111,0,0,,,--,--,--,--,--,472,
31-Mar-2008,Southern,Dermatology,Acute Services,27,36,10,0,0,,,--,--,--,--,--,73,
31-Mar-2008,Southern,Thoracic Medicine,Acute Services,9,2,0,0,0,,,--,--,--,--,--,11,
31-Mar-2008,Southern,Neurology,Acute Services,0,1,1,0,0,,,--,--,--,--,--,2,
31-Mar-2008,Southern,Rheumatology,Acute Services,125,162,116,0,0,,,--,--,--,--,--,403,
31-Mar-2008,Southern,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Mar-2008,Southern,Gynaecology,Acute Services,300,264,156,0,1,,,--,--,--,--,--,721,
31-Mar-2008,Southern,GP Other,Acute Services,70,7,1,0,0,,,--,--,--,--,--,78,
31-Mar-2008,Southern,Clinical Oncology,Acute Services,6,0,0,0,0,,,--,--,--,--,--,6,
31-Mar-2008,Western,General Surgery,Acute Services,655,481,202,0,0,,,--,--,--,--,--,"1,338",
31-Mar-2008,Western,Urology,Acute Services,144,85,34,0,0,,,--,--,--,--,--,263,
31-Mar-2008,Western,T & O Surgery,Acute Services,262,270,158,0,0,,,--,--,--,--,--,690,
31-Mar-2008,Western,ENT,Acute Services,266,155,70,0,0,,,--,--,--,--,--,491,
31-Mar-2008,Western,Ophthalmology,Acute Services,281,273,89,0,0,,,--,--,--,--,--,643,
31-Mar-2008,Western,Oral Surgery,Acute Services,104,64,7,0,0,,,--,--,--,--,--,175,
31-Mar-2008,Western,Pain Management,Acute Services,53,38,20,0,0,,,--,--,--,--,--,111,
31-Mar-2008,Western,General Medicine,Acute Services,401,503,199,0,0,,,--,--,--,--,--,"1,103",
31-Mar-2008,Western,Cardiology,Acute Services,49,21,6,0,0,,,--,--,--,--,--,76,
31-Mar-2008,Western,Paediatrics,Acute Services,5,1,1,0,0,,,--,--,--,--,--,7,
31-Mar-2008,Western,Gynaecology,Acute Services,249,225,97,0,0,,,--,--,--,--,--,571,
31-Mar-2008,Western,GP Other,Acute Services,45,6,0,0,0,,,--,--,--,--,--,51,
30-Jun-2008,Belfast,General Surgery,Acute Services,778,479,175,1,0,,,--,--,--,--,--,"1,433",
30-Jun-2008,Belfast,Urology,Acute Services,737,394,116,7,0,,,--,--,--,--,--,"1,254",
30-Jun-2008,Belfast,T & O Surgery,Acute Services,1194,1097,487,37,0,,,--,--,--,--,--,"2,815",
30-Jun-2008,Belfast,ENT,Acute Services,538,408,111,0,0,,,--,--,--,--,--,"1,057",
30-Jun-2008,Belfast,Ophthalmology,Acute Services,1167,1196,523,0,0,,,--,--,--,--,--,"2,886",
30-Jun-2008,Belfast,Oral Surgery,Acute Services,51,91,29,0,0,,,--,--,--,--,--,171,
30-Jun-2008,Belfast,Paediatric Dentistry,Acute Services,20,13,9,0,0,,,--,--,--,--,--,42,
30-Jun-2008,Belfast,Neurosurgery,Acute Services,84,68,13,0,0,,,--,--,--,--,--,165,
30-Jun-2008,Belfast,Plastic Surgery,Acute Services,84,73,61,1,0,,,--,--,--,--,--,219,
30-Jun-2008,Belfast,Cardiac Surgery,Acute Services,88,133,90,0,0,,,--,--,--,--,--,311,
30-Jun-2008,Belfast,Paediatric Surgery,Acute Services,110,89,42,3,0,,,--,--,--,--,--,244,
30-Jun-2008,Belfast,Thoracic Surgery,Acute Services,36,33,6,0,0,,,--,--,--,--,--,75,
30-Jun-2008,Belfast,Accident & Emergency,Acute Services,21,3,1,0,0,,,--,--,--,--,--,25,
30-Jun-2008,Belfast,Anaesthetics,Acute Services,21,23,8,0,0,,,--,--,--,--,--,52,
30-Jun-2008,Belfast,Pain Management,Acute Services,183,98,54,0,0,,,--,--,--,--,--,335,
30-Jun-2008,Belfast,General Medicine,Acute Services,437,292,58,0,0,,,--,--,--,--,--,787,
30-Jun-2008,Belfast,Gastroenterology,Acute Services,515,431,201,0,0,,,--,--,--,--,--,"1,147",
30-Jun-2008,Belfast,Endocrinology,Acute Services,31,4,0,0,0,,,--,--,--,--,--,35,
30-Jun-2008,Belfast,Cardiology,Acute Services,326,140,35,3,1,,,--,--,--,--,--,505,
30-Jun-2008,Belfast,Dermatology,Acute Services,37,12,2,0,0,,,--,--,--,--,--,51,
30-Jun-2008,Belfast,Thoracic Medicine,Acute Services,9,9,1,0,0,,,--,--,--,--,--,19,
30-Jun-2008,Belfast,Nephrology,Acute Services,41,28,8,0,0,,,--,--,--,--,--,77,
30-Jun-2008,Belfast,Neurology,Acute Services,85,43,15,0,0,,,--,--,--,--,--,143,
30-Jun-2008,Belfast,Rheumatology,Acute Services,5,2,1,0,0,,,--,--,--,--,--,8,
30-Jun-2008,Belfast,Gynaecology,Acute Services,374,258,118,1,0,,,--,--,--,--,--,751,
30-Jun-2008,Belfast,GP Other,Acute Services,10,0,0,0,0,,,--,--,--,--,--,10,
30-Jun-2008,Belfast,Radiology,Acute Services,18,12,0,0,0,,,--,--,--,--,--,30,
30-Jun-2008,Belfast,Mental Illness,Mental Health,1,0,0,0,0,,,--,--,--,--,--,1,
30-Jun-2008,Belfast,Child & Adolescent Psychiatry,Mental Health,1,0,0,0,0,,,--,--,--,--,--,1,
30-Jun-2008,Northern,General Surgery,Acute Services,1200,668,196,0,0,,,--,--,--,--,--,"2,064",
30-Jun-2008,Northern,Urology,Acute Services,200,92,37,0,0,,,--,--,--,--,--,329,
30-Jun-2008,Northern,ENT,Acute Services,264,185,41,0,0,,,--,--,--,--,--,490,
30-Jun-2008,Northern,Oral Surgery,Acute Services,5,11,1,0,0,,,--,--,--,--,--,17,
30-Jun-2008,Northern,Pain Management,Acute Services,99,94,77,0,0,,,--,--,--,--,--,270,
30-Jun-2008,Northern,General Medicine,Acute Services,220,113,47,0,0,,,--,--,--,--,--,380,
30-Jun-2008,Northern,Gastroenterology,Acute Services,466,377,122,0,0,,,--,--,--,--,--,965,
30-Jun-2008,Northern,Cardiology,Acute Services,3,16,0,0,0,,,--,--,--,--,--,19,
30-Jun-2008,Northern,Dermatology,Acute Services,51,27,16,0,0,,,--,--,--,--,--,94,
30-Jun-2008,Northern,Rheumatology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Jun-2008,Northern,Gynaecology,Acute Services,325,241,95,0,0,,,--,--,--,--,--,661,
30-Jun-2008,Northern,GP Other,Acute Services,92,17,1,0,0,,,--,--,--,--,--,110,
30-Jun-2008,Northern,Obstetrics,Maternity & Child Health,1,0,0,0,0,,,--,--,--,--,--,1,
30-Jun-2008,South Eastern,General Surgery,Acute Services,914,380,47,0,0,,,--,--,--,--,--,"1,341",
30-Jun-2008,South Eastern,Urology,Acute Services,241,162,8,0,0,,,--,--,--,--,--,411,
30-Jun-2008,South Eastern,T & O Surgery,Acute Services,20,1,2,0,0,,,--,--,--,--,--,23,
30-Jun-2008,South Eastern,ENT,Acute Services,101,90,6,0,0,,,--,--,--,--,--,197,
30-Jun-2008,South Eastern,Ophthalmology,Acute Services,91,133,21,0,0,,,--,--,--,--,--,245,
30-Jun-2008,South Eastern,Oral Surgery,Acute Services,33,48,36,0,0,,,--,--,--,--,--,117,
30-Jun-2008,South Eastern,Neurosurgery,Acute Services,1,5,1,0,0,,,--,--,--,--,--,7,
30-Jun-2008,South Eastern,Plastic Surgery,Acute Services,162,201,80,0,0,,,--,--,--,--,--,443,
30-Jun-2008,South Eastern,Paediatric Surgery,Acute Services,51,28,4,0,0,,,--,--,--,--,--,83,
30-Jun-2008,South Eastern,Pain Management,Acute Services,17,9,2,0,0,,,--,--,--,--,--,28,
30-Jun-2008,South Eastern,General Medicine,Acute Services,512,220,54,0,0,,,--,--,--,--,--,786,
30-Jun-2008,South Eastern,Cardiology,Acute Services,29,12,0,0,0,,,--,--,--,--,--,41,
30-Jun-2008,South Eastern,Dermatology,Acute Services,117,8,2,0,0,,,--,--,--,--,--,127,
30-Jun-2008,South Eastern,Paediatrics,Acute Services,18,1,0,0,0,,,--,--,--,--,--,19,
30-Jun-2008,South Eastern,Gynaecology,Acute Services,253,145,14,0,0,,,--,--,--,--,--,412,
30-Jun-2008,South Eastern,GP Other,Acute Services,7,1,0,0,0,,,--,--,--,--,--,8,
30-Jun-2008,South Eastern,Geriatric Medicine,Elderly Care,64,5,0,0,0,,,--,--,--,--,--,69,
30-Jun-2008,Southern,General Surgery,Acute Services,871,824,249,0,0,,,--,--,--,--,--,"1,944",
30-Jun-2008,Southern,Urology,Acute Services,250,244,119,0,0,,,--,--,--,--,--,613,
30-Jun-2008,Southern,T & O Surgery,Acute Services,76,96,41,0,0,,,--,--,--,--,--,213,
30-Jun-2008,Southern,ENT,Acute Services,294,332,83,0,0,,,--,--,--,--,--,709,
30-Jun-2008,Southern,Ophthalmology,Acute Services,78,52,6,0,0,,,--,--,--,--,--,136,
30-Jun-2008,Southern,Oral Surgery,Acute Services,13,20,6,0,0,,,--,--,--,--,--,39,
30-Jun-2008,Southern,Paediatric Dentistry,Acute Services,15,5,0,0,0,,,--,--,--,--,--,20,
30-Jun-2008,Southern,Pain Management,Acute Services,29,37,23,0,0,,,--,--,--,--,--,89,
30-Jun-2008,Southern,General Medicine,Acute Services,58,27,14,0,0,,,--,--,--,--,--,99,
30-Jun-2008,Southern,Gastroenterology,Acute Services,225,173,96,0,0,,,--,--,--,--,--,494,
30-Jun-2008,Southern,Haematology (Clinical),Acute Services,30,1,0,0,0,,,--,--,--,--,--,31,
30-Jun-2008,Southern,Palliative Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Jun-2008,Southern,Cardiology,Acute Services,163,126,98,0,0,,,--,--,--,--,--,387,
30-Jun-2008,Southern,Dermatology,Acute Services,19,19,4,0,0,,,--,--,--,--,--,42,
30-Jun-2008,Southern,Thoracic Medicine,Acute Services,5,4,1,0,0,,,--,--,--,--,--,10,
30-Jun-2008,Southern,Neurology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,
30-Jun-2008,Southern,Rheumatology,Acute Services,138,188,155,0,0,,,--,--,--,--,--,481,
30-Jun-2008,Southern,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Jun-2008,Southern,Gynaecology,Acute Services,291,284,172,0,0,,,--,--,--,--,--,747,
30-Jun-2008,Southern,GP Other,Acute Services,83,10,1,0,0,,,--,--,--,--,--,94,
30-Jun-2008,Southern,Clinical Oncology,Acute Services,7,1,0,0,0,,,--,--,--,--,--,8,
30-Jun-2008,Western,General Surgery,Acute Services,858,482,85,0,0,,,--,--,--,--,--,"1,425",
30-Jun-2008,Western,Urology,Acute Services,166,95,27,0,1,,,--,--,--,--,--,289,
30-Jun-2008,Western,T & O Surgery,Acute Services,341,292,168,0,0,,,--,--,--,--,--,801,
30-Jun-2008,Western,ENT,Acute Services,289,217,67,0,0,,,--,--,--,--,--,573,
30-Jun-2008,Western,Ophthalmology,Acute Services,361,247,15,0,0,,,--,--,--,--,--,623,
30-Jun-2008,Western,Oral Surgery,Acute Services,183,47,3,0,0,,,--,--,--,--,--,233,
30-Jun-2008,Western,Pain Management,Acute Services,56,30,19,0,0,,,--,--,--,--,--,105,
30-Jun-2008,Western,General Medicine,Acute Services,645,284,68,0,0,,,--,--,--,--,--,997,
30-Jun-2008,Western,Cardiology,Acute Services,34,8,0,0,0,,,--,--,--,--,--,42,
30-Jun-2008,Western,Paediatrics,Acute Services,17,3,0,0,0,,,--,--,--,--,--,20,
30-Jun-2008,Western,Gynaecology,Acute Services,310,176,64,0,0,,,--,--,--,--,--,550,
30-Jun-2008,Western,GP Other,Acute Services,48,0,0,0,0,,,--,--,--,--,--,48,
30-Sep-2008,Belfast,General Surgery,Acute Services,880,552,210,0,0,,,--,--,--,--,--,"1,642",
30-Sep-2008,Belfast,Urology,Acute Services,599,374,161,10,1,,,--,--,--,--,--,"1,145",
30-Sep-2008,Belfast,T & O Surgery,Acute Services,1262,1491,525,33,1,,,--,--,--,--,--,"3,312",
30-Sep-2008,Belfast,ENT,Acute Services,445,426,234,0,0,,,--,--,--,--,--,"1,105",
30-Sep-2008,Belfast,Ophthalmology,Acute Services,955,1191,865,0,0,,,--,--,--,--,--,"3,011",
30-Sep-2008,Belfast,Oral Surgery,Acute Services,56,81,37,0,0,,,--,--,--,--,--,174,
30-Sep-2008,Belfast,Paediatric Dentistry,Acute Services,28,13,2,0,0,,,--,--,--,--,--,43,
30-Sep-2008,Belfast,Neurosurgery,Acute Services,69,72,30,0,0,,,--,--,--,--,--,171,
30-Sep-2008,Belfast,Plastic Surgery,Acute Services,117,91,46,1,1,,,--,--,--,--,--,256,
30-Sep-2008,Belfast,Cardiac Surgery,Acute Services,109,113,29,0,0,,,--,--,--,--,--,251,
30-Sep-2008,Belfast,Paediatric Surgery,Acute Services,93,50,25,1,2,,,--,--,--,--,--,171,
30-Sep-2008,Belfast,Thoracic Surgery,Acute Services,53,16,14,0,0,,,--,--,--,--,--,83,
30-Sep-2008,Belfast,Accident & Emergency,Acute Services,19,18,6,0,0,,,--,--,--,--,--,43,
30-Sep-2008,Belfast,Pain Management,Acute Services,198,162,64,0,0,,,--,--,--,--,--,424,
30-Sep-2008,Belfast,General Medicine,Acute Services,473,273,147,0,0,,,--,--,--,--,--,893,
30-Sep-2008,Belfast,Gastroenterology,Acute Services,497,360,204,0,0,,,--,--,--,--,--,"1,061",
30-Sep-2008,Belfast,Endocrinology,Acute Services,24,7,2,0,0,,,--,--,--,--,--,33,
30-Sep-2008,Belfast,Cardiology,Acute Services,245,144,30,0,0,,,--,--,--,--,--,419,
30-Sep-2008,Belfast,Dermatology,Acute Services,58,29,12,0,0,,,--,--,--,--,--,99,
30-Sep-2008,Belfast,Thoracic Medicine,Acute Services,21,5,0,0,0,,,--,--,--,--,--,26,
30-Sep-2008,Belfast,Nephrology,Acute Services,53,38,5,0,0,,,--,--,--,--,--,96,
30-Sep-2008,Belfast,Neurology,Acute Services,33,23,14,0,0,,,--,--,--,--,--,70,
30-Sep-2008,Belfast,Rheumatology,Acute Services,1,0,1,0,0,,,--,--,--,--,--,2,
30-Sep-2008,Belfast,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Sep-2008,Belfast,Gynaecology,Acute Services,327,249,119,0,0,,,--,--,--,--,--,695,
30-Sep-2008,Belfast,Radiology,Acute Services,18,5,0,0,0,,,--,--,--,--,--,23,
30-Sep-2008,Belfast,Mental Illness,Mental Health,3,0,0,0,0,,,--,--,--,--,--,3,
30-Sep-2008,Belfast,Child & Adolescent Psychiatry,Mental Health,3,0,0,0,0,,,--,--,--,--,--,3,
30-Sep-2008,Northern,General Surgery,Acute Services,1175,613,250,0,0,,,--,--,--,--,--,"2,038",
30-Sep-2008,Northern,Urology,Acute Services,151,136,33,0,0,,,--,--,--,--,--,320,
30-Sep-2008,Northern,ENT,Acute Services,246,134,61,0,0,,,--,--,--,--,--,441,
30-Sep-2008,Northern,Oral Surgery,Acute Services,14,6,5,0,0,,,--,--,--,--,--,25,
30-Sep-2008,Northern,Orthodontics,Acute Services,0,4,0,0,0,,,--,--,--,--,--,4,
30-Sep-2008,Northern,Pain Management,Acute Services,113,67,73,0,0,,,--,--,--,--,--,253,
30-Sep-2008,Northern,General Medicine,Acute Services,217,100,49,0,0,,,--,--,--,--,--,366,
30-Sep-2008,Northern,Gastroenterology,Acute Services,497,291,192,0,0,,,--,--,--,--,--,980,
30-Sep-2008,Northern,Cardiology,Acute Services,11,19,0,0,0,,,--,--,--,--,--,30,
30-Sep-2008,Northern,Dermatology,Acute Services,81,42,21,0,0,,,--,--,--,--,--,144,
30-Sep-2008,Northern,Rheumatology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Sep-2008,Northern,Gynaecology,Acute Services,326,237,107,0,0,,,--,--,--,--,--,670,
30-Sep-2008,Northern,GP Other,Acute Services,76,11,2,0,0,,,--,--,--,--,--,89,
30-Sep-2008,Northern,Obstetrics,Maternity & Child Health,1,0,0,0,0,,,--,--,--,--,--,1,
30-Sep-2008,South Eastern,General Surgery,Acute Services,771,329,123,0,0,,,--,--,--,--,--,"1,223",
30-Sep-2008,South Eastern,Urology,Acute Services,241,110,46,0,0,,,--,--,--,--,--,397,
30-Sep-2008,South Eastern,T & O Surgery,Acute Services,10,2,0,0,0,,,--,--,--,--,--,12,
30-Sep-2008,South Eastern,ENT,Acute Services,81,102,16,0,0,,,--,--,--,--,--,199,
30-Sep-2008,South Eastern,Ophthalmology,Acute Services,85,94,34,0,0,,,--,--,--,--,--,213,
30-Sep-2008,South Eastern,Oral Surgery,Acute Services,51,45,14,0,0,,,--,--,--,--,--,110,
30-Sep-2008,South Eastern,Neurosurgery,Acute Services,1,7,6,0,0,,,--,--,--,--,--,14,
30-Sep-2008,South Eastern,Plastic Surgery,Acute Services,191,107,38,0,0,,,--,--,--,--,--,336,
30-Sep-2008,South Eastern,Paediatric Surgery,Acute Services,32,34,10,0,0,,,--,--,--,--,--,76,
30-Sep-2008,South Eastern,Pain Management,Acute Services,16,9,0,0,0,,,--,--,--,--,--,25,
30-Sep-2008,South Eastern,General Medicine,Acute Services,381,228,108,0,0,,,--,--,--,--,--,717,
30-Sep-2008,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,0,,,--,--,--,--,--,3,
30-Sep-2008,South Eastern,Cardiology,Acute Services,27,11,5,0,0,,,--,--,--,--,--,43,
30-Sep-2008,South Eastern,Dermatology,Acute Services,82,16,0,0,0,,,--,--,--,--,--,98,
30-Sep-2008,South Eastern,Paediatrics,Acute Services,16,1,0,0,0,,,--,--,--,--,--,17,
30-Sep-2008,South Eastern,Gynaecology,Acute Services,258,139,24,0,0,,,--,--,--,--,--,421,
30-Sep-2008,South Eastern,GP Other,Acute Services,23,1,0,0,0,,,--,--,--,--,--,24,
