HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HC27E,Degenerative Spinal Conditions with CC Score 6-8,3,.,2,.,4,1,1,1,4,2,.,4,2,1,.,4,29
HC27F,Degenerative Spinal Conditions with CC Score 3-5,17,10,13,3,9,6,2,1,3,2,3,25,3,5,.,25,127
HC27G,Degenerative Spinal Conditions with CC Score 0-2,26,26,8,8,57,15,11,6,4,8,8,72,.,26,.,21,296
HC28D,Spinal Cord Conditions with CC Score 7+,.,.,.,.,4,1,.,.,.,1,.,2,.,.,.,.,8
HC28E,Spinal Cord Conditions with CC Score 5-6,.,.,.,1,1,1,.,.,.,.,.,2,.,.,.,1,6
HC28F,Spinal Cord Conditions with CC Score 3-4,3,.,1,.,2,.,.,1,.,1,.,4,.,.,.,3,15
HC28G,Spinal Cord Conditions with CC Score 0-2,3,.,2,.,1,4,.,4,.,2,.,5,.,1,.,2,24
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,1,.,.,.,2,.,.,.,.,.,1,.,1,.,.,5
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,1,1,.,.,2,.,.,3,.,.,.,11,.,.,.,2,20
HC30D,Spinal Tumours with CC Score 2+,.,1,.,.,2,.,.,.,.,2,.,1,.,.,.,.,6
HC30E,Spinal Tumours with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,2
HC31D,Spinal Infection with CC Score 7+,2,.,.,.,1,.,.,.,.,.,.,6,2,.,.,1,12
HC31E,Spinal Infection with CC Score 4-6,1,.,3,3,1,5,2,.,.,.,.,6,.,.,.,.,21
HC31F,Spinal Infection with CC Score 1-3,2,1,1,.,.,1,1,.,1,.,.,5,.,.,.,1,13
HC31G,Spinal Infection with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,2,.,.,.,.,3
HC32D,Low Back Pain with CC Score 6+,1,3,1,.,1,.,.,.,.,2,1,.,.,.,.,2,11
HC32E,Low Back Pain with CC Score 3-5,3,1,2,1,3,1,.,.,2,1,.,2,1,2,.,5,24
HC32F,Low Back Pain with CC Score 0-2,13,6,2,1,8,.,1,3,4,.,.,19,1,9,.,8,75
HC40B,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC41A,Major Spinal Reconstructive Surgery with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
HC42Z,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC43Z,Minor Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
HD21D,Soft Tissue Disorders with CC Score 12+,.,1,5,.,2,.,.,1,2,1,.,.,2,1,.,3,18
HD21E,Soft Tissue Disorders with CC Score 9-11,6,1,1,.,2,2,.,.,1,.,.,1,1,1,.,5,21
HD21F,Soft Tissue Disorders with CC Score 6-8,5,7,6,2,10,3,3,.,3,.,1,3,1,7,.,12,63
HD21G,Soft Tissue Disorders with CC Score 3-5,21,14,1,4,13,12,1,1,1,.,5,14,1,1,.,49,138
HD21H,Soft Tissue Disorders with CC Score 0-2,19,16,8,3,20,12,2,3,4,.,8,10,.,12,.,16,133
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,1,1,1,.,.,.,1,4,1,.,2,1,.,.,5,17
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",3,4,.,.,6,2,4,3,2,1,.,3,1,1,.,8,38
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",5,5,3,.,4,1,2,6,5,3,.,4,.,1,.,9,48
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",7,6,11,8,6,3,1,9,4,.,2,4,.,2,.,23,86
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",6,25,21,5,14,6,1,19,4,.,8,14,2,6,.,26,157
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",18,23,11,6,17,11,3,20,4,.,5,19,.,3,.,23,163
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",21,2,.,.,2,1,1,7,.,2,.,1,.,2,.,2,41
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",1,2,2,1,2,3,1,8,5,5,.,6,4,1,.,1,42
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",8,8,3,.,11,2,1,5,5,2,.,7,2,4,.,11,69
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",12,9,2,1,3,5,2,3,2,.,4,12,.,2,.,3,60
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",2,6,.,.,3,.,.,.,.,.,1,5,.,.,.,.,17
HD25D,"Infections of Bones or Joints, with CC Score 13+",3,.,.,.,2,.,1,1,5,4,.,3,1,1,.,6,27
HD25E,"Infections of Bones or Joints, with CC Score 9-12",4,5,3,2,2,2,1,2,3,.,.,6,.,1,.,20,51
HD25F,"Infections of Bones or Joints, with CC Score 5-8",17,3,11,4,11,4,.,2,8,2,2,8,2,4,.,13,91
HD25G,"Infections of Bones or Joints, with CC Score 2-4",9,10,3,4,5,7,.,5,2,.,.,11,.,2,.,14,72
HD25H,"Infections of Bones or Joints, with CC Score 0-1",4,3,1,2,6,.,1,1,1,.,1,3,.,.,.,4,27
HD26D,"Musculoskeletal Signs or Symptoms, with CC Score 12+",.,.,.,.,.,.,1,.,1,.,.,.,.,.,.,2,4
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",3,4,.,1,5,2,.,1,4,.,1,5,3,3,.,4,36
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",16,7,3,4,2,3,.,3,.,.,1,13,2,6,.,9,69
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",12,10,2,4,5,4,.,2,.,.,8,25,.,3,.,13,88
HD39D,Pathological Fractures with CC Score 11+,1,3,.,.,.,.,.,.,2,2,.,.,1,.,.,4,13
HD39E,Pathological Fractures with CC Score 8-10,1,4,.,1,3,.,.,.,2,3,.,1,.,.,.,2,17
HD39F,Pathological Fractures with CC Score 6-7,3,1,1,.,3,1,2,.,.,.,.,3,1,.,.,2,17
HD39G,Pathological Fractures with CC Score 3-5,5,4,3,1,9,3,3,3,2,1,2,7,1,.,.,7,51
HD39H,Pathological Fractures with CC Score 0-2,3,2,.,2,2,.,.,.,.,.,2,7,.,.,.,3,21
HD40D,"Malignancy of Bone or Connective Tissue, with CC Score 12+",2,.,1,1,1,1,.,.,1,1,.,1,.,.,.,1,10
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",4,1,5,1,4,2,.,.,.,.,.,.,.,.,.,2,19
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",7,2,10,2,6,1,.,.,2,.,.,2,.,1,.,16,49
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",5,4,31,.,5,1,.,1,1,.,2,10,.,1,.,11,72
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",1,1,9,2,1,1,.,.,.,.,.,4,.,1,.,3,23
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",1,.,.,.,4,.,.,.,.,.,.,5,.,.,.,2,12
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",6,.,.,.,9,.,.,2,.,.,.,9,.,.,.,10,36
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more",1,.,.,.,2,.,.,2,.,.,.,4,.,.,.,2,11
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",12,.,.,.,8,.,.,.,.,.,.,22,.,.,.,2,44
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",14,.,.,.,4,.,.,.,.,.,.,27,.,.,.,4,49
HR08C,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",5,.,.,.,2,.,.,1,.,.,.,15,.,.,.,.,23
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",3,.,.,.,2,.,.,.,.,.,.,14,.,.,.,1,20
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",2,.,.,.,1,.,.,.,.,.,.,52,.,.,.,3,58
HR09C,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",1,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,1,2,1,1,.,1,.,.,.,.,.,.,2,.,5,13
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,4,1,1,.,.,.,.,.,.,.,.,.,.,1,7
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",1,2,1,1,1,.,.,.,.,.,.,1,.,.,.,.,7
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",2,5,6,1,2,.,.,.,.,.,1,.,.,1,.,4,22
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",3,2,22,.,3,.,2,.,.,.,.,2,.,1,.,6,41
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",1,4,22,2,1,2,.,.,.,.,1,.,.,4,.,3,40
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",1,1,29,.,3,1,.,.,.,.,.,.,.,1,.,3,39
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,9,1,.,.,.,.,.,.,.,1,.,.,.,2,13
JA13A,Non-Malignant Breast Disorders with Interventions,3,9,3,.,2,2,.,.,.,.,.,.,.,.,.,3,22
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",1,6,2,.,9,1,.,.,.,.,.,2,.,1,.,2,24
JA18Z,Unilateral Minor Breast Procedures,3,5,1,.,1,1,.,.,.,.,.,1,.,.,.,1,13
JA20D,Unilateral Major Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,.,.,3,1,.,.,.,.,.,.,.,.,.,.,.,1,5
JA21A,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,1,3,2,.,1,.,.,.,1,.,.,4,.,.,.,3,15
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,2,5,2,.,2,.,.,.,.,.,2,2,.,.,.,1,16
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,1,3,6,1,.,.,.,.,.,.,.,3,.,.,.,.,14
JA25Z,Bilateral Intermediate Breast Procedures,1,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
JB30C,Major Burn (TBSA of 60% or more) without Skin Procedure,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
JB31A,Intermediate Burn (TBSA of 20-59%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,21
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,5,.,.,.,2,.,.,.,.,.,.,18,.,.,.,.,25
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33C,Other Burn without Skin Procedure,1,2,1,2,2,5,1,.,.,.,.,14,1,.,.,11,40
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JC41Z,Major Skin Procedures,.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,19,24
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,1,1,.,1,4,.,.,.,.,.,.,.,.,.,3,10
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",1,1,1,2,1,4,.,.,.,.,1,3,.,1,.,3,18
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",8,6,4,1,8,7,.,.,.,.,2,14,.,3,.,10,63
JD07D,"Skin Disorders with Interventions, with CC Score 0-3",23,51,7,6,35,15,.,1,.,.,2,44,.,15,.,59,258
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,2,.,.,.,.,1,2,.,.,.,1,.,.,4,10
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",11,4,7,3,12,2,1,.,8,4,3,4,.,2,.,19,80
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",11,24,23,4,17,5,5,.,16,4,1,7,2,10,.,48,177
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",35,35,40,14,40,22,13,4,24,.,14,38,1,21,.,101,402
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",90,84,64,33,84,44,15,6,22,2,23,98,.,48,.,91,704
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",89,99,36,20,125,33,10,.,15,1,17,45,.,25,.,42,557
KA03C,Parathyroid Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA03D,Parathyroid Procedures with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA04A,Adrenal Procedures with CC Score 2+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,1,.,2,.,.,1,.,.,.,.,.,.,.,.,.,4
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,3,.,.,1,.,.,.,1,.,.,5,.,.,.,.,10
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",1,4,.,.,.,.,1,.,.,.,1,1,.,.,.,2,10
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",1,2,1,1,.,.,.,.,.,.,.,1,.,.,.,.,6
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,4,.,1,.,.,.,.,.,1,2,.,.,.,1,9
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,.,4,.,.,1,.,.,.,1,.,.,3,1,1,.,3,14
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,1,2,3,2,1,.,1,.,1,.,.,4,.,1,.,.,16
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,1,1,4,.,1,1,4,.,1,.,.,2,.,2,.,7,24
KA08A,Other Endocrine Disorders with CC Score 4+,8,.,.,1,.,.,2,.,.,.,.,4,.,.,.,5,20
KA08B,Other Endocrine Disorders with CC Score 2-3,5,3,3,1,.,1,1,.,.,.,3,4,.,1,.,4,26
KA08C,Other Endocrine Disorders with CC Score 0-1,4,2,.,1,1,.,.,.,.,.,3,1,.,1,.,1,14
KA09C,Thyroid Procedures with CC Score 4+,1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,1,4
KA09D,Thyroid Procedures with CC Score 2-3,3,.,.,.,.,1,.,.,.,.,1,1,.,.,.,.,6
KA09E,Thyroid Procedures with CC Score 0-1,3,.,.,.,1,.,.,.,.,.,.,2,.,.,.,1,7
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",3,4,.,2,8,2,1,.,2,1,2,5,.,4,.,12,46
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",9,8,1,4,11,1,.,.,3,.,2,13,.,4,.,10,66
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",7,11,2,2,5,3,.,.,4,.,1,9,.,5,.,4,53
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",2,8,1,2,4,6,.,.,.,.,2,3,.,2,.,2,32
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",3,4,3,1,4,3,1,.,5,2,1,21,.,.,.,17,65
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",12,25,6,13,11,3,4,.,6,.,5,36,.,7,.,19,147
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",14,39,8,16,17,14,13,.,16,.,7,68,.,29,.,40,281
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",18,39,8,14,13,16,6,.,10,1,15,48,.,13,.,22,223
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",4,4,.,.,.,.,2,1,.,.,.,1,.,.,.,5,17
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",3,13,.,1,6,1,2,.,5,.,.,1,.,3,.,11,46
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",6,10,.,1,4,2,.,.,1,.,.,1,.,1,.,7,33
KC04A,Inborn Errors of Metabolism with CC Score 3+,11,3,28,1,1,.,1,.,.,1,.,4,.,1,.,6,57
KC04B,Inborn Errors of Metabolism with CC Score 0-2,.,1,3,1,1,.,.,.,.,.,2,2,.,1,.,.,11
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",1,1,2,.,3,.,2,.,2,.,1,4,1,2,.,2,21
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",1,.,.,1,3,1,2,.,.,.,.,1,.,2,.,1,12
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",5,10,16,.,15,6,12,.,9,2,6,2,.,6,.,19,108
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",24,35,34,6,29,4,23,.,14,3,19,30,.,11,.,61,293
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",53,105,50,32,41,34,28,1,32,1,40,73,6,37,.,112,645
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",29,68,38,29,46,18,17,.,15,1,32,58,.,18,.,52,421
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",8,18,19,17,14,11,2,.,3,.,18,31,.,7,.,22,170
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,13
LA04H,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,1,.,1,.,1,.,1,1,.,.,.,.,.,.,5
LA04J,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,3,1,3,2,1,2,.,1,.,.,.,.,.,.,4,17
LA04K,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",6,3,7,3,4,1,2,.,1,.,1,1,.,3,.,6,38
LA04L,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",10,10,14,11,12,1,5,.,3,.,1,3,.,2,.,5,77
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",11,7,19,11,5,5,3,.,5,.,2,2,.,7,.,5,82
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,1,8,.,.,.,1,.,4,.,.,.,.,6,20
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",18,49,27,8,58,6,14,.,31,10,10,20,8,21,.,92,372
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",138,268,169,85,183,73,78,.,102,29,66,126,8,172,.,343,"1,840"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",180,258,155,112,154,109,47,2,68,8,81,183,5,127,.,194,"1,683"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",101,282,173,105,168,119,32,1,27,.,92,190,1,108,.,152,"1,551"
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+",.,1,1,.,.,.,2,.,.,.,.,.,.,1,.,.,5
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10",2,1,1,6,1,1,2,.,4,.,4,2,.,1,.,1,26
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",4,5,9,2,3,2,3,.,1,.,.,6,.,.,.,3,38
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",1,3,2,.,5,1,.,.,.,.,4,1,1,4,.,5,27
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11",8,19,6,2,22,3,5,.,5,.,5,15,2,2,.,33,127
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",38,102,101,27,54,28,18,.,24,.,37,51,2,19,.,85,586
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",38,90,87,35,67,34,9,.,19,.,31,66,2,11,.,69,558
LA08G,"Chronic Kidney Disease with Interventions, with CC Score 6+",1,1,2,.,.,1,.,.,.,.,.,.,.,.,.,1,6
LA08H,"Chronic Kidney Disease with Interventions, with CC Score 3-5",1,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,10
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,1,4,.,.,1,.,.,.,.,.,.,.,.,.,2,8
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,9,14,.,.,1,.,.,.,1,.,.,.,.,.,1,26
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,10,14,.,.,1,.,.,.,.,.,.,.,.,.,1,26
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",2,15,9,1,1,2,.,.,.,.,1,1,.,.,.,5,37
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",19,11,15,2,.,22,.,.,.,1,1,.,.,1,.,9,81
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,49,.,2,.,.,.,.,.,.,4,.,.,.,.,55
LA09J,"General Renal Disorders with Interventions, with CC Score 6+",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LA09K,"General Renal Disorders with Interventions, with CC Score 3-5",1,2,6,1,1,.,1,.,1,.,.,1,.,1,.,4,19
LA09L,"General Renal Disorders with Interventions, with CC Score 0-2",6,5,19,17,6,1,.,.,.,.,.,.,.,.,.,7,61
LA09M,"General Renal Disorders without Interventions, with CC Score 9+",.,.,.,.,2,1,.,.,.,.,.,.,.,1,.,.,4
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",1,2,3,.,8,2,2,.,.,.,.,1,2,.,.,4,25
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",15,9,20,5,13,7,5,.,1,.,4,11,.,8,.,19,117
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",51,79,50,51,78,41,15,.,11,.,22,67,2,31,.,67,565
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",4,.,4,.,2,.,.,.,.,.,.,.,.,.,.,2,12
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",8,3,11,.,2,.,.,.,.,.,.,.,.,.,.,5,29
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",4,3,11,1,4,.,.,.,.,.,.,.,.,1,.,5,29
LB06H,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+",.,1,2,.,.,.,.,.,.,.,.,.,.,1,.,.,4
LB06J,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",.,.,2,.,.,.,.,.,1,.,.,1,.,.,.,2,6
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",.,.,.,1,1,1,.,.,.,.,.,.,.,.,.,.,3
LB06L,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",1,1,3,.,2,.,.,.,1,.,.,1,.,.,.,1,10
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",1,.,3,.,3,.,.,.,.,.,.,.,.,.,.,.,7
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,1,4,.,3,1,.,.,.,1,.,.,.,.,.,2,12
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",4,7,15,2,5,4,5,.,1,5,2,3,2,2,.,13,70
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",4,4,36,3,9,4,.,.,1,.,5,3,.,2,.,23,94
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",7,8,36,6,10,2,.,.,2,.,.,3,.,3,.,10,87
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",3,2,26,1,6,.,.,.,.,.,.,.,.,3,.,5,46
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LB12Z,Intermediate Open Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,6
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,.,.,1,.,3,.,.,.,.,.,.,.,.,.,.,1,5
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,1,.,5,.,5,1,.,.,.,.,.,.,.,.,.,2,14
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,1,.,4,2,4,1,.,.,.,.,.,.,.,.,.,2,14
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",5,1,3,.,.,.,.,.,.,.,.,.,.,2,.,4,15
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",2,5,7,4,1,1,.,.,.,.,1,.,.,2,.,9,32
LB16F,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2",14,16,9,15,6,1,.,.,.,.,1,.,.,3,.,20,85
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",1,6,1,1,4,.,.,.,3,.,1,.,.,4,.,13,34
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",9,4,12,1,5,3,.,.,.,.,.,1,.,3,.,13,51
