HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"9,084",.,.,.,.,"9,084"
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"1,102",.,.,"3,001",.,.,.,.,.,446,.,"6,631",.,.,.,.,"11,180"
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","47,264","62,941",429,"7,957","48,867","10,751","1,545",.,"4,438",.,"15,588",.,"142,793",.,"24,674",.,"62,646","429,892"
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"2,614",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,614"
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,"2,395",.,474,.,.,.,.,"2,869"
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"1,366",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,366"
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","5,222","7,058",591,"1,422","1,288","2,790",.,.,.,.,471,.,613,.,808,"11,455","2,287","34,007"
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"4,216",.,.,.,.,.,.,.,.,"6,404",.,.,.,.,.,.,"10,620"
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"5,181",.,.,.,.,"5,181"
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,071","13,094","2,065",.,"4,138","1,227",.,.,.,.,"3,463",.,"13,474",.,"3,282",.,"3,988","45,803"
AA26G,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","3,124","4,887",.,"1,098","3,073","5,446",.,.,.,.,.,.,"10,243",.,656,.,886,"29,412"
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"2,524",.,.,.,.,"2,524"
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,464
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"12,736",.,.,.,.,"12,736"
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,940","1,940"
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"11,753",.,313,"29,013",.,.,.,.,.,"1,561",.,"40,112",.,.,.,.,"82,752"
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","74,463","75,140","2,158","19,189","44,732","15,400","4,120",.,"5,548",.,"32,174",.,"149,745",.,"42,665",.,"70,659","535,991"
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"5,600",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,600"
AA26H,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,"8,969",.,.,.,.,.,.,"8,969"
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,160","4,313",.,948,429,"1,116",.,.,721,.,"2,358",.,613,.,.,"26,397",915,"38,971"
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"8,081",445,.,.,.,.,.,.,.,"9,712",.,"1,811",.,.,.,.,"20,049"
AA26H,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"7,772",.,.,.,.,"7,772"
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,071","8,270",.,.,"4,891",818,.,.,.,.,"5,477",.,"18,283",.,"2,625",.,"1,534","42,969"
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,926,.,"2,449",.,"1,096",.,.,.,.,.,.,.,.,846,.,729,"6,047"
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,546,.,.,.,.,.,.,.,.,.,.,.,.,.,595,"1,141"
AA26H,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"1,188",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,188"
AA27Z,100,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,.,656
AA27Z,180,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,"1,338",401,.,.,376,"1,162",515,.,"1,110",.,.,.,"3,103",.,"1,028",.,"2,185","11,218"
AA27Z,320,Medical Care of Patients with Alzheimer's Disease,.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
AA27Z,340,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,.,480,.,.,.,.,480
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,714,"1,034","4,193",.,376,.,.,.,.,.,340,.,535,.,.,.,307,"7,499"
AA28D,300,Motor Neuron Disease with CC Score 5-7,892,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,"1,182"
AA28D,430,Motor Neuron Disease with CC Score 5-7,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,.,.,.,376,.,.,.,.,.,.,.,732,.,.,.,.,"1,108"
AA28E,430,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,535,.,.,.,.,535
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,837",.,.,.,364,"2,201"
AA28F,361,Motor Neuron Disease with CC Score 0-1,"1,639",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,639"
AA29C,300,Transient Ischaemic Attack with CC Score 11+,446,401,.,468,752,291,.,.,.,.,.,.,"1,519",.,.,.,728,"4,604"
AA29C,430,Transient Ischaemic Attack with CC Score 11+,357,"1,034",.,.,376,.,.,.,.,.,.,.,.,.,.,.,614,"2,381"
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,"1,784","1,604",.,.,"1,504",291,515,.,.,.,688,.,"3,323",.,"1,542",.,"4,735","15,984"
AA29D,320,Transient Ischaemic Attack with CC Score 8-10,.,.,.,474,.,.,.,.,.,.,.,.,.,.,.,.,.,474
AA29D,340,Transient Ischaemic Attack with CC Score 8-10,.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
AA29D,400,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,.,"1,034",.,.,376,.,.,.,.,.,.,.,"8,814",.,"1,969",.,"1,227","13,420"
AA29E,100,Transient Ischaemic Attack with CC Score 5-7,.,444,.,.,.,.,.,.,.,.,.,.,395,.,.,.,.,839
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,"8,918","16,036",.,"4,212","4,887",291,"1,545",.,"1,479",.,"4,061",.,"7,058",.,"1,542",.,"9,470","59,498"
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA29E,302,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,"1,457",.,.,.,.,.,.,"1,457"
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,728,.,.,.,.,.,.,.,.,.,.,728
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,703,.,.,.,.,.,.,.,.,"1,743",.,.,.,.,.,.,"2,446"
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"3,468",.,.,.,.,"3,468"
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,357,"5,513",.,.,"3,762","1,636",.,.,333,.,823,.,"14,758",.,"3,938",.,"2,148","33,268"
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,389,.,.,.,.,.,.,997,.,.,.,.,"1,386"
AA29F,180,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,"3,001",.,.,.,.,.,.,.,.,.,.,.,.,"3,001"
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,"18,727","34,477",429,"8,893","9,022","3,196","1,030",.,"1,110",.,"11,473",.,"11,083",.,"4,626",.,"19,304","123,368"
AA29F,301,Transient Ischaemic Attack with CC Score 0-4,.,"1,867",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,867"
AA29F,302,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,"2,711",.,.,.,.,.,.,"2,711"
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,.,.,948,.,.,.,.,.,.,"1,414",.,613,.,.,.,.,"2,975"
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,"2,811",.,.,.,.,.,.,.,.,"1,661",.,.,.,.,.,.,"4,471"
AA29F,400,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"1,723",.,.,.,.,"1,723"
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,"1,786","20,330",515,.,"6,396","2,045",.,.,.,.,"4,145",.,"16,241",.,"13,127",.,"8,590","73,175"
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,"1,128",.,.,.,.,.,.,.,.,.,.,.,.,"1,128"
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",892,.,.,468,.,.,.,.,370,.,.,.,.,.,.,.,.,"1,730"
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",892,.,.,468,"1,880",.,.,.,.,.,.,.,"2,580",.,.,.,"1,093","6,912"
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1","3,567","2,806",.,.,"1,880",291,.,.,.,.,.,.,"10,259",.,514,.,"1,093","20,409"
AA30F,340,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,353,.,.,.,.,.,.,.,.,.,.,.,353
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,345,.,.,.,.,.,.,.,.,.,.,535,.,656,.,.,"1,535"
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",892,"3,207",.,.,376,.,.,.,.,.,.,.,418,.,.,.,"1,093","5,985"
AA31C,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
AA31D,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,223,.,.,.,.,.,.,223
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10","5,351","7,617",.,936,"4,887",.,.,.,740,.,"4,494",.,"11,801",.,"2,570",.,"4,371","42,766"
AA31D,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,662,.,.,.,.,.,.,662
AA31D,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,498
AA31D,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,.,"1,703",.,.,.,.,"1,703"
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",357,689,"1,546",.,752,.,.,.,.,.,710,.,"3,858",.,.,.,614,"8,527"
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",893,889,.,.,"1,317",.,.,.,.,.,.,.,780,.,"1,312",.,443,"5,633"
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577
AA31E,130,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,572,.,.,.,.,572
AA31E,140,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,628,628
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,"10,246",.,.,.,.,"10,246"
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,"2,204",.,313,"22,010",.,.,.,.,.,"1,784",.,280,.,.,.,.,"26,591"
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","134,658","121,162",435,"21,240","59,392","12,494","5,665",.,"9,986",.,"41,334",.,"228,646",.,"61,170",.,"90,327","786,509"
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,"4,854",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,854"
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,"7,340",.,949,.,.,.,.,"8,289"
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",580,.,.,"1,422",.,"1,116",.,.,.,.,.,.,.,.,.,"2,988",915,"7,022"
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,"11,243",.,.,.,.,.,.,.,.,"8,053",.,.,.,.,.,.,"19,296"
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,093",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,093"
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,"11,924",.,.,.,.,"11,924"
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",357,"13,783",515,.,"6,772","3,681",.,.,.,378,"4,087",.,"24,794",.,"10,501",.,"5,829","70,698"
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6","1,186","5,555",.,"2,449","4,531","3,289",.,.,.,.,.,.,"1,026",.,.,.,"10,210","28,246"
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",474,827,.,.,"1,092",.,.,.,.,.,.,.,.,.,.,.,"1,784","4,177"
AA33C,300,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",446,.,.,.,.,.,.,.,.,.,"1,413",.,"16,203",.,.,.,.,"18,061"
AA33C,302,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,457,.,.,.,.,.,.,457
AA33C,340,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,495,.,.,.,.,.,.,495
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,978,.,.,.,.,978
AA33C,430,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",357,.,.,.,.,.,.,.,.,.,.,.,662,.,.,.,.,"1,019"
AA33D,300,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,502",.,.,.,.,"1,502"
AA33D,420,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",745,.,.,.,.,.,.,.,.,.,.,.,"3,473",.,.,.,.,"4,218"
AA33D,421,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,737",.,.,.,.,"3,737"
AA35A,300,Stroke with CC Score 16+,.,401,.,.,.,.,.,.,.,.,.,.,"1,830",.,.,.,"2,185","4,416"
AA35A,430,Stroke with CC Score 16+,.,"1,034",.,.,.,.,.,.,.,.,.,.,535,440,.,.,.,"2,008"
AA35B,110,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,664
AA35B,300,Stroke with CC Score 13-15,892,"1,604",.,.,.,291,.,.,.,.,.,.,"4,026",.,.,.,"2,550","9,361"
AA35B,302,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,444,.,.,.,.,.,.,444
AA35B,340,Stroke with CC Score 13-15,.,.,.,.,.,353,.,.,.,.,.,.,.,.,.,.,.,353
AA35B,361,Stroke with CC Score 13-15,.,.,"2,046",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,046"
AA35B,400,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
AA35B,430,Stroke with CC Score 13-15,.,"1,378",.,.,.,.,.,.,.,378,340,.,"4,277",.,.,.,614,"6,986"
AA35C,100,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,"2,002",.,.,.,.,"2,002"
AA35C,300,Stroke with CC Score 10-12,.,"5,212",.,.,"2,255",.,515,.,.,.,.,.,"6,590",.,"2,570",.,"10,927","28,069"
AA35C,302,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
AA35C,340,Stroke with CC Score 10-12,.,351,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,678
AA35C,400,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,"1,703",.,.,.,.,"1,703"
AA35C,430,Stroke with CC Score 10-12,.,"4,479",.,.,"1,129",.,.,.,.,378,.,.,"23,397",.,"1,313",.,"3,068","33,764"
AA35D,100,Stroke with CC Score 7-9,446,.,.,.,.,.,.,.,.,.,.,.,390,.,.,.,.,836
AA35D,300,Stroke with CC Score 7-9,"8,472","9,221",.,"4,680","4,135","1,162",.,.,"1,849",.,"3,904",.,"16,181",.,"4,112",.,"16,026","69,743"
AA35D,301,Stroke with CC Score 7-9,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
AA35D,302,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,"1,705",.,.,.,.,.,.,"1,705"
AA35D,320,Stroke with CC Score 7-9,.,392,.,474,.,.,.,.,.,.,539,.,.,.,.,.,457,"1,863"
AA35D,340,Stroke with CC Score 7-9,.,"1,405",.,.,832,.,.,.,.,.,980,.,.,.,.,.,.,"3,218"
AA35D,400,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,"6,813",.,.,.,.,"6,813"
AA35D,430,Stroke with CC Score 7-9,714,"7,925",515,.,"1,881",.,.,.,.,378,.,.,"22,668",440,"2,625",.,"6,749","43,897"
AA35E,100,Stroke with CC Score 4-6,446,.,.,.,439,"1,556",.,.,.,.,.,.,390,.,.,.,.,"2,831"
AA35E,300,Stroke with CC Score 4-6,"15,160","28,464",.,"10,765","7,518","5,811",.,.,"1,479",.,"6,191",.,"24,901",.,"1,542",.,"36,422","138,253"
AA35E,301,Stroke with CC Score 4-6,.,"2,240",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,240"
AA35E,302,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,"1,686",.,.,.,.,.,.,"1,686"
AA35E,320,Stroke with CC Score 4-6,.,"1,568",.,"1,422",.,"1,116",.,.,.,.,.,.,.,.,.,.,.,"4,107"
AA35E,340,Stroke with CC Score 4-6,.,"3,513",.,.,.,.,.,.,.,.,"3,311",.,.,.,.,.,.,"6,824"
AA35E,361,Stroke with CC Score 4-6,.,.,.,.,.,452,.,.,.,.,.,.,"1,251",.,.,.,.,"1,703"
AA35E,400,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,"7,722",.,.,.,.,"7,722"
AA35E,430,Stroke with CC Score 4-6,"1,786","15,506",.,.,"6,396","4,499",.,.,.,.,343,.,"38,766",880,"10,501",.,"7,056","85,733"
AA35F,100,Stroke with CC Score 0-3,.,.,.,.,.,778,.,.,.,.,.,.,"1,388",.,.,.,.,"2,165"
AA35F,300,Stroke with CC Score 0-3,"14,268","34,477","1,286","10,297","13,157","4,940",515,.,"2,589",.,"7,701",.,"24,895",.,"7,711",.,"28,238","150,073"
AA35F,301,Stroke with CC Score 0-3,.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
AA35F,302,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,"1,652",.,.,.,.,.,.,"1,652"
AA35F,320,Stroke with CC Score 0-3,.,784,.,948,.,558,.,.,.,.,482,.,613,.,.,.,.,"3,386"
AA35F,340,Stroke with CC Score 0-3,.,"3,162",.,.,.,.,.,.,.,.,"1,002",.,.,.,.,.,.,"4,164"
AA35F,400,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,259",.,.,.,.,"4,259"
AA35F,430,Stroke with CC Score 0-3,"2,500","24,809","1,035",.,"10,534","2,454",.,.,.,.,"2,061",.,"32,728",.,"5,907",.,"7,670","89,698"
AA50C,150,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"7,513",.,.,.,.,"7,513"
AA51C,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"21,147",.,.,.,.,"21,147"
AA51D,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"10,361",.,.,.,.,"10,361"
AA51D,430,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"3,353",.,.,.,.,"3,353"
AA51F,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"7,435",.,.,.,.,"7,435"
AA51G,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"12,810",.,.,.,.,"12,810"
AA52A,100,"Very Major Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,"4,809",.,.,.,.,"4,809"
AA52B,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"10,060",.,.,.,.,"10,060"
AA52C,150,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"16,766",.,.,.,.,"16,766"
AA52C,300,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"3,630",.,.,.,.,"3,630"
AA52C,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"13,414",.,.,.,.,"13,414"
AA52D,300,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,710",.,.,.,.,"4,710"
AA52D,400,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,438",.,.,.,.,"4,438"
AA52D,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"3,353",.,.,.,.,"3,353"
AA52F,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"13,850",.,.,.,.,"13,850"
AA52G,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"54,455",.,.,.,.,"54,455"
AA53B,150,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"6,377",.,.,.,.,"6,377"
AA53C,150,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"55,791",.,.,.,.,"55,791"
AA53C,400,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"2,521",.,.,.,.,"2,521"
AA53D,150,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"11,704",.,.,.,.,"11,704"
AA53D,300,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"11,183",.,.,.,.,"11,183"
AA53G,150,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"5,060",.,.,.,.,"5,060"
AA55A,300,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
