HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"13,595",.,.,.,.,"13,595"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","5,918","1,693",.,.,"2,218",.,.,.,.,.,.,"2,060",.,.,.,"4,599","2,902"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","2,508","3,164",.,.,"2,824",.,.,.,.,.,.,"2,208",.,.,.,"2,005","2,551"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,276",.,.,.,"3,876","3,343"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","2,958","1,131",.,.,"1,561",.,.,.,.,.,.,.,.,.,.,"3,278","2,328"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under","2,628",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,628"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,956","4,956"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+","4,337",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,746","2,879"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,927","2,927"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,561","2,561"
CA94Z,Intermediate Maxillofacial Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,882","3,882"
CA96Z,"Reduction or Fixation, of Jaw","3,942",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,822","3,001"
CA97Z,"Reduction or Fixation, of Cheekbone","5,010",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,410","2,938"
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+","40,460",.,.,.,"17,438",.,.,.,.,.,.,"8,630","13,436",.,.,.,"16,204"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",.,.,"19,345",.,"6,208",.,.,.,.,.,.,"2,190",.,.,.,.,"15,018"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4","8,164","13,301","11,980",.,"2,695",.,.,.,.,.,.,"8,670",.,.,.,"2,006","10,040"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+","3,068","1,626","5,895",.,.,.,.,.,.,.,"2,847","2,350",.,.,.,"6,602","3,447"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8","7,672","2,846","10,010",.,"1,634",.,.,.,.,.,"1,276","2,368","12,215",.,.,.,"8,453"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4","4,008","7,195","7,792",.,"1,797",.,.,.,.,.,.,"4,972",.,.,.,"1,467","6,910"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+","3,867","3,360",.,.,"2,609",.,.,.,"2,080",.,.,"2,209",.,"3,607",.,"4,473","3,390"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","3,377","1,691","3,722",.,"2,361","1,627","5,881",.,.,.,.,"4,224",.,"2,836",.,"2,990","2,745"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","2,622","1,437",.,"1,706","2,318","1,592",.,.,.,.,"1,207","2,976",.,.,.,"2,417","2,383"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+","2,188","1,939","1,802","2,219","1,844","2,050","3,165",.,"1,983","3,716","2,358","1,783","4,479","4,744",.,"1,881","2,166"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","1,388","1,238","1,708","1,476","1,123","1,069","1,641",.,"1,007","1,439","1,153","1,258",.,"1,718",.,"1,383","1,318"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","1,509","1,098",977,"1,139","1,064","1,307","1,055",.,939,.,984,"1,290","1,629","1,844",.,"1,382","1,263"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","2,628",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,860","2,014"
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"13,450",.,.,.,.,"13,450"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"12,799",.,.,.,.,"12,799"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"8,400",.,.,.,.,"8,400"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"7,552",.,.,.,.,"7,552"
DZ09D,Pulmonary Embolus with CC Score 12+,"1,473","7,968","11,583",.,"5,179",.,.,.,.,"11,149",.,.,.,.,.,"1,834","6,548"
DZ09E,Pulmonary Embolus with CC Score 9-11,"4,383","3,939","2,667","6,350","3,902",904,.,.,"6,200","3,956",734,"4,615",.,.,.,"2,078","3,738"
DZ09F,Pulmonary Embolus with CC Score 6-8,"2,787","2,807","3,713","4,637","3,342","2,456","5,275",.,"4,509","5,754","3,041","3,586",.,"6,001",.,"2,238","3,403"
DZ09G,Pulmonary Embolus with CC Score 3-5,"2,583","2,575","2,411","1,744","2,271","1,808","4,564",.,"2,330",.,"2,750","2,320",.,"3,607",.,"1,913","2,410"
DZ09H,Pulmonary Embolus with CC Score 0-2,"2,599","1,741","2,090","1,897","2,183","1,572","2,506",.,"2,405",.,"1,769","1,361",.,"2,392",.,"1,494","1,828"
DZ10D,Lung Abscess-Empyema with CC Score 10+,"16,655",.,.,.,"5,800",.,.,.,.,.,"1,276","1,802",.,"12,026",.,"6,235","5,730"
DZ10E,Lung Abscess-Empyema with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,"13,641",.,.,.,"6,235","9,938"
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,"2,440","1,622",.,"3,104","2,862",.,.,.,.,.,"5,490","1,425","1,004",.,"5,166","3,123"
DZ10G,Lung Abscess-Empyema with CC Score 0-2,"2,191","6,506","1,240",.,.,.,.,.,752,.,"6,141","6,963",.,.,.,"5,665","4,527"
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+","2,191","6,257",.,"3,175","4,351","7,856","5,672",.,"5,611","10,331","3,705","11,242","15,065","1,758",.,"4,982","6,288"
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14","5,177","4,934","3,287","6,254","5,303","3,461","5,812",.,"6,050","8,683","6,043","5,982","8,062","8,228",.,"3,622","5,232"
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","4,387","3,869","3,113","6,413","3,495","3,120","4,490",.,"3,192","6,277","4,823","3,832","8,499","5,621",.,"2,934","3,847"
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","3,340","2,950","2,833","4,114","3,039","2,598","4,392",.,"2,894","2,928","3,295","3,185","5,751","5,011",.,"2,255","3,091"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","2,721","2,327","2,822","3,054","2,366","2,175","3,309",.,"2,254","3,237","2,430","2,510","2,850","3,865",.,"1,895","2,471"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","1,997","1,832","2,146","2,381","1,799","1,416","2,516",.,"1,614",.,"1,678","1,974",.,"3,099",.,"1,470","1,867"
DZ12C,Bronchiectasis with CC Score 8+,"3,347","4,676","4,134","7,696",.,.,"1,934",.,"3,145",.,"3,724","4,024",.,"8,336",.,"1,100","4,733"
DZ12D,Bronchiectasis with CC Score 5-7,"2,171","2,399","2,385","1,986","2,941","2,862","2,901",.,"2,396",.,"2,674","2,022",.,"2,357",.,"2,352","2,340"
DZ12E,Bronchiectasis with CC Score 2-4,"2,267","1,688","2,331","2,069","1,634","1,567","2,849",.,"2,104",.,"1,933","2,027",.,"2,630",.,"1,676","2,111"
DZ12F,Bronchiectasis with CC Score 0-1,"1,462","1,762","1,987","2,268","1,634",.,.,.,752,.,"1,501","2,026",.,"1,506",.,"1,467","1,806"
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+","4,558",.,.,"5,216","3,605",.,.,.,.,.,.,"9,742",.,.,.,"4,768","4,780"
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4","2,411","2,846","4,912",.,"4,330",.,.,.,"5,637",.,.,"3,833",.,"2,511",.,"6,856","4,187"
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,"2,440","1,858",.,"3,087",.,.,.,.,.,.,"5,362",.,.,.,.,"4,072"
DZ15G,Asthma with Intubation,.,"10,978",.,.,"2,287",.,.,.,"2,201",.,.,.,.,.,.,.,"5,155"
DZ15H,"Asthma without Intubation, with CC Score 9+","1,753","3,659",.,"5,927",.,.,.,.,"3,006",.,.,.,.,"5,524",.,"5,502","4,427"
DZ15J,"Asthma without Intubation, with CC Score 6-8","2,862","2,863","2,110","3,449","2,567","1,118","5,961",.,"2,443",.,.,"3,029",.,"3,766",.,"1,836","2,645"
DZ15K,"Asthma without Intubation, with CC Score 3-5","2,217","1,777","2,048","2,664","1,354","1,142","1,794",.,"1,772",.,"1,913","2,037",.,"1,925",.,"1,039","1,803"
DZ15L,"Asthma without Intubation, with CC Score 0-2","1,504","1,315","1,349","1,385","1,155",950,"1,681",.,"1,149",.,"1,267","1,312",.,"1,475",.,"1,210","1,300"
DZ16D,Pleural Effusion with CC Score 12+,.,"4,744",.,.,"8,496",.,"4,220",.,.,.,.,"3,179",.,.,.,"5,142","5,361"
DZ16E,Pleural Effusion with CC Score 8-11,"4,216","4,074","3,303","6,652","3,311","4,670",.,.,"4,153",.,"4,644","3,762","9,975","10,770",.,"3,544","4,439"
DZ16F,Pleural Effusion with CC Score 4-7,"3,594","2,495","2,275","2,971","2,277","2,092","8,844",.,"3,933",.,"2,812","3,362",.,"6,495",.,"2,552","2,857"
DZ16G,Pleural Effusion with CC Score 0-3,"2,630","2,371","2,388","3,156","1,927","1,370","2,122",.,.,.,"2,816","2,778",.,"2,512",.,"2,075","2,373"
DZ17E,Respiratory Neoplasms with CC Score 11+,"8,733","4,063","9,114","4,536","2,819",.,"4,220",.,"5,261","4,675","4,753","6,716","7,634","1,004",.,"3,967","5,384"
DZ17F,Respiratory Neoplasms with CC Score 8-10,"4,074","3,197","4,261","4,083","2,587","6,930","6,858",.,"4,670",.,"3,435","3,780","4,072","6,986",.,"3,613","3,789"
DZ17G,Respiratory Neoplasms with CC Score 5-7,"2,962","2,362","3,690","3,216","2,994","1,963","6,858",.,"4,534",.,"3,475","3,150","5,700","4,125",.,"3,094","3,246"
DZ17H,Respiratory Neoplasms with CC Score 3-4,"2,902","2,264","3,696","4,536","2,857","1,617","3,693",.,"2,129",.,"2,876","2,893",.,"4,645",.,"2,192","3,010"
DZ17J,Respiratory Neoplasms with CC Score 1-2,"2,112","1,956","2,927","1,942","1,568","2,260",.,.,"1,879",.,"2,268","4,252",.,"3,416",.,"1,555","2,344"
DZ17K,Respiratory Neoplasms with CC Score 0,"1,753","1,220","1,965","2,041","1,409","1,356",.,.,.,.,"1,862","3,324",.,.,.,"3,921","1,949"
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,"1,175",.,.,.,.,"1,228",.,.,.,.,.,"1,243",.,.,.,734,"1,133"
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,.,"1,353",.,"1,416","1,205",.,.,.,.,"1,590","2,406",.,"3,013",.,"1,734","1,663"
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,"2,866",.,.,.,.,.,.,.,.,"2,020",.,.,.,.,.,"2,443"
DZ19D,Other Respiratory Disorders with CC Score 12+,.,.,"1,577",.,"6,506",.,"4,220",.,"3,933",.,.,.,.,.,.,"4,178","4,486"
DZ19E,Other Respiratory Disorders with CC Score 9-11,"3,200","2,033","5,398",.,"1,502","1,406",.,.,"5,243","3,237",.,.,.,"3,515",.,"1,394","2,254"
DZ19F,Other Respiratory Disorders with CC Score 6-8,"2,048","1,532","1,893","1,514","1,413",715,"2,638",.,"1,127","2,038","1,388","2,025","2,443","2,511",.,"1,731","1,803"
DZ19G,Other Respiratory Disorders with CC Score 0-5,"1,458","1,399","1,371","2,052","1,207","1,056","1,407",.,"1,052","1,439","1,131","1,315",.,"1,944",.,"1,395","1,364"
DZ20A,Pulmonary Oedema with CC Score 9+,"4,821",.,.,.,"5,976","1,506",.,.,.,.,.,"4,134",.,.,.,.,"4,653"
DZ20B,Pulmonary Oedema with CC Score 4-8,"2,075","2,846","3,928",.,"2,093","1,137",.,.,.,.,"3,662","1,295",.,"3,319",.,"2,195","2,301"
DZ20C,Pulmonary Oedema with CC Score 0-3,"3,100",813,"4,720","6,017",.,"2,525",.,.,.,.,.,"1,173",.,"2,762",.,"2,279","2,729"
DZ21L,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation","3,506","1,898","3,065",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,628"
DZ21M,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+","11,542","3,090",.,.,"2,941","3,314","4,923",.,.,.,"4,245","6,895",.,.,.,"12,471","5,924"
DZ21N,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7","4,237","3,562",.,"3,594","2,042","3,194","4,906",.,"1,879",.,"3,211","3,729",.,.,.,"2,017","3,536"
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3","3,531","2,846","3,538","2,110","2,233","1,888","3,165",.,"1,315",.,"2,453","2,165",.,"3,515",.,"1,871","2,466"
DZ21Q,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 13+","4,697","3,479",.,"8,920",.,.,"4,220",.,"1,463","8,182","4,813",.,"13,945","6,026",.,"6,412","6,386"
DZ21R,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12","3,256","4,680","1,507","7,608","4,091",.,"4,881",.,"5,862","6,617","3,709","3,882","4,072","4,171",.,"2,866","4,280"
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9","2,919","2,324","3,637","3,172","2,569","1,768","3,265",.,"3,259","4,226","2,824","3,297","6,922","3,836",.,"2,078","2,891"
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6","2,328","2,121","2,258","2,400","2,093","1,696","2,861",.,"2,376","3,836","2,365","2,256","3,563","3,004",.,"1,554","2,222"
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3","1,793","1,655","1,863","1,899","1,533","1,566","2,583",.,"1,650","3,596","1,757","1,665",.,"2,609",.,"1,421","1,719"
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,"3,133","7,093","13,607","3,605",.,"9,495",.,.,"11,149",.,.,"10,586","15,770",.,"4,198","7,023"
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,"2,274","3,939","4,787","6,325","3,096","3,908","5,187",.,"2,938","7,398",.,"3,439","10,505","8,535",.,"2,934","4,727"
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,"3,547","2,781","3,179","5,693","2,905","2,606","3,458",.,"2,943","6,653","2,514","3,097","6,107","5,492",.,"2,244","3,461"
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,"2,549","2,313","2,749","3,136","2,214","2,045","2,981","2,397","2,189","4,521","2,807","1,827","5,700","3,987",.,"1,766","2,539"
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,"2,042","1,826","2,138","2,375","1,654","1,540","2,328",.,"1,636","3,237","1,886","1,597","3,257","2,744",.,"1,547","1,910"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,"1,346","1,168","1,457","1,633","1,070","1,033","1,648",.,"1,190",.,"1,019","1,165",.,"1,733",.,950,"1,253"
DZ23D,Bronchopneumonia with CC Score 13+,"6,845","6,580","2,023","12,580","3,999",.,.,.,"13,536","19,061","2,285","1,241","10,179","13,708",.,"4,815","6,229"
DZ23E,Bronchopneumonia with CC Score 9-12,"3,138","4,144","2,928","6,729","3,746","2,410",.,.,"3,324","4,675","3,274","3,406",.,"6,169",.,"3,681","3,866"
DZ23F,Bronchopneumonia with CC Score 5-8,"3,729","3,258","3,488","4,819","3,025","2,551","2,110",.,"3,325","3,716","4,093","2,111",.,"5,992",.,"2,603","3,494"
DZ23G,Bronchopneumonia with CC Score 0-4,"3,313","2,678","3,190","3,562","1,857","2,788",.,.,"2,338",.,"4,008","3,880",.,"4,987",.,"1,974","3,010"
DZ24D,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,"6,506","4,532","6,123","2,677","3,013","4,748",.,"9,695","7,768",.,"16,548","9,975",.,.,"4,373","5,950"
DZ24E,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12","4,226","4,582","2,287","8,164","4,581","2,398","1,846",.,"5,023","7,193","5,538",.,"8,143","4,506",.,"3,866","4,201"
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9","2,766","4,137","3,973","5,582","3,775","4,040","4,788",.,"3,282","7,193","4,702","2,724","8,143","6,228",.,"2,778","4,030"
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6","2,771","3,727","3,235","3,408","2,676","2,678","3,587",.,"3,173",.,"3,847","2,832",.,"5,338",.,"2,534","3,272"
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3","3,154","2,605","3,064","2,527","2,609","2,042","4,748",.,"2,443",.,"2,361","2,440",.,"4,126",.,"2,158","2,642"
DZ25C,"Fibrosis or Pneumoconiosis, with CC Score 8+","2,739","4,728","4,918",.,"3,910",.,"3,429",.,"5,154","7,912","3,789","7,004",.,"5,649",.,"5,139","4,683"
DZ25D,"Fibrosis or Pneumoconiosis, with CC Score 5-7","2,311","2,370","2,454",.,"2,850","1,908","2,811",.,"4,134",.,"2,135","3,843","4,682","4,144",.,"2,609","2,795"
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4","2,809","2,260","2,181","2,871","2,934","1,958","2,849",.,"2,237",.,"2,110","1,822","5,293","2,798",.,"2,184","2,384"
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1","4,383","2,149",.,"2,495",817,.,.,.,"2,255",.,"1,811","1,319",.,.,.,"2,017","1,863"
DZ26C,"Pneumothorax or Intrathoracic Injuries, with CC Score 8+","4,602","4,391",.,"7,722","1,088",.,.,.,.,.,.,"5,975",.,"8,536",.,"6,602","5,581"
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7","5,698","4,568",762,"3,098","1,697",.,.,.,.,.,.,"3,786","9,772","4,210",.,"3,307","3,642"
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4","3,639","3,959","2,071","2,944","2,078","4,146",.,.,.,.,"2,935","3,755",.,"4,741",.,"2,275","3,171"
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1","2,114","2,121","2,071","3,054","1,785","1,302",.,.,"2,190",.,"1,617","2,312",.,"3,150",.,"1,733","2,052"
DZ27G,Respiratory Failure with Intubation,"5,773","6,805",.,.,"1,634",.,.,.,752,.,.,.,.,"1,506",.,.,"5,137"
DZ27H,"Respiratory Failure without Intubation, with CC Score 12+","1,096","9,352",.,.,"12,090",.,.,.,"4,885",.,.,"7,218",.,"27,038",.,"1,284","7,834"
DZ27J,"Respiratory Failure without Intubation, with CC Score 8-11","3,726","4,202","4,949","2,131","3,268","1,544","2,989",.,"6,012","3,776","4,574","4,784","3,257","7,820",.,"2,137","3,545"
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7","3,151","2,770","2,534","2,051","2,323","2,803","4,484","1,666","3,702",.,"3,413","2,773",.,"3,703",.,"2,141","2,783"
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3","2,600","1,694","2,185","3,508","2,111","1,999","2,638",.,"2,255",.,"2,964","2,383",.,"4,716",.,"1,205","2,404"
DZ28A,Pleurisy with CC Score 3+,.,"2,440","2,125","1,361",.,.,.,.,.,.,.,.,.,.,.,.,"1,975"
DZ28B,Pleurisy with CC Score 0-2,.,.,"1,294",.,327,.,.,.,376,.,397,.,.,.,.,.,621
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+","10,081","4,676","1,240",.,"2,069","1,808",.,.,.,.,.,.,.,.,.,.,"3,586"
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6","6,574","3,218",.,"1,361","1,961","2,206",.,"12,141",.,.,.,.,.,"5,103",.,.,"4,219"
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3","2,943","2,483","2,285",.,"3,050","1,431",.,"5,842",.,.,"2,989",.,.,.,.,.,"2,656"
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1","1,931",.,"2,764",.,"1,307","1,808",.,"2,397",.,.,907,"1,424",.,.,.,"1,100","1,803"
DZ51Z,Complex Tuberculosis,.,.,.,"16,329",.,.,.,.,.,.,.,"23,805",.,.,.,"13,204","17,779"
DZ54Z,Complex Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,"4,903",.,.,.,.,"4,903"
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,"5,077",.,.,.,.,.,.,.,.,"15,288",.,.,.,.,"11,885"
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,"4,575",.,.,.,.,.,.,"3,984",.,.,.,.,"4,279"
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"6,130",.,.,.,.,"6,130"
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,"3,964","4,241",.,"3,276",.,.,.,.,.,.,"5,808",.,.,.,.,"4,601"
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,"3,822","3,267",.,"2,069",.,.,.,.,.,.,"3,404",.,"2,350",.,.,"3,251"
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,"5,922",.,"1,961",.,.,.,.,.,.,"4,954",.,"3,856",.,.,"4,860"
EA03A,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,"7,767",.,.,.,.,.,.,"11,815",.,.,.,.,"10,466"
EA03B,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,"8,248",.,"4,302",.,.,.,.,.,"12,710","11,367",.,.,.,"1,640","8,269"
EA03C,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,"6,095","3,282","5,072",.,.,.,.,.,.,"7,722",.,.,.,"4,830","6,028"
EA03D,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4","2,051","2,014","4,084",.,"5,072",.,.,.,.,.,.,"5,172",.,.,.,"1,493","3,874"
EA03E,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",689,422,"3,477",.,"3,917",.,.,.,.,.,.,"3,764",.,.,.,.,"3,038"
EA05A,"Pace 2: Dual Chamber, with CC Score 9+",.,.,"7,107",.,.,.,.,.,.,.,.,"11,450",.,.,.,.,"10,266"
EA05B,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,"5,214",.,"5,912",.,.,.,.,.,.,"7,375",.,.,.,.,"6,364"
EA05C,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,"4,972",.,"5,142",.,.,.,.,.,.,"5,674",.,.,.,.,"5,332"
EA05D,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,"4,181",.,"3,987",.,.,.,.,.,.,"4,828",.,.,.,.,"4,389"
EA07B,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"10,458",.,.,.,.,"10,458"
EA07C,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3",.,.,"10,782",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,782"
EA11A,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",.,.,"4,860",.,.,.,.,.,.,.,.,"6,941",.,.,.,.,"5,900"
EA11B,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2","1,378",.,"7,605",.,.,.,.,.,.,.,.,"6,602",.,.,.,"1,184","5,977"
EA12A,"Implantation of Cardioverter; Defibrillator only, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,"20,058",.,.,.,.,"20,058"
EA12B,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,"19,559",.,.,.,.,.,.,.,.,"19,874",.,.,.,.,"19,731"
EA12C,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,"17,349",.,.,.,.,.,.,.,.,"16,161",.,.,.,.,"16,491"
EA12D,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,"20,138",.,.,.,.,.,.,.,.,"15,556",.,.,.,.,"16,886"
