HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
CA39Z,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,"6,977",.,.,.,"1,862","5,272"
CA41Z,Bilateral Cochlear Implants,.,.,.,.,.,.,.,.,.,.,.,"24,800",.,.,.,.,"24,800"
CA42Z,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,"20,464",.,.,.,.,"20,464"
CA50Z,Complex Ear Procedures,.,.,.,.,"3,714",.,.,.,.,.,.,"4,800",.,.,.,"2,526","4,483"
CA51A,"Very Major Ear Procedures, 19 years and over",.,"1,849",.,.,"4,262",.,.,.,.,.,.,"3,446",.,.,.,"2,526","3,249"
CA51B,"Very Major Ear Procedures, 18 years and under",.,"1,656",.,.,"3,816",.,.,.,.,.,.,"4,882",.,.,.,"1,451","3,188"
CA52A,"Major Ear Procedures, 19 years and over","3,760","1,848",.,.,"2,604",.,.,.,.,.,.,"3,119",.,.,.,"2,301","2,937"
CA52B,"Major Ear Procedures, 18 years and under","2,360",.,.,.,934,.,.,.,.,.,.,.,.,.,.,"2,220","1,991"
CA53A,"Intermediate Ear Procedures, 19 years and over","2,664","1,915",.,.,"3,110",.,.,.,.,.,.,"2,697",.,.,.,"1,395","2,421"
CA53B,"Intermediate Ear Procedures, 18 years and under","2,133","1,200",.,.,"1,356",.,.,.,.,.,.,.,.,.,.,.,"1,705"
CA54A,"Minor Ear Procedures, 19 years and over","1,753",.,.,.,"2,190",.,.,.,.,.,.,"1,321",.,.,.,.,"1,755"
CA54B,"Minor Ear Procedures, 18 years and under","1,753",.,.,.,"5,113",.,.,.,.,.,.,"7,453",.,.,.,.,"4,018"
CA55A,"Minimal Ear Procedures, 19 years and over",.,"1,708",.,.,.,.,.,.,.,.,.,"2,461",.,.,.,.,"2,085"
CA55B,"Minimal Ear Procedures, 18 years and under",.,"2,101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,101"
CA60A,"Tonsillectomy, 19 years and over","1,450","1,116",.,.,"1,166",.,.,.,.,.,.,"1,491",.,.,.,"1,169","1,346"
CA60B,"Tonsillectomy, 18 years and under","1,450","1,792",.,.,"1,084","1,377",.,.,.,.,.,"1,718",.,.,.,"1,345","1,485"
CA61Z,Adenotonsillectomy,"1,450","1,700",.,.,"1,177","1,499",.,.,.,.,.,"1,932",.,.,.,"1,343","1,437"
CA62Z,Adenoidectomy,"1,450",866,.,.,"1,068","2,268",.,.,.,.,.,"2,260",.,.,.,"1,116","1,334"
CA63Z,Tracheostomy,.,.,.,.,.,.,.,.,.,.,.,"2,118",.,.,.,"1,093","1,606"
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,"1,905",.,.,.,"1,519",.,.,.,.,.,.,"1,777",.,.,.,.,"1,764"
CA65Z,Frenotomy or Frenectomy,.,.,.,.,666,.,.,.,.,.,.,"3,002",.,.,.,.,"1,444"
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over","1,601","1,071",.,.,"1,455",.,.,.,.,.,.,"1,528",.,.,.,"1,255","1,427"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under","2,066",.,.,.,.,.,.,.,.,.,.,"1,508",.,.,.,"1,129","1,718"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+","3,258",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,258"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1","1,472","1,180",.,.,"1,536",.,.,.,.,.,.,"1,662",.,.,.,.,"1,561"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over","1,450",.,.,.,"1,690",.,.,.,.,.,.,"1,703",.,.,.,.,"1,611"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under","2,360",.,.,.,.,.,.,.,.,.,.,"1,881",.,.,.,.,"1,941"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over","1,450","1,243",.,.,"1,205",.,.,.,.,.,.,"1,547",.,.,.,"1,048","1,453"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years","1,450",.,.,.,"1,624",.,.,.,.,.,.,"1,549",.,.,.,.,"1,541"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"1,425",.,.,.,.,"1,425"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,"1,450",837,.,.,"1,154",.,.,.,.,.,.,"1,468",.,.,.,.,"1,384"
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over","1,450","2,420",.,.,.,.,.,.,.,.,.,"1,443",.,.,.,.,"1,514"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under","1,450",.,.,.,"1,030",.,.,.,.,.,.,.,.,.,.,.,"1,380"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+","17,202",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,202"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4","34,469",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,878","16,075"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1","17,202",.,.,.,.,.,.,.,.,.,.,"15,219",.,.,.,"17,718","15,423"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,337","2,337"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"4,247",.,.,.,"1,862","3,906"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"4,663",.,.,.,"2,526","4,235"
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"5,514",.,.,.,.,"5,514"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","2,446",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,251","3,478"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","1,450",.,.,.,.,.,.,.,.,.,.,"2,075",.,.,.,"2,174","2,028"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"3,692",.,.,.,.,"3,692"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"4,150",.,.,.,.,"4,150"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","4,012",.,.,.,"1,873",.,.,.,.,.,.,"1,532",.,.,.,"2,835","3,016"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","5,592","1,501",.,.,"2,287",.,.,.,.,.,.,"2,570",.,.,.,"2,030","2,854"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","5,616",847,.,.,"1,059","1,043",.,.,.,.,.,"4,160",.,.,.,"1,728","2,945"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","2,075",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,576","2,499"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","1,843",.,.,.,"1,356",.,.,.,.,.,.,"1,308",.,.,.,"1,848","1,669"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under","1,450",.,.,.,.,.,.,.,.,.,.,"3,219",.,.,.,.,"2,334"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over","3,180","1,103","1,674",.,"1,471","1,381",.,.,.,.,.,"1,556",.,.,.,"1,616","2,021"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,"1,337",.,.,.,.,.,.,"2,493",.,.,.,"1,395","1,930"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"4,010",.,.,.,.,"4,010"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over","1,641",.,.,.,.,.,.,.,.,.,.,"1,465",.,.,.,"1,546","1,551"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years","1,426",.,.,.,857,.,.,.,.,.,.,.,.,.,.,"1,470","1,364"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under","1,426",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","1,453"
CA90Z,Very Complex Maxillofacial Procedures,"14,298",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,893","13,362"
CA91A,Complex Maxillofacial Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,615","3,615"
CA91B,Complex Maxillofacial Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,294","3,294"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,.,.,"2,697",.,.,.,.,.,.,.,.,.,.,.,.,"7,124","6,722"
CA92B,Very Major Maxillofacial Procedures with CC Score 0,"4,928",.,.,.,.,.,.,.,.,.,.,"7,076",.,.,.,"3,692","4,960"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+","1,832",.,.,.,.,.,.,.,.,.,.,"7,301",.,.,.,"3,583","3,724"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0","4,958",.,.,.,.,.,.,.,.,.,.,"1,411",.,.,.,"3,775","4,012"
CA93C,"Major Maxillofacial Procedures, 18 years and under","2,238",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,119","2,767"
CA94Z,Intermediate Maxillofacial Procedures,"2,264",.,.,.,.,.,.,.,.,.,.,"1,808",.,.,.,"2,616","2,414"
CA95Z,Minor Maxillofacial Procedures,"2,296",.,.,.,.,.,.,.,.,.,.,"1,238",.,.,.,"1,805","1,942"
CA96Z,"Reduction or Fixation, of Jaw","3,283",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,059","2,758"
CA97Z,"Reduction or Fixation, of Cheekbone","4,118",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,297","3,381"
CA98Z,Reduction of Fracture of Nasal Bone,"1,020",844,.,.,550,.,.,.,.,.,.,"1,121",.,.,.,"1,053",974
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",.,.,"5,439",.,.,.,.,.,.,.,.,.,.,.,.,"14,629","10,034"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8","20,693",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,733","8,720"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4","4,807","1,864","9,304",.,"5,116",.,.,.,.,.,.,"4,500",.,.,.,"2,234","3,994"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",.,.,"12,371",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,371"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8","6,475",.,"6,513",.,.,.,.,.,.,.,.,.,.,.,.,"2,088","5,489"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",540,.,"4,744",.,.,.,.,.,.,.,.,"12,792",.,.,.,"2,419","4,732"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+","1,990","5,693",.,.,"2,728",.,.,.,.,.,.,.,.,.,.,"3,024","3,062"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","2,375","2,334","1,356",.,"3,910",603,.,.,.,.,.,"3,452",.,"1,786",.,"2,309","2,573"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","1,998","2,324",.,.,"1,962",.,.,.,.,.,.,"2,234",.,.,.,"2,258","2,177"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",438,.,"1,772",.,.,.,.,.,.,.,.,.,.,.,.,"1,706","1,465"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","1,534",419,884,.,831,.,.,.,.,.,.,"1,737",.,.,.,"1,679","1,174"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",626,452,668,.,567,.,.,.,.,.,.,730,.,.,.,798,696
CD01A,"Major Dental Procedures, 19 years and over","1,832",.,.,.,.,.,.,.,.,.,.,"1,319",.,.,.,"1,430","1,441"
CD02A,"Intermediate Dental Procedures, 19 years and over","2,238",.,.,.,.,.,.,.,.,.,.,"1,362",.,.,.,"1,508","1,710"
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,074",.,.,.,.,"2,074"
CD03A,"Minor Dental Procedures, 19 years and over","1,832",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,832"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","1,920",.,.,.,.,.,.,.,.,.,.,"1,483",.,.,.,"1,491","1,678"
CD04B,"Major Surgical Removal of Tooth, 18 years and under","1,909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,909"
CD05A,"Surgical Removal of Tooth, 19 years and over","1,832",.,.,.,.,.,.,.,.,.,.,856,.,.,.,"1,306","1,406"
CD05B,"Surgical Removal of Tooth, 18 years and under","1,913",.,.,.,.,.,.,.,.,.,.,"1,132",.,.,.,"1,220","1,443"
CD06A,"Extraction of Multiple Teeth, 19 years and over","2,644",.,.,.,.,.,.,.,.,.,.,"1,622",.,.,.,"1,619","1,724"
CD06B,"Extraction of Multiple Teeth, 18 years and under","1,832","2,800",.,.,.,.,.,.,.,.,.,"1,444",.,.,.,"1,356","1,579"
CD07A,"Minor Extraction of Tooth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,229",.,.,.,.,"1,229"
CD07B,"Minor Extraction of Tooth, 18 years and under","1,832",.,.,.,.,.,.,.,.,.,.,"1,282",.,"1,000",.,.,"1,371"
CD09A,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,387",.,.,.,.,"1,387"
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,"6,060",.,.,.,.,.,.,.,.,"9,209",.,.,.,.,"9,083"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,"3,174",.,.,.,.,.,.,.,.,"9,505",.,.,.,.,"9,441"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2","2,900",.,"7,764",.,.,.,.,.,.,.,.,"8,318",.,.,.,.,"8,267"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"7,982",.,.,.,.,"7,982"
DZ06A,"Minor Thoracic Procedures, 19 years and over",489,476,"1,044",464,"1,567",301,.,.,790,525,.,"1,382",.,502,.,"1,031",865
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over",981,407,577,.,.,714,.,.,.,.,.,"1,219",.,685,.,.,889
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,565",.,.,.,.,"1,565"
DZ08Z,Rigid Bronchoscopy,.,.,"1,193",.,.,.,.,.,.,.,.,"2,016",.,.,.,.,"1,967"
DZ09F,Pulmonary Embolus with CC Score 6-8,438,"2,205","6,338",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,288"
DZ09G,Pulmonary Embolus with CC Score 3-5,.,"1,931","1,208",.,.,"1,808",.,.,.,.,.,"1,258",.,.,.,.,"1,444"
DZ09H,Pulmonary Embolus with CC Score 0-2,438,"1,084",953,.,"1,636",.,.,.,.,.,.,.,.,.,.,.,"1,167"
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,407,.,.,.,.,.,.,.,.,.,"9,901",.,.,.,"5,318","6,169"
DZ10G,Lung Abscess-Empyema with CC Score 0-2,.,"2,440",469,.,.,.,.,.,.,"3,021",.,"1,815",.,.,.,"2,568","1,670"
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,"1,220",.,.,.,.,.,.,.,"3,054",.,.,.,.,.,.,"2,137"
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,"2,277",.,.,.,.,.,"4,073",.,"4,485",.,.,.,.,.,.,"3,054"
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","2,630","2,809",.,"13,154",.,.,.,.,.,.,.,.,.,.,.,"1,007","3,285"
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","2,181",948,.,"8,543","9,226",.,.,.,"1,503",.,.,.,.,.,.,"1,027","1,972"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","1,599","2,959","1,870","7,203","3,917",.,.,.,376,"1,297",.,"5,743",.,.,.,"1,109","2,767"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","1,788","1,232",.,.,"5,235","1,142","3,165",.,939,"2,848",.,.,.,502,.,734,"1,818"
DZ12C,Bronchiectasis with CC Score 8+,.,"2,135","10,416",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,791"
DZ12D,Bronchiectasis with CC Score 5-7,.,"1,220","2,885",.,.,.,.,.,877,"4,418",.,.,.,.,.,"1,834","2,284"
DZ12E,Bronchiectasis with CC Score 2-4,.,"1,491","2,176",.,.,.,.,.,752,"1,434",.,"2,102",.,"1,004",.,"1,492","1,955"
DZ12F,Bronchiectasis with CC Score 0-1,.,.,"1,946",.,.,.,.,.,"2,630",335,.,"1,553",.,.,.,.,"1,919"
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+","6,574",.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,"3,514"
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,"1,567",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,567"
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,"1,055",.,"2,079",.,.,.,.,.,.,"2,255",.,.,.,.,"1,911"
DZ15K,"Asthma without Intubation, with CC Score 3-5",.,941,.,.,.,.,.,.,"3,891",.,.,.,.,.,.,.,"1,362"
DZ15L,"Asthma without Intubation, with CC Score 0-2",.,610,.,.,.,904,.,.,.,963,.,.,.,.,.,.,772
DZ16D,Pleural Effusion with CC Score 12+,555,.,.,.,.,.,.,.,.,.,.,"3,999",.,.,.,.,"2,851"
DZ16E,Pleural Effusion with CC Score 8-11,.,"1,220",.,"16,796",.,.,.,.,.,.,.,.,.,502,.,.,"6,173"
DZ16F,Pleural Effusion with CC Score 4-7,"3,652",966,"1,059",.,"1,307","2,109",.,.,.,.,.,"2,991",.,670,.,"3,460","2,178"
DZ16G,Pleural Effusion with CC Score 0-3,521,"1,220","1,608",.,.,.,.,.,.,.,.,"3,286",.,.,.,"2,975","2,209"
DZ17E,Respiratory Neoplasms with CC Score 11+,"2,284","5,896","3,039",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,279"
DZ17F,Respiratory Neoplasms with CC Score 8-10,"3,945","6,912","2,106",.,"1,088",.,.,.,"5,637",.,.,"3,712",.,.,.,.,"3,504"
DZ17G,Respiratory Neoplasms with CC Score 5-7,"1,478","1,626","4,742",.,"8,453",.,.,.,376,.,.,"4,215",.,"2,511",.,367,"3,828"
DZ17H,Respiratory Neoplasms with CC Score 3-4,"1,023","1,610","2,942","2,721",.,301,.,.,.,"1,030",.,"2,935",.,"2,310",.,"1,048","2,676"
DZ17J,Respiratory Neoplasms with CC Score 1-2,"1,898",813,"1,781",454,"8,453",.,.,.,.,.,.,"3,788",.,502,.,367,"2,718"
DZ17K,Respiratory Neoplasms with CC Score 0,"2,295",407,707,.,.,.,.,.,.,375,.,"2,943",.,"1,004",.,.,"2,206"
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,348,.,654,.,.,.,.,.,.,.,.,.,.,.,424
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,813,733,.,.,.,.,.,.,.,.,.,.,.,.,734,744
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,.,711,.,.,.,.,.,.,.,.,.,.,.,.,.,711
DZ19E,Other Respiratory Disorders with CC Score 9-11,.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
DZ19F,Other Respiratory Disorders with CC Score 6-8,"1,172",.,.,.,.,.,.,.,.,.,.,"2,487",.,.,.,.,"1,666"
DZ19G,Other Respiratory Disorders with CC Score 0-5,789,710,"1,085","1,134","1,887","1,205",.,.,"1,250",418,.,"2,429",.,"1,004",.,"1,248","1,445"
DZ20A,Pulmonary Oedema with CC Score 9+,.,.,.,.,"5,272",.,.,.,.,.,.,"2,020",.,.,.,.,"3,646"
DZ20B,Pulmonary Oedema with CC Score 4-8,.,.,"1,595",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,595"
DZ20C,Pulmonary Oedema with CC Score 0-3,.,.,"2,505",.,"5,787",.,.,"4,435",.,.,.,.,.,.,.,.,"3,547"
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",689,407,570,.,"1,691",.,528,.,.,375,.,"1,403",.,.,.,.,674
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,215",.,.,.,.,"1,215"
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,"1,772","4,536",.,.,.,.,.,.,.,"6,556",.,.,.,.,"4,288"
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,813,"1,542",.,"5,207",.,.,.,"1,879","2,848",.,"1,260",.,"1,339",.,"4,768","1,822"
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3","1,753","1,626","2,231","3,175","2,585","1,205",.,.,.,"1,527",.,"2,204",.,.,.,"1,100","2,045"
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,409
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,100","1,100"
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,"5,931",.,.,.,.,.,.,"3,189",.,"2,009",.,.,"3,580"
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,"2,497","2,057","1,948","1,814","1,314","1,537",.,.,"2,622",.,.,.,.,"4,796",.,.,"2,032"
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,877,496,"2,039","2,188","2,221",.,.,"2,075",.,"1,277",.,"1,786",.,.,.,"1,223","1,774"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,981,.,"1,908",.,.,.,.,.,"1,503",.,.,"1,147",.,"1,004",.,.,"1,349"
DZ23F,Bronchopneumonia with CC Score 5-8,"3,444","4,473","4,180",.,"2,628",.,.,.,.,.,.,.,.,.,.,825,"2,571"
DZ23G,Bronchopneumonia with CC Score 0-4,.,"2,924","1,790",.,"10,544",.,.,.,.,.,.,.,.,.,.,.,"2,892"
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,.,826,.,"17,793",.,.,.,.,.,.,.,.,.,.,.,"2,947"
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,.,.,.,.,"3,827",.,.,.,.,.,.,.,.,.,.,"3,827"
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3",.,904,.,.,.,.,.,.,.,.,.,"1,768",.,.,.,.,"1,480"
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4",.,"4,066",.,.,.,.,.,.,.,.,.,"3,593",.,.,.,.,"3,796"
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,"2,762",.,.,.,.,.,.,.,.,"2,268",.,.,.,.,"2,392"
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",.,.,"1,095",.,.,.,.,.,.,549,.,.,.,.,.,734,732
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4","6,136",.,.,.,.,"1,356",.,.,.,.,.,"1,285",.,"2,511",.,.,"2,529"
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1",.,"1,220","3,308",.,.,.,.,.,.,"1,144",.,"2,904",.,.,.,367,"1,679"
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7","1,753","2,541",622,.,.,.,.,.,.,512,.,873,.,.,.,.,"1,340"
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3",.,"1,898",686,.,327,.,.,.,.,.,.,"1,190",.,.,.,.,897
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",.,.,.,.,.,.,.,"8,069",.,.,.,.,.,.,.,.,"8,069"
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"3,782",.,.,.,.,"3,782"
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",438,725,"1,642",.,.,.,.,"2,136",.,.,.,"5,966",.,.,.,.,"1,535"
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1","2,430",395,.,.,.,.,.,"5,275",.,.,.,"3,536",.,.,.,"1,100","2,192"
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,.,168,.,.,.,.,.,376,.,.,.,.,.,.,.,272
DZ50Z,Respiratory Sleep Study,.,.,638,.,.,.,.,.,.,.,.,"1,372",.,.,.,.,"1,333"
DZ51Z,Complex Tuberculosis,.,.,"15,577",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,577"
DZ54Z,Complex Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,"7,553",.,.,.,.,"7,553"
DZ62A,Very Complex Thoracic Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"9,980",.,.,.,.,"9,980"
DZ62B,Very Complex Thoracic Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"9,305",.,.,.,.,"9,305"
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"12,142",.,.,.,.,"12,142"
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"5,550",.,.,.,.,"5,550"
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"5,952",.,.,.,"2,430","4,991"
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,"4,705",.,"5,965",.,.,.,.,.,.,"6,622",.,.,.,"1,976","6,103"
DZ63D,"Major Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"5,867",.,.,.,.,"5,867"
