HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost,
AA52G,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"7,216",.,.,.,.,"7,216",
AA53B,150,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"9,033",.,.,.,.,"9,033",
AA53C,150,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"8,304",.,.,.,.,"8,304",
AA53C,160,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"9,709",.,.,.,"2,375","6,042",
AA53C,300,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"2,071",.,.,.,.,"2,071",
AA53C,400,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"8,543",.,.,.,.,"8,543",
AA53D,110,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"7,410",.,.,.,.,"7,410",
AA53D,120,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,"2,554",.,.,.,.,.,.,.,.,.,.,"22,041",.,.,.,.,"12,297",
AA53D,140,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3","3,627",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,627",
AA53D,150,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"8,556",.,.,.,.,"8,556",
AA53D,160,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,375","2,375",
AA53F,150,"Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"16,933",.,.,.,.,"16,933",
AA53G,120,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"7,841",.,.,.,.,"7,841",
AA53G,150,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"15,246",.,.,.,.,"15,246",
AA53G,421,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"9,935",.,.,.,.,"9,935",
AA53G,823,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"42,199",.,.,.,.,"42,199",
AA54A,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"8,764",.,.,.,.,"8,764",
AA54B,100,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,"2,427",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,427",
AA54B,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"9,229",.,.,.,.,"9,229",
AA54C,120,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,441",.,.,.,.,"3,441",
AA54C,150,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"5,587",.,.,.,.,"5,587",
AA54C,160,"Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,890","1,890",
AA55A,140,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,205","2,205",
AA55C,150,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"12,386",.,.,.,.,"12,386",
AA56A,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"8,958",.,.,.,.,"8,958",
AA56B,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"6,046",.,.,.,.,"6,046",
AA56B,400,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"6,102",.,.,.,.,"6,102",
AA57A,100,"Minimal Intracranial Procedures, 19 years and over",.,.,"11,603",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,603",
AA57A,150,"Minimal Intracranial Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"10,382",.,.,.,.,"10,382",
AA57A,400,"Minimal Intracranial Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"5,351",.,.,.,.,"5,351",
AA60A,100,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,"10,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,921",
AA60A,150,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"12,892",.,.,.,.,"12,892",
AA60A,400,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"11,063",.,.,.,.,"11,063",
AA61A,150,"Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"10,850",.,.,.,.,"10,850",
AA80Z,400,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,"2,542",.,.,.,.,"2,542",
AA80Z,420,Complex Long Term EEG Monitoring,.,558,.,.,"1,804",.,.,.,.,.,.,.,.,.,.,.,.,"1,305",
AA80Z,421,Complex Long Term EEG Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,"6,648",.,.,.,.,"6,648",
AA81Z,420,Standard Long Term EEG Monitoring,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558,
AB12Z,150,Insertion of Neurostimulator for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"12,219",.,.,.,.,"12,219",
AB14Z,150,Insertion of Neurostimulator Electrodes for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"8,845",.,.,.,.,"8,845",
AB16Z,110,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,"1,104",.,.,.,.,.,.,.,.,.,"1,104",
AB16Z,150,"Denervation or Injection Around Spinal Facet, for Pain Management",.,.,.,.,.,.,.,.,.,.,.,.,"3,456",.,.,.,.,"3,456",
AB17Z,110,"Nerve Block or Destruction of Nerve, for Pain Management",.,.,.,.,.,.,.,"1,274",.,.,.,.,.,.,.,.,.,"1,274",
AB17Z,120,"Nerve Block or Destruction of Nerve, for Pain Management","2,427",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,427",
AB17Z,150,"Nerve Block or Destruction of Nerve, for Pain Management",.,.,.,.,.,.,.,.,.,.,.,.,"3,254",.,.,.,.,"3,254",
AB18Z,400,Continuous Infusion of Therapeutic Substance for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,854,.,.,.,.,854,
AB19Z,110,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,"1,366",.,.,.,.,395,.,.,.,.,"1,042",
AB19Z,160,Injection of Therapeutic Substance into Joint for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,957,957,
AB20Z,110,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,"1,121",.,.,.,.,.,.,.,.,.,"1,121",
AB20Z,150,Epidural Under Image Control for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,"2,201",.,.,.,.,"2,201",
AB21Z,110,"Epidural or Therapeutic Spinal Puncture, for Pain Management",.,.,.,.,.,.,.,"2,581",.,.,.,.,.,.,.,.,.,"2,581",
AB22Z,100,Trigger Point Injection for Pain Management,.,.,.,.,.,.,.,.,.,.,.,.,.,.,885,.,.,885,
AB22Z,191,Trigger Point Injection for Pain Management,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,
AB22Z,502,Trigger Point Injection for Pain Management,.,.,.,.,"1,404",.,.,.,.,.,.,.,.,.,.,.,.,"1,404",
BZ24D,130,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"2,534",.,.,.,.,"2,534",
BZ24D,300,Non-Surgical Ophthalmology with Interventions,"1,784",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,784",
BZ24D,400,Non-Surgical Ophthalmology with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"5,861",.,.,.,.,"5,861",
BZ24D,410,Non-Surgical Ophthalmology with Interventions,.,"4,351",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,351",
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,476",.,.,.,.,"3,476",
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4","2,640",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,640",
BZ24F,800,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,593,
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577,
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","1,539",.,.,.,.,.,.,.,.,.,.,.,"1,188",.,.,.,.,"1,263",
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713,
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,111",.,.,.,.,"3,111",
BZ30A,130,"Complex, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,699",.,.,.,.,"1,699",
BZ30B,130,"Complex, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,291",.,.,.,.,"2,291",
BZ31A,130,"Very Major, Cataract or Lens Procedures, with CC Score 2+","1,097",.,.,.,.,.,.,.,.,.,.,.,"1,545",.,.,.,.,"1,321",
BZ31B,130,"Very Major, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,349",.,.,.,.,"2,349",
BZ32A,130,"Intermediate, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,397",.,.,.,.,"1,397",
BZ32B,130,"Intermediate, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,639",.,.,.,.,"2,639",
BZ33Z,130,"Minor, Cataract or Lens Procedures",769,.,.,.,.,.,.,.,.,.,.,.,755,.,.,.,.,764,
BZ34C,130,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1","1,097",.,.,.,.,.,.,.,.,.,"1,032",.,"1,585",.,.,.,.,"1,389",
BZ41B,130,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,351",.,.,.,.,"3,351",
BZ41B,160,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,151","2,151",
BZ42A,130,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+","1,754",.,.,.,.,.,.,.,.,.,.,.,"2,472",.,.,.,.,"2,113",
BZ42A,160,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,576","4,576",
BZ42B,130,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,897",.,.,.,.,"2,897",
BZ42B,140,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,750",
BZ42B,160,"Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,257","2,257",
BZ43Z,130,"Complex or Very Major, Oculoplastics Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,037",.,.,.,.,"4,037",
BZ44B,130,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"1,018",.,"2,472",.,.,.,.,"2,109",
BZ44B,140,"Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1","3,999",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,999",
BZ45A,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,435,.,.,.,.,435,
BZ45A,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,915","1,915",
BZ45B,130,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","2,086",.,.,.,.,.,.,.,.,.,.,.,"2,145",.,.,.,.,"2,121",
BZ45B,140,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1","4,437",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,437",
BZ45B,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,668","1,668",
BZ45C,130,"Intermediate Oculoplastics Procedures, between 4 and 18 years","1,316",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,316",
BZ45C,160,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430",
BZ45D,140,"Intermediate Oculoplastics Procedures, 3 years and under","1,709",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,709",
BZ45D,160,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,842",.,.,.,.,"1,842",
BZ46A,160,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,890","1,890",
BZ50Z,130,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,993",.,.,.,.,"2,993",
BZ50Z,140,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over","5,551",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,052","5,385",
BZ51A,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"2,846",.,.,.,.,"2,846",
BZ51A,140,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","5,989",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,565","4,050",
BZ51B,120,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,021",.,.,.,.,"3,021",
BZ51B,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,272",.,.,.,.,"3,272",
BZ51B,140,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","5,332",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,722","3,882",
BZ52Z,140,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,640","2,640",
BZ53A,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,"1,293",.,.,.,.,.,.,"1,293",
BZ53A,140,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,965","1,965",
BZ53B,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,087",.,.,.,.,"3,087",
BZ53B,140,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","3,375",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,375",
BZ54A,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+","1,428",.,.,.,.,.,.,.,.,.,.,.,"1,759",.,.,.,.,"1,649",
BZ54B,120,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,485",.,.,.,.,"3,485",
BZ54B,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0","1,353",.,.,.,.,.,.,.,.,.,.,.,"2,072",.,.,.,.,"1,945",
BZ55Z,130,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,520",.,.,.,.,"2,520",
BZ56B,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,823,.,.,.,.,823,
BZ56C,130,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,737",.,.,.,.,"1,737",
BZ60B,130,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1","1,754",.,.,.,.,.,.,.,.,.,.,.,"3,054",.,.,.,.,"2,924",
BZ61A,130,"Complex, Cornea or Sclera Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,792",.,.,.,.,"1,792",
BZ61B,130,"Complex, Cornea or Sclera Procedures, with CC Score 0-1","1,411",.,.,.,.,.,.,.,.,.,.,.,"2,676",.,.,.,.,"2,532",
BZ62B,130,"Very Major, Cornea or Sclera Procedures, with CC Score 0","1,097",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,097",
BZ63A,130,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,164",.,.,.,.,"1,164",
BZ64A,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,855",.,.,.,.,"1,855",
BZ72A,130,"Major Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,141",.,.,.,.,"2,141",
BZ72B,130,"Major Ocular Motility Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,562",.,.,.,.,"2,562",
BZ73A,130,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,440",.,.,.,.,"3,440",
BZ74B,130,"Minor Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,980,.,.,.,.,.,.,980,
BZ80B,130,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,347",.,.,.,.,"2,347",
BZ81A,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,152",.,.,.,.,"2,152",
BZ81B,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,048",.,.,.,.,"2,048",
BZ82Z,130,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,136",.,.,.,.,"3,136",
BZ83A,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+","2,831",.,.,.,.,.,.,.,.,.,.,.,"2,224",.,.,.,.,"2,285",
BZ83B,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,785",.,.,.,.,"1,785",
BZ84A,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,093",.,.,.,.,"2,093",
BZ84B,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,660",.,.,.,.,"1,660",
BZ85Z,130,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,923",.,.,.,.,"2,923",
BZ86A,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,451,.,.,.,.,451,
BZ86B,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,597",.,.,.,.,"1,597",
BZ86C,130,"Intermediate Vitreous Retinal Procedures, 18 years and under",659,.,.,.,.,.,.,.,.,.,.,.,"1,231",.,.,.,.,945,
BZ87A,130,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,105",.,.,.,.,"2,105",
BZ90Z,130,"Very Complex, Glaucoma or Iris Procedures",.,.,.,.,.,.,.,.,.,.,.,.,"5,214",.,.,.,.,"5,214",
BZ91B,130,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"6,161",.,.,.,.,"6,161",
BZ92A,420,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,002",.,.,.,.,"3,002",
BZ92B,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"1,007",.,"1,732",.,.,.,.,"1,551",
BZ93B,130,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"7,166",.,.,.,.,"7,166",
BZ94A,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+","1,318",.,.,.,.,.,.,.,.,.,.,.,"1,075",.,.,.,.,"1,197",
BZ94B,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",878,.,.,.,.,.,.,.,.,.,.,.,"1,811",.,.,.,.,"1,578",
CA01Z,140,Complex Neck Procedures,"10,728",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,728",
CA01Z,160,Complex Neck Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,055","5,055",
CA02A,100,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"3,850",.,.,.,"3,148","3,616",
CA02A,120,Very Major Neck Procedures with CC Score 2+,.,.,.,.,"8,312",.,.,.,.,.,.,.,"8,185",.,.,.,.,"8,249",
CA02A,140,Very Major Neck Procedures with CC Score 2+,"8,391",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,391",
CA02A,160,Very Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,222","5,222",
CA02B,100,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"5,466",.,.,.,"2,055","4,329",
CA02B,120,Very Major Neck Procedures with CC Score 0-1,"4,538","1,827",.,.,"6,196",.,.,.,.,.,.,.,"8,586",.,.,.,.,"7,497",
CA02B,140,Very Major Neck Procedures with CC Score 0-1,"10,092",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,092",
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,025","6,025",
CA03A,100,Major Neck Procedures with CC Score 2+,.,.,"3,078",.,.,.,.,.,.,.,.,.,"5,860",.,.,.,"2,262","3,222",
CA03A,120,Major Neck Procedures with CC Score 2+,"4,154","2,236",.,.,"7,042",.,.,.,.,.,.,.,"6,149",.,.,.,.,"5,456",
CA03A,140,Major Neck Procedures with CC Score 2+,"7,747",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,404","5,076",
CA03A,160,Major Neck Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,785","3,785",
CA03B,100,Major Neck Procedures with CC Score 0-1,.,.,"2,725",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,262","2,609",
CA03B,120,Major Neck Procedures with CC Score 0-1,"9,183","2,354",.,.,"3,675",.,.,.,.,.,.,.,"6,360",.,.,.,.,"5,218",
CA03B,140,Major Neck Procedures with CC Score 0-1,"8,146",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,146",
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,352","3,352",
CA04A,120,"Intermediate Neck Procedures, 19 years and over","2,620","1,696",.,.,"1,474",.,.,.,.,.,.,.,"2,990",.,.,.,.,"2,498",
CA04A,140,"Intermediate Neck Procedures, 19 years and over","3,754",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,754",
CA04A,160,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,194","1,194",
CA04B,100,"Intermediate Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,215",.,.,.,.,"1,215",
CA04B,120,"Intermediate Neck Procedures, 18 years and under","3,749","1,287",.,.,"2,206",.,.,.,.,.,.,.,"3,327",.,.,.,.,"2,840",
CA05A,100,"Minor Neck Procedures, 19 years and over","4,304",871,.,.,.,.,.,.,.,.,.,.,"2,738",.,"3,320",.,.,"3,187",
CA05A,110,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,"1,893",.,.,.,.,.,.,.,.,.,"1,893",
CA05A,120,"Minor Neck Procedures, 19 years and over","2,151","1,538",.,.,"1,494",.,.,.,.,.,.,.,"2,109",.,.,.,.,"1,979",
CA05A,140,"Minor Neck Procedures, 19 years and over","2,467",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,221","1,844",
CA05A,172,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,326",.,.,.,.,"2,326",
CA05B,120,"Minor Neck Procedures, 18 years and under","2,066",.,.,.,"1,242",.,.,.,.,.,.,.,"1,844",.,.,.,.,"1,892",
CA05B,370,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,826",.,.,.,.,"2,826",
CA10A,120,"Septorhinoplasty, 19 years and over","3,822","1,917",.,.,"2,092",.,.,.,.,.,.,.,"2,629",.,.,.,.,"2,502",
CA10A,140,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,965","1,965",
CA10A,160,"Septorhinoplasty, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,132","2,132",
CA10B,120,"Septorhinoplasty, 18 years and under","3,455","4,617",.,.,"2,298",.,.,.,.,.,.,.,"2,219",.,.,.,"1,443","2,805",
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,374","2,374",
CA11A,120,"Septoplasty, 19 years and over","3,152","1,454",.,.,"1,668",.,.,.,.,.,.,.,"2,139",.,.,.,.,"2,156",
