HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC",25,.,.,.,34,.,.,219,.,.,.,4,.,.,.,1,283
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",7,.,.,.,5,.,.,27,.,.,.,1,.,.,.,1,41
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC",66,.,1,.,49,.,.,122,.,.,.,8,.,.,.,4,250
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",5,.,.,.,.,.,.,6,.,.,.,1,.,.,.,1,13
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",24,.,.,.,5,.,.,62,1,.,.,8,.,.,.,5,105
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC",1,.,.,.,.,.,.,4,.,.,.,.,.,.,.,1,6
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC",.,.,.,.,.,.,.,2,.,.,.,1,.,.,.,.,3
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",13,.,.,.,7,.,.,20,.,.,.,4,.,.,.,7,51
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,7,.,.,.,1,.,.,.,.,8
HB29Z,Minimal Knee Procedures for Non-Trauma,6,.,1,.,.,.,.,6,.,.,.,.,.,.,.,.,13
HB31Z,Major Foot Procedures for Non-Trauma,25,.,.,.,.,.,.,68,.,.,.,3,.,.,.,1,97
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",66,.,.,.,2,.,.,179,.,.,.,5,.,.,.,3,255
HB32B,"Intermediate Foot Procedures for Non-Trauma, Category 2, 18 years and under",3,.,.,.,.,.,.,9,.,.,.,1,.,.,.,.,13
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC",3,.,.,.,1,.,.,15,.,.,.,1,.,.,.,2,22
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC",19,.,.,.,3,.,.,128,.,.,.,1,.,.,.,1,152
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,3,.,.,.,2,.,.,.,.,5
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",1,.,.,.,.,.,.,19,.,.,.,3,.,.,.,.,23
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",6,.,.,.,3,.,.,16,.,.,.,1,.,.,.,6,32
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",46,.,.,.,5,.,.,109,.,.,.,6,.,1,.,28,195
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",1,.,.,.,1,.,.,22,.,.,.,2,.,.,.,4,30
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,.,.,.,3,.,.,.,1,.,.,.,.,5
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",6,.,.,.,1,.,.,32,.,.,.,2,.,.,.,2,43
HB39Z,Minimal Foot Procedures for Non-Trauma,1,.,.,.,2,.,.,3,.,.,.,1,.,.,.,.,7
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2",1,.,.,.,5,.,.,27,.,.,.,3,.,.,.,3,39
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,1,3
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC",5,.,.,.,.,.,.,36,.,.,.,.,.,.,.,2,43
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2",6,.,.,.,.,.,.,34,.,.,.,1,.,.,.,11,52
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",4,.,.,.,1,.,.,4,.,.,.,1,.,.,.,5,15
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",8,.,.,.,8,.,.,39,.,.,.,2,.,.,.,6,63
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",4,.,2,1,1,1,.,9,.,.,.,4,.,.,.,7,29
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",11,1,.,4,14,.,.,68,.,.,.,14,.,1,.,21,134
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,4
HB59Z,Minimal Hand Procedures for Non-Trauma,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,2
HB61B,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",7,.,1,.,7,.,.,38,.,.,.,1,.,.,.,1,55
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",27,.,.,.,76,.,.,280,.,.,.,3,.,.,.,2,388
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",4,.,.,.,3,.,.,13,.,.,.,.,.,.,.,.,20
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",21,.,.,.,19,.,.,112,.,.,.,4,.,.,.,11,167
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",6,.,.,.,5,.,.,43,.,.,.,2,.,.,.,7,63
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",1,.,.,.,1,.,.,3,.,.,.,.,.,.,.,.,5
HB71B,"Major, Elbow or Lower Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,1,5
HB71C,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",5,.,.,.,.,.,.,19,.,.,.,.,.,.,.,1,25
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",10,.,.,.,2,.,.,33,.,.,.,3,.,.,.,15,63
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",6,.,.,.,1,.,.,16,.,.,.,11,.,.,.,5,39
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB91Z,Other Non-Trauma Diagnosis without Procedure,1,.,.,.,.,.,.,2,.,.,.,6,.,.,.,1,10
HB99Z,Other Procedures for Non-Trauma,12,1,3,.,8,.,.,56,.,.,.,25,.,1,.,28,134
HC01A,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
HC01B,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,2,.,.,.,3,.,.,.,.,5
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,19,.,.,.,8,.,.,.,.,27
HC02D,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,2
HC02E,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,6,.,.,.,10,.,.,.,.,16
HC02F,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,20,.,.,.,35,.,.,.,.,55
HC03D,Extradural Spine Intermediate 2 with CC Score 6+,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HC03E,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,4,.,.,.,13,.,.,.,.,17
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,45,.,.,.,89,.,.,.,1,135
HC04D,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,3,.,.,.,1,.,.,.,.,4
HC04E,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,16,.,.,.,12,.,.,.,.,28
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,261,.,.,.,42,.,.,.,.,303
HC05D,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,7,.,.,.,2,.,1,.,.,10
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC07B,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,39,.,.,.,.,39
HC12Z,Intradural Spine Minor 1,1,1,.,.,1,2,1,.,1,.,.,39,.,3,.,1,50
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HC27F,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,1,1,.,.,.,4,.,.,.,.,6
HC27G,Degenerative Spinal Conditions with CC Score 0-2,3,1,.,1,1,.,.,8,.,.,.,8,.,2,.,.,24
HC28F,Spinal Cord Conditions with CC Score 3-4,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
HC28G,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,1,.,.,7,.,.,.,.,.,.,.,.,8
HC30D,Spinal Tumours with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC30E,Spinal Tumours with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC31F,Spinal Infection with CC Score 1-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC32E,Low Back Pain with CC Score 3-5,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
HC32F,Low Back Pain with CC Score 0-2,1,.,1,.,.,.,.,.,1,.,.,1,.,.,.,1,5
HC40A,Complex Spinal Reconstructive Surgery with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC40B,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,.,27
HC41A,Major Spinal Reconstructive Surgery with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,.,34
HC42Z,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
HC43Z,Minor Spinal Reconstructive Surgery,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
HD21F,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,1,.,.,3,.,.,.,1,.,.,.,.,5
HD21G,Soft Tissue Disorders with CC Score 3-5,.,.,1,.,.,.,1,2,.,.,.,.,.,.,.,1,5
HD21H,Soft Tissue Disorders with CC Score 0-2,3,.,.,.,4,.,.,2,.,.,.,2,.,1,.,4,16
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,1,.,.,.,.,.,12,.,.,.,.,.,.,.,.,13
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,.,.,14,.,.,.,.,.,.,.,.,14
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,3,13,.,.,.,.,38,.,.,.,.,.,.,.,.,54
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,6,1,.,1,.,.,45,1,.,.,.,.,.,.,2,56
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",3,11,2,1,5,1,.,65,.,.,.,5,.,.,.,3,96
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,1,3
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,2,.,.,.,.,1,2,.,.,.,.,.,.,1,6
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",6,.,3,.,9,.,.,4,.,.,.,2,.,.,.,9,33
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",8,1,1,.,5,.,.,3,.,.,.,2,.,.,.,2,22
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",4,2,.,.,3,.,.,1,.,.,.,6,.,.,.,7,23
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,2,.,.,.,.,.,2,.,.,.,.,.,.,.,.,4
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,7,.,.,.,.,.,1,.,.,.,1,.,.,.,3,12
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,2,.,.,.,.,.,3,.,.,.,2,.,.,.,.,7
HD25G,"Infections of Bones or Joints, with CC Score 2-4",2,.,1,.,1,.,.,1,.,.,.,.,.,.,.,1,6
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,2
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,3
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",1,1,.,.,.,.,.,1,.,.,.,.,.,1,.,1,5
HD39G,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,2,4
HD39H,Pathological Fractures with CC Score 0-2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,1,3
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4,8
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",2,.,11,.,1,.,.,1,.,.,.,2,.,.,.,5,22
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,17,.,.,.,.,1,.,.,.,.,.,.,.,3,21
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",6,.,.,.,6,.,.,27,.,.,.,1,.,.,.,2,42
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",25,.,.,.,9,.,.,34,.,.,.,2,.,.,.,2,72
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more",4,.,.,.,2,.,.,35,.,.,.,.,.,.,.,1,42
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",2,.,.,.,9,.,.,22,.,.,.,8,.,.,.,7,48
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",4,.,.,.,3,.,.,29,.,.,.,2,.,.,.,3,41
HR08C,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",.,.,.,.,.,.,.,17,.,.,.,.,.,.,.,.,17
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,1,.,.,4,.,.,.,6,.,.,.,.,11
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",1,.,.,.,3,.,.,8,.,.,.,1,.,.,.,.,13
HR09C,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",.,.,.,.,1,.,.,6,.,.,.,3,.,.,.,.,10
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,2,5
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,2,4
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,8
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",2,.,9,.,2,.,.,.,.,.,.,.,.,.,.,1,14
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,10,.,2,.,.,.,.,.,.,.,.,.,.,4,16
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,1,7,.,2,.,.,.,.,.,.,.,.,.,.,1,11
JA13A,Non-Malignant Breast Disorders with Interventions,1,2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,4
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA18Z,Unilateral Minor Breast Procedures,2,5,16,1,2,.,.,.,.,.,.,.,.,.,.,4,30
JA19Z,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA20D,Unilateral Major Breast Procedures with CC Score 6+,7,6,4,.,.,2,.,.,.,.,.,.,.,.,.,6,25
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,34,25,46,.,8,.,.,.,.,.,.,.,.,.,.,46,159
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,131,207,258,3,129,2,.,.,.,.,.,1,.,.,.,139,870
JA21A,Bilateral Major Breast Procedures with CC Score 1+,5,5,37,.,1,.,.,.,.,.,.,2,.,.,.,11,61
JA21B,Bilateral Major Breast Procedures with CC Score 0,6,7,41,.,8,.,.,.,.,.,.,7,.,.,.,10,79
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,2,.,1,.,.,.,.,.,.,.,.,.,.,1,.,1,5
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,5,3,9,.,1,.,.,.,.,.,.,.,.,.,.,3,21
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,37,16,57,2,30,1,.,.,.,1,.,7,.,.,.,33,184
JA25Z,Bilateral Intermediate Breast Procedures,2,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,10
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,1,7,2,.,1,.,.,.,.,.,.,.,.,.,.,1,12
JA31Z,Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,3,5
JA32Z,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,7,13,.,13,.,.,.,.,.,.,.,.,.,.,16,49
JA33Z,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,1,1,10,.,2,.,.,.,.,.,.,.,.,.,.,9,23
JA34Z,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
JA36Z,Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,1,.,1,.,2,.,.,.,.,.,.,.,.,.,.,3,7
JA37Z,Bilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA38A,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 5+",3,1,7,.,3,1,.,.,.,.,.,.,.,.,.,4,19
JA38B,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4",21,8,19,.,7,2,.,.,.,.,.,.,.,.,.,16,73
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",40,36,31,.,19,9,.,.,.,.,.,.,.,.,.,13,148
JA39Z,Bilateral Major Breast Procedures with Lymph Node Clearance,2,3,4,.,2,.,.,.,.,.,.,.,.,.,.,3,14
JA40Z,Unilateral Therapeutic Mammoplasty,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA41Z,Bilateral Therapeutic Mammoplasty,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,2,.,.,1,.,.,.,.,3
JB33C,Other Burn without Skin Procedure,.,.,1,.,.,.,.,.,.,.,1,4,.,.,.,1,7
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
JC41Z,Major Skin Procedures,7,.,6,.,.,.,.,.,.,1,.,10,.,1,.,35,60
JC42A,"Intermediate Skin Procedures, 13 years and over",23,5,8,5,7,7,.,1,.,1,.,24,.,4,.,59,144
JC42B,"Intermediate Skin Procedures, 12 years and under",3,.,.,.,.,.,.,1,.,.,.,7,.,.,.,9,20
JC43A,"Minor Skin Procedures, 13 years and over",13,.,9,.,6,.,.,4,.,.,.,7,.,4,.,8,51
JC43B,"Minor Skin Procedures, 12 years and under",4,.,.,.,4,1,.,1,.,.,7,1,.,1,.,2,21
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,2
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,1,.,.,1,.,.,.,2,.,.,.,7,11
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",3,1,4,2,1,.,.,2,.,.,.,13,.,3,.,25,54
JD07D,"Skin Disorders with Interventions, with CC Score 0-3",21,7,21,7,7,2,.,5,.,2,.,56,.,1,.,135,264
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",.,2,.,.,.,.,.,.,.,.,.,1,.,1,.,4,8
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",3,1,17,.,14,.,.,2,.,.,.,3,.,2,.,1,43
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",12,2,43,.,17,3,.,2,.,.,.,6,.,1,.,6,92
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",116,1,82,.,35,.,.,.,.,3,.,7,.,2,.,2,248
KA03C,Parathyroid Procedures with CC Score 2+,1,.,8,.,2,.,.,.,.,.,.,21,.,2,.,13,47
KA03D,Parathyroid Procedures with CC Score 0-1,2,.,6,.,6,.,.,.,.,.,.,32,.,1,.,20,67
KA04A,Adrenal Procedures with CC Score 2+,.,.,1,.,.,.,.,.,.,.,.,11,.,.,.,.,12
KA04B,Adrenal Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,24,.,.,.,.,25
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,42,.,.,.,.,.,.,.,.,3,.,.,.,.,45
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,7,.,.,.,.,.,.,.,.,8,.,.,.,.,15
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,1,40,.,.,.,.,.,.,.,.,29,.,.,.,.,70
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,2,2,.,.,.,1,.,.,.,.,6,.,.,.,.,11
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,.,1,20,.,1,.,.,.,.,.,.,9,.,2,.,.,33
KA08A,Other Endocrine Disorders with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
KA08B,Other Endocrine Disorders with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,17,.,1,.,.,19
KA08C,Other Endocrine Disorders with CC Score 0-1,.,.,3,1,.,.,.,.,.,.,.,20,.,2,.,3,29
KA09C,Thyroid Procedures with CC Score 4+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KA09D,Thyroid Procedures with CC Score 2-3,2,.,1,.,4,.,.,.,.,.,.,8,.,1,.,3,19
KA09E,Thyroid Procedures with CC Score 0-1,35,6,4,.,79,.,.,.,.,.,.,83,.,2,.,19,228
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,3,2,.,.,.,.,.,1,.,2,.,.,.,1,9
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,2,.,1,.,.,.,.,.,.,5,.,.,.,6,14
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",2,.,3,.,.,.,.,.,.,2,.,4,.,.,.,1,12
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB04Z,Continuous Subcutaneous Insulin Infusion,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KC04A,Inborn Errors of Metabolism with CC Score 3+,.,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,11
KC04B,Inborn Errors of Metabolism with CC Score 0-2,.,.,2,.,.,.,.,.,.,.,.,7,.,.,.,.,9
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,1,.,1,.,.,.,.,1,.,.,.,.,.,.,3
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3,5
