HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
BZ45B,140,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,23
BZ45B,160,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,19,.,.,2,.,.,.,24,.,45
BZ45B,330,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",.,1,.,.,5,27,1,.,.,.,.,.,.,.,.,.,.,5,39
BZ45C,130,"Intermediate Oculoplastics Procedures, between 4 and 18 years",11,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,31
BZ45C,160,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,12
BZ45C,171,"Intermediate Oculoplastics Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
BZ45D,130,"Intermediate Oculoplastics Procedures, 3 years and under",6,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,13
BZ45D,160,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,9
BZ45D,171,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
BZ45D,420,"Intermediate Oculoplastics Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ46A,130,"Minor Oculoplastics Procedures, 19 years and over",19,.,.,.,.,.,.,.,.,.,36,.,204,52,6,2,.,.,319
BZ46A,140,"Minor Oculoplastics Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ46A,160,"Minor Oculoplastics Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2,.,3
BZ46B,130,"Minor Oculoplastics Procedures, 18 years and under",6,.,.,.,.,.,.,.,.,.,.,.,23,2,.,.,.,.,31
BZ46B,140,"Minor Oculoplastics Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ50Z,130,"Very Complex, Orbit or Lacrimal Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
BZ51A,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ51B,130,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,4,1,.,.,.,.,7
BZ52Z,130,"Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,12
BZ53A,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",6,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,10
BZ53B,120,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ53B,130,"Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",5,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,21
BZ54A,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",2,.,.,.,.,.,.,.,.,.,.,.,5,1,.,.,.,.,8
BZ54B,120,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ54B,130,"Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",15,.,.,.,.,.,.,.,.,.,13,.,67,.,.,1,.,.,96
BZ55Z,130,"Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,17
BZ56A,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",3,.,.,.,.,.,.,.,.,1,.,.,6,.,.,.,.,.,10
BZ56B,130,"Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",9,.,.,.,.,.,.,.,.,.,7,.,37,3,5,.,.,.,61
BZ56C,130,"Intermediate, Orbit or Lacrimal Procedures, 18 years and under",4,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,16
BZ57A,120,"Minor, Orbit or Lacrimal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ57A,130,"Minor, Orbit or Lacrimal Procedures, 19 years and over",4,.,.,.,.,.,.,.,.,.,11,.,82,4,1,.,.,.,102
BZ57B,130,"Minor, Orbit or Lacrimal Procedures, 18 years and under",7,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,.,31
BZ60B,130,"Very Complex, Cornea or Sclera Procedures, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,1,.,2,.,.,.,.,.,4
BZ61B,130,"Complex, Cornea or Sclera Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,16,.,10,.,.,.,.,.,26
BZ62A,130,"Very Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,1,2,.,3,.,.,.,.,.,6
BZ62B,130,"Very Major, Cornea or Sclera Procedures, with CC Score 0",3,.,.,.,.,.,.,.,.,1,16,.,45,.,.,.,.,.,65
BZ63A,130,"Major, Cornea or Sclera Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
BZ63B,130,"Major, Cornea or Sclera Procedures, with CC Score 0",8,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,17
BZ64A,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 1+",3,.,.,.,.,.,.,.,.,1,2,.,1,.,.,.,.,.,7
BZ64B,130,"Intermediate, Cornea or Sclera Procedures, with CC Score 0",3,.,.,.,.,.,.,.,.,.,3,.,6,.,.,1,.,.,13
BZ65Z,130,"Minor, Cornea or Sclera Procedures",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
BZ71A,130,"Very Major Ocular Motility Procedures, 19 years and over",7,.,.,.,.,.,.,.,.,1,.,.,3,.,.,.,.,.,11
BZ71B,130,"Very Major Ocular Motility Procedures, 18 years and under",5,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,12
BZ72A,130,"Major Ocular Motility Procedures, 19 years and over",26,.,.,.,.,.,.,.,.,2,2,.,21,.,.,.,.,.,51
BZ72B,130,"Major Ocular Motility Procedures, between 4 and 18 years",45,.,.,.,.,.,.,.,.,10,.,.,65,.,.,.,.,.,120
BZ72C,130,"Major Ocular Motility Procedures, 3 years and under",2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,5
BZ73A,130,"Intermediate Ocular Motility Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,6
BZ73A,303,"Intermediate Ocular Motility Procedures, 19 years and over",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
BZ73B,130,"Intermediate Ocular Motility Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,1,.,.,7,.,.,.,.,.,8
BZ74A,130,"Minor Ocular Motility Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,3,2,.,7,.,.,.,.,.,14
BZ74B,130,"Minor Ocular Motility Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,8
BZ80B,130,"Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
BZ81A,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ81B,130,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,.,18
BZ82Z,130,"Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ83A,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,4,.,2,.,.,.,7
BZ83B,130,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",3,.,.,.,.,.,.,.,.,.,.,.,65,.,.,.,.,.,68
BZ84A,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",9,.,.,.,.,.,.,.,.,.,.,.,28,.,2,.,.,.,39
BZ84B,100,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
BZ84B,130,"Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",94,.,.,.,.,.,.,1,.,.,8,.,256,.,8,1,.,.,368
BZ85Z,120,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ85Z,130,"Very Major or Major, Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
BZ86A,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",27,.,.,.,.,.,.,.,.,.,3,.,268,.,2,.,.,.,300
BZ86B,130,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",369,.,.,.,.,.,.,.,.,.,52,.,876,.,45,.,.,.,"1,342"
BZ86C,130,"Intermediate Vitreous Retinal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
BZ87A,130,"Minor Vitreous Retinal Procedures, 19 years and over",10,.,.,.,.,.,.,.,.,.,1,.,55,.,.,.,.,.,66
BZ87A,140,"Minor Vitreous Retinal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
BZ87B,120,"Minor Vitreous Retinal Procedures, between 4 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ87B,130,"Minor Vitreous Retinal Procedures, between 4 and 18 years",3,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,10
BZ87C,130,"Minor Vitreous Retinal Procedures, 3 years and under",.,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,.,.,25
BZ88A,130,"Retinal Tomography, 19 years and over",10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10
BZ89A,130,"Digital Retinal Photography, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,7
BZ90Z,130,"Very Complex, Glaucoma or Iris Procedures",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
BZ91A,130,"Complex, Glaucoma or Iris Procedures, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,.,3
BZ91B,130,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,31,.,25,.,.,.,.,.,57
BZ92A,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,3
BZ92B,130,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",35,.,.,.,.,.,.,.,.,.,26,.,77,.,.,6,.,.,144
BZ93A,130,"Major, Glaucoma or Iris Procedures, with CC Score 2+",3,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,5
BZ93B,130,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",14,.,.,.,.,.,.,.,.,.,1,.,46,.,.,.,.,.,61
BZ94A,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",1,.,.,.,.,.,.,.,.,1,1,.,9,.,.,.,.,.,12
BZ94B,130,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",27,.,.,.,.,.,.,.,.,.,6,.,141,.,3,2,.,.,179
BZ95Z,130,"Minor, Glaucoma or Iris Procedures",53,.,.,.,.,.,.,.,.,.,1,.,104,.,2,.,.,.,160
CA03B,120,Major Neck Procedures with CC Score 0-1,.,2,.,.,1,2,.,.,.,.,.,.,4,.,.,.,.,.,9
CA03B,171,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA04A,120,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2
CA04B,120,"Intermediate Neck Procedures, 18 years and under",.,2,.,.,.,2,.,.,.,.,.,.,2,.,.,.,1,.,7
CA04B,171,"Intermediate Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
CA05A,100,"Minor Neck Procedures, 19 years and over",1,3,.,.,10,5,2,9,.,1,1,1,.,6,.,2,14,.,55
CA05A,110,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
CA05A,120,"Minor Neck Procedures, 19 years and over",6,5,.,.,.,11,8,1,.,.,.,6,35,2,.,1,1,.,76
CA05A,130,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,26,.,9,.,.,.,.,.,35
CA05A,140,"Minor Neck Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA05A,303,"Minor Neck Procedures, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA05A,340,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
CA05A,502,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
CA05B,100,"Minor Neck Procedures, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA05B,120,"Minor Neck Procedures, 18 years and under",1,.,.,.,.,7,.,.,.,.,.,.,1,1,.,.,1,.,11
CA05B,171,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
CA10A,120,"Septorhinoplasty, 19 years and over",.,5,.,.,.,10,6,.,.,.,.,3,15,1,.,.,.,.,40
CA10B,120,"Septorhinoplasty, 18 years and under",.,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,1,.,3
CA10B,160,"Septorhinoplasty, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA11A,120,"Septoplasty, 19 years and over",.,24,.,.,13,60,37,15,.,6,.,31,104,33,.,54,.,.,377
CA11B,120,"Septoplasty, 18 years and under",.,1,.,.,.,7,5,2,.,.,.,1,3,5,.,2,3,.,29
CA12Z,120,Major Treatment of Epistaxis,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",.,2,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,5
CA13A,160,"Minor Treatment of Epistaxis, 19 years and over",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under",3,3,.,.,2,5,.,.,.,.,.,.,16,1,.,.,3,.,33
CA14Z,120,Nasal Polypectomy,4,4,.,.,11,13,1,6,.,.,.,4,62,3,.,2,.,.,110
CA15Z,100,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",7,6,.,.,6,10,6,4,.,.,.,4,14,.,.,4,3,.,64
CA15Z,130,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA16Z,100,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,23,.,.,1,.,.,.,2,.,.,.,1,1,.,28
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose",9,3,.,.,5,4,2,.,.,.,.,.,9,1,.,5,6,.,44
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose",85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,42,.,.,11,.,.,.,63,.,116
CA16Z,330,"Excision or Biopsy, of Lesion of External Nose",.,10,.,.,29,78,2,.,.,.,.,.,.,.,.,.,1,38,158
CA20Z,120,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA21Z,120,Very Major Nose Procedures,.,1,.,.,.,7,.,.,.,2,.,1,4,.,.,.,.,.,15
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
CA21Z,330,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
CA22Z,120,Major Nose Procedures,1,13,.,.,14,8,9,5,.,.,.,7,18,4,.,5,.,.,84
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,25,.,27
CA22Z,330,Major Nose Procedures,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,285,.,286
CA23Z,100,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA23Z,120,Intermediate Nose Procedures,1,4,.,.,.,3,2,1,.,1,.,.,8,1,.,1,.,.,22
CA23Z,130,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA23Z,140,Intermediate Nose Procedures,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,11,.,15
CA24A,120,"Minor Nose Procedures, 19 years and over",7,34,.,.,.,10,11,1,.,.,.,2,18,5,.,4,1,.,93
CA24A,140,"Minor Nose Procedures, 19 years and over",3,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA24B,120,"Minor Nose Procedures, 18 years and under",6,5,.,.,1,.,6,.,.,.,.,2,15,.,.,.,1,.,36
CA24B,130,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA24B,140,"Minor Nose Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
CA25A,120,"Minimal Nose Procedures, 19 years and over",5,21,.,.,3,3,.,3,.,.,.,2,21,3,.,1,.,.,62
CA25B,120,"Minimal Nose Procedures, 18 years and under",1,23,.,.,5,6,6,2,.,.,.,3,12,3,.,.,13,.,74
CA25B,130,"Minimal Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA26Z,120,Complex Sinus Procedures,.,.,.,.,.,.,1,.,.,1,.,1,4,.,.,.,.,.,7
CA27Z,120,Major Sinus Procedures,.,1,.,.,.,1,12,1,.,13,.,.,8,.,.,.,.,.,36
CA28Z,120,Intermediate Sinus Procedures,.,16,.,.,.,18,4,1,.,6,.,5,12,.,.,.,.,.,62
CA29Z,120,Minor Sinus Procedures,1,5,.,.,1,2,5,.,.,.,.,2,9,.,.,.,.,.,25
CA29Z,140,Minor Sinus Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA30A,120,"Radical or Revisional, Mastoid Procedures, 19 years and over",.,1,.,.,.,2,.,.,.,1,.,.,.,.,.,.,.,.,4
CA30A,130,"Radical or Revisional, Mastoid Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA30B,120,"Radical or Revisional, Mastoid Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
CA31Z,120,"Simple or Cortical, Mastoid Procedures",.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,5,.,7
CA32A,120,"Tympanoplasty, 19 years and over",1,10,.,.,.,12,.,.,.,2,.,2,15,.,.,3,1,.,46
CA32B,120,"Tympanoplasty, 18 years and under",1,6,.,.,.,10,3,.,.,1,.,.,20,.,.,1,7,.,49
CA33Z,120,Pinnaplasty,1,2,.,.,.,4,1,.,.,.,.,.,3,2,.,2,1,.,16
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,1,.,.,40,.,.,.,3,.,44
CA34A,100,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",2,4,.,.,25,1,1,3,.,4,4,3,.,2,.,4,1,.,54
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",41,6,.,.,2,6,6,2,.,1,.,8,30,1,.,37,4,.,144
CA34A,140,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,26,.,.,2,.,.,.,48,.,76
CA34A,330,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,7,.,.,32,52,4,.,.,.,.,.,.,.,.,.,.,33,128
CA34B,100,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,1,.,.,2,1,.,.,.,.,.,3,.,.,.,.,.,.,7
CA34B,120,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",2,1,.,.,.,.,4,.,.,.,.,3,1,3,.,1,.,.,15
CA34B,140,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA34B,160,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
CA34B,171,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
CA35A,120,"Insertion of Grommets, 19 years and over",20,50,.,.,12,23,10,4,.,7,.,17,82,5,.,5,10,.,245
CA35B,120,"Insertion of Grommets, between 2 and 18 years",121,113,.,.,48,102,46,4,.,3,.,27,168,60,.,1,147,.,840
CA35B,140,"Insertion of Grommets, between 2 and 18 years",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA35B,160,"Insertion of Grommets, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA35C,120,"Insertion of Grommets, 1 year and under",5,6,.,.,3,25,5,.,.,.,.,.,36,.,.,.,21,.,101
CA36A,120,"Clearance of External Auditory Canal, 19 years and over",2,1,.,.,.,1,.,2,.,.,.,2,2,.,.,.,.,.,10
CA36B,120,"Clearance of External Auditory Canal, 18 years and under",10,2,.,.,3,14,3,.,.,.,.,2,19,1,.,.,12,.,66
CA38B,120,"Evoked Potential Recording, 18 years and under",4,9,.,.,5,1,.,.,.,.,.,.,.,.,.,.,10,.,29
CA39Z,120,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,12
CA40Z,120,Fitting of Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA42Z,120,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA51A,120,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA51A,160,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
CA51B,120,"Very Major Ear Procedures, 18 years and under",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,.,4
CA52A,100,"Major Ear Procedures, 19 years and over",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA52A,120,"Major Ear Procedures, 19 years and over",.,.,.,.,1,1,1,.,.,.,.,4,6,.,.,.,.,.,13
CA52A,140,"Major Ear Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA52A,160,"Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,.,15
CA52B,120,"Major Ear Procedures, 18 years and under",3,1,.,.,1,2,.,.,.,.,.,.,1,.,.,.,6,.,14
CA52B,130,"Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA53A,120,"Intermediate Ear Procedures, 19 years and over",2,9,.,.,.,3,1,.,.,1,.,.,5,.,.,.,.,.,21
CA53A,140,"Intermediate Ear Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA53A,160,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
CA53A,330,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,1,20,.,.,.,.,.,.,.,.,.,.,.,.,21
CA53B,120,"Intermediate Ear Procedures, 18 years and under",2,1,.,.,.,1,1,.,.,.,.,.,18,.,.,.,4,.,27
CA53B,160,"Intermediate Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,20
CA53B,171,"Intermediate Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
CA54A,100,"Minor Ear Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,.,3
CA54A,120,"Minor Ear Procedures, 19 years and over",5,4,.,.,1,3,.,.,.,.,.,3,6,.,.,4,.,.,26
CA54A,160,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,8,.,10
CA54B,120,"Minor Ear Procedures, 18 years and under",25,9,.,.,2,7,1,.,.,.,.,.,57,5,.,.,3,.,109
CA54B,160,"Minor Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,1,.,12
CA54B,171,"Minor Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA55A,120,"Minimal Ear Procedures, 19 years and over",1,6,.,.,4,4,1,.,.,1,.,2,1,.,.,.,3,.,23
CA55B,120,"Minimal Ear Procedures, 18 years and under",8,7,.,.,1,6,2,.,.,.,.,.,3,.,.,.,1,.,28
CA60A,120,"Tonsillectomy, 19 years and over",1,32,.,.,.,100,25,.,.,.,.,1,31,3,.,1,1,.,195
