HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
KA09D,Thyroid Procedures with CC Score 2-3,.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
KA09E,Thyroid Procedures with CC Score 0-1,.,"1,325",.,.,.,.,.,.,.,.,.,.,"1,296",.,.,.,.,.,"1,311"
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,"1,316"
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",201,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,201
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,537,454,.,.,.,.,.,.,.,.,.,266,.,452
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,331,.,.,.,.,.,331
KB04Z,Continuous Subcutaneous Insulin Infusion,251,81,.,.,.,.,.,.,.,.,.,.,631,.,655,.,927,.,411
KC04A,Inborn Errors of Metabolism with CC Score 3+,251,405,.,204,.,659,.,.,.,.,.,.,.,.,.,.,525,270,362
KC04B,Inborn Errors of Metabolism with CC Score 0-2,236,363,.,128,.,429,454,.,663,.,.,.,110,.,.,802,661,269,272
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,502,.,.,454,.,.,.,.,.,.,.,.,.,.,.,478
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",251,.,.,161,.,340,454,.,.,419,.,.,110,.,.,.,682,.,381
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",246,.,.,216,.,537,454,.,.,.,.,.,.,.,.,.,.,.,256
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",255,.,.,.,.,468,720,.,.,419,.,.,165,.,.,.,541,.,329
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,276,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,192
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",173,761,.,320,.,.,441,.,.,.,.,.,.,.,556,.,266,.,394
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,221,.,278,443,.,.,.,.,.,.,.,.,.,525,.,268
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,502,.,"1,068",920,.,.,.,.,.,389,.,"1,019",.,.,.,602
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,761,.,479,.,537,920,.,.,.,.,.,110,.,.,.,.,.,615
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,606
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,401,264,278,770,.,.,.,.,.,110,.,.,.,391,.,469
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,761,.,202,.,.,.,.,.,.,.,.,.,.,.,.,652,.,349
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,761,.,188,.,291,920,.,.,.,107,.,.,.,.,.,578,.,209
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",321,761,.,211,.,294,399,.,.,.,107,.,.,.,.,.,652,.,239
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,"1,199",.,"1,133",.,.,.,.,.,.,"1,869",.,.,.,.,.,"1,763"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,078","1,673",.,"1,335",463,725,.,.,.,.,881,.,.,422,.,314,"1,120",.,"1,047"
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,"3,253",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,253"
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,"1,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,921"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,"1,010",.,.,.,.,.,783,.,.,.,.,.,.,.,.,934
LB12Z,Intermediate Open Bladder Procedures,.,.,.,"1,431",.,.,"1,209",.,.,.,.,.,.,.,.,.,.,.,"1,320"
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,458,.,.,.,.,.,175,.,.,.,.,.,"1,064",.,468
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,"1,482",.,.,"1,068",425,943,578,.,.,.,182,.,.,.,.,.,"1,096",.,721
LB14Z,Intermediate Endoscopic Bladder Procedures,848,"1,489",.,797,441,912,865,939,.,"1,213",814,"1,749","1,779",924,885,.,893,.,825
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,175,.,669,.,.,.,.,.,.,600,.,.,.,896,.,471
LB15E,"Minor Bladder Procedures, 19 years and over",514,440,.,180,508,528,605,.,.,737,156,.,.,.,.,277,761,.,343
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,.,.,176,508,390,.,.,.,.,.,.,.,.,.,.,392,.,273
LB17Z,Introduction of Therapeutic Substance into Bladder,716,.,.,177,"1,183",912,"1,197",.,.,964,.,.,.,.,.,.,"1,148",.,720
LB18Z,Attention to Suprapubic Bladder Catheter,587,.,.,193,572,389,.,.,.,655,107,"1,626",646,.,.,677,728,.,423
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",173,.,.,.,502,.,.,.,.,.,330,.,.,.,.,.,.,.,334
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,175,442,278,399,.,.,.,.,.,245,.,.,.,392,.,201
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392,.,392
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,.,"6,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,869"
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,.,662,.,976,.,.,.,508,.,.,.,.,.,"1,484",.,812
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,"1,805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,805"
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1","1,415","1,565",.,693,850,"1,339",.,.,.,.,977,.,.,.,.,.,.,.,736
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",.,.,.,175,473,278,.,.,.,.,.,.,.,.,.,.,392,.,268
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,"4,604",.,.,.,.,.,.,.,.,.,728,.,.,.,.,"2,666"
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"4,105",.,.,.,"1,290",.,"3,029"
LB29D,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,801",.,.,.,"1,318",.,"2,300"
LB33Z,Vasectomy Procedures,746,684,.,"1,040","1,274","1,027",832,768,.,"1,021",.,"1,374",.,959,"1,166","1,167","1,055",.,"1,020"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",.,.,.,130,.,.,.,.,.,.,.,.,.,.,.,.,391,.,195
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",.,761,.,142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",499,.,.,171,215,.,454,.,.,.,.,"1,407",.,.,.,.,391,.,304
LB36Z,Extracorporeal Lithotripsy,.,.,.,300,581,499,.,.,.,.,.,.,.,.,.,.,.,.,379
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,173,.,.,175,.,364,399,.,.,407,.,.,.,.,.,.,392,.,235
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,392,.,247
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",638,.,.,173,215,278,454,.,.,.,.,.,.,.,.,283,877,.,239
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",.,.,.,.,.,"1,577",.,.,.,.,.,.,.,.,.,.,.,.,"1,577"
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",.,.,.,175,.,278,.,.,.,.,.,.,.,.,.,.,.,.,226
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",.,.,.,175,215,278,454,.,.,.,.,.,.,.,.,.,.,.,235
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",483,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,877,.,250
LB42D,"Dynamic Studies of Urinary Tract, 18 years and under",483,.,.,175,.,.,.,.,.,.,.,.,646,.,.,.,.,.,392
LB43Z,Treatment of Erectile Dysfunction,.,.,.,175,545,.,.,.,.,.,.,.,.,.,.,.,.,.,267
LB47Z,Major Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,190",.,"4,190"
LB48Z,Intermediate Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,569,.,"3,153",.,932,.,"1,725",.,"1,638"
LB49Z,High Intensity Focused Ultrasound (Male and Female),.,.,.,.,.,.,.,.,.,.,.,.,.,392,.,.,.,.,392
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",.,"3,048",.,.,"1,918",.,.,.,.,"1,285",.,.,.,.,.,.,.,.,"1,884"
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1","1,726","2,315",.,"1,555","2,169","1,388","1,251",.,.,"1,285","1,254",.,.,.,"1,642","1,142",.,.,"1,741"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,820",.,.,782,.,.,"1,801"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1","1,104",.,.,"1,065",508,.,.,.,.,"1,011",787,.,"2,440",947,.,.,"1,199",.,"1,259"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under","1,048",.,.,.,.,.,.,.,.,.,614,.,"1,929",.,.,.,"1,260",.,"1,497"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,.,.,358,"1,323",.,.,.,.,810,.,.,"1,388",.,.,.,.,"1,013"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0","1,509",718,.,.,453,"1,160","2,060",.,.,.,649,.,.,.,.,.,"1,148",.,979
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",926,654,.,"1,556",858,"1,334","1,367",965,.,"1,006",749,"1,809",.,"1,216","1,049","1,140","1,041",.,"1,077"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",710,558,.,"2,777",789,"1,225","1,299",962,.,.,"1,034",.,"1,909",.,"1,049",.,"1,179",.,"1,422"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",611,.,.,.,.,.,.,.,.,.,.,.,"1,927",.,.,.,"1,184",.,"1,517"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",493,.,.,640,403,779,801,783,.,763,608,.,.,774,.,289,852,.,667
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under","1,104",.,.,.,.,888,.,.,.,.,.,.,"1,491",.,.,.,"1,042",.,"1,312"
LB56A,"Minor Penis Procedures, 19 years and over",760,718,.,"1,349",802,"1,177","1,177",937,.,893,571,"1,646",.,"1,204","1,400",853,972,.,"1,003"
LB56C,"Minor Penis Procedures, between 2 and 18 years",703,660,.,.,"1,302",958,"1,154",886,.,840,639,"1,672","1,511",833,"1,400",.,"1,147",.,"1,183"
LB56D,"Minor Penis Procedures, 1 year and under",611,.,.,.,.,869,.,.,.,.,.,.,"1,254",.,.,.,"1,182",.,"1,167"
LB57D,Urethral Disorders without Interventions,"1,104",.,.,175,215,278,399,.,.,407,.,.,.,.,.,.,392,.,424
LB58D,Penile Disorders without Interventions,.,346,.,173,.,278,.,.,.,.,.,.,.,.,.,.,392,.,212
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)",.,.,.,"1,436",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,436"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",.,.,.,"5,019",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,019"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,.,"2,213",373,"1,371",.,.,.,.,.,.,.,.,.,.,.,.,"2,006"
LB62D,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","1,086",.,.,.,.,"2,297",.,.,.,.,.,.,.,.,.,.,.,.,"1,894"
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",.,.,.,"2,136",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,136"
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",.,.,.,"1,244",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,244"
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",.,.,.,"1,935",457,"1,292",.,.,.,.,.,.,.,.,.,.,.,.,842
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1","1,691",.,.,"3,155",432,"1,318",.,.,.,.,.,.,.,.,.,.,.,.,"2,502"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,.,"2,052",425,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,239"
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",897,.,.,"2,530",704,"1,562","1,339",.,.,.,759,.,.,.,.,.,877,.,"1,387"
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,.,"3,238",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,238"
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,506,.,.,.,.,.,.,.,.,.,.,.,.,.,506
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over",592,"1,685",.,398,715,478,594,810,.,782,522,"1,890",.,366,"1,050",528,897,.,591
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",587,.,.,511,442,658,875,810,.,779,358,.,"1,334",.,.,527,896,.,795
LB76Z,Transrectal Ultrasound Guided Biopsy of Prostate,520,.,.,175,511,943,.,.,.,593,.,.,.,.,.,.,644,.,451
LB77Z,Transperineal Template Biopsy of Prostate,483,.,.,"1,635",356,"1,149",.,.,.,.,.,.,.,.,.,.,644,.,639
LB78Z,Minor Prostate or Bladder Neck Procedures (Male),508,.,.,.,.,816,.,.,.,.,607,.,.,.,.,.,.,.,589
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3",.,.,.,.,.,.,"1,076",.,.,.,.,.,.,.,.,.,.,.,"1,076"
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",.,.,.,.,.,"1,141",.,.,.,.,"2,542",.,.,.,.,.,.,.,"1,841"
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,.,"1,696",.,"1,436","1,389",.,.,.,.,"1,285","1,450",.,.,.,.,.,.,.,"1,396"
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,.,"2,131",.,"1,192","1,348",927,.,.,.,"1,285",.,.,.,.,.,.,.,.,"1,320"
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,"1,355",.,"1,134",.,.,.,.,.,.,"2,196",.,.,.,.,.,.,.,"1,458"
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,.,"1,363",.,"2,110",.,"1,334","1,317",.,.,.,"1,229",.,.,.,978,.,.,.,"1,475"
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,"3,144",.,.,.,.,.,.,.,"3,144"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","1,714","2,041",.,.,.,"1,859",.,.,.,.,"3,013",.,.,.,.,.,.,.,"2,669"
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","1,811","1,675",.,.,"2,362","1,498","1,865",.,.,.,"2,447",.,.,.,.,.,"1,940",.,"2,022"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","1,600","1,874",.,"1,155","1,816","1,274","1,551",.,.,"1,285","1,502",.,.,.,"1,093",.,"1,196",.,"1,458"
MA11Z,Intermediate Open Upper Genital Tract Procedures,.,"2,225",.,"2,773",.,"1,569",.,.,.,.,"1,494",.,.,.,"1,214",.,.,.,"1,971"
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,"1,311","2,041",.,"1,479","2,176","1,145","1,216",.,.,"1,432","1,421","2,111",.,769,"1,277","1,008","1,467",.,"1,504"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",.,911,.,.,.,.,"1,251",.,.,"1,258",.,.,.,.,721,.,.,.,"1,198"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",.,893,.,.,.,.,.,.,.,"1,258",.,.,.,.,.,.,.,.,"1,075"
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation",.,.,.,.,.,.,.,.,.,"1,285",.,.,.,.,.,.,.,.,"1,285"
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation",.,440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,440
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation",.,966,.,.,837,.,"1,163",.,.,"1,259",.,.,.,.,.,.,"1,151",.,"1,048"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,977
MA22Z,Minor Lower Genital Tract Procedures,"1,267","1,783",.,892,"2,004",984,"1,036",657,.,"1,306","1,232","1,975","1,287",846,972,942,"1,136",.,"1,316"
MA23Z,Minimal Lower Genital Tract Procedures,"1,110","1,618",.,686,"1,316","1,034","1,113",.,.,"1,200","1,163","1,991",.,691,870,884,"1,149",.,"1,144"
MA24Z,Minor Upper Genital Tract Procedures,"1,651","1,661",.,"1,707","1,526","1,231","1,366",.,.,"1,227","1,825",.,.,633,918,612,.,.,"1,477"
MA25Z,Minimal Upper Genital Tract Procedures,"1,034","1,379",.,467,"1,464",970,999,.,.,"1,113",839,480,.,402,863,754,"1,092",.,979
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy","1,452","1,779",.,442,778,"1,089","1,215",.,.,"1,283",983,.,.,.,.,769,"1,467",.,"1,124"
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,.,.,.,.,.,.,.,.,"3,216",.,.,.,.,.,.,.,"3,216"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,"2,014","2,110",.,"2,829","2,192",.,.,.,.,.,"2,326",.,.,.,"1,214",.,.,.,"2,103"
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,"2,138","1,942",.,.,"2,161","1,586",911,.,.,"1,285","2,005",.,.,.,849,.,.,.,"1,890"
MA31Z,Diagnostic Hysteroscopy,"1,191","1,810",.,"1,406","1,645","1,043","1,154",.,.,"1,320","1,333","1,996",.,669,831,665,"1,230",.,"1,238"
MA32Z,Diagnostic Hysteroscopy with Biopsy,"1,191","1,652",.,"1,118","1,576","1,062","1,114",.,.,"1,219","1,373","2,031",.,679,831,920,"1,173",.,"1,200"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,"1,191","1,807",.,"1,050","1,462","1,081","1,083",.,.,"1,213","1,505","2,019",.,619,831,925,"1,138",.,"1,357"
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,"1,191","1,724",.,"1,255","1,735",999,"1,126",.,.,"1,320","1,436","2,145",.,748,831,665,.,.,"1,196"
MA35Z,Implantation of Intrauterine Device,982,"1,561",.,483,"1,447",908,941,.,.,"1,196","1,594","1,800",.,612,771,769,"1,072",.,"1,163"
MA36Z,Transvaginal Ultrasound,.,440,.,.,.,.,.,.,.,"1,285","1,162",.,.,.,.,560,.,.,"1,034"
MA38Z,Diagnostic Colposcopy,.,"1,131",.,.,.,"1,305",.,.,.,"1,285",.,.,.,.,940,.,950,.,"1,125"
MA39Z,Diagnostic Colposcopy with Biopsy,.,.,.,.,.,.,.,.,.,"1,285",.,.,.,.,.,.,.,.,"1,285"
MA40Z,Therapeutic Colposcopy,.,.,.,.,.,.,.,.,.,"1,285",789,.,.,.,.,.,.,.,"1,120"
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",.,.,.,125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,.,.,148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,148
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",251,.,.,179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,180
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",.,440,.,.,.,.,.,.,.,947,.,.,.,.,.,.,757,.,831
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,613,.,.,.,.,.,.,.,.,.,.,.,.,613
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",772,854,.,119,"2,312",700,631,.,.,.,595,480,.,.,566,635,659,.,564
MC06Z,Collection of Sperm,.,.,.,638,.,.,.,.,.,.,.,.,.,.,.,.,.,.,638
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,.,.,.,.,.,371,.,.,.,.,.,.,380,.,.,.,525,.,461
NZ19A,Ante-Natal Major Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,.,440,.,98,.,.,.,.,.,.,.,.,380,.,.,.,567,.,415
NZ20B,Ante-Natal Other Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
NZ21Z,Ante-Natal Standard Ultrasound Scan,.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",.,907,.,.,785,"1,102",.,.,.,.,.,.,380,.,.,.,.,.,581
NZ26B,Post-Natal Disorders with CC Score 0-1,.,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90
NZ27Z,Post-Natal Therapeutic Procedures,251,"1,276",.,.,.,.,.,.,.,"1,271",.,.,.,.,.,.,.,.,"1,069"
NZ72Z,Specialised Fetal Invasive Diagnostic Procedures,.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
PB06H,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,859,575,.,.,.,.,765
PB06K,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,.,.,575,.,.,.,.,575
PB06L,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,191,575,.,.,.,.,498
PB06M,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 0",180,.,.,.,.,.,.,.,.,.,.,.,670,575,.,.,432,.,571
PC63B,"Paediatric, Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,381,575,.,.,.,.,430
PC63C,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,485,575,.,.,432,.,497
PC63D,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",226,.,.,.,"1,177",349,315,.,.,.,.,.,392,507,604,.,481,.,453
PD11B,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,505,575,.,.,.,.,540
PD11C,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,575,.,.,533,.,561
PD12B,"Paediatric, Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,778,575,.,.,.,.,765
PD12C,"Paediatric, Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,768,575,.,.,432,.,694
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"1,049",.,.,.,.,.,"1,049"
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",180,.,.,.,.,.,.,.,.,.,.,.,505,575,.,.,.,.,420
