HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"1,320",.,.,.,.,"1,320"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"13,595",.,.,.,.,"13,595"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","11,836","6,770",.,.,"6,653",.,.,.,.,.,.,"2,060",.,.,.,"4,599","31,917"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","7,525","3,164",.,.,"11,295",.,.,.,.,.,.,"6,624",.,.,.,"2,005","30,612"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"2,276",.,.,.,"7,753","10,029"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","5,916","2,263",.,.,"1,561",.,.,.,.,.,.,.,.,.,.,"6,555","16,295"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under","2,628",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,628"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,956","4,956"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+","4,337",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"30,205","34,542"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"52,689","52,689"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,561","2,561"
CA94Z,Intermediate Maxillofacial Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,409","19,409"
CA96Z,"Reduction or Fixation, of Jaw","63,067",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"237,064","300,131"
CA97Z,"Reduction or Fixation, of Cheekbone","65,134",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"122,930","188,063"
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+","40,460",.,.,.,"17,438",.,.,.,.,.,.,"25,890","13,436",.,.,.,"97,224"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",.,.,"96,725",.,"6,208",.,.,.,.,.,.,"2,190",.,.,.,.,"105,123"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4","24,491","26,602","131,784",.,"2,695",.,.,.,.,.,.,"43,348",.,.,.,"2,006","230,926"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+","3,068","3,253","11,790",.,.,.,.,.,.,.,"2,847","14,100",.,.,.,"13,204","48,262"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8","15,344","2,846","190,181",.,"1,634",.,.,.,.,.,"1,276","4,736","12,215",.,.,.,"228,233"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4","28,059","7,195","638,917",.,"7,189",.,.,.,.,.,.,"39,778",.,.,.,"4,401","725,540"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+","38,668","23,521",.,.,"28,703",.,.,.,"4,160",.,.,"6,626",.,"7,213",.,"40,259","149,151"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","77,681","35,521","7,443",.,"82,632","9,764","5,881",.,.,.,.,"29,567",.,"8,509",.,"146,492","403,491"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","123,244","44,543",.,"3,413","136,749","3,183",.,.,.,.,"1,207","122,013",.,.,.,"128,125","562,477"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+","76,571","100,833","41,457","22,190","79,308","28,699","15,825",.,"23,801","11,149","16,507","51,698","8,957","104,372",.,"161,728","743,096"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","111,010","94,089","23,913","44,283","63,990","28,856","14,770",.,"10,067","1,439","12,680","81,751",.,"41,240",.,"98,192","626,279"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","107,132","59,294","1,955","4,558","80,892","13,068","2,110",.,"5,637",.,"10,823","208,916","1,629","16,596",.,"31,789","544,397"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","2,628",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,442","10,070"
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"26,900",.,.,.,.,"26,900"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"12,799",.,.,.,.,"12,799"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"151,193",.,.,.,.,"151,193"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"22,657",.,.,.,.,"22,657"
DZ09D,Pulmonary Embolus with CC Score 12+,"1,473","23,904","11,583",.,"15,536",.,.,.,.,"11,149",.,.,.,.,.,"1,834","65,480"
DZ09E,Pulmonary Embolus with CC Score 9-11,"4,383","31,512","10,669","12,700","15,608","1,808",.,.,"12,401","3,956",734,"50,760",.,.,.,"12,471","157,001"
DZ09F,Pulmonary Embolus with CC Score 6-8,"39,017","42,104","37,132","41,730","46,786","19,650","21,101",.,"13,528","5,754","24,326","68,142",.,"36,006",.,"33,564","428,840"
DZ09G,Pulmonary Embolus with CC Score 3-5,"72,332","100,426","81,963","26,158","61,322","23,510","36,512",.,"23,298",.,"46,742","76,576",.,"25,251",.,"66,940","641,030"
DZ09H,Pulmonary Embolus with CC Score 0-2,"41,592","74,878","62,689","39,844","61,120","31,446","20,046",.,"12,025",.,"47,751","50,374",.,"33,489",.,"89,633","564,887"
DZ10D,Lung Abscess-Empyema with CC Score 10+,"16,655",.,.,.,"5,800",.,.,.,.,.,"1,276","9,009",.,"24,051",.,"6,235","63,027"
DZ10E,Lung Abscess-Empyema with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,"13,641",.,.,.,"6,235","19,877"
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,"12,198","11,355",.,"6,208","5,724",.,.,.,.,.,"27,450","2,850","1,004",.,"20,665","87,456"
DZ10G,Lung Abscess-Empyema with CC Score 0-2,"8,766","6,506","1,240",.,.,.,.,.,752,.,"18,423","20,889",.,.,.,"11,329","67,903"
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+","4,383","100,116",.,"3,175","30,455","7,856","28,362",.,"56,114","113,646","22,232","22,484","60,259","3,515",.,"119,577","572,173"
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14","124,255","379,880","6,575","75,054","206,828","27,688","81,365",.,"139,150","60,779","90,640","95,717","40,308","148,106",.,"260,787","1,737,133"
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","302,695","758,277","152,557","218,048","321,567","102,976","211,030",.,"191,492","69,051","168,809","222,268","67,995","264,185",.,"668,884","3,719,834"
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","694,731","1,206,628","337,079","267,406","668,565","215,617","452,337",.,"347,329","40,999","507,482","522,340","46,009","445,993",.,"877,166","6,629,679"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","767,359","991,439","476,854","366,424","572,527","356,754","294,510",.,"227,604","9,710","549,251","622,523","2,850","390,340",.,"860,191","6,488,336"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","221,708","344,437","197,461","119,041","237,417","103,394","105,668",.,"71,022",.,"238,222","262,488",.,"136,368",.,"277,833","2,315,060"
DZ12C,Bronchiectasis with CC Score 8+,"23,432","37,408","28,941","53,869",.,.,"5,803",.,"15,723",.,"11,171","8,047",.,"41,678",.,"1,100","227,172"
DZ12D,Bronchiectasis with CC Score 5-7,"34,738","47,980","66,793","15,889","2,941","5,724","11,605",.,"19,165",.,"10,695","18,202",.,"9,428",.,"39,980","283,139"
DZ12E,Bronchiectasis with CC Score 2-4,"49,878","30,387","146,865","28,962","6,535","7,833","14,243",.,"21,044",.,"57,992","26,347",.,"13,148",.,"16,759","419,992"
DZ12F,Bronchiectasis with CC Score 0-1,"7,311","5,286","65,580","4,536","4,901",.,.,.,"1,503",.,"13,508","12,153",.,"1,506",.,"2,934","119,219"
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+","22,791",.,.,"10,432","14,420",.,.,.,.,.,.,"9,742",.,.,.,"9,537","66,922"
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4","4,821","2,846","24,558",.,"17,318",.,.,.,"11,273",.,.,"34,496",.,"2,511",.,"6,856","104,679"
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,"2,440","5,575",.,"18,521",.,.,.,.,.,.,"58,978",.,.,.,.,"85,513"
DZ15G,Asthma with Intubation,.,"10,978",.,.,"2,287",.,.,.,"2,201",.,.,.,.,.,.,.,"15,466"
DZ15H,"Asthma without Intubation, with CC Score 9+","1,753","10,978",.,"23,706",.,.,.,.,"9,019",.,.,.,.,"5,524",.,"11,004","61,984"
DZ15J,"Asthma without Intubation, with CC Score 6-8","34,341","20,041","8,440","24,146","17,972","5,590","11,922",.,"14,655",.,.,"3,029",.,"15,064",.,"22,033","177,233"
DZ15K,"Asthma without Intubation, with CC Score 3-5","75,391","33,757","32,762","29,309","18,952","9,139","8,968",.,"24,801",.,"28,693","48,890",.,"11,549",.,"31,177","353,389"
DZ15L,"Asthma without Intubation, with CC Score 0-2","91,763","53,915","31,033","26,308","51,954","24,705","26,903",.,"24,137",.,"49,427","68,247",.,"19,174",.,"65,360","532,926"
DZ16D,Pleural Effusion with CC Score 12+,.,"14,231",.,.,"16,991",.,"4,220",.,.,.,.,"3,179",.,.,.,"25,710","64,331"
DZ16E,Pleural Effusion with CC Score 8-11,"12,649","20,368","13,213","19,957","29,801","9,340",.,.,"8,307",.,"23,221","18,809","19,951","21,540",.,"42,529","239,685"
DZ16F,Pleural Effusion with CC Score 4-7,"71,874","49,910","36,407","29,709","52,363","10,460","8,844",.,"7,866",.,"30,927","60,512",.,"25,978",.,"112,284","497,135"
DZ16G,Pleural Effusion with CC Score 0-3,"42,077","18,968","109,832","12,626","36,618","9,588","2,122",.,.,.,"16,899","111,130",.,"12,560",.,"80,919","453,337"
DZ17E,Respiratory Neoplasms with CC Score 11+,"34,934","28,442","54,686","4,536","14,094",.,"4,220",.,"10,522","4,675","28,517","20,149","30,537","1,004",.,"43,639","279,954"
DZ17F,Respiratory Neoplasms with CC Score 8-10,"77,405","67,142","132,079","32,668","51,735","6,930","13,715",.,"9,340",.,"41,220","41,582","4,072","27,944",.,"115,618","621,450"
DZ17G,Respiratory Neoplasms with CC Score 5-7,"130,315","77,939","287,817","32,164","77,848","15,700","6,858",.,"40,806",.,"72,978","62,999","5,700","57,747",.,"173,240","1,042,112"
DZ17H,Respiratory Neoplasms with CC Score 3-4,"52,232","43,009","321,547","18,143","51,433","12,933","11,078",.,"12,777",.,"48,899","60,754",.,"18,579",.,"92,071","743,455"
DZ17J,Respiratory Neoplasms with CC Score 1-2,"23,230","21,512","114,148","9,712","12,542","4,519",.,.,"1,879",.,"15,875","17,008",.,"10,249",.,"34,210","264,885"
DZ17K,Respiratory Neoplasms with CC Score 0,"3,506","1,220","23,579","4,082","2,819","2,712",.,.,.,.,"7,448","3,324",.,.,.,"3,921","52,611"
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,"2,350",.,.,.,.,"1,228",.,.,.,.,.,"2,486",.,.,.,734,"6,798"
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,.,"5,410",.,"4,248","2,410",.,.,.,.,"1,590","4,811",.,"3,013",.,"3,468","24,951"
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,"2,866",.,.,.,.,.,.,.,.,"2,020",.,.,.,.,.,"4,886"
DZ19D,Other Respiratory Disorders with CC Score 12+,.,.,"1,577",.,"13,012",.,"4,220",.,"3,933",.,.,.,.,.,.,"4,178","26,919"
DZ19E,Other Respiratory Disorders with CC Score 9-11,"12,801","14,231","5,398",.,"7,510","4,218",.,.,"5,243","3,237",.,.,.,"3,515",.,"6,969","63,123"
DZ19F,Other Respiratory Disorders with CC Score 6-8,"36,861","18,386","17,039","9,085","16,961",715,"5,275",.,"1,127","6,114","4,163","18,228","2,443","12,554",.,"27,699","176,648"
DZ19G,Other Respiratory Disorders with CC Score 0-5,"102,089","51,753","64,457","28,729","63,989","24,282","4,220",.,"10,522","2,877","37,317","68,385",.,"29,162",.,"83,679","571,461"
DZ20A,Pulmonary Oedema with CC Score 9+,"4,821",.,.,.,"29,879","1,506",.,.,.,.,.,"28,939",.,.,.,.,"65,145"
DZ20B,Pulmonary Oedema with CC Score 4-8,"14,527","2,846","3,928",.,"18,838","5,685",.,.,.,.,"14,646","5,179",.,"19,912",.,"8,781","94,344"
DZ20C,Pulmonary Oedema with CC Score 0-3,"6,199",813,"4,720","6,017",.,"7,576",.,.,.,.,.,"2,345",.,"5,524",.,"2,279","35,473"
DZ21L,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation","7,013","5,693","3,065",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,771"
DZ21M,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+","34,626","15,451",.,.,"11,763","3,314","14,770",.,.,.,"12,735","48,267",.,.,.,"24,942","165,868"
DZ21N,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7","76,264","89,047",.,"46,719","16,338","15,968","49,059",.,"11,273",.,"44,955","126,773",.,.,.,"8,069","484,465"
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3","63,553","54,079","7,076","33,765","26,794","20,769","6,330",.,"2,630",.,"66,226","54,130",.,"3,515",.,"18,706","357,574"
DZ21Q,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 13+","18,787","31,309",.,"26,761",.,.,"4,220",.,"1,463","32,727","14,439",.,"55,780","6,026",.,"19,235","210,748"
DZ21R,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12","22,791","37,438","3,015","53,255","45,001",.,"43,927",.,"29,311","33,087","25,966","31,057","4,072","41,708",.,"57,322","427,951"
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9","157,631","141,793","141,838","63,434","138,744","12,376","65,291",.,"52,151","16,903","76,243","145,089","6,922","222,506",.,"178,714","1,419,635"
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6","351,494","381,713","374,847","148,812","295,099","100,037","231,721",.,"154,454","11,508","335,880","421,780","14,250","369,452",.,"371,291","3,562,340"
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3","345,968","423,622","530,906","163,283","417,061","219,255","123,966",.,"122,128","3,596","609,549","421,189",.,"219,116",.,"449,170","4,048,809"
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,"12,533","49,653","13,607","21,627",.,"9,495",.,.,"33,446",.,.,"21,172","78,848",.,"54,573","294,955"
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,"4,548","15,758","33,507","75,894","46,446","15,631","31,123",.,"23,507","51,788",.,"10,316","52,523","76,815",.,"82,148","520,005"
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,"117,056","88,979","146,217","136,632","139,420","28,668","79,531",.,"38,260","26,613","20,114","83,626","12,215","351,493",.,"201,956","1,470,780"
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,"295,733","205,842","395,819","125,428","272,293","98,163","128,186","2,397","102,903","31,648","81,411","104,118","17,101","510,348",.,"342,534","2,713,923"
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,"249,165","244,725","389,080","180,480","251,463","117,064","72,167",.,"78,529","6,473","84,870","170,891","3,257","263,388",.,"275,417","2,386,970"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,"36,331","33,868","80,134","24,491","52,453","25,827","13,188",.,"7,140",.,"17,319","59,411",.,"51,998",.,"35,161","437,321"
DZ23D,Bronchopneumonia with CC Score 13+,"47,916","85,545","2,023","12,580","35,989",.,.,.,"27,072","19,061","9,139","1,241","10,179","41,124",.,"81,850","373,719"
DZ23E,Bronchopneumonia with CC Score 9-12,"185,141","219,627","46,848","67,290","52,437","9,641",.,.,"23,270","14,026","9,822","20,434",.,"111,038",.,"265,020","1,024,594"
DZ23F,Bronchopneumonia with CC Score 5-8,"179,002","237,823","69,769","91,556","157,315","56,132","2,110",.,"59,853","11,149","53,208","31,672",.,"251,666",.,"182,241","1,383,495"
DZ23G,Bronchopneumonia with CC Score 0-4,"162,335","80,343","108,456","35,617","72,440","41,827",.,.,"21,044",.,"28,059","27,161",.,"174,550",.,"84,872","836,705"
DZ24D,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,"78,069","13,597","12,247","21,415","6,026","4,748",.,"19,390","38,841",.,"16,548","19,951",.,.,"13,120","243,950"
DZ24E,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12","16,902","91,640","34,302","24,493","45,807","16,787","3,693",.,"25,113","14,386","44,301",.,"16,286","4,506",.,"73,454","411,671"
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9","44,258","260,646","87,413","117,225","135,906","36,359","47,880",.,"52,510","21,578","70,533","54,471","8,143","118,325",.,"97,226","1,152,474"
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6","96,999","421,118","93,820","149,934","136,488","109,781","53,806",.,"57,119",.,"111,561","110,441",.,"160,145",.,"167,258","1,668,470"
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3","113,532","192,807","116,434","50,547","143,489","53,101","4,748",.,"9,770",.,"87,366","75,638",.,"37,133",.,"45,318","929,883"
DZ25C,"Fibrosis or Pneumoconiosis, with CC Score 8+","10,957","14,185","4,918",.,"35,187",.,"6,858",.,"36,075","7,912","3,789","14,008",.,"22,597",.,"30,831","187,317"
DZ25D,"Fibrosis or Pneumoconiosis, with CC Score 5-7","25,421","26,070","29,442",.,"28,499","5,724","8,433",.,"12,401",.,"14,945","26,902","9,365","24,862",.,"33,923","245,987"
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4","39,322","27,120","13,085","14,353","17,604","7,833","14,243",.,"24,609",.,"14,773","18,217","5,293","19,584",.,"67,701","283,737"
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1","4,383","15,045",.,"4,989","3,268",.,.,.,"2,255",.,"7,242","6,593",.,.,.,"12,104","55,879"
DZ26C,"Pneumothorax or Intrathoracic Injuries, with CC Score 8+","9,204","21,957",.,"15,444","1,088",.,.,.,.,.,.,"17,925",.,"17,073",.,"6,602","89,293"
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7","17,094","45,683",762,"6,195","15,275",.,.,.,.,.,.,"26,502","9,772","16,841",.,"33,070","171,195"
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4","47,301","35,635","6,212","14,722","31,164","24,875",.,.,.,.,"44,024","67,598",.,"14,222",.,"25,022","310,776"
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1","23,255","40,304","10,357","12,216","46,416","7,814",.,.,"2,190",.,"27,491","69,362",.,"28,346",.,"27,724","295,474"
DZ27G,Respiratory Failure with Intubation,"28,866","34,024",.,.,"1,634",.,.,.,752,.,.,.,.,"1,506",.,.,"66,781"
DZ27H,"Respiratory Failure without Intubation, with CC Score 12+","2,191","18,704",.,.,"24,180",.,.,.,"4,885",.,.,"14,437",.,"27,038",.,"2,568","94,003"
DZ27J,"Respiratory Failure without Intubation, with CC Score 8-11","14,902","12,605","34,643","6,394","19,605","12,353","8,968",.,"6,012","7,552","22,870","33,485","3,257","39,100",.,"40,600","262,349"
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7","91,366","44,320","50,676","14,358","30,203","72,869","17,935","1,666","25,911",.,"30,721","55,468",.,"29,627",.,"66,386","531,506"
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3","41,596","20,333","10,927","35,075","27,443","23,990","2,638",.,"2,255",.,"5,928","28,593",.,"23,580",.,"8,436","230,794"
DZ28A,Pleurisy with CC Score 3+,.,"2,440","2,125","1,361",.,.,.,.,.,.,.,.,.,.,.,.,"5,925"
DZ28B,Pleurisy with CC Score 0-2,.,.,"3,883",.,980,.,.,.,376,.,"1,589",.,.,.,.,.,"6,828"
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+","10,081","9,352","1,240",.,"6,208","1,808",.,.,.,.,.,.,.,.,.,.,"28,688"
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6","13,149","9,654",.,"1,361","3,921","4,411",.,"12,141",.,.,.,.,.,"10,207",.,.,"54,844"
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3","14,715","14,896","22,852",.,"9,149","5,724",.,"11,684",.,.,"5,978",.,.,.,.,.,"84,999"
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1","15,444",.,"8,293",.,"1,307","1,808",.,"2,397",.,.,"1,815","5,697",.,.,.,"1,100","37,861"
DZ51Z,Complex Tuberculosis,.,.,.,"16,329",.,.,.,.,.,.,.,"23,805",.,.,.,"13,204","53,338"
DZ54Z,Complex Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,"4,903",.,.,.,.,"4,903"
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,"10,155",.,.,.,.,.,.,.,.,"61,154",.,.,.,.,"71,309"
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,"4,575",.,.,.,.,.,.,"3,984",.,.,.,.,"8,559"
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"18,389",.,.,.,.,"18,389"
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,"15,858","8,482",.,"9,828",.,.,.,.,.,.,"34,851",.,.,.,.,"69,019"
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,"19,111","13,068",.,"6,208",.,.,.,.,.,.,"34,036",.,"2,350",.,.,"74,772"
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,"29,611",.,"3,921",.,.,.,.,.,.,"79,256",.,"3,856",.,.,"116,644"
EA03A,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,"7,767",.,.,.,.,.,.,"23,630",.,.,.,.,"31,397"
EA03B,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,"16,497",.,"4,302",.,.,.,.,.,"12,710","22,734",.,.,.,"1,640","57,883"
EA03C,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,"12,191","6,564","10,145",.,.,.,.,.,.,"38,612",.,.,.,"4,830","72,341"
EA03D,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4","8,204","6,043","16,336",.,"15,217",.,.,.,.,.,.,"62,062",.,.,.,"4,478","112,339"
