HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
MA22Z,Minor Lower Genital Tract Procedures,17,69,.,10,40,36,8,.,.,48,44,8,.,8,22,12,10,.,332
MA23Z,Minimal Lower Genital Tract Procedures,57,87,.,12,115,91,21,.,.,99,111,16,4,24,55,51,25,.,768
MA24Z,Minor Upper Genital Tract Procedures,15,23,.,2,14,15,4,.,.,5,44,.,.,2,3,3,2,.,132
MA25Z,Minimal Upper Genital Tract Procedures,5,13,.,3,8,9,6,.,.,8,14,.,.,3,12,2,5,.,88
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy",5,14,.,12,4,2,.,.,.,4,5,1,.,.,12,1,1,.,61
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,9,3,.,.,12,2,.,.,.,.,3,.,.,.,.,.,.,.,29
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,25,22,.,.,29,10,1,.,.,6,18,.,.,.,.,1,.,.,112
MA31Z,Diagnostic Hysteroscopy,26,51,.,58,52,140,84,.,.,34,114,5,.,16,12,54,23,.,669
MA32Z,Diagnostic Hysteroscopy with Biopsy,91,159,.,94,51,70,43,.,.,158,237,31,.,25,201,91,35,.,"1,286"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,35,102,.,10,30,43,26,.,.,111,88,23,.,17,48,8,19,.,560
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,4,10,.,5,24,74,49,.,.,5,34,1,.,7,9,20,5,.,247
MA35Z,Implantation of Intrauterine Device,14,38,.,8,13,29,16,.,.,24,27,1,.,11,12,22,13,.,228
MA36Z,Transvaginal Ultrasound,.,4,.,.,1,.,.,.,.,13,.,.,.,.,.,.,2,.,20
MA38Z,Diagnostic Colposcopy,.,.,.,.,1,.,1,.,.,2,1,.,.,.,.,.,.,.,5
MA40Z,Therapeutic Colposcopy,.,.,.,.,.,1,1,.,.,.,1,.,.,.,.,.,.,.,3
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",3,.,.,45,.,.,.,.,.,1,.,.,.,.,.,.,.,.,49
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",.,2,.,.,.,.,1,.,.,4,.,.,.,.,.,.,.,.,7
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",3,6,.,3,2,7,3,.,.,2,12,1,.,.,7,6,1,.,53
NZ10Z,Diagnostic or Therapeutic Procedures on Fetus,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NZ16Z,Ante-Natal Routine Observation,.,.,.,.,.,.,.,.,.,.,.,.,565,.,.,.,.,.,565
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,.,.,.,7,.,.,.,.,.,.,.,.,679,.,.,.,168,.,854
NZ23Z,"Ante-Natal Diagnostic Procedures, including Amniocentesis and Sampling of Chorionic Villus",.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,14
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",2,.,.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,5
NZ26B,Post-Natal Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1
NZ27Z,Post-Natal Therapeutic Procedures,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
PB02Z,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,1,76,.,.,1,.,78
PC63A,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PC63B,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,2,2,.,.,2,.,7
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",2,.,.,1,.,.,.,.,.,.,.,.,4,3,.,.,1,.,11
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,1,4,.,.,.,.,.,1,8,16,.,.,3,.,33
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,12,2,.,.,.,.,14
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
PD13B,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,29
PD13C,Paediatric Cystic Fibrosis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,.,31
PD13D,Paediatric Cystic Fibrosis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,11
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,13
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,.,2
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,3,2,.,.,.,.,5
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,2,.,.,.,.,3
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,6,.,.,1,.,8
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,20
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,22,1,.,.,7,.,30
PE23F,Paediatric Cardiac Conditions with CC Score 0,2,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,1,.,17
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,2,.,.,.,.,3
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PE62C,"Paediatric Syncope and Collapse, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,1,.,5
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,2,3,.,.,.,.,5
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,9
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,5,.,.,.,.,1,1,.,.,.,.,.,1,8,.,.,.,.,16
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,9,1,.,.,.,.,.,.,.,.,.,.,12,83,1,.,1,.,107
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,7,.,.,.,.,.,1,.,.,.,.,.,8,.,.,.,.,.,16
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,12,.,.,.,.,14,6,.,.,.,.,.,90,.,13,.,59,.,194
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,2,2,.,.,.,.,4
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,1,.,.,.,.,.,.,13,.,.,.,.,14
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",2,.,.,.,.,.,1,.,.,.,.,.,1,78,.,.,3,.,85
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,3,.,.,.,1,.,.,.,1,.,5
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,14,.,.,.,5,4,.,.,.,.,23
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",1,.,.,.,.,6,.,.,38,.,.,.,7,10,.,.,1,.,63
PJ35A,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
PJ35B,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,4,2,.,.,.,.,6
PJ35C,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,18,2,.,.,.,.,20
PJ35D,Paediatric Skin Disorders with CC Score 0,1,.,.,.,2,.,1,.,.,.,.,.,46,14,.,.,4,.,68
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,8
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",4,.,.,.,.,.,.,.,.,.,.,.,25,1,.,.,1,.,31
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
PK72A,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PK72C,Paediatric Metabolic Disorders with CC Score 0,24,.,.,.,.,.,.,.,1,.,.,.,14,.,.,.,.,.,39
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,7,.,.,.,.,.,.,.,.,1,.,.,.,.,.,8
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,3
PL70C,Paediatric Other Renal Diseases with CC Score 1,.,.,.,2,.,.,.,.,.,.,.,.,1,.,.,.,.,.,3
PL70D,Paediatric Other Renal Diseases with CC Score 0,2,.,.,5,2,.,.,.,.,.,.,.,4,.,.,.,1,.,14
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,1,.,.,3,.,1,.,.,.,.,.,.,250,1,.,.,2,.,258
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,3,1,.,.,.,.,4
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,2,.,.,15,1,.,.,.,.,18
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,1,.,2,1,.,.,.,.,.,.,.,25,5,.,.,1,.,35
PN49A,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,95,.,.,.,.,.,95
PN49B,Paediatric Coagulation Disorders with CC Score 0,6,.,.,6,.,.,.,.,.,.,.,.,103,1,.,.,.,.,116
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,6,1,.,.,1,.,9
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,.,.,.,15
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,1,.,.,.,.,.,.,.,58,.,.,.,10,7,.,.,1,.,77
PR01D,Paediatric Nervous System Disorders with CC Score 1,2,.,.,4,.,.,.,.,72,.,.,.,17,3,.,.,.,.,98
PR01E,Paediatric Nervous System Disorders with CC Score 0,19,.,.,.,.,.,.,.,89,.,.,.,19,6,.,.,3,.,136
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,2,1,.,.,2,.,5
PR03C,Paediatric Febrile Convulsions with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,4
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,6,1,.,.,.,.,8
PR04C,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,12,.,.,.,.,.,.,2,3,.,.,.,.,17
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PR05B,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PT52A,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
PT52B,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,4,.,5
PT53B,Paediatric Eating Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,1,.,4
PW16C,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,12
PW16D,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW16E,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW17A,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW17B,Paediatric Intermediate Infections with CC Score 3-5,2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,3
PW17C,Paediatric Intermediate Infections with CC Score 1-2,2,.,.,.,.,.,.,.,.,.,.,.,3,3,.,.,.,.,8
PW17D,Paediatric Intermediate Infections with CC Score 0,6,1,.,.,.,1,.,.,.,.,.,.,.,13,.,.,.,.,21
PW18C,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW19B,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PW19C,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
PW20B,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
PW20C,Paediatric Fever Unspecified with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PX22B,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,2,.,.,.,.,5
PX29A,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX29B,Paediatric Abdominal Pain with CC Score 1-2,1,.,.,.,.,.,.,.,.,.,.,.,2,4,.,.,.,.,7
PX29C,Paediatric Abdominal Pain with CC Score 0,1,.,.,.,.,.,1,.,.,.,.,.,.,8,.,.,1,.,11
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,2,.,.,.,.,.,.,.,.,.,.,.,1,5,.,.,3,.,11
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",11,.,.,.,.,1,.,.,.,.,.,.,.,4,.,.,16,.,32
PX55Z,Paediatric Respite Care,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,6,.,.,.,.,7
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,5,.,.,1,.,8
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,1,.,10
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",9,.,.,.,.,.,1,.,7,.,.,.,58,8,.,.,19,.,102
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",81,.,.,5,.,18,3,.,.,.,.,.,33,35,.,.,157,.,332
PX59A,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,1,.,5
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,3,.,.,.,5,.,.,.,5,.,13
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,2,.,.,.,17,1,.,.,1,.,21
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,5,.,.,.,1,1,.,.,.,.,7
PX60C,Paediatric Other Congenital Conditions with CC Score 0,4,.,.,.,.,.,.,.,1,.,.,.,4,1,.,.,2,.,12
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,1,.,20,.,.,.,.,.,.,.,.,.,.,.,.,6,.,27
SA02H,Coagulation Defect with CC Score 2-4,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
SA02J,Coagulation Defect with CC Score 0-1,17,.,.,60,.,.,.,.,.,.,.,.,1,.,.,.,.,.,78
SA03G,Haemolytic Anaemia with CC Score 3+,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA03H,Haemolytic Anaemia with CC Score 0-2,.,9,.,10,.,.,1,.,.,.,.,.,.,.,.,.,4,.,24
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
SA04H,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
SA04J,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,7,.,9
SA04K,Iron Deficiency Anaemia with CC Score 2-5,.,8,.,8,.,6,12,.,.,11,.,.,1,1,3,2,27,7,86
SA04L,Iron Deficiency Anaemia with CC Score 0-1,78,29,.,47,2,32,30,.,.,32,.,.,18,.,.,6,97,3,374
SA05J,Megaloblastic Anaemia with CC Score 0-3,5,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,.,9
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,4
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58
SA06K,Myelodysplastic Syndrome with CC Score 0-1,32,76,.,116,.,25,.,.,.,.,.,.,.,.,.,.,13,.,262
SA07H,Myeloproliferative Disorder with CC Score 4-6,.,9,.,2,.,1,.,.,.,.,.,.,.,.,.,.,5,.,17
SA07J,Myeloproliferative Disorder with CC Score 0-3,54,83,.,70,47,151,1,.,.,.,.,.,.,.,.,.,110,1,517
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",3,4,.,13,.,1,.,.,.,.,.,.,.,.,.,.,.,.,21
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,5,1,9
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,1,.,.,5,.,.,4,.,.,1,.,.,35,.,1,.,15,4,66
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,24,7,.,24,1,23,13,.,1,8,.,.,11,.,1,.,126,1,240
SA11Z,Thalassaemia,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
SA12H,Thrombocytopenia with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,7
SA12J,Thrombocytopenia with CC Score 2-4,.,4,.,4,.,.,.,.,.,.,.,.,.,.,.,.,28,.,36
SA12K,Thrombocytopenia with CC Score 0-1,56,76,.,70,3,37,.,.,.,.,.,.,.,.,.,.,32,.,274
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",377,162,.,"1,905",2,688,275,.,.,12,1,.,"1,141",.,.,.,405,.,"4,968"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",4,.,.,31,.,.,.,.,.,1,.,.,249,.,.,.,2,.,287
SA14Z,"Plasma Exchanges, 2 to 9",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,1,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,18,.,62,1,3,.,.,.,.,.,.,1,.,.,.,.,.,85
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,5
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,2,2,.,14,.,.,.,.,.,.,.,.,.,.,.,.,2,.,20
SA30C,Plasma Cell Disorders with CC Score 5-7,.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,13,.,16
SA30D,Plasma Cell Disorders with CC Score 2-4,.,12,.,18,.,5,.,.,.,.,.,.,.,.,.,.,112,.,147
