HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
AA26F,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA26F,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26F,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,.,27
AA26F,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26F,170,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA26F,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA26F,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",36,23,.,18,32,20,11,.,14,.,5,109,.,34,.,50,352
AA26F,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
AA26F,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA26F,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26F,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,5,.,1,1,2,.,.,.,.,1,5,.,.,.,3,18
AA26F,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,4,3,.,.,.,.,.,.,.,1,1,.,.,.,.,9
AA26F,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",1,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,3
AA26F,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
AA26F,420,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26F,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",8,15,12,.,19,4,.,.,4,12,4,23,6,12,.,23,142
AA26G,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",7,18,.,8,12,9,.,.,.,.,.,9,.,9,.,12,84
AA26G,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26G,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",3,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,5
AA26G,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,38,.,.,.,.,38
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,2,.,.,.,.,.,.,.,.,1,1,.,.,.,.,4
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",54,65,1,26,67,33,2,.,7,.,15,119,.,27,.,76,492
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,6,5,.,.,.,.,11
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",1,4,.,5,1,3,.,.,.,.,4,2,.,3,.,2,25
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,4,2,.,1,.,.,.,.,.,2,2,.,.,.,.,11
AA26G,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA26G,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,.,50
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",10,20,3,.,26,9,.,.,1,6,6,20,2,9,.,23,135
AA26G,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA26G,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",8,10,.,7,17,6,.,.,.,.,.,6,.,6,.,7,67
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",1,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,7
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3
AA26H,140,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,15
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,3,.,.,3,.,.,.,.,.,.,4,.,.,.,.,10
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",47,49,3,22,52,29,7,.,3,.,20,89,.,17,.,52,390
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
AA26H,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",2,1,.,2,.,1,.,.,.,.,2,.,.,2,.,4,14
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,2,.,.,.,.,.,.,.,.,3,2,.,.,.,.,7
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,43
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",3,12,4,.,12,1,.,.,.,.,3,10,.,4,.,4,53
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3
AA26H,823,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,2,2,1,1,4,4,2,.,2,.,.,6,.,1,.,5,30
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,8,4,9,.,4,.,.,.,3,3,.,3,.,.,.,5,39
AA28C,300,Motor Neuron Disease with CC Score 8+,.,.,4,.,7,.,.,.,.,.,1,.,.,1,.,1,14
AA28C,430,Motor Neuron Disease with CC Score 8+,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
AA28D,300,Motor Neuron Disease with CC Score 5-7,2,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,4
AA28D,400,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA28D,430,Motor Neuron Disease with CC Score 5-7,4,1,.,.,.,.,.,.,.,1,.,.,.,1,.,.,7
AA28E,110,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA28E,300,Motor Neuron Disease with CC Score 2-4,2,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,4
AA28E,400,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
AA28E,430,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA28F,110,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2
AA28F,400,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AA29C,170,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29C,300,Transient Ischaemic Attack with CC Score 11+,4,3,.,.,.,.,2,.,.,.,.,.,.,2,.,.,11
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,1,.,.,.,1,1,.,8,2,.,.,1,14
AA29D,100,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,3,2,.,9,2,1,4,.,.,.,1,6,.,1,.,5,34
AA29D,320,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,2
AA29D,340,Transient Ischaemic Attack with CC Score 8-10,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,.,6,.,.,3,1,.,.,1,1,3,7,.,3,.,6,31
AA29E,100,Transient Ischaemic Attack with CC Score 5-7,.,.,.,1,.,.,.,.,.,.,.,4,.,1,.,.,6
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,10,14,.,19,4,6,3,.,3,.,6,6,.,3,.,8,82
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29E,302,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,1,.,.,.,1,.,.,.,.,1,.,.,.,.,.,3
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,.,2,.,.,.,.,.,.,.,2,.,.,.,.,.,4
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,7,6,.,.,14,3,.,.,1,1,5,18,.,5,.,17,77
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,14,23,.,21,3,2,3,.,3,.,8,9,.,5,.,13,104
AA29F,302,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
AA29F,303,Transient Ischaemic Attack with CC Score 0-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,4
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,6,26,.,.,18,4,.,.,.,.,11,16,.,14,.,10,105
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,2
AA30C,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",1,.,.,2,1,.,.,.,.,.,.,.,.,1,.,2,7
AA30D,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",6,.,.,5,2,1,.,.,.,.,.,11,.,1,.,6,32
AA30E,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,15
AA30E,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
AA30F,101,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA30F,110,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",6,1,.,2,1,2,.,.,.,.,1,10,.,.,.,4,27
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,15
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,1,3
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",1,1,.,.,2,1,.,.,.,.,.,.,.,.,.,7,12
AA31C,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,3,7
AA31D,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31D,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",10,5,.,2,14,6,2,.,7,.,1,15,.,1,.,9,72
AA31D,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31D,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,2,4,.,3,1,.,.,.,.,3,3,1,1,.,8,26
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,.,.,.,1,.,.,.,.,.,.,1,.,2,.,.,6
AA31E,101,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,5
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,31
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",81,80,2,48,101,43,25,.,24,.,20,169,.,45,.,156,794
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,8,4,.,.,.,.,12
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,1,.,8,.,.,.,.,.,.,.,.,.,1,.,.,11
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,6,.,.,.,.,.,.,.,.,7,.,.,.,.,.,13
AA31E,350,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,26
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,18,1,.,20,2,.,.,.,.,10,22,.,5,.,6,85
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,3,.,3,2,3,.,.,.,.,.,6,.,.,.,5,23
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4
AA31E,823,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA35A,150,Stroke with CC Score 16+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35A,300,Stroke with CC Score 16+,2,6,.,9,.,.,4,.,1,.,.,3,.,.,.,.,25
AA35A,361,Stroke with CC Score 16+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35A,430,Stroke with CC Score 16+,.,5,1,.,.,.,.,.,19,4,.,11,13,3,.,13,69
AA35B,100,Stroke with CC Score 13-15,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35B,300,Stroke with CC Score 13-15,5,9,.,8,1,4,7,.,5,.,3,11,.,.,.,4,57
AA35B,301,Stroke with CC Score 13-15,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35B,361,Stroke with CC Score 13-15,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA35B,400,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA35B,430,Stroke with CC Score 13-15,2,4,.,.,3,2,.,.,6,14,2,27,4,8,.,21,93
AA35C,100,Stroke with CC Score 10-12,1,.,.,.,.,1,.,.,.,.,.,1,.,1,.,.,4
AA35C,101,Stroke with CC Score 10-12,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA35C,150,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35C,300,Stroke with CC Score 10-12,14,6,.,28,3,1,11,.,4,.,3,7,.,2,.,5,84
AA35C,320,Stroke with CC Score 10-12,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35C,340,Stroke with CC Score 10-12,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35C,361,Stroke with CC Score 10-12,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA35C,400,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA35C,430,Stroke with CC Score 10-12,7,24,1,.,19,6,.,.,11,12,1,53,20,18,.,55,227
AA35D,100,Stroke with CC Score 7-9,.,.,.,.,.,1,.,.,.,.,.,1,.,1,.,.,3
AA35D,150,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35D,300,Stroke with CC Score 7-9,65,24,.,47,13,8,20,.,3,.,8,21,.,5,.,26,240
AA35D,302,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
AA35D,320,Stroke with CC Score 7-9,1,2,.,1,.,.,.,.,.,.,.,1,.,2,.,1,8
AA35D,340,Stroke with CC Score 7-9,.,2,.,.,.,.,.,.,.,.,2,1,.,.,.,.,5
AA35D,361,Stroke with CC Score 7-9,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
AA35D,400,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
AA35D,430,Stroke with CC Score 7-9,16,43,1,.,55,34,.,.,12,35,15,100,25,35,.,105,476
AA35E,100,Stroke with CC Score 4-6,.,.,.,1,.,1,.,.,.,.,.,1,.,.,.,.,3
AA35E,120,Stroke with CC Score 4-6,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,150,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35E,300,Stroke with CC Score 4-6,78,53,2,47,6,21,13,.,12,.,21,28,.,1,.,40,322
AA35E,301,Stroke with CC Score 4-6,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA35E,302,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
AA35E,320,Stroke with CC Score 4-6,.,1,1,4,1,.,1,.,2,.,2,.,.,.,.,.,12
AA35E,340,Stroke with CC Score 4-6,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35E,361,Stroke with CC Score 4-6,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
AA35E,370,Stroke with CC Score 4-6,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,400,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
AA35E,410,Stroke with CC Score 4-6,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35E,430,Stroke with CC Score 4-6,17,71,.,.,99,56,.,.,3,11,19,129,12,32,.,122,571
AA35E,502,Stroke with CC Score 4-6,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35F,100,Stroke with CC Score 0-3,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2
AA35F,150,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
AA35F,180,Stroke with CC Score 0-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35F,300,Stroke with CC Score 0-3,50,45,.,17,10,17,9,.,8,.,10,20,.,9,.,20,215
AA35F,303,Stroke with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35F,320,Stroke with CC Score 0-3,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35F,340,Stroke with CC Score 0-3,.,3,.,.,.,.,.,.,.,.,2,1,.,.,.,.,6
AA35F,370,Stroke with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA35F,400,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
AA35F,430,Stroke with CC Score 0-3,14,65,1,.,103,47,.,.,2,1,18,108,1,32,.,104,496
AA35F,800,Stroke with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA50B,150,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 6-11",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
AA50C,150,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
AA50F,150,"Very Complex Intracranial Procedures, 18 years and under, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA51A,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51B,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51C,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,17
AA51C,400,"Complex Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA51D,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
AA51E,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51F,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA51G,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
