HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
CA30A,"Radical or Revisional, Mastoid Procedures, 19 years and over","5,510","2,118",.,.,"4,799",.,.,.,.,.,.,.,"5,929",.,.,.,.,"4,939"
CA30B,"Radical or Revisional, Mastoid Procedures, 18 years and under","5,510","2,193",.,.,"4,073",.,.,.,.,.,.,.,"7,397",.,.,.,.,"6,167"
CA31Z,"Simple or Cortical, Mastoid Procedures","5,510","1,811",.,.,.,.,.,.,.,.,.,.,"4,707",.,.,.,"2,859","3,513"
CA32A,"Tympanoplasty, 19 years and over","4,482","2,000",.,.,"2,495",.,.,.,.,.,.,.,"3,114",.,.,.,.,"2,949"
CA32B,"Tympanoplasty, 18 years and under","4,277","1,682",.,.,"2,662",.,.,.,.,.,.,.,"3,848",.,.,.,"1,920","2,899"
CA33Z,Pinnaplasty,"4,277","1,841",.,.,"2,900",.,.,.,.,.,.,.,"3,708",.,.,.,"1,587","3,461"
CA34A,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","1,810",.,.,.,"1,067",.,.,.,.,.,.,.,"2,368",.,.,.,"1,272","1,797"
CA34B,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,"2,289",.,.,.,.,.,.,.,.,.,.,.,.,"2,289"
CA35A,"Insertion of Grommets, 19 years and over","1,810",977,.,.,"1,358",.,.,.,.,.,.,.,"1,234",.,.,.,.,"1,448"
CA35B,"Insertion of Grommets, between 2 and 18 years","1,810",.,.,.,660,"1,114",.,.,.,.,.,.,"1,566",.,.,.,.,"1,528"
CA36A,"Clearance of External Auditory Canal, 19 years and over","1,810",.,.,.,796,968,.,.,.,.,.,.,.,.,.,.,.,"1,191"
CA36B,"Clearance of External Auditory Canal, 18 years and under","1,810",.,.,.,796,.,.,.,.,.,.,.,"1,035",.,.,.,.,"1,363"
CA39Z,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"9,354",.,.,.,.,"9,354"
CA41Z,Bilateral Cochlear Implants,.,.,.,.,.,.,.,.,.,.,.,.,"27,391",.,.,.,.,"27,391"
CA42Z,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,"22,698",.,.,.,.,"22,698"
CA50Z,Complex Ear Procedures,.,.,.,.,"3,384",.,.,.,.,.,.,.,"6,597",.,.,.,.,"6,168"
CA51A,"Very Major Ear Procedures, 19 years and over",.,"1,955",.,.,"3,884",.,.,.,.,.,.,.,"5,879",.,.,.,"1,430","4,325"
CA51B,"Very Major Ear Procedures, 18 years and under",.,"1,775",.,.,"4,557",.,.,.,.,.,.,.,"5,922",.,.,.,.,"5,371"
CA52A,"Major Ear Procedures, 19 years and over","4,688","1,830",.,.,"2,880",.,.,.,.,.,.,.,"3,488",.,.,.,"2,371","3,134"
CA52B,"Major Ear Procedures, 18 years and under",.,.,.,.,"3,355",.,.,.,.,.,.,.,.,.,.,.,.,"3,355"
CA53A,"Intermediate Ear Procedures, 19 years and over","3,455","1,638",.,.,"3,114",.,.,.,.,.,.,.,"2,841",.,.,.,"1,915","2,623"
CA53B,"Intermediate Ear Procedures, 18 years and under","2,735",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,735"
CA54A,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,356",.,.,.,.,"3,356"
CA54B,"Minor Ear Procedures, 18 years and under","2,016",.,.,.,.,.,.,.,.,.,.,.,"2,261",.,.,.,"1,443","2,043"
CA55A,"Minimal Ear Procedures, 19 years and over","1,399",.,.,.,"2,793",.,.,.,.,.,.,.,"2,531",.,.,.,.,"2,241"
CA60A,"Tonsillectomy, 19 years and over","1,810","1,365",.,.,"1,243","1,195",.,.,.,.,.,.,"1,603",.,.,.,"1,340","1,537"
CA60B,"Tonsillectomy, 18 years and under","1,810","1,585",.,.,"1,106","1,044",.,.,.,.,.,.,"1,589",.,.,.,"1,446","1,541"
CA61Z,Adenotonsillectomy,"1,810","1,698",.,.,"1,260","1,267",.,.,.,.,.,.,"1,728",.,.,.,"1,446","1,512"
CA62Z,Adenoidectomy,"1,810","1,030",.,.,"1,099","1,065",.,.,.,.,.,.,"1,584",.,.,.,"1,209","1,501"
CA63Z,Tracheostomy,"2,097",.,.,.,.,.,.,.,.,.,.,.,"1,249",.,.,.,.,"1,673"
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,"2,427",.,.,.,"1,785",.,.,.,.,.,.,.,"1,756",.,.,.,.,"2,057"
CA65Z,Frenotomy or Frenectomy,.,.,.,.,737,.,.,.,.,.,.,.,929,.,.,.,.,833
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over","2,174","1,118",.,.,"1,242",.,.,.,.,.,.,.,"1,290",.,.,.,"1,305","1,499"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under","3,062",738,.,.,.,.,.,.,.,.,.,.,"1,400",.,.,.,"1,267","1,799"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+","1,810",.,.,.,.,.,.,.,.,.,.,.,"1,922",.,.,.,.,"1,903"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1","1,810","1,156",.,.,"1,955",.,.,.,.,.,.,.,"1,781",.,.,.,.,"1,761"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over","2,221",.,.,.,"1,484",.,.,.,.,.,.,.,"1,861",.,.,.,.,"1,886"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,388",.,.,.,.,"1,388"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over","1,810","1,108",.,.,"1,588",.,.,.,.,.,.,.,"1,320",.,.,.,.,"1,620"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",.,699,.,.,.,.,.,.,.,.,.,.,"1,792",.,.,.,.,"1,428"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,439",.,.,.,.,"1,439"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,"1,810","1,207",.,.,"1,158","1,293",.,.,.,.,.,.,"1,149",.,.,.,.,"1,325"
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over","1,810","1,070",.,.,"1,164",.,.,.,.,.,.,.,"1,181",.,.,.,.,"1,558"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under","1,810",.,.,.,.,.,.,.,.,.,.,.,"1,947",.,.,.,.,"1,856"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+","24,825",.,.,.,.,.,.,.,.,.,.,.,"22,720",.,.,.,"8,680","20,754"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4","21,391",.,.,.,"13,337",.,.,.,.,.,.,.,"17,355",.,.,.,"29,282","19,357"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1","18,185",.,.,.,"23,835",.,.,.,.,.,.,.,"15,831",.,.,.,.,"16,772"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","2,342",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,143","2,876"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","2,958",.,.,.,"6,829",.,.,.,.,.,.,.,"9,256",.,.,.,"1,890","5,233"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"5,820",.,.,.,.,"5,820"
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,592",.,.,.,.,"6,592"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,391",.,.,.,"2,151","1,771"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","3,627",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,577","2,602"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"4,233",.,.,.,"1,890","4,020"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,325",.,.,.,.,"4,325"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","3,156","1,177",.,.,"4,684",.,.,.,.,.,.,.,"1,458",.,.,.,"2,296","2,896"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","6,133","1,465",.,.,"2,469",.,.,.,.,.,.,.,"3,251",.,.,.,"2,369","3,376"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","1,810",.,.,.,"1,920",.,.,.,.,.,.,.,"4,592",.,.,.,"1,446","3,018"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,414",.,.,.,"1,932","1,673"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","3,848",.,.,.,"2,677",.,.,.,.,.,.,.,"1,912",.,.,.,"1,768","2,295"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",.,933,.,.,"2,677",.,.,.,.,.,.,.,"2,313",.,.,.,.,"2,200"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over","4,115","1,509",.,.,931,.,.,.,.,.,.,.,"1,153",.,.,.,"1,965","2,283"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,699,.,.,.,.,.,.,.,"2,664",.,.,.,.,"2,172"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under","2,126",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,126"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,187",.,.,.,.,"3,187"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years","1,811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,577","1,785"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under","2,126",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,126"
CA90Z,Very Complex Maxillofacial Procedures,"11,132",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,132"
CA91A,Complex Maxillofacial Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,189","5,189"
CA91B,Complex Maxillofacial Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"9,322",.,.,.,"3,668","3,870"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,"5,092",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,835","4,178"
CA92B,Very Major Maxillofacial Procedures with CC Score 0,"6,491",.,.,.,"5,062",.,.,.,.,.,.,.,"5,923",.,.,.,"3,660","5,712"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,409","4,409"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0","7,041",.,.,.,"2,104",.,.,.,.,.,.,.,.,.,.,.,"3,609","3,973"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,075","3,075"
CA94Z,Intermediate Maxillofacial Procedures,"2,250",.,.,.,.,.,.,.,.,.,.,.,984,.,.,.,"2,415","2,096"
CA95Z,Minor Maxillofacial Procedures,"2,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,871","2,066"
CA96Z,"Reduction or Fixation, of Jaw","5,484",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,785","4,327"
CA97Z,"Reduction or Fixation, of Cheekbone","6,197",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,202","4,199"
CA98Z,Reduction of Fracture of Nasal Bone,"1,296","1,426",.,.,776,611,.,.,.,.,.,.,959,.,.,.,"1,102","1,044"
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+","11,352",.,.,.,.,.,.,.,.,.,.,.,"42,724",.,.,.,.,"27,038"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8","26,322",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,155","10,189"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4","3,099",.,"3,155",.,"6,800",.,.,.,.,.,.,.,"7,298",.,.,.,"2,920","4,628"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8","2,319",.,"14,075",.,.,.,.,.,.,.,.,.,"36,718",.,.,.,"4,394","10,669"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4","1,805",.,"5,850",.,"1,223",.,.,.,.,.,.,.,"9,157",.,.,.,"3,706","5,651"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+","2,578","2,814",.,.,"6,348",.,.,.,.,.,.,.,"5,275",.,.,.,"1,679","3,641"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4","2,579","2,839","1,210",916,"1,605",.,.,.,.,.,.,.,"3,411",.,.,.,"2,140","2,499"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0","2,604","1,736",.,.,"2,195",.,.,.,.,.,.,.,"2,328",.,.,.,"2,103","2,268"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",661,.,"1,111",.,408,.,.,.,.,.,.,.,"1,576",.,.,.,.,969
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",539,540,"1,672",.,"1,608",.,.,.,.,.,.,.,"1,162",.,.,.,994,961
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",630,464,621,.,408,.,.,.,.,.,.,.,600,.,.,.,984,566
CD01A,"Major Dental Procedures, 19 years and over","3,042",.,.,.,.,.,.,.,.,.,.,.,"1,178",.,.,.,.,"1,877"
CD01B,"Major Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,787","3,787"
CD02A,"Intermediate Dental Procedures, 19 years and over","3,375",.,.,.,.,.,.,.,.,.,.,.,798,.,.,.,"1,559","1,504"
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,979,.,.,.,"1,965","1,472"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","2,860",.,.,.,.,.,.,.,.,.,.,.,776,.,.,.,"1,531","2,152"
CD04B,"Major Surgical Removal of Tooth, 18 years and under","2,896",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,896"
CD05A,"Surgical Removal of Tooth, 19 years and over","2,750",.,.,.,.,.,.,.,.,.,.,.,"1,076",.,.,.,"1,366","1,779"
CD05B,"Surgical Removal of Tooth, 18 years and under","2,854",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,261","2,732"
CD06A,"Extraction of Multiple Teeth, 19 years and over","3,218",.,.,.,.,.,.,.,.,.,.,.,983,.,.,.,"1,552","1,336"
CD06B,"Extraction of Multiple Teeth, 18 years and under","2,750",.,.,.,.,.,.,.,.,.,.,.,"1,130",.,.,.,"1,498","1,681"
CD07A,"Minor Extraction of Tooth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,102","1,102"
CD07B,"Minor Extraction of Tooth, 18 years and under","2,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,750"
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"10,077",.,.,.,.,"10,077"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,"7,531",.,.,.,.,.,.,.,.,.,"9,286",.,.,.,.,"9,270"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,"5,114",.,.,.,.,.,.,.,.,.,"8,636",.,.,.,"2,498","8,477"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"9,860",.,.,.,.,"9,860"
DZ02M,"Complex Thoracic Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,137",.,.,.,.,"2,137"
DZ09J,"Pulmonary Embolus with Interventions, with CC Score 9+",.,.,.,.,.,"7,555",.,.,.,.,.,.,.,.,.,.,.,"7,555"
DZ09N,"Pulmonary Embolus without Interventions, with CC Score 6-8",.,345,"1,238",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,015"
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5",.,527,.,.,752,.,.,.,.,.,.,.,.,.,.,.,728,634
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2",446,"1,391",.,"4,172",797,.,.,.,.,.,899,.,.,.,.,.,.,"1,297"
DZ10J,"Lung Abscess-Empyema with Interventions, with CC Score 5-8",.,"2,885",.,.,.,.,.,.,.,.,.,.,"7,852",.,.,.,.,"5,369"
DZ10K,"Lung Abscess-Empyema with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,523",.,.,.,"3,024","3,423"
DZ10M,"Lung Abscess-Empyema without Interventions, with CC Score 5-8",.,518,.,.,.,"4,358",.,.,.,.,.,.,.,.,.,.,.,"1,478"
DZ10N,"Lung Abscess-Empyema without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,"3,785",.,"2,601",.,.,.,.,"3,193"
DZ11P,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,"4,410","6,032",.,.,.,.,.,"7,464",.,.,.,.,.,.,.,.,"5,969"
DZ11Q,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","3,567","6,072","1,798",.,.,"2,824",.,.,.,.,.,.,.,.,.,.,.,"3,565"
DZ11R,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,"3,429","1,470",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862"
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","2,229","2,141",429,.,752,.,.,.,.,.,.,.,.,.,.,.,.,"1,765"
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","5,679",990,"1,161",.,"10,357",.,.,.,.,.,.,.,.,.,"2,570",.,"1,943","1,582"
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","1,625","2,729","1,266",.,"5,268",.,.,"5,673",.,.,.,.,"3,592",.,.,.,604,"1,977"
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","1,479","1,366","1,087",.,.,"1,356",.,.,.,.,849,.,"1,109",.,.,.,"1,335","1,228"
DZ12C,Bronchiectasis with CC Score 8+,.,.,"2,973",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,973"
DZ12D,Bronchiectasis with CC Score 5-7,"2,081","5,621","2,820","2,575",.,.,.,.,.,.,.,.,"2,932",.,514,.,"1,457","2,582"
DZ12E,Bronchiectasis with CC Score 2-4,"1,115",527,"2,750",.,.,.,.,.,"1,356",.,585,.,.,.,514,.,"1,967","2,414"
DZ12F,Bronchiectasis with CC Score 0-1,.,.,"2,464",.,.,.,.,.,.,.,"2,329",.,.,.,.,.,"1,344","2,214"
DZ14H,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,"4,880",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,880"
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,"1,284",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,284"
DZ15M,Asthma with Interventions,.,.,"2,383",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,383"
DZ15R,"Asthma without Interventions, with CC Score 0-2",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
DZ16J,"Pleural Effusion with Multiple Interventions, with CC Score 6-10","8,918",.,.,.,.,.,.,.,.,.,.,.,"2,814",.,.,.,.,"5,866"
DZ16K,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",.,.,"1,957",.,.,.,.,.,.,.,.,.,"7,531",.,.,.,"2,557","5,591"
DZ16L,"Pleural Effusion with Single Intervention, with CC Score 11+",.,"4,443",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,443"
DZ16M,"Pleural Effusion with Single Intervention, with CC Score 6-10","3,567","1,304",.,.,.,"2,325",.,.,.,.,.,.,"5,334",.,"2,073",.,"2,011","2,807"
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5","3,344","1,839","1,339",.,"1,665","1,412",.,.,"1,606",.,"2,326",.,"4,350",.,"5,654",.,"1,723","2,704"
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",.,570,"1,663",.,.,.,.,.,"3,698",.,.,.,.,.,"2,227",.,.,"1,773"
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5","2,169","1,554",736,.,752,"1,017",.,"2,889",.,.,.,.,"1,471",.,857,.,"1,639","1,160"
DZ17M,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,"3,563",.,"1,093",.,.,.,.,"2,328"
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",.,.,.,.,"6,659",.,.,.,.,.,.,.,"3,784",.,.,.,"6,456","4,180"
DZ17Q,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9","4,459",.,"1,857",.,.,.,.,.,.,.,.,.,"1,968",.,.,.,.,"2,252"
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5","4,905","1,446","5,697","3,360","4,578",.,.,.,.,.,"3,401",.,"3,046",.,.,.,"2,321","3,110"
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",474,703,"3,443",.,376,.,.,.,.,.,.,.,"3,596",.,.,.,"2,914","2,341"
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7","2,378","1,163","3,428",.,"1,316",.,.,.,.,.,.,.,"6,034",.,.,.,"1,561","3,210"
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3","2,675","2,180","2,388",.,752,.,.,"6,641",.,.,.,.,"2,064",.,.,.,607,"2,266"
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",.,"1,405",799,.,752,.,.,.,.,.,.,.,.,.,.,.,.,889
DZ18E,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",.,527,741,.,.,.,.,.,.,.,"1,976",.,.,.,.,.,.,777
DZ18F,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",.,.,438,.,376,.,.,.,.,.,.,.,.,.,.,.,.,391
DZ18G,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,"1,078",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,078"
DZ19H,Other Respiratory Disorders with Multiple Interventions,446,.,438,.,.,.,.,.,.,.,.,.,"3,697",.,.,.,.,"1,528"
DZ19J,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,444,"3,109",.,.,.,.,.,.,.,.,.,"9,446",.,.,.,.,"4,027"
DZ19K,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,"3,139","1,133","2,396","2,045",.,.,.,.,.,.,.,"4,114",.,.,.,.,"2,807"
DZ19L,"Other Respiratory Disorders without Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,927,.,.,.,.,927
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10","1,026",586,"1,755",.,752,.,.,.,.,.,"1,028",.,.,.,.,.,.,"1,007"
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",456,373,514,.,376,.,.,.,.,.,334,.,421,.,514,.,377,431
DZ20E,"Pulmonary Oedema without Interventions, with CC Score 6+",.,.,"2,934",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,934"
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5","3,642",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,642"
DZ22L,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8","2,839",.,"7,007",.,.,.,.,.,.,.,.,.,"13,165",.,.,.,.,"6,463"
DZ22N,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,.,"2,232",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,232"
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,904,"2,656",.,"5,524",.,.,.,.,.,.,.,"4,272",.,.,.,455,"1,478"
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",866,882,"1,765","1,772","2,463",.,.,"2,894",.,.,"1,102",.,929,.,514,.,911,"1,359"
DZ23K,"Bronchopneumonia with Single Intervention, with CC Score 0-10","2,675",.,"3,990",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,333"
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",.,"5,037",438,.,376,.,.,.,"3,329",.,.,.,.,.,"1,542",.,.,"2,626"
DZ23N,"Bronchopneumonia without Interventions, with CC Score 0-5",892,.,"2,199",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,545"
DZ24M,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",.,"15,725",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,725"
DZ24Q,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",.,.,.,"2,340",.,.,.,.,.,.,.,.,.,.,.,.,"2,214","2,277"
DZ24R,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",.,"1,110",.,.,.,.,.,.,.,.,.,.,597,.,.,.,.,939
DZ25H,"Fibrosis or Pneumoconiosis, with Interventions, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,596,.,"3,493",.,.,.,.,"2,914"
DZ25K,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,370,.,.,.,.,.,.,.,.,370
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3","2,229",.,.,.,"1,128",.,.,.,"1,479",.,.,.,834,.,.,.,"1,457","1,388"
DZ26J,"Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 6+","7,580",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,580"
DZ26N,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",928,351,"3,311",.,.,.,.,.,.,.,.,.,834,.,.,.,"2,914","1,668"
