QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)","Local authority collected municipal waste preparing for reuse, dry recycling and composting rate (%), KPI(e2)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)","Household waste preparing for reuse, dry recycling and composting rate (%), KPI(a2)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%)
Q4,January to March,2006/07,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"40,114",-,"5,655",893,"6,548",-,16.3,-,0,0,0.0,"33,565",83.7,-,-,-,"35,109",-,"5,584",777,"6,361",-,18.1,-,"28,747",81.9,-,-,"274,239",128,-,-,-
Q4,January to March,2006/07,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,468",-,752,131,883,-,16.2,-,0,0,0.0,"4,585",83.8,-,-,-,"4,888",-,752,131,883,-,18.1,-,"4,005",81.9,-,-,"39,056",125,-,-,-
Q4,January to March,2006/07,95II,Castlereagh,arc21 (pre April 2015),Finalised,"7,588",-,"1,640",513,"2,153",-,28.4,-,0,0,0.0,"5,418",71.4,-,-,-,"7,263",-,"1,506",513,"2,020",-,27.8,-,"5,226",72.0,-,-,"66,009",110,-,-,-
Q4,January to March,2006/07,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"11,066",-,"1,445","1,000","2,445",-,22.1,-,0,0,0.0,"8,621",77.9,-,-,-,"9,077",-,"1,437","1,000","2,437",-,26.8,-,"6,640",73.1,-,-,"57,894",157,-,-,-
Q4,January to March,2006/07,95KK,Cookstown,SWaMP2008,Finalised,"5,566",-,"1,050",394,"1,444",-,25.9,-,0,0,0.0,"3,859",69.3,-,-,-,"4,643",-,991,394,"1,384",-,29.8,-,"3,236",69.7,-,-,"34,587",134,-,-,-
Q4,January to March,2006/07,95LL,Craigavon,SWaMP2008,Finalised,"12,499",-,"2,082",623,"2,705",-,21.6,-,0,0,0.0,"9,794",78.4,-,-,-,"10,687",-,"2,082",623,"2,705",-,25.3,-,"7,982",74.7,-,-,"86,086",124,-,-,-
Q4,January to March,2006/07,95MM,Derry,NWRWMG (pre April 2015),Finalised,"15,536",-,"3,857",28,"3,885",-,25.0,-,0,0,0.0,"11,651",75.0,-,-,-,"14,008",-,"3,580",28,"3,607",-,25.8,-,"10,401",74.2,-,-,"107,060",131,-,-,-
Q4,January to March,2006/07,95NN,Down,arc21 (pre April 2015),Finalised,"8,602",-,"1,570",520,"2,090",-,24.3,-,0,0,0.0,"6,512",75.7,-,-,-,"7,815",-,"1,570",520,"2,090",-,26.7,-,"5,725",73.3,-,-,"67,142",116,-,-,-
Q4,January to March,2006/07,95OO,Dungannon,SWaMP2008,Finalised,"7,592",-,"1,222",413,"1,635",-,21.5,-,0,0,0.0,"5,957",78.5,-,-,-,"6,944",-,"1,222",339,"1,561",-,22.5,-,"5,383",77.5,-,-,"52,158",133,-,-,-
Q4,January to March,2006/07,95PP,Fermanagh,SWaMP2008,Finalised,"10,125",-,"1,489",694,"2,183",-,21.6,-,0,0,0.0,"7,919",78.2,-,-,-,"8,168",-,"1,292",694,"1,986",-,24.3,-,"6,160",75.4,-,-,"59,640",137,-,-,-
Q4,January to March,2006/07,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,687",-,"1,002",292,"1,294",-,27.6,-,0,0,0.0,"3,393",72.4,-,-,-,"4,203",-,963,292,"1,255",-,29.9,-,"2,948",70.1,-,-,"31,518",133,-,-,-
Q4,January to March,2006/07,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,213",-,"1,083",56,"1,139",-,27.0,-,0,0,0.0,"3,074",73.0,-,-,-,"4,085",-,958,56,"1,014",-,24.8,-,"3,071",75.2,-,-,"33,620",122,-,-,-
Q4,January to March,2006/07,95SS,Lisburn,arc21 (pre April 2015),Finalised,"14,673",-,"2,290",468,"2,758",-,18.8,-,0,0,0.0,"11,915",81.2,-,-,-,"13,231",-,"2,190",468,"2,658",-,20.1,-,"10,574",79.9,-,-,"113,588",116,-,-,-
Q4,January to March,2006/07,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,790",-,"1,083",497,"1,580",-,27.3,-,0,0,0.0,"4,047",69.9,-,-,-,"4,920",-,"1,056",497,"1,553",-,31.6,-,"3,367",68.4,-,-,"42,123",117,-,-,-
Q4,January to March,2006/07,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,298",-,364,84,447,-,19.5,-,0,0,0.0,"1,850",80.5,-,-,-,"1,951",-,364,84,447,-,22.9,-,"1,504",77.1,-,-,"16,532",118,-,-,-
Q4,January to March,2006/07,95VV,Newry and Mourne,SWaMP2008,Finalised,"12,733",-,"2,130",684,"2,814",-,22.1,-,0,0,0.0,"9,920",77.9,-,-,-,"11,146",-,"2,110",684,"2,794",-,25.1,-,"8,353",74.9,-,-,"93,410",119,-,-,-
Q4,January to March,2006/07,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"11,044",-,"1,566",719,"2,286",-,20.7,-,0,0,0.0,"8,759",79.3,-,-,-,"9,876",-,"1,546",719,"2,266",-,22.9,-,"7,610",77.1,-,-,"82,157",120,-,-,-
Q4,January to March,2006/07,95XX,North Down,arc21 (pre April 2015),Finalised,"13,204",-,"2,453",815,"3,268",-,24.8,-,0,1,0.0,"9,108",69.0,-,-,-,"10,775",-,"2,453",815,"3,268",-,30.3,-,"7,506",69.7,-,-,"78,055",138,-,-,-
Q4,January to March,2006/07,95YY,Omagh,SWaMP2008,Finalised,"6,597",-,"1,112",423,"1,535",-,23.3,-,0,0,0.0,"5,062",76.7,-,-,-,"5,306",-,"1,105",423,"1,528",-,28.8,-,"3,777",71.2,-,-,"49,704",107,-,-,-
Q4,January to March,2006/07,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"5,569",-,904,69,973,-,17.5,-,0,0,0.0,"4,596",82.5,-,-,-,"4,927",-,886,69,956,-,19.4,-,"3,971",80.6,-,-,"38,795",127,-,-,-
Q4,January to March,2006/07,NI,Northern Ireland,-,Finalised,"251,488",-,"43,089","14,576","57,664",-,22.9,-,0,1,0.0,"192,451",76.5,-,-,-,"221,812",-,"41,266","14,191","55,457",-,25.0,-,"166,216",74.9,-,-,"1,743,113",127,-,-,-
Q1,April to June,2007/08,95AA,Antrim,arc21 (pre April 2015),Finalised,"10,444",-,"2,668","2,592","5,260",-,50.4,-,0,0,0.0,"5,184",49.6,-,-,-,"9,568",-,"2,288","2,592","4,881",-,51.0,-,"4,688",49.0,-,-,"52,003",184,-,-,-
Q1,April to June,2007/08,95BB,Ards,arc21 (pre April 2015),Finalised,"13,303",-,"1,513","2,116","3,629",-,27.3,-,0,0,0.0,"9,674",72.7,-,-,-,"12,424",-,"1,393","2,116","3,509",-,28.2,-,"8,916",71.8,-,-,"76,584",162,-,-,-
Q1,April to June,2007/08,95CC,Armagh,SWaMP2008,Finalised,"7,816",-,"1,900","1,427","3,327",-,42.6,-,0,0,0.0,"4,489",57.4,-,-,-,"6,936",-,"1,433","1,427","2,860",-,41.2,-,"4,076",58.8,-,-,"57,439",121,-,-,-
Q1,April to June,2007/08,95DD,Ballymena,arc21 (pre April 2015),Finalised,"9,397",-,"1,752",722,"2,474",-,26.3,-,0,0,0.0,"6,922",73.7,-,-,-,"8,827",-,"1,746",722,"2,468",-,28.0,-,"6,358",72.0,-,-,"62,149",142,-,-,-
Q1,April to June,2007/08,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,784",-,586,370,956,-,25.3,-,0,0,0.0,"2,828",74.7,-,-,-,"3,475",-,586,370,956,-,27.5,-,"2,519",72.5,-,-,"30,048",116,-,-,-
Q1,April to June,2007/08,95FF,Banbridge,SWaMP2008,Finalised,"7,810",-,"1,349","2,743","4,092",-,52.4,-,0,0,0.0,"3,681",47.1,-,-,-,"7,421",-,"1,176","2,743","3,920",-,52.8,-,"3,464",46.7,-,-,"46,280",160,-,-,-
Q1,April to June,2007/08,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"43,482",-,"6,025","3,469","9,494",-,21.8,-,0,0,0.0,"33,988",78.2,-,-,-,"38,936",-,"5,989","3,469","9,458",-,24.3,-,"29,477",75.7,-,-,"275,485",141,-,-,-
Q1,April to June,2007/08,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"6,383",-,"1,000","1,115","2,115",-,33.1,-,0,0,0.0,"4,268",66.9,-,-,-,"5,708",-,"1,000","1,115","2,115",-,37.1,-,"3,593",62.9,-,-,"39,319",145,-,-,-
Q1,April to June,2007/08,95II,Castlereagh,arc21 (pre April 2015),Finalised,"9,230",-,"1,725","2,113","3,838",-,41.6,-,0,0,0.0,"5,138",55.7,-,-,-,"8,716",-,"1,724","2,113","3,837",-,44.0,-,"4,879",56.0,-,-,"65,991",132,-,-,-
Q1,April to June,2007/08,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"10,985",-,"1,648","1,300","2,948",-,26.8,-,0,0,0.0,"8,037",73.2,-,-,-,"9,554",-,"1,648","1,300","2,948",-,30.9,-,"6,607",69.2,-,-,"58,058",165,-,-,-
Q1,April to June,2007/08,95KK,Cookstown,SWaMP2008,Finalised,"5,764",-,"1,121",814,"1,935",-,33.6,-,0,0,0.0,"3,600",62.5,-,-,-,"4,923",-,"1,068",814,"1,882",-,38.2,-,"3,041",61.8,-,-,"35,272",140,-,-,-
Q1,April to June,2007/08,95LL,Craigavon,SWaMP2008,Finalised,"14,173",-,"2,526","2,589","5,115",-,36.1,-,0,0,0.0,"9,058",63.9,-,-,-,"11,785",-,"2,526","2,589","5,115",-,43.4,-,"6,670",56.6,-,-,"87,774",134,-,-,-
Q1,April to June,2007/08,95MM,Derry,NWRWMG (pre April 2015),Finalised,"16,383",-,"4,253",241,"4,494",-,27.4,-,0,0,0.0,"11,889",72.6,-,-,-,"14,804",-,"3,920",241,"4,161",-,28.1,-,"10,643",71.9,-,-,"107,533",138,-,-,-
Q1,April to June,2007/08,95NN,Down,arc21 (pre April 2015),Finalised,"9,341",-,"1,662","1,421","3,083",-,33.0,-,0,0,0.0,"6,258",67.0,-,-,-,"8,010",-,"1,662","1,421","3,083",-,38.5,-,"4,927",61.5,-,-,"68,157",118,-,-,-
Q1,April to June,2007/08,95OO,Dungannon,SWaMP2008,Finalised,"8,035",-,"1,244","1,185","2,429",-,30.2,-,0,0,0.0,"5,606",69.8,-,-,-,"7,505",-,"1,244","1,185","2,429",-,32.4,-,"5,077",67.6,-,-,"54,032",139,-,-,-
Q1,April to June,2007/08,95PP,Fermanagh,SWaMP2008,Finalised,"11,044",-,"2,460",804,"3,263",-,29.5,-,0,0,0.0,"7,756",70.2,-,-,-,"9,023",-,"2,285",804,"3,089",-,34.2,-,"5,909",65.5,-,-,"60,359",149,-,-,-
Q1,April to June,2007/08,95QQ,Larne,arc21 (pre April 2015),Finalised,"6,115",-,"1,029",959,"1,989",-,32.5,-,0,0,0.0,"4,127",67.5,-,-,-,"4,956",-,979,959,"1,939",-,39.1,-,"3,017",60.9,-,-,"31,802",156,-,-,-
Q1,April to June,2007/08,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"5,782",-,"1,961",326,"2,287",-,39.6,-,0,0,0.0,"3,495",60.4,-,-,-,"5,627",-,"1,808",326,"2,133",-,37.9,-,"3,493",62.1,-,-,"33,581",168,-,-,-
Q1,April to June,2007/08,95SS,Lisburn,arc21 (pre April 2015),Finalised,"18,352",-,"3,573","2,861","6,434",-,35.1,-,0,0,0.0,"11,918",64.9,-,-,-,"16,396",-,"2,937","2,861","5,798",-,35.4,-,"10,597",64.6,-,-,"114,755",143,-,-,-
Q1,April to June,2007/08,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,516",-,"1,281","1,034","2,315",-,35.5,-,0,0,0.0,"4,051",62.2,-,-,-,"5,482",-,"1,114","1,034","2,147",-,39.2,-,"3,335",60.8,-,-,"43,009",127,-,-,-
Q1,April to June,2007/08,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,924",-,482,306,789,-,27.0,-,0,0,0.0,"2,070",70.8,-,-,-,"2,173",-,482,306,789,-,36.3,-,"1,344",61.9,-,-,"16,688",130,-,-,-
Q1,April to June,2007/08,95VV,Newry and Mourne,SWaMP2008,Finalised,"13,541",-,"2,238","1,711","3,949",-,29.2,-,0,0,0.0,"9,592",70.8,-,-,-,"11,837",-,"2,238","1,711","3,949",-,33.4,-,"7,888",66.6,-,-,"95,264",124,-,-,-
Q1,April to June,2007/08,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"14,856",-,"1,571","2,682","4,253",-,28.6,-,0,0,0.0,"10,603",71.4,-,-,-,"12,926",-,"1,537","2,682","4,219",-,32.6,-,"8,708",67.4,-,-,"82,753",156,-,-,-
Q1,April to June,2007/08,95XX,North Down,arc21 (pre April 2015),Finalised,"16,603",-,"2,319","2,987","5,306",-,32.0,-,0,0,0.0,"10,022",60.4,-,-,-,"13,632",-,"2,319","2,987","5,306",-,38.9,-,"8,325",61.1,-,-,"78,153",174,-,-,-
Q1,April to June,2007/08,95YY,Omagh,SWaMP2008,Finalised,"6,756",-,"1,291",865,"2,156",-,31.9,-,0,0,0.0,"4,600",68.1,-,-,-,"5,624",-,"1,285",865,"2,150",-,38.2,-,"3,474",61.8,-,-,"49,986",113,-,-,-
Q1,April to June,2007/08,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"5,994",-,937,360,"1,297",-,21.6,-,0,0,0.0,"4,696",78.3,-,-,-,"5,531",-,931,360,"1,290",-,23.3,-,"4,239",76.6,-,-,"39,209",141,-,-,-
Q1,April to June,2007/08,NI,Northern Ireland,-,Finalised,"284,813",-,"50,113","39,113","89,226",-,31.3,-,0,0,0.0,"193,550",68.0,-,-,-,"251,800",-,"47,316","39,113","86,429",-,34.3,-,"165,265",65.6,-,-,"1,761,683",143,-,-,-
Q2,July to September,2007/08,95AA,Antrim,arc21 (pre April 2015),Finalised,"10,128",-,"2,164","3,016","5,180",-,51.1,-,0,0,0.0,"4,948",48.9,-,-,-,"9,310",-,"1,842","3,016","4,858",-,52.2,-,"4,452",47.8,-,-,"52,003",179,-,-,-
Q2,July to September,2007/08,95BB,Ards,arc21 (pre April 2015),Finalised,"13,693",-,"1,535","2,707","4,242",-,31.0,-,0,0,0.0,"9,451",69.0,-,-,-,"12,556",-,"1,447","2,707","4,154",-,33.1,-,"8,401",66.9,-,-,"76,584",164,-,-,-
Q2,July to September,2007/08,95CC,Armagh,SWaMP2008,Finalised,"7,867",-,"1,912","1,545","3,457",-,43.9,-,0,0,0.0,"4,410",56.1,-,-,-,"6,994",-,"1,401","1,545","2,946",-,42.1,-,"4,049",57.9,-,-,"57,439",122,-,-,-
Q2,July to September,2007/08,95DD,Ballymena,arc21 (pre April 2015),Finalised,"9,349",-,"1,755","1,061","2,817",-,30.1,-,0,0,0.0,"6,866",73.4,-,-,-,"8,779",-,"1,748","1,061","2,810",-,32.0,-,"6,274",71.5,-,-,"62,149",141,-,-,-
Q2,July to September,2007/08,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"4,011",-,547,590,"1,137",-,28.4,-,0,0,0.0,"2,874",71.6,-,-,-,"3,735",-,547,590,"1,137",-,30.4,-,"2,598",69.6,-,-,"30,048",124,-,-,-
Q2,July to September,2007/08,95FF,Banbridge,SWaMP2008,Finalised,"7,492",-,"1,396","2,395","3,791",-,50.6,-,0,0,0.0,"3,668",49.0,-,-,-,"7,070",-,"1,187","2,395","3,582",-,50.7,-,"3,455",48.9,-,-,"46,280",153,-,-,-
Q2,July to September,2007/08,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"41,693",-,"6,277","3,209","9,486",-,22.8,-,0,0,0.0,"32,207",77.2,-,-,-,"36,877",-,"6,206","3,197","9,403",-,25.5,-,"27,474",74.5,-,-,"275,485",134,-,-,-
Q2,July to September,2007/08,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"6,279",-,979,"1,133","2,112",-,33.6,-,0,0,0.0,"4,167",66.4,-,-,-,"5,609",-,979,"1,133","2,112",-,37.7,-,"3,497",62.3,-,-,"39,319",143,-,-,-
Q2,July to September,2007/08,95II,Castlereagh,arc21 (pre April 2015),Finalised,"9,161",-,"1,638","1,897","3,535",-,38.6,-,0,0,0.0,"5,442",59.4,-,-,-,"8,637",-,"1,583","1,897","3,479",-,40.3,-,"5,158",59.7,-,-,"65,991",131,-,-,-
Q2,July to September,2007/08,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"11,736",-,"1,510","1,500","3,010",-,25.6,-,0,0,0.0,"8,726",74.4,-,-,-,"10,049",-,"1,510","1,500","3,010",-,30.0,-,"7,039",70.0,-,-,"58,058",173,-,-,-
Q2,July to September,2007/08,95KK,Cookstown,SWaMP2008,Finalised,"5,530",-,"1,123",861,"1,984",-,35.9,-,0,0,0.0,"3,546",64.1,-,-,-,"5,022",-,"1,071",861,"1,932",-,38.5,-,"3,090",61.5,-,-,"35,272",142,-,-,-
Q2,July to September,2007/08,95LL,Craigavon,SWaMP2008,Finalised,"14,230",-,"1,931","2,537","4,468",-,31.4,-,0,0,0.0,"9,762",68.6,-,-,-,"12,080",-,"1,931","2,537","4,468",-,37.0,-,"7,612",63.0,-,-,"87,774",138,-,-,-
Q2,July to September,2007/08,95MM,Derry,NWRWMG (pre April 2015),Finalised,"15,818",-,"4,659",251,"4,909",-,31.0,-,0,0,0.0,"10,908",69.0,-,-,-,"14,237",-,"4,327",251,"4,577",-,32.2,-,"9,660",67.8,-,-,"107,533",132,-,-,-
Q2,July to September,2007/08,95NN,Down,arc21 (pre April 2015),Finalised,"9,710",-,"1,430","1,462","2,892",-,29.8,-,0,0,0.0,"6,818",70.2,-,-,-,"8,438",-,"1,430","1,462","2,892",-,34.3,-,"5,547",65.7,-,-,"68,157",124,-,-,-
Q2,July to September,2007/08,95OO,Dungannon,SWaMP2008,Finalised,"9,149",-,"1,416","1,580","2,995",-,32.7,-,0,0,0.0,"6,154",67.3,-,-,-,"8,655",-,"1,416","1,580","2,995",-,34.6,-,"5,660",65.4,-,-,"54,032",160,-,-,-
Q2,July to September,2007/08,95PP,Fermanagh,SWaMP2008,Finalised,"10,416",-,"1,945",442,"2,387",-,22.9,-,0,0,0.0,"7,995",76.8,-,-,-,"8,291",-,"1,739",442,"2,181",-,26.3,-,"6,077",73.3,-,-,"60,359",137,-,-,-
Q2,July to September,2007/08,95QQ,Larne,arc21 (pre April 2015),Finalised,"5,858",-,"1,020","1,100","2,121",-,36.2,-,0,0,0.0,"3,737",63.8,-,-,-,"4,847",-,966,"1,100","2,067",-,42.6,-,"2,781",57.4,-,-,"31,802",152,-,-,-
Q2,July to September,2007/08,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,967",-,"1,703",336,"2,039",-,41.0,-,0,0,0.0,"2,928",59.0,-,-,-,"4,848",-,"1,586",336,"1,922",-,39.6,-,"2,927",60.4,-,-,"33,581",144,-,-,-
Q2,July to September,2007/08,95SS,Lisburn,arc21 (pre April 2015),Finalised,"17,707",-,"3,554","3,182","6,736",-,38.0,-,0,0,0.0,"10,971",62.0,-,-,-,"15,563",-,"2,752","3,182","5,934",-,38.1,-,"9,629",61.9,-,-,"114,755",136,-,-,-
Q2,July to September,2007/08,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,566",-,"1,337","1,245","2,582",-,39.3,-,0,0,0.0,"3,984",60.7,-,-,-,"5,768",-,"1,186","1,245","2,431",-,42.1,-,"3,338",57.9,-,-,"43,009",134,-,-,-
Q2,July to September,2007/08,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"3,066",-,742,279,"1,021",-,33.3,-,0,0,0.0,"2,045",66.7,-,-,-,"2,715",-,742,279,"1,021",-,37.6,-,"1,694",62.4,-,-,"16,688",163,-,-,-
Q2,July to September,2007/08,95VV,Newry and Mourne,SWaMP2008,Finalised,"13,996",-,"2,178","1,730","3,909",-,27.9,-,0,0,0.0,"10,087",72.1,-,-,-,"12,167",-,"2,178","1,730","3,909",-,32.1,-,"8,258",67.9,-,-,"95,264",128,-,-,-
Q2,July to September,2007/08,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"15,328",-,"1,843","3,355","5,198",-,33.9,-,0,0,0.0,"10,130",66.1,-,-,-,"13,350",-,"1,810","3,355","5,165",-,38.7,-,"8,185",61.3,-,-,"82,753",161,-,-,-
Q2,July to September,2007/08,95XX,North Down,arc21 (pre April 2015),Finalised,"15,631",-,"2,405","3,115","5,519",-,35.3,-,0,0,0.0,"8,785",56.2,-,-,-,"12,549",-,"2,405","3,115","5,519",-,44.0,-,"7,029",56.0,-,-,"78,153",161,-,-,-
Q2,July to September,2007/08,95YY,Omagh,SWaMP2008,Finalised,"7,105",-,"1,236","1,268","2,503",-,35.2,-,0,0,0.0,"4,602",64.8,-,-,-,"5,519",-,"1,228","1,268","2,495",-,45.2,-,"3,024",54.8,-,-,"49,986",110,-,-,-
Q2,July to September,2007/08,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"5,823",-,937,381,"1,319",-,22.6,-,0,0,0.0,"4,504",77.4,-,-,-,"5,823",-,937,381,"1,319",-,22.6,-,"4,504",77.4,-,-,"39,209",149,-,-,-
Q2,July to September,2007/08,NI,Northern Ireland,-,Finalised,"282,309",-,"49,172","42,177","91,349",-,32.4,-,0,0,0.0,"189,716",67.2,-,-,-,"249,490",-,"46,154","42,165","88,319",-,35.4,-,"161,409",64.7,-,-,"1,761,683",142,-,-,-
Q3,October to December,2007/08,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,682",-,"2,047","1,764","3,811",-,43.9,-,0,0,0.0,"4,871",56.1,-,-,-,"8,088",-,"1,984","1,764","3,748",-,46.3,-,"4,340",53.7,-,-,"52,003",156,-,-,-
Q3,October to December,2007/08,95BB,Ards,arc21 (pre April 2015),Finalised,"11,180",-,"1,450","1,189","2,639",-,23.6,-,0,0,0.0,"8,542",76.4,-,-,-,"10,223",-,"1,364","1,189","2,553",-,25.0,-,"7,671",75.0,-,-,"76,584",133,-,-,-
Q3,October to December,2007/08,95CC,Armagh,SWaMP2008,Finalised,"7,019",-,"1,526",956,"2,482",-,35.4,-,0,0,0.0,"4,536",64.6,-,-,-,"6,241",-,"1,215",956,"2,171",-,34.8,-,"4,070",65.2,-,-,"57,439",109,-,-,-
Q3,October to December,2007/08,95DD,Ballymena,arc21 (pre April 2015),Finalised,"8,395",-,"1,480",423,"1,903",-,22.7,-,0,0,0.0,"6,491",77.3,-,-,-,"7,825",-,"1,480",423,"1,903",-,24.3,-,"5,921",75.7,-,-,"62,149",126,-,-,-
Q3,October to December,2007/08,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,698",-,571,270,841,-,22.7,-,0,0,0.0,"2,857",77.3,-,-,-,"3,292",-,571,270,841,-,25.5,-,"2,451",74.5,-,-,"30,048",110,-,-,-
Q3,October to December,2007/08,95FF,Banbridge,SWaMP2008,Finalised,"6,133",-,"1,188","1,340","2,528",-,41.2,-,0,0,0.0,"3,578",58.3,-,-,-,"5,843",-,"1,132","1,307","2,439",-,41.7,-,"3,377",57.8,-,-,"46,280",126,-,-,-
Q3,October to December,2007/08,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"39,738",-,"6,176","1,657","7,833",-,19.7,-,0,0,0.0,"31,905",80.3,-,-,-,"34,729",-,"6,086","1,657","7,743",-,22.3,-,"26,987",77.7,-,-,"275,485",126,-,-,-
Q3,October to December,2007/08,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,489",-,915,443,"1,358",-,24.7,-,0,0,0.0,"4,131",75.3,-,-,-,"4,860",-,915,443,"1,358",-,27.9,-,"3,502",72.1,-,-,"39,319",124,-,-,-
Q3,October to December,2007/08,95II,Castlereagh,arc21 (pre April 2015),Finalised,"7,607",-,"1,539",979,"2,517",-,33.1,-,0,0,0.0,"4,938",64.9,-,-,-,"7,162",-,"1,528",979,"2,507",-,35.0,-,"4,655",65.0,-,-,"65,991",109,-,-,-
Q3,October to December,2007/08,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"9,574",-,"1,607",380,"1,987",-,20.8,-,0,0,0.0,"7,587",79.2,-,-,-,"7,663",-,"1,607",380,"1,987",-,25.9,-,"5,676",74.1,-,-,"58,058",132,-,-,-
Q3,October to December,2007/08,95KK,Cookstown,SWaMP2008,Finalised,"5,033",-,"1,154",483,"1,637",-,32.5,-,0,0,0.0,"3,397",67.5,-,-,-,"4,541",-,"1,101",483,"1,584",-,34.9,-,"2,957",65.1,-,-,"35,272",129,-,-,-
Q3,October to December,2007/08,95LL,Craigavon,SWaMP2008,Finalised,"12,378",-,"1,966","1,300","3,266",-,26.4,-,0,0,0.0,"9,112",73.6,-,-,-,"10,308",-,"1,966","1,300","3,266",-,31.7,-,"7,042",68.3,-,-,"87,774",117,-,-,-
Q3,October to December,2007/08,95MM,Derry,NWRWMG (pre April 2015),Finalised,"14,449",-,"4,029",88,"4,116",-,28.5,-,0,0,0.0,"10,333",71.5,-,-,-,"11,050",-,"3,792",88,"3,880",-,35.1,-,"7,171",64.9,-,-,"107,533",103,-,-,-
Q3,October to December,2007/08,95NN,Down,arc21 (pre April 2015),Finalised,"8,494",-,"1,566",580,"2,146",-,25.3,-,0,0,0.0,"6,348",74.7,-,-,-,"7,334",-,"1,566",580,"2,146",-,29.3,-,"5,188",70.7,-,-,"68,157",108,-,-,-
Q3,October to December,2007/08,95OO,Dungannon,SWaMP2008,Finalised,"7,638",-,"1,297",506,"1,803",-,23.6,-,0,0,0.0,"5,837",76.4,-,-,-,"7,042",-,"1,297",506,"1,803",-,25.6,-,"5,241",74.4,-,-,"54,032",130,-,-,-
Q3,October to December,2007/08,95PP,Fermanagh,SWaMP2008,Finalised,"9,651",-,"1,840",415,"2,256",-,23.4,-,0,0,0.0,"7,371",76.4,-,-,-,"7,548",-,"1,662",415,"2,077",-,27.5,-,"5,447",72.2,-,-,"60,359",125,-,-,-
Q3,October to December,2007/08,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,920",-,"1,018",471,"1,489",-,30.3,-,0,0,0.0,"3,430",69.7,-,-,-,"4,170",-,950,471,"1,421",-,34.1,-,"2,749",65.9,-,-,"31,802",131,-,-,-
Q3,October to December,2007/08,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,525",-,"1,492",156,"1,649",-,36.4,-,0,0,0.0,"2,877",63.6,-,-,-,"4,420",-,"1,389",156,"1,545",-,35.0,-,"2,875",65.0,-,-,"33,581",132,-,-,-
