HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",7,11,.,2,7,14,.,.,.,.,.,.,24,.,1,.,2,68
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,32,.,1,29,.,.,.,.,.,7,.,142,.,.,.,.,211
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",167,187,5,41,119,53,8,.,15,.,90,.,399,.,83,.,194,"1,361"
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
AA26H,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,26
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",2,11,.,2,1,2,.,.,1,.,5,.,1,.,.,53,2,80
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,23,1,.,.,.,.,.,.,.,26,.,4,.,.,.,.,54
AA26H,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",3,24,.,.,13,2,.,.,.,.,16,.,34,.,4,.,5,101
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,1,.,2,.,1,.,.,.,.,.,.,.,.,1,.,1,6
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
AA26H,800,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA27Z,100,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
AA27Z,180,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,3,1,.,.,1,4,1,.,3,.,.,.,8,.,2,.,6,29
AA27Z,320,Medical Care of Patients with Alzheimer's Disease,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA27Z,340,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,2,3,8,.,1,.,.,.,.,.,1,.,1,.,.,.,1,17
AA28D,300,Motor Neuron Disease with CC Score 5-7,2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
AA28D,430,Motor Neuron Disease with CC Score 5-7,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
AA28E,430,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA28F,300,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,1,6
AA28F,361,Motor Neuron Disease with CC Score 0-1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA29C,300,Transient Ischaemic Attack with CC Score 11+,1,1,.,1,2,1,.,.,.,.,.,.,4,.,.,.,2,12
AA29C,430,Transient Ischaemic Attack with CC Score 11+,1,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2,7
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,4,4,.,.,4,1,1,.,.,.,2,.,9,.,3,.,13,41
AA29D,320,Transient Ischaemic Attack with CC Score 8-10,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29D,340,Transient Ischaemic Attack with CC Score 8-10,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA29D,400,Transient Ischaemic Attack with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,.,3,.,.,1,.,.,.,.,.,.,.,16,.,3,.,4,27
AA29E,100,Transient Ischaemic Attack with CC Score 5-7,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA29E,300,Transient Ischaemic Attack with CC Score 5-7,20,40,.,9,13,1,3,.,4,.,11,.,19,.,3,.,26,149
AA29E,301,Transient Ischaemic Attack with CC Score 5-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA29E,302,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,4
AA29E,320,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
AA29E,340,Transient Ischaemic Attack with CC Score 5-7,.,2,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,7
AA29E,400,Transient Ischaemic Attack with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AA29E,430,Transient Ischaemic Attack with CC Score 5-7,1,16,.,.,10,4,.,.,1,.,2,.,27,.,6,.,7,74
AA29F,100,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
AA29F,180,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
AA29F,300,Transient Ischaemic Attack with CC Score 0-4,42,86,1,19,24,11,2,.,3,.,33,.,30,.,9,.,53,313
AA29F,301,Transient Ischaemic Attack with CC Score 0-4,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
AA29F,302,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,8
AA29F,320,Transient Ischaemic Attack with CC Score 0-4,.,.,.,2,.,.,.,.,.,.,3,.,1,.,.,.,.,6
AA29F,340,Transient Ischaemic Attack with CC Score 0-4,.,8,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,13
AA29F,400,Transient Ischaemic Attack with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA29F,430,Transient Ischaemic Attack with CC Score 0-4,5,59,1,.,17,5,.,.,.,.,12,.,30,.,20,.,28,177
AA30C,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
AA30D,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",2,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,4
AA30E,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",2,.,.,1,5,.,.,.,.,.,.,.,7,.,.,.,3,18
AA30F,300,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",8,7,.,.,5,1,.,.,.,.,.,.,28,.,1,.,3,53
AA30F,340,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA30F,400,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA30F,430,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,3
AA31C,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",2,8,.,.,1,.,.,.,.,.,.,.,1,.,.,.,3,15
AA31C,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31C,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA31D,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
AA31D,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",12,19,.,2,13,.,.,.,2,.,13,.,32,.,5,.,12,110
AA31D,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
AA31D,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
AA31D,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31D,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA31D,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",1,2,3,.,2,.,.,.,.,.,2,.,7,.,.,.,2,19
AA31E,100,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,2,.,.,3,.,.,.,.,.,.,.,2,.,2,.,1,12
AA31E,110,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,120,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,130,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA31E,140,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA31E,150,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
AA31E,180,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,6,.,1,22,.,.,.,.,.,8,.,1,.,.,.,.,38
AA31E,300,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",302,296,1,45,158,43,11,.,27,.,118,.,619,.,119,.,248,"1,987"
AA31E,301,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13
AA31E,302,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,22,.,2,.,.,.,.,24
AA31E,303,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,320,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,.,.,3,.,2,.,.,.,.,.,.,.,.,.,6,2,14
AA31E,340,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,32,.,.,.,.,.,.,.,.,24,.,.,.,.,.,.,56
AA31E,361,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA31E,370,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA31E,400,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
AA31E,430,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,40,1,.,18,9,.,.,.,1,12,.,46,.,16,.,19,163
AA31E,501,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",2,6,.,2,5,3,.,.,.,.,.,.,2,.,.,.,14,34
AA31E,502,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3,6
AA33C,300,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",1,.,.,.,.,.,.,.,.,.,3,.,32,.,.,.,.,36
AA33C,302,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
AA33C,340,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
AA33C,400,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA33C,430,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA33D,300,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA33D,420,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
AA33D,421,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA35A,300,Stroke with CC Score 16+,.,1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,6,12
AA35A,430,Stroke with CC Score 16+,.,3,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,5
AA35B,110,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35B,300,Stroke with CC Score 13-15,2,4,.,.,.,1,.,.,.,.,.,.,11,.,.,.,7,25
AA35B,302,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
AA35B,340,Stroke with CC Score 13-15,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
AA35B,361,Stroke with CC Score 13-15,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA35B,400,Stroke with CC Score 13-15,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA35B,430,Stroke with CC Score 13-15,.,4,.,.,.,.,.,.,.,1,1,.,8,.,.,.,2,16
AA35C,100,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35C,300,Stroke with CC Score 10-12,.,13,.,.,6,.,1,.,.,.,.,.,18,.,5,.,30,73
AA35C,302,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
AA35C,340,Stroke with CC Score 10-12,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
AA35C,400,Stroke with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA35C,430,Stroke with CC Score 10-12,.,13,.,.,3,.,.,.,.,1,.,.,43,.,2,.,10,72
AA35D,100,Stroke with CC Score 7-9,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
AA35D,300,Stroke with CC Score 7-9,19,23,.,10,11,4,.,.,5,.,11,.,44,.,8,.,44,179
AA35D,301,Stroke with CC Score 7-9,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AA35D,302,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5
AA35D,320,Stroke with CC Score 7-9,.,1,.,1,.,.,.,.,.,.,1,.,.,.,.,.,1,4
AA35D,340,Stroke with CC Score 7-9,.,4,.,.,1,.,.,.,.,.,3,.,.,.,.,.,.,8
AA35D,400,Stroke with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
AA35D,430,Stroke with CC Score 7-9,2,23,1,.,5,.,.,.,.,1,.,.,42,1,4,.,22,101
AA35E,100,Stroke with CC Score 4-6,1,.,.,.,1,4,.,.,.,.,.,.,1,.,.,.,.,7
AA35E,300,Stroke with CC Score 4-6,34,71,.,23,20,20,.,.,4,.,17,.,68,.,3,.,100,360
AA35E,301,Stroke with CC Score 4-6,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
AA35E,302,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5
AA35E,320,Stroke with CC Score 4-6,.,4,.,3,.,2,.,.,.,.,.,.,.,.,.,.,.,9
AA35E,340,Stroke with CC Score 4-6,.,10,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,20
AA35E,361,Stroke with CC Score 4-6,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
AA35E,400,Stroke with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
AA35E,430,Stroke with CC Score 4-6,5,45,.,.,17,11,.,.,.,.,1,.,72,2,16,.,23,192
AA35F,100,Stroke with CC Score 0-3,.,.,.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,4
AA35F,300,Stroke with CC Score 0-3,32,86,3,22,35,17,1,.,7,.,22,.,68,.,15,.,76,384
AA35F,301,Stroke with CC Score 0-3,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AA35F,302,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5
AA35F,320,Stroke with CC Score 0-3,.,2,.,2,.,1,.,.,.,.,1,.,1,.,.,.,.,7
AA35F,340,Stroke with CC Score 0-3,.,9,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,12
AA35F,400,Stroke with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
AA35F,430,Stroke with CC Score 0-3,7,72,2,.,28,6,.,.,.,.,6,.,61,.,9,.,25,216
AA50C,150,"Very Complex Intracranial Procedures, 19 years and over, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51C,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA51D,150,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51D,430,"Complex Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51F,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA51G,150,"Complex Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA52A,100,"Very Major Intracranial Procedures, 19 years and over, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA52B,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA52C,150,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA52C,300,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA52C,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
AA52D,300,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA52D,400,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA52D,430,"Very Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA52F,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA52G,150,"Very Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
AA53B,150,"Major Intracranial Procedures, 19 years and over, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA53C,150,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
AA53C,400,"Major Intracranial Procedures, 19 years and over, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA53D,150,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
AA53D,300,"Major Intracranial Procedures, 19 years and over, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
AA53G,150,"Major Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA55A,300,"Minor Intracranial Procedures, 19 years and over, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AA55C,160,"Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA56A,150,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA56B,160,"Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
AA60A,150,"Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
AA80Z,300,Complex Long Term EEG Monitoring,.,.,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,3
AA80Z,420,Complex Long Term EEG Monitoring,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
AA81Z,800,Standard Long Term EEG Monitoring,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24E,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24E,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+",.,2,.,.,.,.,.,.,1,.,.,.,.,.,1,.,.,4
BZ24F,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,3
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
BZ24F,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24F,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",5,3,.,1,8,1,.,.,3,.,2,.,34,.,1,.,10,68
BZ24F,302,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
BZ24F,340,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,3
BZ24F,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,3,.,.,2,.,.,.,.,.,1,.,6,.,.,.,2,14
BZ24G,100,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",5,4,.,2,3,4,.,.,.,.,.,.,4,.,6,.,.,28
BZ24G,101,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,120,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",7,.,.,.,.,.,.,.,.,.,.,.,37,.,.,.,.,44
BZ24G,180,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,4,.,.,8,.,.,.,.,.,.,.,3,.,.,.,.,15
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",20,19,.,2,9,2,1,.,.,.,7,.,54,.,1,.,12,127
BZ24G,301,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,302,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,4,.,1,.,.,.,.,5
BZ24G,320,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,3
BZ24G,340,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,5
BZ24G,361,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
BZ24G,430,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,3,.,.,2,.,.,.,.,.,3,.,16,.,.,.,3,27
BZ24G,501,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,1,4
BZ24G,800,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ30B,130,"Complex, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ31B,130,"Very Major, Cataract or Lens Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
BZ32A,130,"Intermediate, Cataract or Lens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
