HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,1,.,.,16,.,3,1,.,.,1,.,.,.,.,.,.,2,.,24
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,3
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",2,.,.,27,1,3,1,.,.,.,.,.,.,.,.,1,1,.,36
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",.,.,.,18,1,20,1,.,.,.,.,.,.,.,.,.,.,.,40
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",57,.,.,185,.,.,.,.,.,.,.,.,.,.,.,.,1,.,243
LB42D,"Dynamic Studies of Urinary Tract, 18 years and under",2,.,.,2,.,.,.,.,.,.,.,.,1,.,.,.,.,.,5
LB43Z,Treatment of Erectile Dysfunction,.,.,.,6,2,.,.,.,.,.,.,.,.,.,.,.,.,.,8
LB47Z,Major Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
LB48Z,Intermediate Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,1,.,1,.,1,.,3,.,6
LB49Z,High Intensity Focused Ultrasound (Male and Female),.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",.,1,.,.,1,.,.,.,.,2,.,.,.,.,.,.,.,.,4
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1",8,41,.,27,17,7,1,.,.,22,18,.,.,.,33,1,.,.,175
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,2
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",2,.,.,2,2,.,.,.,.,1,3,.,4,2,.,.,4,.,20
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,2,.,10,.,.,.,7,.,21
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,.,.,1,1,.,.,.,.,2,.,.,2,.,.,.,.,6
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",2,1,.,.,4,3,1,.,.,.,3,.,.,.,.,.,4,.,18
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",32,9,.,10,47,32,11,3,.,6,11,8,.,15,1,5,35,.,225
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",9,1,.,1,8,9,5,1,.,.,3,.,66,.,5,.,63,.,171
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",1,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,28,.,54
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",31,.,.,23,47,53,15,11,.,16,15,.,.,15,.,3,43,.,272
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",1,.,.,.,.,2,.,.,.,.,.,.,18,.,.,.,8,.,29
LB56A,"Minor Penis Procedures, 19 years and over",77,19,.,37,77,102,59,3,.,17,37,22,.,17,8,19,39,.,533
LB56C,"Minor Penis Procedures, between 2 and 18 years",20,2,.,.,7,44,3,1,.,1,1,2,56,4,26,.,75,.,242
LB56D,"Minor Penis Procedures, 1 year and under",1,.,.,.,.,2,.,.,.,.,.,.,10,.,.,.,19,.,32
LB57D,Urethral Disorders without Interventions,1,.,.,1,1,1,1,.,.,1,.,.,.,.,.,.,1,.,7
LB58D,Penile Disorders without Interventions,.,1,.,13,.,3,.,.,.,.,.,.,.,.,.,.,1,.,18
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,.,14,1,2,.,.,.,.,.,.,.,.,.,.,.,.,17
LB62D,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",1,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",.,.,.,1,4,1,.,.,.,.,.,.,.,.,.,.,.,.,6
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",1,.,.,47,11,6,.,.,.,.,.,.,.,.,.,.,.,.,65
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",9,.,.,31,54,44,1,.,.,.,2,.,.,.,.,.,1,.,142
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over","1,116",29,.,"2,247","1,626","1,584",478,259,.,752,461,7,.,119,4,516,838,.,"10,036"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",6,.,.,10,13,4,3,1,.,3,1,.,19,.,.,4,3,.,67
LB76Z,Transrectal Ultrasound Guided Biopsy of Prostate,205,.,.,371,326,12,.,.,.,79,.,.,.,.,.,.,268,.,"1,261"
LB77Z,Transperineal Template Biopsy of Prostate,28,.,.,5,6,2,.,.,.,.,.,.,.,.,.,.,11,.,52
LB78Z,Minor Prostate or Bladder Neck Procedures (Male),3,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,5
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,2
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,.,1,.,1,1,.,.,.,.,4,2,.,.,.,.,.,.,.,9
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,.,1,.,2,3,1,.,.,.,7,.,.,.,.,.,.,.,.,14
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,4,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,6
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,.,2,.,3,.,2,1,.,.,.,1,.,.,.,2,.,.,.,11
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",4,1,.,.,.,3,.,.,.,.,20,.,.,.,.,.,.,.,28
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",8,2,.,.,3,1,1,.,.,.,5,.,.,.,.,.,1,.,21
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",58,71,.,65,30,53,6,.,.,37,38,.,.,.,31,.,13,.,402
MA11Z,Intermediate Open Upper Genital Tract Procedures,.,2,.,2,.,1,.,.,.,.,2,.,.,.,1,.,.,.,8
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,109,219,.,7,81,112,52,.,.,201,228,15,.,50,31,52,39,.,"1,196"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",.,12,.,.,.,.,1,.,.,65,.,.,.,.,1,.,.,.,79
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation",.,122,.,.,1,.,1,.,.,46,.,.,.,.,.,.,5,.,175
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
MA22Z,Minor Lower Genital Tract Procedures,22,45,.,8,17,26,10,1,.,46,44,10,4,12,19,9,16,.,289
MA23Z,Minimal Lower Genital Tract Procedures,48,58,.,24,83,92,28,.,.,92,136,12,.,20,54,46,17,.,710
MA24Z,Minor Upper Genital Tract Procedures,10,11,.,6,10,18,4,.,.,2,27,.,.,2,5,6,.,.,101
MA25Z,Minimal Upper Genital Tract Procedures,6,14,.,7,8,11,2,.,.,3,20,1,.,4,5,7,11,.,99
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy",2,6,.,7,2,3,3,.,.,6,4,.,.,.,.,1,2,.,36
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,15,4,.,2,6,.,.,.,.,.,5,.,.,.,2,.,.,.,34
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,10,12,.,.,12,5,2,.,.,2,40,.,.,.,6,.,.,.,89
MA31Z,Diagnostic Hysteroscopy,26,44,.,47,90,158,75,.,.,30,78,6,.,31,9,42,22,.,658
MA32Z,Diagnostic Hysteroscopy with Biopsy,75,179,.,68,25,85,59,.,.,167,272,23,.,30,246,102,54,.,"1,385"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,49,153,.,6,17,36,27,.,.,134,88,35,.,21,57,20,29,.,672
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,8,16,.,5,39,81,52,.,.,4,28,2,.,25,3,13,.,.,276
MA35Z,Implantation of Intrauterine Device,15,18,.,3,18,17,16,.,.,24,44,1,.,13,11,19,12,.,211
MA36Z,Transvaginal Ultrasound,.,1,.,.,.,.,.,.,.,7,2,.,.,.,.,3,.,.,13
MA38Z,Diagnostic Colposcopy,.,4,.,.,.,2,.,.,.,1,.,.,.,.,2,.,1,.,10
MA39Z,Diagnostic Colposcopy with Biopsy,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
MA40Z,Therapeutic Colposcopy,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,.,.,.,3
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",1,.,.,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",.,1,.,.,.,.,.,.,.,4,.,.,.,.,.,.,1,.,6
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",1,4,.,13,1,9,6,.,.,.,10,1,.,.,12,7,3,.,67
MC06Z,Collection of Sperm,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,4,.,7
NZ19A,Ante-Natal Major Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,.,1,.,7,.,.,.,.,.,.,.,.,817,.,.,.,201,.,"1,026"
NZ20B,Ante-Natal Other Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
NZ21Z,Ante-Natal Standard Ultrasound Scan,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",.,1,.,.,1,4,.,.,.,.,.,.,13,.,.,.,.,.,19
NZ26B,Post-Natal Disorders with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NZ27Z,Post-Natal Therapeutic Procedures,1,2,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,5
NZ72Z,Specialised Fetal Invasive Diagnostic Procedures,.,.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,.,.,50
PB06H,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,3
PB06K,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PB06L,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,1,4,.,.,.,.,5
PB06M,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,4,40,.,.,1,.,46
PC63B,"Paediatric, Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,3,1,.,.,.,.,4
PC63C,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,2,2,.,.,2,.,6
PC63D,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",2,.,.,.,1,2,2,.,.,.,.,.,9,7,1,.,9,.,33
PD11B,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
PD11C,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,2,.,6
PD12B,"Paediatric, Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,14,1,.,.,.,.,15
PD12C,"Paediatric, Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,12,3,.,.,2,.,17
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,3
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,8,6,.,.,.,.,14
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PD65A,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,1,.,6
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,2,3,.,.,.,.,5
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,3,.,.,1,.,5
PE23B,Paediatric Cardiac Conditions with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,.,21
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,1,.,.,.,.,.,.,29,2,.,.,.,.,32
PE23F,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,14,4,.,.,.,.,19
PE24C,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PE62A,"Paediatric, Syncope and Collapse, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PE62C,"Paediatric, Syncope and Collapse, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PF21A,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PF21B,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,9
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2,.,4
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,1,.,.,.,.,.,.,.,.,.,.,.,3,8,.,.,.,.,12
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,4,.,.,.,.,.,1,.,.,.,.,.,8,42,.,.,2,.,57
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,.,.,.,.,1,.,.,.,.,.,7,.,.,.,.,.,8
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,32,.,.,.,.,13,.,.,.,3,.,.,104,.,11,13,45,.,221
PF28B,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
PF28C,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PF28D,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",1,.,.,.,.,.,.,.,.,.,.,.,1,3,.,.,.,.,5
PF28E,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,.,48,.,.,1,.,51
PG71C,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PH34A,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
PH34B,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,.,.,.,12
PH34C,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",2,.,1,.,.,9,.,.,5,.,.,.,2,.,.,.,.,.,19
PH34D,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",4,10,.,.,.,5,.,1,63,.,.,.,5,2,.,.,2,.,92
PJ35B,Paediatric Skin Disorders with CC Score 2-3,.,1,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,4
PJ35C,Paediatric Skin Disorders with CC Score 1,1,.,.,.,.,1,.,.,.,1,.,.,7,.,.,.,.,.,10
PJ35D,Paediatric Skin Disorders with CC Score 0,3,.,.,.,1,.,.,.,.,.,.,.,32,8,.,.,9,.,53
PJ66B,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PJ66C,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PK36A,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",1,.,.,.,.,.,1,.,.,.,.,.,10,.,.,.,.,.,12
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",8,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,.,.,30
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PK72A,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,1,.,.,7,.,.,.,.,.,8
PK72C,Paediatric Metabolic Disorders with CC Score 0,8,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,15
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,3,1,.,.,.,.,4
PL69A,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL69C,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL70A,Paediatric Other Renal Diseases with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PL70C,Paediatric Other Renal Diseases with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
PL70D,Paediatric Other Renal Diseases with CC Score 0,3,.,.,7,.,.,.,.,.,.,.,.,.,2,2,.,1,.,15
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,3,.,.,.,.,.,.,.,.,283,.,.,.,.,.,286
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,3
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,1,.,.,1,.,.,1,.,.,.,.,.,14,.,.,.,4,.,21
PN48C,Paediatric Blood Cell Disorders with CC Score 0,4,.,.,2,.,.,1,.,.,.,.,.,52,.,.,.,4,.,63
PN49A,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,9
PN49B,Paediatric Coagulation Disorders with CC Score 0,1,.,.,11,.,.,.,.,.,.,.,.,55,1,.,.,.,.,68
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
PQ01A,Paediatric Disorders of Immunity with CC Score 1+,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44
PQ01B,Paediatric Disorders of Immunity with CC Score 0,4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,5
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,1,.,.,.,.,.,.,.,17,.,.,.,.,.,.,.,.,.,18
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,52,.,.,.,2,.,.,.,1,.,55
PR01D,Paediatric Nervous System Disorders with CC Score 1,1,.,.,2,.,1,.,.,47,.,.,.,3,.,.,.,1,.,55
PR01E,Paediatric Nervous System Disorders with CC Score 0,20,.,.,.,.,8,.,.,115,.,.,.,28,4,.,.,1,.,176
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,1,.,.,.,3,.,1,.,1,.,6
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,4
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
PR03C,Paediatric Febrile Convulsions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,2
PR04A,"Paediatric, Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PR04B,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,3,.,1,.,.,.,4
PR04C,"Paediatric, Headaches or Migraines, with CC Score 0",.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,7
PR05C,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,2
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PT52B,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,1,.,4
