Area,Authority,ward,Type,Electoral system,Island,Region,Area type,TA Type,City Size,Progress results,Progress results date,Preliminary results announced,Other elections,Other elections were:,Poles,Poles were:,Voting papers order,Number of documents sent,Number of documents returned unopened,Number of documents returned late,Number of Special votes,Residential Special votes allowed,Ratepayer Special votes allowed,Contested wards,"Positions 
(N)","Elected unopposed 
(N)","Candidates 
(N)",Candidates per position,Electors per electable position,Voters per electable position,"Council candidates sitting members 
(N)","Council candidates sitting members 
(%)","Also candidates for Mayor 
(N)",Council member elected Mayor,Sitting Mayor,Council members re-elected (N),"Council members re-elected
(%)",Council members re-elected or Mayor (N),"Council members re-elected or Mayor
(%)","Candidates board members 
(N)","Candidates board members 
(%)","Board members elected 
(N)","Board members elected 
(%)","Residential electors 
(N)","Ratepayer electors 
(N)","Ratepayer electors 
(%)","Total electors 
(N)",Estimated population resident,Electors as % of total population,Residential electors (contested wards only),Ratepayer electors (contested wards only),Total electors (Contested wards only),"Residential voters 
(N)","Residential turnout 
(%)","Ratepayer voters 
(N)","Ratepayer turnout
(%)","Total voters 
(N)",Overall turnout (%),"Special votes cast 
(N)","Special votes cast 
(%)","Residential special votes allowed 
(N)","Ratepayer special votes allowed 
(N)","Total special votes allowed 
(N)","Total special votes allowed 
(%)","Informal votes
(N)","Informal votes
(%)","Blank votes 
(N)","Blank votes 
(%)","Blank and informal votes 
(N)","Blank and informal votes 
(%)","Women candidates
(N)","Women candidates
(%)","Women councillors
(N)","Women councillors
(%)"
HAURAKI DISTRICT,HAURAKI DISTRICT COUNCIL,PAEROA,DC,FPP,n,Waikato,Rural,District,,,,,,,,,,,,,,,,,4,0,8,2.00,"1,046",518,3,37.5%,0,,,3,75.0%,3,,0,0.0%,0,0.0%,"4,178",5,0.12%,"4,183","5,810",72.0%,"4,178",5,"4,183","2,067",49.5%,4,80.0%,"2,071",49.5%,9,0.4%,9,0,9,100.0%,1,0.0%,21,1.0%,22,1.1%,2,25.0%,1,25.0%
HAURAKI DISTRICT,HAURAKI DISTRICT COUNCIL,PLAINS,DC,FPP,n,Waikato,Rural,District,,,,,,,,,,,,,,,,,4,0,6,1.50,856,414,2,33.3%,0,,,2,50.0%,2,,0,0.0%,0,0.0%,"3,420",4,0.12%,"3,424","5,330",64.2%,"3,420",4,"3,424","1,651",48.3%,3,75.0%,"1,654",48.3%,19,1.1%,19,0,19,100.0%,3,0.2%,10,0.6%,13,0.8%,2,33.3%,1,25.0%
HAURAKI DISTRICT,HAURAKI DISTRICT COUNCIL,WAIHI,DC,FPP,n,Waikato,Rural,District,,,,,,,,,,,,,,,,Unopposed,5,5,5,1.00,964,,3,60.0%,0,,,3,60.0%,3,,0,0.0%,0,0.0%,"4,808",13,0.27%,"4,821","6,530",73.8%,,,,,,,,,,,,,,,,,,,,,,1,20.0%,1,20.0%
HAWKE'S BAY REGION,HAWKE'S BAY REGIONAL COUNCIL,CENTRAL HAWKE'S BAY,RC,FPP,n,Hawke's Bay,Regional,Regional,,,,,,,,,,,,,,,,,1,0,5,5.00,"11,107","6,097",0,0.0%,,,,0,0.0%,,,,,,,"11,058",49,0.44%,"11,107","16,400",67.7%,"11,058",49,"11,107","6,048",54.7%,49,100.0%,"6,097",54.9%,42,0.7%,24,8,32,76.2%,27,0.4%,158,2.6%,185,3.0%,0,0.0%,0,0.0%
HAWKE'S BAY REGION,HAWKE'S BAY REGIONAL COUNCIL,HASTINGS,RC,FPP,n,Manawatu-Wanganui,Regional,Regional,,,,,,,,,,,,,,,,,4,0,13,3.25,"11,931","4,963",4,30.8%,,,,3,75.0%,,,,,,,"47,700",22,0.05%,"47,722","70,600",67.6%,"47,700",22,"47,722","19,835",41.6%,16,72.7%,"19,851",41.6%,117,0.6%,102,0,102,87.2%,109,0.5%,746,3.8%,855,4.3%,3,23.1%,2,50.0%
HAWKE'S BAY REGION,HAWKE'S BAY REGIONAL COUNCIL,NAPIER,RC,FPP,n,Manawatu-Wanganui,Regional,Regional,,,,,,,,,,,,,,,,,3,0,5,1.67,"13,541","6,134",3,60.0%,,,,3,100.0%,,,,,,,"40,577",45,0.11%,"40,622","57,000",71.3%,"40,577",45,"40,622","18,386",45.3%,15,33.3%,"18,401",45.3%,132,0.7%,114,0,114,86.4%,17,0.1%,733,4.0%,750,4.1%,2,40.0%,1,33.3%
HAWKE'S BAY REGION,HAWKE'S BAY REGIONAL COUNCIL,WAIROA,RC,FPP,n,Manawatu-Wanganui,Regional,Regional,,,,,,,,,,,,,,,,,1,0,2,2.00,"5,556","3,148",1,50.0%,,,,1,100.0%,,,,,,,"5,500",56,1.01%,"5,556","8,580",64.8%,"5,500",56,"5,556","3,111",56.6%,37,66.1%,"3,148",56.7%,100,3.2%,65,11,76,76.0%,5,0.2%,198,6.3%,203,6.4%,1,50.0%,0,0.0%
HOROWHENUA DISTRICT,FOXTON COMMUNITY BOARD,AT LARGE,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,,,,,,At large,5,0,10,2.00,630,318,,,,,,,,,,5,50.0%,4,80.0%,"3,142",9,0.29%,"3,151","4,510",69.9%,"3,142",9,"3,151","1,583",50.4%,9,100.0%,"1,592",50.5%,16,1.0%,14,0,14,87.5%,2,0.1%,37,2.3%,39,2.4%,2,20.0%,1,20.0%
HOROWHENUA DISTRICT,HOROWHENUA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Manawatu-Wanganui,Provincial,District,,Yes,1.30pm on election day,5pm Sunday,No,,No,,Alphabetical order,21415,221,25,92,71,4,,1,0,3,3.00,"21,415","10,766",2,66.7%,1,y,Re-elected,1,100.0%,1,,,,,,"21,380",35,0.16%,"21,415","30,530",70.1%,"21,380",35,"21,415","10,733",50.2%,33,94.3%,"10,766",50.3%,92,0.9%,71,4,75,81.5%,18,0.2%,169,1.6%,187,1.7%,1,33.3%,0,0.0%
HOROWHENUA DISTRICT,HOROWHENUA DISTRICT COUNCIL,KERE KERE,DC,FPP,n,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,2,0,3,1.50,"1,880",921,2,66.7%,1,,,2,100.0%,2,,0,0.0%,0,0.0%,"3,743",17,0.45%,"3,760","5,420",69.4%,"3,743",17,"3,760","1,840",49.2%,2,11.8%,"1,842",49.0%,18,1.0%,14,2,16,88.9%,0,0.0%,80,4.3%,80,4.3%,2,66.7%,1,50.0%
HOROWHENUA DISTRICT,HOROWHENUA DISTRICT COUNCIL,LEVIN,DC,FPP,n,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,5,0,9,1.80,"2,248","1,166",5,55.6%,0,,,5,100.0%,5,,0,0.0%,0,0.0%,"11,234",7,0.06%,"11,241","16,000",70.3%,"11,234",7,"11,241","5,821",51.8%,7,100.0%,"5,828",51.8%,44,0.8%,36,2,38,86.4%,9,0.2%,90,1.5%,99,1.7%,1,11.1%,1,20.0%
HOROWHENUA DISTRICT,HOROWHENUA DISTRICT COUNCIL,MIRANUI,DC,FPP,n,Canterbury,Provincial,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,"1,844",,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,"1,844",0,0.00%,"1,844","2,960",62.3%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
HOROWHENUA DISTRICT,HOROWHENUA DISTRICT COUNCIL,WAIOPEHU,DC,FPP,n,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,2,0,4,2.00,"2,285","1,209",1,25.0%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"4,559",11,0.24%,"4,570","6,150",74.3%,"4,559",11,"4,570","2,407",52.8%,11,100.0%,"2,418",52.9%,24,1.0%,19,0,19,79.2%,3,0.1%,99,4.1%,102,4.2%,0,0.0%,0,0.0%
HURUNUI DISTRICT,CHEVIOT LICENSING TRUST,AT LARGE,LT,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,At large,6,5,5,0.83,158,,,,,,,,,,,3,60.0%,3,50.0%,947,,,947,,,,,,,,,,,,,,,,,,,,,,,,2,40.0%,2,33.3%
HURUNUI DISTRICT,HAWARDEN LICENSING TRUST,AT LARGE,LT,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,At large,6,6,6,1.00,82,,,,,,,,,,,3,50.0%,3,50.0%,493,,,493,,,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
HURUNUI DISTRICT,HANMER SPRINGS COMMUNITY BOARD,AT LARGE,CB,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,At large,5,0,6,1.20,136,71,,,,,,,,,,4,66.7%,4,80.0%,613,66,9.72%,679,970,70.0%,613,66,679,303,49.4%,50,75.8%,353,52.0%,8,2.3%,2,2,4,50.0%,0,0.0%,3,0.8%,3,0.8%,1,16.7%,1,20.0%
HURUNUI DISTRICT,HURUNUI DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Canterbury,Rural,District,,Yes,5pm on election day,2pm Sunday,No,,No,,Alphabetical order,7673,95,26,22,18,2,Unopposed,1,1,1,1.00,"7,673",,1,100.0%,0,y,Unopposed,1,100.0%,1,,,,,,"7,548",125,1.63%,"7,673","10,780",71.2%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
HURUNUI DISTRICT,HURUNUI DISTRICT COUNCIL,AMBERLEY,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,,3,0,6,2.00,946,462,2,33.3%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"2,819",19,0.67%,"2,838","3,840",73.9%,"2,819",19,"2,838","1,371",48.6%,14,73.7%,"1,385",48.8%,7,0.5%,5,0,5,71.4%,1,0.1%,9,0.6%,10,0.7%,1,16.7%,1,33.3%
HURUNUI DISTRICT,HURUNUI DISTRICT COUNCIL,AMURI-HURUNUI,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,,3,0,4,1.33,759,359,3,75.0%,0,,,3,100.0%,3,,0,0.0%,0,0.0%,"2,266",10,0.44%,"2,276","3,480",65.4%,"2,266",10,"2,276","1,070",47.2%,7,70.0%,"1,077",47.3%,0,0.0%,0,0,0,,2,0.2%,24,2.2%,26,2.4%,2,50.0%,2,66.7%
HURUNUI DISTRICT,HURUNUI DISTRICT COUNCIL,CHEVIOT,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,,1,0,2,2.00,"1,026",652,2,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,"1,008",18,1.75%,"1,026","1,320",77.7%,"1,008",18,"1,026",636,63.1%,16,88.9%,652,63.5%,8,1.2%,7,0,7,87.5%,1,0.2%,4,0.6%,5,0.8%,0,0.0%,0,0.0%
HURUNUI DISTRICT,HURUNUI DISTRICT COUNCIL,GLENMARK,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,854,,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,842,12,1.41%,854,"1,170",73.0%,,,,,,,,,,,,,,,,,,,,,,1,100.0%,1,100.0%
HURUNUI DISTRICT,HURUNUI DISTRICT COUNCIL,HANMER SPRINGS,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,679,,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,613,66,9.72%,679,970,70.0%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
HUTT CITY,HUTT DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Wellington,DHB,DHB,,,,,,,,,Alphabetical order,,,,,,,,7,0,20,2.86,"13,705","5,598",,,,,,,,,,5,25.0%,4,57.1%,"95,932",,,"95,932","141,500",67.8%,"95,932",,"95,932","39,184",40.8%,,,"39,184",40.8%,349,0.9%,285,,285,81.7%,4314,11.0%,1865,4.8%,"6,179",15.8%,9,45.0%,2,28.6%
HUTT CITY,EASTBOURNE COMMUNITY BOARD,AT LARGE,CB,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,At large,5,0,9,1.80,744,359,,,,,,,,,,4,44.4%,4,80.0%,"3,713",8,0.21%,"3,721","4,850",76.7%,"3,713",8,"3,721","1,788",48.2%,6,75.0%,"1,794",48.2%,14,0.8%,,,14,100.0%,4,0.2%,39,2.2%,43,2.4%,1,11.1%,1,20.0%
HUTT CITY,PETONE COMMUNITY BOARD,AT LARGE,CB,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,At large,6,0,13,2.17,"1,482",552,,,,,,,,,,5,38.5%,4,66.7%,"8,880",11,0.12%,"8,891","13,000",68.4%,"8,880",11,"8,891","3,302",37.2%,8,72.7%,"3,310",37.2%,22,0.7%,,,22,100.0%,12,0.4%,108,3.3%,120,3.6%,4,30.8%,2,33.3%
HUTT CITY,WAINUIOMATA COMMUNITY BOARD,AT LARGE,CB,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,At large,6,0,13,2.17,"1,875",805,,,,,,,,,,5,38.5%,2,33.3%,"11,245",4,0.04%,"11,249","17,900",62.8%,"11,245",4,"11,249","4,828",42.9%,4,100.0%,"4,832",43.0%,39,0.8%,,,39,100.0%,15,0.3%,82,1.7%,97,2.0%,5,38.5%,3,50.0%
HUTT CITY,HUTT CITY COUNCIL,AT LARGE,MAYOR,FPP,n,Wellington,Metro,City,s,Yes,13/10 2.30 PM,15/10 9.57 AM,Yes,Hutt Mana Charitable Trust,No,,Alphabetical order,"68,383","1,000 +",21,279,215,0,,1,0,5,5.00,"68,376","28,080",3,60.0%,2,y,Re-elected,1,100.0%,1,,,,,,"68,336",40,0.06%,"68,376","101,550",67.3%,"68,336",40,"68,376","28,046",41.0%,34,85.0%,"28,080",41.1%,279,1.0%,215,0,215,77.1%,74,0.3%,431,1.5%,505,1.8%,1,20.0%,0,0.0%
HUTT CITY,HUTT CITY COUNCIL,CENTRAL,CC,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,5,2.50,"6,075","2,795",2,40.0%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"12,141",9,0.07%,"12,150","16,750",72.5%,"12,141",9,"12,150","5,581",46.0%,9,100.0%,"5,590",46.0%,62,1.1%,,,62,,7,0.1%,148,2.6%,155,2.8%,2,40.0%,1,50.0%
HUTT CITY,HUTT CITY COUNCIL,EASTERN,CC,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,7,3.50,"5,666","2,194",2,28.6%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"11,326",6,0.05%,"11,332","17,600",64.4%,"11,326",6,"11,332","4,381",38.7%,6,100.0%,"4,387",38.7%,35,0.8%,,,35,,6,0.1%,123,2.8%,129,2.9%,2,28.6%,1,50.0%
HUTT CITY,HUTT CITY COUNCIL,HARBOUR,CC,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,10,5.00,"6,303","2,568",2,20.0%,1,,,2,100.0%,2,,2,20.0%,0,0.0%,"12,593",12,0.10%,"12,605","17,850",70.6%,"12,593",12,"12,605","5,126",40.7%,10,83.3%,"5,136",40.7%,36,0.7%,,,36,,13,0.3%,129,2.5%,142,2.8%,4,40.0%,1,50.0%
HUTT CITY,HUTT CITY COUNCIL,NORTHERN,CC,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,4,2.00,"5,003","1,986",2,50.0%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"9,997",8,0.08%,"10,005","16,000",62.5%,"9,997",8,"10,005","3,966",39.7%,5,62.5%,"3,971",39.7%,26,0.7%,,,26,,3,0.1%,77,1.9%,80,2.0%,2,50.0%,1,50.0%
HUTT CITY,HUTT CITY COUNCIL,WAINUIOMATA,CC,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,4,2.00,"5,625","2,436",2,50.0%,1,,,1,50.0%,1,,2,50.0%,1,50.0%,"11,245",4,0.04%,"11,249","17,900",62.8%,"11,245",4,"11,249","4,867",43.3%,4,100.0%,"4,871",43.3%,39,0.8%,,,39,,4,0.1%,102,2.1%,106,2.2%,1,25.0%,0,0.0%
HUTT CITY,HUTT CITY COUNCIL,WESTERN,CC,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,7,3.50,"5,518","2,063",1,14.3%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"11,034",1,0.01%,"11,035","15,450",71.4%,"11,034",1,"11,035","4,125",37.4%,0,0.0%,"4,125",37.4%,17,0.4%,,,17,,2,0.0%,80,1.9%,82,2.0%,2,28.6%,1,50.0%
INVERCARGILL CITY,INVERCARGILL LICENSING TRUST,AT LARGE,LT,FPP,s,Southland,Provincial,City,s,,,,,,,,,,,,,,,At large,6,0,10,1.67,"5,175","2,653",,,,,,,,,,6,60.0%,6,100.0%,"31,051",,,"31,051",,,"31,051",,"31,051","15,920",51.3%,,,"15,920",51.3%,87,0.5%,79,,79,90.8%,38,0.2%,486,3.1%,524,3.3%,2,20.0%,1,16.7%
INVERCARGILL CITY,BLUFF COMMUNITY BOARD,AT LARGE,CB,FPP,s,Southland,Provincial,City,s,,,,,,,,,,,,,,,At large,5,0,9,1.80,303,177,,,,,,,,,,4,44.4%,3,60.0%,"1,513",3,0.20%,"1,516","2,050",74.0%,"1,513",3,"1,516",880,58.2%,3,100.0%,883,58.2%,13,1.5%,12,0,12,92.3%,3,0.3%,3,0.3%,6,0.7%,3,33.3%,3,60.0%
INVERCARGILL CITY,INVERCARGILL CITY COUNCIL,AT LARGE,MAYOR,FPP,s,Southland,Provincial,City,s,No,,13:00:00,No,,No,,Alphabetical order,37472,483,101,116,90,12,,1,0,2,2.00,"37,472","19,388",1,50.0%,1,y,Re-elected,1,100.0%,1,,,,,,"37,429",43,0.11%,"37,472","51,600",72.6%,"37,429",43,"37,472","19,347",51.7%,41,95.3%,"19,388",51.7%,116,0.6%,90,12,102,87.9%,21,0.1%,633,3.3%,654,3.4%,0,0.0%,0,0.0%
INVERCARGILL CITY,INVERCARGILL CITY COUNCIL,AT LARGE,CC,FPP,s,Southland,Provincial,City,s,,,,,,,,,,,,,,,At large,12,0,24,2.00,"3,123","1,616",10,41.7%,1,,,10,83.3%,10,84.6%,0,0.0%,0,0.0%,"37,429",43,0.11%,"37,472","51,600",72.6%,"37,429",43,"37,472","19,347",51.7%,41,95.3%,"19,388",51.7%,116,0.6%,90,12,102,87.9%,73,0.4%,324,1.7%,397,2.0%,7,29.2%,2,16.7%
KAIKOURA DISTRICT,KAIKOURA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Canterbury,Rural,District,,Yes,2pm on election day,4pm Sunday,No,,No,,Alphabetical order,2615,28,12,38,31,4,,1,0,2,2.00,"2,615","1,670",1,50.0%,0,y,Re-elected,1,100.0%,1,,,,,,"2,601",14,0.54%,"2,615","3,750",69.7%,"2,601",14,"2,615","1,659",63.8%,11,78.6%,"1,670",63.9%,38,2.3%,31,4,35,92.1%,1,0.1%,54,3.2%,55,3.3%,0,0.0%,0,0.0%
KAIKOURA DISTRICT,KAIKOURA DISTRICT COUNCIL,AT LARGE,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,At large,7,0,13,1.86,374,239,7,53.8%,0,,,5,71.4%,5,75.0%,0,0.0%,0,0.0%,"2,601",14,0.54%,"2,615","3,750",69.7%,"2,601",14,"2,615","1,659",63.8%,11,78.6%,"1,670",63.9%,38,2.3%,31,4,35,92.1%,1,0.1%,11,0.7%,12,0.7%,3,23.1%,2,28.6%
KAIPARA DISTRICT,KAIPARA DISTRICT COUNCIL,AT LARGE,MAYOR,STV,n,Northland,Rural,District,,No,,18:53:00,No,,No,,Pseudo-random order,12403,98,N/A,53,34,2,,1,0,2,2.00,"12,403","5,389",2,100.0%,1,,Defeated,0,0.0%,1,,,,,,"12,102",301,2.43%,"12,403","18,580",66.8%,"12,102",301,"12,403","5,186",42.9%,203,67.4%,"5,389",43.4%,53,1.0%,34,2,36,67.9%,28,0.5%,139,2.6%,167,3.1%,0,0.0%,0,0.0%
KAIPARA DISTRICT,KAIPARA DISTRICT COUNCIL,DARGAVILLE,DC,STV,n,Northland,Rural,District,,,,,,,,,,,,,,,,,2,0,4,2.00,"1,499",673,2,50.0%,0,,,2,100.0%,2,,0,0.0%,0,0.0%,"2,996",1,0.03%,"2,997","4,520",66.3%,"2,996",1,"2,997","1,344",44.9%,1,100.0%,"1,345",44.9%,8,0.6%,6,0,6,75.0%,32,2.4%,22,1.6%,54,4.0%,1,25.0%,0,0.0%
KAIPARA DISTRICT,KAIPARA DISTRICT COUNCIL,OTAMATEA,DC,STV,n,Northland,Rural,District,,,,,,,,,,,,,,,,,3,0,4,1.33,"1,746",685,3,75.0%,0,,,3,100.0%,3,,0,0.0%,0,0.0%,"4,952",286,5.46%,"5,238","7,660",68.4%,"4,952",286,"5,238","1,864",37.6%,192,67.1%,"2,056",39.3%,21,1.0%,11,1,12,57.1%,25,1.2%,36,1.8%,61,3.0%,1,25.0%,1,33.3%
KAIPARA DISTRICT,KAIPARA DISTRICT COUNCIL,WEST COAST/CENTRAL,DC,STV,n,Northland,Rural,District,,,,,,,,,,,,,,,,,3,0,9,3.00,"1,389",663,4,44.4%,1,y,,1,33.3%,1,,0,0.0%,0,0.0%,"4,154",14,0.34%,"4,168","6,400",65.1%,"4,154",14,"4,168","1,976",47.6%,12,85.7%,"1,988",47.7%,24,1.2%,17,1,18,75.0%,35,1.8%,35,1.8%,70,3.5%,2,22.2%,1,33.3%
KAPITI COAST DISTRICT,OTAKI COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,At large,4,4,4,1.00,"1,621",,,,,,,,,,,2,50.0%,2,50.0%,"6,408",74,1.14%,"6,482","8,790",73.7%,,,,,,,,,,,,,,,,,,,,,,1,25.0%,1,25.0%
KAPITI COAST DISTRICT,PAEKAKARIKI COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,At large,4,0,6,1.50,316,185,,,,,,,,,,2,33.3%,2,50.0%,"1,247",16,1.27%,"1,263","1,700",74.3%,"1,247",16,"1,263",726,58.2%,14,87.5%,740,58.6%,3,0.4%,3,0,3,100.0%,1,0.1%,27,3.6%,28,3.8%,5,83.3%,3,75.0%
KAPITI COAST DISTRICT,PARAPARAUMU-RAUMATI COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,At large,4,0,5,1.25,"4,806","2,477",,,,,,,,,,3,60.0%,3,75.0%,"19,151",71,0.37%,"19,222","27,000",71.2%,"19,151",71,"19,222","9,848",51.4%,58,81.7%,"9,906",51.5%,78,0.8%,72,6,78,100.0%,65,0.7%,886,8.9%,951,9.6%,2,40.0%,1,25.0%
KAPITI COAST DISTRICT,WAIKANAE COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,At large,4,0,6,1.50,"2,091","1,271",,,,,,,,,,3,50.0%,2,50.0%,"8,255",108,1.29%,"8,363","10,500",79.6%,"8,255",108,"8,363","4,984",60.4%,98,90.7%,"5,082",60.8%,72,1.4%,65,7,72,100.0%,45,0.9%,149,2.9%,194,3.8%,2,33.3%,1,25.0%
KAPITI COAST DISTRICT,KAPITI COAST DISTRICT COUNCIL,AT LARGE,MAYOR,STV,n,Wellington,Provincial,District,,No,,15:30:00,No,,No,,Alphabetical order,35330,403,154,155,142,13,,1,0,7,7.00,"35,330","18,891",0,0.0%,3,,Stood down,0,0.0%,0,,,,,,"35,061",269,0.76%,"35,330","48,010",73.6%,"35,061",269,"35,330","18,661",53.2%,230,85.5%,"18,891",53.5%,155,0.8%,142,13,155,100.0%,53,0.3%,184,1.0%,237,1.3%,2,28.6%,1,100.0%
KAPITI COAST DISTRICT,KAPITI COAST DISTRICT COUNCIL,KAPITI COAST DISTRICT AT LARGE,DC,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,,5,0,15,3.00,"7,066","3,778",5,33.3%,2,,,3,60.0%,3,,0,0.0%,0,0.0%,"35,061",269,0.76%,"35,330","48,010",73.6%,"35,061",269,"35,330","18,661",53.2%,230,85.5%,"18,891",53.5%,155,0.8%,142,13,155,100.0%,165,0.9%,713,3.8%,878,4.6%,5,33.3%,3,60.0%
KAPITI COAST DISTRICT,KAPITI COAST DISTRICT COUNCIL,OTAKI,DC,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,,1,0,2,2.00,"6,482","3,175",1,50.0%,0,,,1,100.0%,1,,1,50.0%,0,0.0%,"6,408",74,1.14%,"6,482","8,790",73.7%,"6,408",74,"6,482","3,107",48.5%,68,91.9%,"3,175",49.0%,2,0.1%,2,0,2,100.0%,14,0.4%,121,3.8%,135,4.3%,1,50.0%,1,100.0%
KAPITI COAST DISTRICT,KAPITI COAST DISTRICT COUNCIL,PAEKAKARIKI-RAUMATI,DC,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,,1,0,3,3.00,"6,868","3,663",0,0.0%,0,,,0,0.0%,0,,0,0.0%,0,0.0%,"6,822",46,0.67%,"6,868","9,670",71.0%,"6,822",46,"6,868","3,624",53.1%,39,84.8%,"3,663",53.3%,3,0.1%,3,0,3,100.0%,11,0.3%,112,3.1%,123,3.4%,1,33.3%,1,100.0%
KAPITI COAST DISTRICT,KAPITI COAST DISTRICT COUNCIL,PARAPARAUMU,DC,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,,2,0,5,2.50,"6,809","3,490",2,40.0%,0,,,1,50.0%,1,,1,20.0%,0,0.0%,"13,576",41,0.30%,"13,617","19,050",71.5%,"13,576",41,"13,617","6,946",51.2%,33,80.5%,"6,979",51.3%,78,1.1%,72,6,78,100.0%,43,0.6%,415,5.9%,458,6.6%,2,40.0%,1,50.0%
KAPITI COAST DISTRICT,KAPITI COAST DISTRICT COUNCIL,WAIKANAE,DC,STV,n,Wellington,Provincial,District,,,,,,,,,,,,,,,,,1,0,3,3.00,"8,363","5,081",1,33.3%,1,,,0,0.0%,0,,1,33.3%,0,0.0%,"8,255",108,1.29%,"8,363","10,500",79.6%,"8,255",108,"8,363","4,984",60.4%,97,89.8%,"5,081",60.8%,72,1.4%,65,7,72,100.0%,20,0.4%,187,3.7%,207,4.1%,1,33.3%,1,100.0%
KAWERAU DISTRICT,KAWERAU DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Bay of Plenty,Rural,District,,Yes,13/10/2007 @ 13.04,19:31:00,No,,No,,Alphabetical order,4348,51,N/A,35,31,0,,1,0,2,2.00,"4,348","2,040",1,50.0%,0,y,Re-elected,1,100.0%,1,,,,,,"4,343",5,0.11%,"4,348","7,070",61.5%,"4,343",5,"4,348","2,033",46.8%,7,140.0%,"2,040",46.9%,35,1.7%,29,2,31,88.6%,0,0.0%,53,2.6%,53,2.6%,0,0.0%,0,0.0%
KAWERAU DISTRICT,KAWERAU DISTRICT COUNCIL,AT LARGE,DC,FPP,n,Bay of Plenty,Rural,District,,,,,,,,,,,,,,,,At large,8,0,16,2.00,544,255,6,37.5%,0,,,5,62.5%,5,66.7%,0,0.0%,0,0.0%,"4,343",5,0.11%,"4,348","7,070",61.5%,"4,343",5,"4,348","2,033",46.8%,7,140.0%,"2,040",46.9%,35,1.7%,29,2,31,88.6%,4,0.2%,17,0.8%,21,1.0%,4,25.0%,3,37.5%
MACKENZIE DISTRICT,FAIRLIE COMMUNITY BOARD,AT LARGE,CB,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,At large,4,3,3,0.75,166,,,,,,,,,,,1,33.3%,1,25.0%,661,3,0.45%,664,870,76.3%,,,,,,,,,,,,,,,,,,,,,,1,33.3%,1,25.0%
