HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
BZ10B,130,"Minor Orbits or Lacrimal Procedures, 18 years and under","28,949",.,.,.,.,.,.,.,.,.,.,.,"58,335",.,.,.,.,.,"87,284"
BZ10C,130,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,450",.,.,.,.,"1,450"
BZ10D,120,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1",970,.,.,.,.,.,.,.,.,.,.,.,885,.,.,.,.,.,"1,855"
BZ10D,130,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1","23,235",.,.,.,.,.,.,.,.,"1,493",811,.,"59,240","5,974","1,917","3,833",.,.,"96,503"
BZ11A,130,"Major Cornea or Sclera Procedures, with CC Score 1+",602,.,.,.,.,.,.,.,.,747,859,.,.,.,.,.,.,.,"2,208"
BZ11B,130,"Major Cornea or Sclera Procedures, with CC Score 0","3,010",.,.,.,.,.,.,.,.,.,"3,592",.,"1,406",.,.,.,.,.,"8,008"
BZ12A,130,"Intermediate Cornea or Sclera Procedures, with CC Score 1+","2,983",.,.,.,.,.,.,.,.,.,809,.,497,.,.,.,.,.,"4,288"
BZ12B,130,"Intermediate Cornea or Sclera Procedures, with CC Score 0","2,908",.,.,.,.,.,.,.,.,.,"8,400",.,"4,911",.,.,.,.,.,"16,218"
BZ13A,130,"Minor Cornea or Sclera Procedures, with CC Score 1+",903,.,.,.,.,.,.,662,.,.,"9,101",.,"2,452",285,.,.,.,.,"13,402"
BZ13B,130,"Minor Cornea or Sclera Procedures, with CC Score 0","3,610",.,.,.,.,.,.,.,.,.,"32,976",.,"18,349",.,.,.,.,.,"54,935"
BZ14A,130,"Major Ocular Motility Procedures, 19 years and over","4,060",.,.,.,.,.,.,.,.,.,.,.,"1,304",.,.,.,.,.,"5,363"
BZ14B,130,"Major Ocular Motility Procedures, 18 years and under","1,353",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,353"
BZ15B,130,"Intermediate Ocular Motility Procedures, 18 years and under","66,770",.,.,.,.,.,.,.,.,"12,945","3,362",.,"162,645",.,.,.,.,.,"245,723"
BZ15C,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,944,.,.,.,.,.,.,.,.,944
BZ15D,120,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,657",.,.,.,.,.,"1,657"
BZ15D,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0","30,453",.,.,.,.,.,.,.,.,"1,888","3,355",.,"12,434",.,.,.,.,.,"48,130"
BZ16A,130,"Minor Ocular Motility Procedures, 19 years and over","5,639",.,.,.,.,.,.,.,.,.,"4,137",.,"2,873",.,.,.,.,.,"12,649"
BZ16B,130,"Minor Ocular Motility Procedures, 18 years and under","1,128",.,.,.,.,.,.,.,.,"4,459",.,.,"35,781",.,.,.,.,.,"41,368"
BZ17B,130,Major Glaucoma Procedures with CC Score 0,752,.,.,.,.,.,.,.,.,.,"1,659",.,"2,807",.,.,"1,900",.,.,"7,118"
BZ18A,130,Intermediate Glaucoma Procedures with CC Score 1+,"2,257",.,.,.,.,.,.,.,.,.,.,.,"7,414",.,.,.,.,.,"9,671"
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,"11,284",.,.,.,.,.,.,.,.,.,"9,122",.,"82,793",.,.,633,.,.,"103,832"
BZ19A,130,Minor Glaucoma Procedures with CC Score 1+,"1,505",.,.,.,.,.,.,.,.,.,.,.,"2,055",.,.,.,.,.,"3,560"
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,"42,128",.,.,.,.,.,.,.,.,.,809,.,"125,753",.,"1,950","4,831",.,.,"175,471"
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,898,.,.,.,.,.,898
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"19,716",.,.,.,.,.,"19,716"
BZ21B,130,Major Vitreous Retinal Procedures with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,"3,535",.,.,.,.,.,"3,535"
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,"8,803",.,.,.,.,.,.,662,.,.,893,.,"25,099",.,.,.,.,.,"35,457"
BZ22A,130,Intermediate Vitreous Retinal Procedures with CC Score 2+,677,.,.,.,.,.,.,.,.,.,.,.,.,.,263,.,.,.,941
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,"12,868",.,.,.,.,.,.,.,.,747,.,.,"62,920",.,"3,498",.,.,.,"80,033"
BZ22B,303,Intermediate Vitreous Retinal Procedures with CC Score 0-1,.,.,.,823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,823
BZ23Z,120,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,340",.,.,.,.,.,"1,340"
BZ23Z,130,Minor Vitreous Retinal Procedures,"407,379",.,.,.,.,.,.,.,.,.,"8,968",.,"1,314,663",637,"18,758",.,.,.,"1,750,406"
BZ23Z,303,Minor Vitreous Retinal Procedures,.,.,.,814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,814
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,"1,956",.,.,.,.,.,"1,956"
BZ24F,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","6,325",.,.,.,.,.,.,.,.,747,691,.,"203,972",253,.,.,.,.,"211,988"
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1","1,076",.,.,.,.,.,.,.,.,396,524,.,.,.,.,.,.,.,"1,997"
BZ24G,370,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,272",.,.,.,.,.,"3,272"
CA02B,130,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,263",.,.,.,.,.,"1,263"
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
CA03B,120,Major Neck Procedures with CC Score 0-1,.,"9,121",.,.,.,.,.,.,.,.,.,.,"7,560",.,.,.,.,.,"16,681"
CA03B,140,Major Neck Procedures with CC Score 0-1,"1,409",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,409"
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,361",.,.,.,.,.,"1,361"
CA03B,171,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,429",.,.,.,.,.,"1,429"
CA03B,300,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,514,.,.,.,.,.,.,.,514
CA04A,120,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,825",.,.,.,.,.,"1,825"
CA04B,120,"Intermediate Neck Procedures, 18 years and under",.,"1,607",.,.,.,873,763,.,.,.,.,.,"8,909",.,.,.,.,.,"12,152"
CA05A,100,"Minor Neck Procedures, 19 years and over","2,263","2,571",.,.,"6,759","6,592","1,676","4,253",.,913,"1,065","1,139",939,"1,567","2,464","2,205","11,294",.,"45,698"
CA05A,120,"Minor Neck Procedures, 19 years and over","9,177","11,425",.,.,.,"7,745","1,661",.,.,.,.,"5,315","47,239","2,823",.,.,"1,116",.,"86,501"
CA05A,130,"Minor Neck Procedures, 19 years and over","2,255",.,.,.,.,.,.,.,.,.,"13,300",.,"10,797",.,.,767,.,.,"27,118"
CA05A,140,"Minor Neck Procedures, 19 years and over","1,524",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,524"
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,322",.,.,.,.,.,"1,322"
CA05A,823,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,"2,873",.,.,.,.,.,.,.,.,.,.,.,.,"2,873"
CA05B,100,"Minor Neck Procedures, 18 years and under",.,.,.,.,618,"1,647",.,.,.,.,.,.,.,.,.,.,.,.,"2,266"
CA05B,120,"Minor Neck Procedures, 18 years and under","5,244","1,355",.,.,.,"3,164","1,515",.,.,.,.,"1,418","1,362","1,040",.,.,"1,116",.,"16,215"
CA05B,160,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,182",.,.,.,.,.,"5,182"
CA05B,171,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,042",.,.,.,.,.,"4,042"
CA05B,823,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
CA10A,120,"Septorhinoplasty, 19 years and over","3,978","10,216",.,.,.,"1,999","3,657",930,.,.,.,"6,670",.,.,.,.,.,.,"27,450"
CA10B,120,"Septorhinoplasty, 18 years and under",.,331,.,.,.,.,"1,190",.,.,.,.,.,.,.,.,.,.,.,"1,521"
CA11A,120,"Septoplasty, 19 years and over","3,743","29,808",.,.,"24,010","28,065","37,385","15,528",.,864,.,"50,401","103,333","47,490",.,"129,250",.,.,"469,877"
CA11B,120,"Septoplasty, 18 years and under",.,.,.,.,"2,815","1,285","3,449",971,.,.,.,"6,254","7,094","4,442",.,"4,169",.,.,"30,479"
CA12Z,120,Major Treatment of Epistaxis,.,"1,303",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,303"
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",970,.,.,.,.,.,.,.,.,.,.,.,"2,054",.,.,.,.,.,"3,024"
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under","3,880","3,058",.,.,.,.,452,702,.,.,.,452,"29,140",602,.,.,"2,212",.,"40,497"
CA13B,142,"Minor Treatment of Epistaxis, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,889,.,.,.,.,.,889
CA14Z,120,Nasal Polypectomy,970,"27,796",.,.,"8,587","16,402",763,"3,882",.,.,.,"21,464","57,589","4,699",.,"1,608","1,040",.,"144,800"
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose","4,207","3,833",.,.,.,"5,241",962,.,.,.,.,"6,397","11,324",.,.,"10,733","2,621",.,"45,317"
CA15Z,160,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,768,.,768
CA15Z,330,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,569,.,.,.,.,.,.,.,.,.,.,.,.,569
CA16Z,100,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,"23,757",.,.,"3,590",.,.,.,"4,126",.,546,.,"2,205","1,145",.,"35,369"
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose","4,850","2,972",.,.,.,"1,227",.,.,.,.,.,.,"8,587",.,.,"5,448",889,.,"23,974"
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose","1,805",.,.,.,.,.,.,.,.,.,927,.,"2,138",.,.,.,.,.,"4,870"
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose","22,641",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"22,641"
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,"27,817",.,.,"11,574",.,.,.,"76,011",.,"115,402"
CA16Z,330,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,"5,264","30,259","3,860",.,.,.,.,.,.,.,.,.,363,"3,338","43,085"
CA20Z,120,Complex Nose Procedures,"1,649",.,.,.,.,.,.,.,.,.,.,.,"2,706",.,.,.,995,.,"5,350"
CA20Z,130,Complex Nose Procedures,"1,353",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,353"
CA20Z,140,Complex Nose Procedures,"1,273",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,155",.,"6,429"
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,784",.,"4,784"
CA21Z,120,Very Major Nose Procedures,.,.,.,.,908,"7,109",.,.,.,"3,124",.,.,.,.,.,.,.,.,"11,141"
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330",.,"1,330"
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,441",.,"3,441"
CA21Z,330,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,969,.,969
CA22Z,120,Major Nose Procedures,"7,033","15,372",.,.,"2,071","13,442","9,908",.,.,.,.,"9,328","4,986","1,093",.,"10,055",.,.,"73,288"
CA22Z,140,Major Nose Procedures,565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,661",.,.,.,"10,276",.,"12,937"
CA22Z,330,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,594",.,"28,594"
CA23Z,100,Intermediate Nose Procedures,.,.,.,.,"1,776",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,776"
CA23Z,120,Intermediate Nose Procedures,"3,880","2,502",.,.,.,514,"3,298",.,.,760,.,.,"7,666","2,186",.,"2,601","2,590",.,"25,998"
CA23Z,140,Intermediate Nose Procedures,"6,316",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,451",.,"7,768"
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,"4,785",.,.,.,.,.,.,"18,208",.,"22,993"
CA24A,120,"Minor Nose Procedures, 19 years and over","6,245","37,870",.,.,.,"7,343","6,096",.,.,"3,238",.,"8,349","18,769","7,196",.,"6,294","1,267",.,"102,665"
CA24A,140,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,019",.,.,.,.,.,"1,019"
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,957,.,.,"2,310",.,.,.,"5,204",.,"8,471"
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,.,.,"1,627",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,627"
CA24B,120,"Minor Nose Procedures, 18 years and under","3,698",331,.,.,"1,185","2,220",539,.,.,781,.,"5,912","10,767","2,706",.,.,889,.,"29,027"
CA24B,140,"Minor Nose Procedures, 18 years and under",421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,421
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,021",.,.,.,.,.,"3,021"
CA25A,120,"Minimal Nose Procedures, 19 years and over","1,714","17,234",.,.,"4,846",501,"2,584","3,694",.,.,.,"13,017","20,332",602,.,"1,485",.,.,"66,008"
CA25B,120,"Minimal Nose Procedures, 18 years and under","3,944","22,096",.,.,"8,956","2,095","2,744","1,860",.,.,.,"3,088","22,395","4,770",.,.,"14,077",.,"86,026"
CA26Z,120,Complex Sinus Procedures,517,"1,929",.,.,.,"1,737",.,.,.,"1,888",.,.,"1,915",.,.,.,.,.,"7,986"
CA27Z,120,Major Sinus Procedures,.,.,.,.,.,"3,887","4,871",.,.,"10,950",.,.,"1,769",.,.,.,.,.,"21,477"
CA28Z,120,Intermediate Sinus Procedures,.,"13,049",.,.,.,"6,298","9,539","2,613",.,"1,562",.,"17,790","5,341",.,.,.,.,.,"56,192"
CA28Z,140,Intermediate Sinus Procedures,637,.,.,.,.,968,.,.,.,.,.,.,.,.,.,.,"2,132",.,"3,736"
CA29Z,120,Minor Sinus Procedures,970,"8,268",.,.,.,"10,946","3,346",.,.,.,.,"4,740","9,847",.,.,.,.,.,"38,117"
CA31Z,120,"Simple or Cortical, Mastoid Procedures",.,"2,814",.,.,.,.,.,.,.,.,.,.,"1,395",.,.,"3,326",.,.,"7,535"
CA31Z,160,"Simple or Cortical, Mastoid Procedures",.,.,.,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,999
CA32A,120,"Tympanoplasty, 19 years and over","9,315","15,132",.,.,.,"15,241",.,.,.,.,.,"3,866","18,978",.,.,"10,737",.,.,"73,269"
CA32B,120,"Tympanoplasty, 18 years and under","3,299","10,703",.,.,"3,925","3,382","2,700",.,.,"2,348",.,.,"11,795",.,.,.,"1,494",.,"39,647"
CA33Z,120,Pinnaplasty,"4,657","2,424",.,.,.,"3,749",.,.,.,.,.,"1,889","3,355","2,957",.,.,"1,570",.,"20,601"
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,.,.,.,"164,838",.,.,.,"4,577",.,"169,415"
CA34A,100,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,"3,928",.,.,"19,926",.,"1,852","1,443",.,814,"3,562","3,979",.,788,.,"2,717","3,603",.,"42,610"
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","38,283","8,875",.,.,"2,702","8,176","2,822","1,672",.,.,.,"6,962","17,820","1,134",.,"42,224",.,.,"130,670"
CA34A,140,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","7,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,220"
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,"15,377",.,.,.,.,.,.,"36,195",.,"51,571"
CA34A,330,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,"3,467","31,574","6,335",.,.,.,.,.,.,.,.,.,.,"4,292","45,668"
CA34B,100,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,"1,210",.,.,.,.,.,"1,131",.,.,.,.,.,.,"2,341"
CA34B,120,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",970,"1,303",.,.,.,886,"1,715",.,.,.,.,"1,897","2,465",.,.,"2,724",889,.,"12,849"
CA34B,160,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,750",.,.,.,"2,531",.,"9,281"
CA34B,171,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,329",.,"4,329"
CA35A,120,"Insertion of Grommets, 19 years and over","17,460","38,439",.,.,"11,918","5,494","4,469","6,688",.,"3,041",.,"39,031","66,425","2,607",.,"14,516","11,553",.,"221,642"
CA35B,120,"Insertion of Grommets, between 2 and 18 years","118,340","216,113",.,.,"72,625","43,373","29,629","12,541",.,"3,041",.,"20,294","214,873","47,951",.,"6,700","125,305",.,"910,785"
CA35B,420,"Insertion of Grommets, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,410",.,.,.,.,.,"1,410"
CA35C,120,"Insertion of Grommets, 1 year and under","6,790","12,572",.,.,"1,089","13,193","1,846",.,.,.,.,.,"34,355",.,.,.,"15,996",.,"85,840"
CA36A,120,"Clearance of External Auditory Canal, 19 years and over","1,714","3,989",.,.,"1,273",.,.,.,.,.,.,"1,174","1,825",.,.,.,.,.,"9,975"
CA36B,100,"Clearance of External Auditory Canal, 18 years and under",.,.,.,.,.,684,.,.,.,.,.,.,.,.,.,.,.,.,684
CA36B,120,"Clearance of External Auditory Canal, 18 years and under","7,307","22,558",.,.,"4,747","5,847","2,293",.,.,.,.,"1,330","10,278","4,092",.,.,"5,898",.,"64,349"
CA37B,370,"Audiometry or Hearing Assessment, between 5 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,.,"1,097"
CA37C,370,"Audiometry or Hearing Assessment, 4 years and under",.,.,.,.,.,.,.,.,.,.,.,.,548,.,.,.,.,.,548
CA38B,120,"Evoked Potential Recording, 18 years and under","3,782","8,982",.,.,.,"4,692",.,.,.,.,.,.,.,.,.,.,"4,973",.,"22,430"
CA39Z,120,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"9,077",.,.,.,.,.,"9,077"
CA40Z,120,Fitting of Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"46,319",.,.,.,.,.,"46,319"
CA42Z,120,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,"34,155",.,.,.,.,.,"34,155"
CA50Z,120,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,995,.,995
CA50Z,160,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,203",.,"3,203"
CA51A,100,"Very Major Ear Procedures, 19 years and over",.,.,.,.,927,.,.,.,.,.,.,.,.,.,.,.,.,.,927
CA51A,120,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,"3,935",.,.,.,.,.,.,.,.,.,.,.,.,"3,935"
CA51A,140,"Very Major Ear Procedures, 19 years and over",852,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,852
CA51A,160,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,221",.,.,.,"3,127",.,"6,348"
CA51B,120,"Very Major Ear Procedures, 18 years and under",.,.,.,.,.,"3,147",.,.,.,916,.,.,.,.,.,.,.,.,"4,062"
CA51B,160,"Very Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,522",.,.,.,.,.,"3,522"
CA52A,100,"Major Ear Procedures, 19 years and over",.,.,.,.,858,.,.,.,.,.,.,.,.,.,.,.,.,.,858
CA52A,120,"Major Ear Procedures, 19 years and over","6,307","1,182",.,.,"2,107",767,403,.,.,.,.,977,"1,746",848,.,"3,706",.,.,"18,042"
CA52A,140,"Major Ear Procedures, 19 years and over",637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,905",.,"2,541"
CA52A,160,"Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,736",.,"11,736"
CA52A,330,"Major Ear Procedures, 19 years and over",.,.,.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,752
CA52B,120,"Major Ear Procedures, 18 years and under","3,299","3,127",.,.,.,.,"3,075",.,.,.,.,.,"1,081","2,635",.,.,995,.,"14,211"
CA52B,160,"Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,336",.,.,.,.,.,"2,336"
CA53A,100,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"3,828",.,.,.,.,.,.,"3,828"
CA53A,120,"Intermediate Ear Procedures, 19 years and over","5,918","8,296",.,.,"1,056","1,919",.,.,.,.,.,.,"3,984",.,.,.,"1,116",.,"22,288"
CA53A,140,"Intermediate Ear Procedures, 19 years and over","2,958",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,958"
CA53A,160,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,"2,018",.,.,.,.,.,.,"5,113",.,"7,131"
CA53A,330,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,362,"11,089",356,.,.,.,.,.,.,.,.,.,.,.,"11,807"
CA53B,120,"Intermediate Ear Procedures, 18 years and under","2,619","2,581",.,.,.,"3,044",.,.,.,.,.,.,"13,344",585,.,.,"4,761",.,"26,935"
CA53B,160,"Intermediate Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"46,903",.,.,.,.,.,"46,903"
CA54A,100,"Minor Ear Procedures, 19 years and over",.,.,.,.,"1,236",.,.,.,.,.,.,.,.,716,.,.,.,.,"1,951"
CA54A,120,"Minor Ear Procedures, 19 years and over","2,684","8,750",.,.,915,"4,915",656,"1,239",.,.,.,"9,092","12,158",777,.,"5,816","1,626",.,"48,629"
CA54A,140,"Minor Ear Procedures, 19 years and over","2,136",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,136"
CA54A,160,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,991",.,.,.,"7,497",.,"9,489"
CA54A,330,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,437,.,.,.,.,.,.,.,.,.,.,.,.,437
CA54B,120,"Minor Ear Procedures, 18 years and under","17,007","12,971",.,.,"1,063","4,518",461,.,.,709,.,.,"76,072","1,134",.,"1,485","5,484",.,"120,904"
CA54B,160,"Minor Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,411",.,.,.,"1,298",.,"9,709"
CA55A,120,"Minimal Ear Procedures, 19 years and over",744,"8,342",.,.,.,.,529,769,.,781,.,"6,557","3,576",339,.,.,"1,808",.,"23,445"
CA55B,120,"Minimal Ear Procedures, 18 years and under","6,401","16,144",.,.,"1,233","4,971",.,"1,699",.,.,.,"1,317","5,156","2,899",.,.,"2,802",.,"42,623"
CA55B,160,"Minimal Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
CA60A,100,"Tonsillectomy, 19 years and over",.,743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,743
CA60A,120,"Tonsillectomy, 19 years and over",970,"52,101",.,.,.,"44,506","10,268",.,.,.,.,"2,313",754,"1,362",.,.,.,.,"112,274"
CA60A,140,"Tonsillectomy, 19 years and over",421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,421
CA60B,120,"Tonsillectomy, 18 years and under",.,"39,120",.,.,.,"53,318","36,365",.,.,.,.,.,"185,871",883,.,.,"132,660",.,"448,217"
CA61Z,120,Adenotonsillectomy,.,"13,006",.,.,.,"23,714","73,551",.,.,.,.,.,"91,609",.,.,.,"69,180",.,"271,061"
CA62Z,120,Adenoidectomy,"6,597","94,472",.,.,"10,659","51,052","29,177","17,469",.,"3,455",.,"7,598","129,616","55,949",.,.,"117,486",.,"523,531"
CA62Z,420,Adenoidectomy,.,.,.,.,.,.,.,.,.,.,.,.,"1,991",.,.,.,.,.,"1,991"
CA63Z,120,Tracheostomy,.,"1,260",.,.,.,.,.,.,.,.,.,.,435,.,.,.,.,.,"1,695"
CA64Z,120,Uvulopalatoplasty or Uvulopalatopharyngoplasty,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,121",.,.,.,.,"3,121"
CA65Z,100,Frenotomy or Frenectomy,.,.,.,.,397,"1,543",374,.,.,.,.,.,.,.,.,.,.,.,"2,315"
CA65Z,120,Frenotomy or Frenectomy,"7,760","15,922",.,.,"9,038","11,075","2,482",.,.,.,.,.,"7,984","1,771",.,"1,117","9,099",.,"66,249"
CA65Z,140,Frenotomy or Frenectomy,"5,895",.,.,.,.,"1,455",370,901,.,.,.,.,303,.,.,.,"2,449",.,"11,373"
CA65Z,142,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,"1,935",.,.,.,.,.,"1,935"
CA65Z,160,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,"2,430",.,.,.,.,.,"2,430"
