HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
AA24G,150,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"4,143",.,.,.,.,"4,143"
AA24G,300,"Brain Tumours or Cerebral Cysts, with CC Score 2-3","2,447","3,065","3,462","3,810","2,083","2,611","5,407",.,.,.,"5,594","1,625",.,"3,515",.,"1,528","2,622"
AA24G,302,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
AA24G,320,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,"1,094",.,.,.,.,.,.,.,.,.,.,.,.,"1,094"
AA24G,340,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"3,059",.,.,.,.,"3,059"
AA24G,370,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,"4,218",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,218"
AA24G,400,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"5,188",.,.,.,.,"5,188"
AA24G,430,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,"3,426",.,.,"2,054",.,.,.,.,.,.,"2,417",.,"3,219",.,"2,089","2,728"
AA24G,823,"Brain Tumours or Cerebral Cysts, with CC Score 2-3",.,.,.,.,"10,544",.,.,.,.,.,.,.,.,.,.,.,"10,544"
AA24H,100,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,"4,580",.,.,.,.,.,.,.,.,.,.,.,.,"4,580"
AA24H,120,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,460",.,.,.,.,"2,460"
AA24H,150,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,850",.,.,.,.,"1,850"
AA24H,180,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,789"
AA24H,300,"Brain Tumours or Cerebral Cysts, with CC Score 0-1","1,972","1,017",.,"2,203","1,743",.,.,.,"1,879",.,734,"1,194",.,"3,180",.,"1,320","1,695"
AA24H,370,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,"3,297",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,297"
AA24H,400,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,505",.,.,.,.,"3,505"
AA24H,430,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,"1,740",.,.,"1,450",.,.,.,.,.,.,"2,221",814,"5,794",.,"2,686","2,426"
AA24H,823,"Brain Tumours or Cerebral Cysts, with CC Score 0-1",.,.,.,.,"3,295",.,.,.,.,.,.,.,.,.,.,.,"3,295"
AA25C,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,907,"1,634",.,.,.,"5,637",.,.,"1,707",.,"3,013",.,"23,108","6,001"
AA25C,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,.,.,.,.,.,.,.,.,"29,641",.,.,.,.,"29,641"
AA25C,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",.,.,.,.,"6,344",.,.,.,"4,756","11,149","21,635",.,"15,743",.,.,"5,073","10,485"
AA25D,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13","1,753","2,846",.,"8,164","3,431","1,205","4,220",.,.,.,.,"2,117",.,.,.,"1,100","2,658"
AA25D,361,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13",.,.,.,.,.,819,.,.,.,.,.,.,.,.,.,.,819
AA25D,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13","3,315","1,852",.,.,"1,631",.,.,.,"4,024",.,.,.,.,"4,506",.,"2,487","2,982"
AA25E,101,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,.,"1,314",.,.,.,.,.,.,.,.,.,.,.,.,"1,314"
AA25E,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","3,506","3,659",.,"4,763","1,242","4,067","8,440",.,"4,134",.,"5,954","1,998",.,"5,524",.,"1,421","2,764"
AA25E,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,"2,956",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,956"
AA25E,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,"6,535",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,535"
AA25E,361,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","6,773",.,"1,271",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,105"
AA25E,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,.,"4,767",.,.,.,.,"4,767"
AA25E,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10","3,039","1,111","3,738",.,"1,813",.,.,.,732,"4,059","5,528","1,772",.,"1,931",.,"2,004","2,436"
AA25F,100,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,"1,718",.,.,.,.,.,.,.,.,.,.,.,.,"1,718"
AA25F,110,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,"1,121",.,.,.,.,.,.,"3,787",.,.,.,.,"2,454"
AA25F,150,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"3,546",.,.,.,.,"3,546"
AA25F,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7","1,948","1,801","7,313","2,721","2,549","1,356",.,.,"1,754",.,"2,535","1,304",.,"2,887",.,"1,157","1,834"
AA25F,301,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
AA25F,302,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
AA25F,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,"4,720",.,.,.,.,.,.,.,.,.,.,.,.,912,"2,816"
AA25F,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,835,.,.,.,.,.,.,.,.,.,.,.,.,.,835
AA25F,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"4,589",.,.,.,.,"4,589"
AA25F,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7","2,210",988,"3,166",.,"1,864","1,055",.,.,.,"3,057","1,644","2,112","3,122","3,970",.,"1,194","2,116"
AA25G,100,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","2,741",.,.,"1,145",.,.,.,.,.,.,.,.,.,.,.,"1,818","1,901"
AA25G,101,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,"1,259",.,.,.,.,.,.,.,.,.,.,.,"1,259"
AA25G,110,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"1,538",.,.,.,.,"1,538"
AA25G,120,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,"1,512",.,.,.,.,.,.,"4,936",.,.,.,.,"2,653"
AA25G,140,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,593","3,593"
AA25G,150,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"2,834",.,.,.,.,"2,834"
AA25G,180,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,"1,789",.,.,.,.,.,.,527,.,.,.,.,"1,368"
AA25G,300,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","1,830","1,399","1,805","1,649","1,105","1,291","2,020",.,"1,181",.,"1,160","1,249",.,"1,607",.,"1,509","1,472"
AA25G,301,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
AA25G,302,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
AA25G,303,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,"2,143",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,143"
AA25G,320,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,"2,188",.,"2,143",.,.,.,.,.,.,.,.,.,"2,735","2,313"
AA25G,340,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"2,016",.,.,.,.,"2,016"
AA25G,400,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"3,081",.,.,.,.,"3,081"
AA25G,430,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","1,842","1,284","2,404",.,"1,623","1,641",.,.,732,"2,158","1,244","1,739","2,443","3,863",.,"1,069","1,590"
AA25G,502,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4","1,179",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,179"
AA26C,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",.,.,.,.,.,"1,581",.,.,.,.,.,.,.,.,.,.,"1,581"
AA26C,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+","1,315",.,.,.,.,.,.,.,"26,272",.,.,882,.,.,.,.,"11,125"
AA26C,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",.,.,.,.,"1,813",.,.,.,"9,756","5,634",.,.,"10,433",.,.,.,"8,242"
AA26D,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","11,192","1,356",.,.,"2,482","1,581",.,.,.,.,.,.,.,.,.,.,"4,681"
AA26D,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,"4,542",.,.,.,.,"4,542"
AA26D,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14","11,834","2,643","3,844","6,713","6,698",.,"3,165",.,"3,006",.,"1,184","1,039",.,"7,821",.,"1,100","4,590"
AA26D,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,558","4,558"
AA26D,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,150","1,150"
AA26D,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",.,"2,223","1,352",.,"5,365","8,206",.,.,"2,561","7,218",.,.,"7,872","9,227",.,"4,737","5,402"
AA26E,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","2,893","9,491",.,"6,870","2,555","1,779",.,.,.,.,.,"1,260",.,.,.,"1,591","3,029"
AA26E,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,776","5,776"
AA26E,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"4,851",.,.,.,.,"4,851"
AA26E,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","2,647","5,042","1,933","7,862","1,307","2,862","6,330",.,.,.,.,"1,545",.,"4,938",.,"2,919","3,268"
AA26E,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,978,.,.,.,.,978
AA26E,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,"2,695","2,500",.,.,.,.,.,.,.,.,.,.,"2,597"
AA26E,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"10,158",.,.,.,.,"10,158"
AA26E,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"13,531",.,.,.,.,"13,531"
AA26E,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11","3,806","3,927","3,801",.,"2,900",.,.,.,"4,207","5,538",.,"5,722","8,069","7,242",.,"3,186","4,951"
AA26F,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","3,997","3,672",.,"4,008","2,372","1,186",.,.,.,.,982,"1,246",.,"4,045",.,"2,500","2,688"
AA26F,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"4,184",.,.,.,.,"4,184"
AA26F,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"4,392",.,.,.,.,"4,392"
AA26F,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"1,370",.,.,.,.,.,.,.,.,423,.,.,.,.,.,897
AA26F,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,011","2,153","2,122","2,680","1,710","1,322","2,871",.,"1,597",.,"1,273","1,682",.,"2,511",.,"1,486","1,908"
AA26F,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,997,.,.,.,.,.,.,.,.,.,.,.,.,.,.,997
AA26F,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"2,448",.,.,.,.,"2,448"
AA26F,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,"3,929",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,929"
AA26F,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,067",845,.,"1,094","1,925",715,.,.,.,.,.,"1,763",.,.,.,"1,367","1,558"
AA26F,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,"4,170",.,.,.,.,.,.,.,.,"2,404",.,.,.,.,"2,845"
AA26F,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,"5,423",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,423"
AA26F,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"6,694",.,.,.,.,"6,694"
AA26F,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8","2,493","2,161","2,814",.,"1,726","3,385",.,.,"2,561","3,620","1,244","1,902","3,315","4,506",.,"2,142","2,537"
AA26G,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,970","2,124",.,"2,863","1,799","1,318",.,.,.,.,"1,895","1,343",.,"3,236",.,"2,329","1,926"
AA26G,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"1,916",.,.,.,.,"1,916"
AA26G,130,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"2,372",.,.,.,.,"2,372"
AA26G,140,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,228",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198","1,213"
AA26G,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"3,039",.,.,.,.,"3,039"
AA26G,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,913,.,.,.,.,.,.,.,.,.,661,.,.,.,.,684
AA26G,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,656","1,485","1,257","1,655","1,215","1,079","2,193",.,"1,587",.,"1,512","1,118",.,"1,712",.,"1,321","1,413"
AA26G,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"1,682",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,682"
AA26G,302,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
AA26G,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,714
AA26G,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,378","1,568","2,125","1,504","1,829",.,"2,103",.,.,.,848,.,.,"2,798",.,"1,367","1,715"
AA26G,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,"5,072",.,.,.,.,.,.,"2,404",.,.,.,.,"3,738"
AA26G,350,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"4,708",.,.,.,.,"4,708"
AA26G,361,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","2,605",.,"1,240",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,922"
AA26G,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,"3,065",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,065"
AA26G,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"3,203",.,.,.,.,"3,203"
AA26G,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5","1,924","1,505","1,747",.,"1,466","1,829",.,.,"2,195","1,978",730,"1,957","2,443","2,217",.,"1,272","1,693"
AA26G,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,"2,866",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,866"
AA26G,823,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",.,.,.,.,"3,954",.,.,.,.,.,.,.,.,.,.,.,"3,954"
AA26H,100,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,294","1,296",.,"1,889","1,387","1,087",.,.,.,.,982,"1,009",.,"1,941",.,"1,250","1,410"
AA26H,101,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,"2,120",.,.,.,.,.,.,.,.,.,.,.,"2,120"
AA26H,110,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","2,078",.,.,.,.,.,.,"1,931",.,.,.,"1,803",.,.,.,.,"1,935"
AA26H,120,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,756,.,.,.,.,.,.,"1,486",.,.,.,.,"1,121"
AA26H,150,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,088",.,.,.,.,"2,088"
AA26H,160,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,885","1,885"
AA26H,180,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"1,142",.,.,"1,789",.,.,.,.,.,423,649,.,.,.,.,852
AA26H,300,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,285","1,107","1,194","1,361",959,864,"1,253",.,"1,278",.,"1,083",989,.,"1,415",.,"1,160","1,124"
AA26H,301,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
AA26H,303,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"1,514",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,514"
AA26H,320,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,378","1,408","1,260","1,823","1,155",834,.,.,.,.,"1,244",.,.,"3,197",.,.,"1,408"
AA26H,340,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"1,112",.,.,.,.,"1,112"
AA26H,350,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,239",.,.,.,.,"3,239"
AA26H,370,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,"2,122",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,122"
AA26H,400,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,316",.,.,.,.,"2,316"
AA26H,430,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2","1,473","1,111","1,489",.,"1,153","1,407",.,.,"1,463",.,959,"1,868","1,629","2,575",.,895,"1,362"
AA26H,501,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,"2,229",.,.,"1,878",.,.,.,.,.,.,"1,420",.,.,.,"2,190","1,942"
AA26H,502,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,632","1,632"
AA27Z,300,Medical Care of Patients with Alzheimer's Disease,"1,140",.,"2,315","2,268","4,411",.,"4,022",.,"4,791",.,"3,054","1,542",.,.,.,"2,274","2,943"
AA27Z,400,Medical Care of Patients with Alzheimer's Disease,.,.,.,.,.,.,.,.,.,.,.,"8,915",.,.,.,.,"8,915"
AA27Z,430,Medical Care of Patients with Alzheimer's Disease,"9,209","1,605","9,256",.,"2,356",.,.,.,"7,317","8,811",.,"3,004",.,.,.,"3,581","6,416"
AA28C,300,Motor Neuron Disease with CC Score 8+,.,.,.,"4,838",.,.,.,.,.,.,.,.,.,.,.,"6,602","5,279"
AA28C,430,Motor Neuron Disease with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,"8,550",.,.,"14,026","11,288"
AA28D,300,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,118","3,118"
AA28D,340,Motor Neuron Disease with CC Score 5-7,.,.,"2,688",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,688"
AA28D,400,Motor Neuron Disease with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"4,861",.,.,.,.,"4,861"
AA28E,300,Motor Neuron Disease with CC Score 2-4,.,"7,319",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,637","8,425"
AA28E,320,Motor Neuron Disease with CC Score 2-4,.,.,.,"8,751",.,.,.,.,.,.,.,.,.,.,.,.,"8,751"
AA28E,340,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,"1,428",.,.,.,.,.,.,.,.,.,.,"1,428"
AA28E,400,Motor Neuron Disease with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"6,676",.,.,.,.,"6,676"
AA28E,430,Motor Neuron Disease with CC Score 2-4,"12,155","4,816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,262"
AA28F,400,Motor Neuron Disease with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"8,416",.,.,.,.,"8,416"
AA29C,300,Transient Ischaemic Attack with CC Score 11+,.,.,.,"7,711",.,.,.,.,.,.,.,"2,109",.,.,.,917,"2,660"
AA29C,430,Transient Ischaemic Attack with CC Score 11+,.,.,.,.,.,.,.,.,732,.,.,"4,304",.,"4,506",.,"3,506","3,484"
AA29D,300,Transient Ischaemic Attack with CC Score 8-10,"2,279","1,762",.,"2,621",.,.,"1,846",.,"1,127",.,"3,858","2,078",.,"1,004",.,978,"2,060"
AA29D,430,Transient Ischaemic Attack with CC Score 8-10,"1,289","2,963",.,.,"1,631",.,.,.,"1,463","3,956","2,101","3,844","4,479","5,150",.,"1,691","2,717"
