HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
BZ15D,130,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0",27,.,.,.,.,.,.,.,.,2,4,.,15,.,.,.,.,.,48
BZ16A,130,"Minor Ocular Motility Procedures, 19 years and over",5,.,.,.,.,.,.,.,.,.,5,.,4,.,.,.,.,.,14
BZ16B,130,"Minor Ocular Motility Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,6,.,.,26,.,.,.,.,.,33
BZ17B,130,Major Glaucoma Procedures with CC Score 0,1,.,.,.,.,.,.,.,.,.,2,.,4,.,.,3,.,.,10
BZ18A,130,Intermediate Glaucoma Procedures with CC Score 1+,3,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,14
BZ18B,130,Intermediate Glaucoma Procedures with CC Score 0,15,.,.,.,.,.,.,.,.,.,11,.,112,.,.,1,.,.,139
BZ19A,130,Minor Glaucoma Procedures with CC Score 1+,2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,5
BZ19B,130,Minor Glaucoma Procedures with CC Score 0,56,.,.,.,.,.,.,.,.,.,1,.,182,.,6,5,.,.,250
BZ20A,130,Complex Vitreous Retinal Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ20B,130,Complex Vitreous Retinal Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,20
BZ21B,130,Major Vitreous Retinal Procedures with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
BZ21C,130,Major Vitreous Retinal Procedures with CC Score 0,13,.,.,.,.,.,.,1,.,.,1,.,31,.,.,.,.,.,46
BZ22A,130,Intermediate Vitreous Retinal Procedures with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2
BZ22B,130,Intermediate Vitreous Retinal Procedures with CC Score 0-1,21,.,.,.,.,.,.,.,.,1,.,.,79,.,10,.,.,.,111
BZ22B,303,Intermediate Vitreous Retinal Procedures with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ23Z,120,Minor Vitreous Retinal Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ23Z,130,Minor Vitreous Retinal Procedures,604,.,.,.,.,.,.,.,.,.,11,.,"1,779",1,69,.,.,.,"2,464"
BZ23Z,303,Minor Vitreous Retinal Procedures,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24F,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
BZ24F,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
BZ24G,130,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",14,.,.,.,.,.,.,.,.,1,4,.,610,2,.,.,.,.,631
BZ24G,300,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",3,.,.,.,.,.,.,.,.,1,1,.,.,.,.,.,.,.,5
BZ24G,370,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
BZ24G,400,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,14
CA02B,130,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA02B,160,Very Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA03B,120,Major Neck Procedures with CC Score 0-1,.,3,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,10
CA03B,140,Major Neck Procedures with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA03B,160,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA03B,171,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA03B,300,Major Neck Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
CA04A,120,"Intermediate Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA04B,120,"Intermediate Neck Procedures, 18 years and under",.,1,.,.,.,1,1,.,.,.,.,.,5,.,.,.,.,.,8
CA05A,100,"Minor Neck Procedures, 19 years and over",3,2,.,.,9,7,2,5,.,1,1,1,1,2,2,3,11,.,50
CA05A,120,"Minor Neck Procedures, 19 years and over",7,7,.,.,.,10,2,.,.,.,.,4,34,3,.,.,1,.,68
CA05A,130,"Minor Neck Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,12,.,10,.,.,1,.,.,24
CA05A,140,"Minor Neck Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA05A,160,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA05A,823,"Minor Neck Procedures, 19 years and over",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
CA05B,100,"Minor Neck Procedures, 18 years and under",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
CA05B,120,"Minor Neck Procedures, 18 years and under",4,1,.,.,.,3,2,.,.,.,.,1,1,1,.,.,1,.,14
CA05B,160,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA05B,171,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA05B,823,"Minor Neck Procedures, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA10A,120,"Septorhinoplasty, 19 years and over",2,5,.,.,.,2,3,1,.,.,.,3,.,.,.,.,.,.,16
CA10B,120,"Septorhinoplasty, 18 years and under",.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
CA11A,120,"Septoplasty, 19 years and over",2,30,.,.,16,24,39,16,.,1,.,25,81,41,.,62,.,.,337
CA11B,120,"Septoplasty, 18 years and under",.,.,.,.,2,1,4,1,.,.,.,3,6,4,.,2,.,.,23
CA12Z,120,Major Treatment of Epistaxis,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA13A,120,"Minor Treatment of Epistaxis, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,4
CA13B,120,"Minor Treatment of Epistaxis, 18 years and under",4,2,.,.,.,.,1,1,.,.,.,1,32,1,.,.,3,.,45
CA13B,142,"Minor Treatment of Epistaxis, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA14Z,120,Nasal Polypectomy,1,22,.,.,7,13,1,4,.,.,.,11,52,6,.,1,1,.,119
CA15Z,120,"Excision or Biopsy, of Lesion of Internal Nose",4,5,.,.,.,8,2,.,.,.,.,5,17,.,.,8,3,.,52
CA15Z,160,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA15Z,330,"Excision or Biopsy, of Lesion of Internal Nose",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA16Z,100,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,27,.,.,4,.,.,.,4,.,1,.,3,1,.,40
CA16Z,120,"Excision or Biopsy, of Lesion of External Nose",5,3,.,.,.,2,.,.,.,.,.,.,11,.,.,4,1,.,26
CA16Z,130,"Excision or Biopsy, of Lesion of External Nose",2,.,.,.,.,.,.,.,.,.,1,.,3,.,.,.,.,.,6
CA16Z,140,"Excision or Biopsy, of Lesion of External Nose",53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53
CA16Z,160,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,.,.,.,.,.,32,.,.,6,.,.,.,75,.,113
CA16Z,330,"Excision or Biopsy, of Lesion of External Nose",.,.,.,.,27,56,10,.,.,.,.,.,.,.,.,.,3,21,117
CA20Z,120,Complex Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,.,4
CA20Z,130,Complex Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA20Z,140,Complex Nose Procedures,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,3
CA20Z,160,Complex Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA21Z,120,Very Major Nose Procedures,.,.,.,.,1,4,.,.,.,4,.,.,.,.,.,.,.,.,9
CA21Z,140,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA21Z,160,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
CA21Z,330,Very Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,8
CA22Z,120,Major Nose Procedures,4,14,.,.,2,9,8,.,.,.,.,4,5,1,.,5,.,.,52
CA22Z,140,Major Nose Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA22Z,160,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,9,.,10
CA22Z,330,Major Nose Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,236,.,236
CA23Z,100,Intermediate Nose Procedures,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA23Z,120,Intermediate Nose Procedures,4,2,.,.,.,1,5,.,.,1,.,.,6,2,.,2,3,.,26
CA23Z,140,Intermediate Nose Procedures,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,16
CA23Z,160,Intermediate Nose Procedures,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,17,.,22
CA24A,120,"Minor Nose Procedures, 19 years and over",4,35,.,.,.,8,7,.,.,4,.,6,20,10,.,4,1,.,99
CA24A,140,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA24A,160,"Minor Nose Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,5,.,7
CA24A,330,"Minor Nose Procedures, 19 years and over",.,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,9
CA24B,120,"Minor Nose Procedures, 18 years and under",3,1,.,.,1,3,1,.,.,1,.,4,12,4,.,.,1,.,31
CA24B,140,"Minor Nose Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA24B,160,"Minor Nose Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA25A,120,"Minimal Nose Procedures, 19 years and over",2,19,.,.,5,1,4,4,.,.,.,8,24,1,.,1,.,.,69
CA25B,120,"Minimal Nose Procedures, 18 years and under",5,17,.,.,7,4,5,2,.,.,.,2,25,6,.,.,14,.,87
CA26Z,120,Complex Sinus Procedures,1,1,.,.,.,1,.,.,.,3,.,.,1,.,.,.,.,.,7
CA27Z,120,Major Sinus Procedures,.,.,.,.,.,2,3,.,.,15,.,.,2,.,.,.,.,.,22
CA28Z,120,Intermediate Sinus Procedures,.,7,.,.,.,4,8,2,.,2,.,8,5,.,.,.,.,.,36
CA28Z,140,Intermediate Sinus Procedures,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,3
CA29Z,120,Minor Sinus Procedures,1,13,.,.,.,8,3,.,.,.,.,2,9,.,.,.,.,.,36
CA31Z,120,"Simple or Cortical, Mastoid Procedures",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,3
CA31Z,160,"Simple or Cortical, Mastoid Procedures",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
CA32A,120,"Tympanoplasty, 19 years and over",4,6,.,.,.,11,.,.,.,.,.,2,10,.,.,5,.,.,38
CA32B,120,"Tympanoplasty, 18 years and under",2,6,.,.,2,2,2,.,.,2,.,.,5,.,.,.,1,.,22
CA33Z,120,Pinnaplasty,2,1,.,.,.,3,.,.,.,.,.,1,2,2,.,.,1,.,12
CA33Z,160,Pinnaplasty,.,.,.,.,.,.,.,.,.,.,.,.,58,.,.,.,3,.,61
CA34A,100,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,4,.,.,24,.,3,2,.,1,4,4,.,2,.,4,4,.,52
CA34A,120,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",39,12,.,.,3,9,5,2,.,.,.,6,22,2,.,31,.,.,131
CA34A,140,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
CA34A,160,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,.,.,.,.,.,19,.,.,.,.,.,.,42,.,61
CA34A,330,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",.,.,.,.,18,43,18,.,.,.,.,.,.,.,.,.,.,27,106
CA34B,100,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,2
CA34B,120,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",1,1,.,.,.,1,3,.,.,.,.,1,2,.,.,2,1,.,12
CA34B,160,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,3,.,8
CA34B,171,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,4
CA35A,120,"Insertion of Grommets, 19 years and over",18,53,.,.,12,8,8,8,.,4,.,27,82,5,.,13,13,.,251
CA35B,120,"Insertion of Grommets, between 2 and 18 years",122,145,.,.,66,74,52,15,.,4,.,31,253,73,.,6,141,.,982
CA35B,420,"Insertion of Grommets, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA35C,120,"Insertion of Grommets, 1 year and under",7,8,.,.,1,25,4,.,.,.,.,.,35,.,.,.,18,.,98
CA36A,120,"Clearance of External Auditory Canal, 19 years and over",2,4,.,.,1,.,.,.,.,.,.,1,2,.,.,.,.,.,10
CA36B,100,"Clearance of External Auditory Canal, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA36B,120,"Clearance of External Auditory Canal, 18 years and under",8,19,.,.,5,12,4,.,.,.,.,3,14,7,.,.,8,.,80
CA37B,370,"Audiometry or Hearing Assessment, between 5 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA37C,370,"Audiometry or Hearing Assessment, 4 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA38B,120,"Evoked Potential Recording, 18 years and under",6,4,.,.,.,6,.,.,.,.,.,.,.,.,.,.,5,.,21
CA39Z,120,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
CA40Z,120,Fitting of Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
CA42Z,120,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
CA50Z,120,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA50Z,160,Complex Ear Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
CA51A,100,"Very Major Ear Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA51A,120,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
CA51A,140,"Very Major Ear Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA51A,160,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,.,4
CA51B,120,"Very Major Ear Procedures, 18 years and under",.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,2
CA51B,160,"Very Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA52A,100,"Major Ear Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA52A,120,"Major Ear Procedures, 19 years and over",3,1,.,.,2,1,1,.,.,.,.,1,1,1,.,2,.,.,13
CA52A,140,"Major Ear Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
CA52A,160,"Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,8
CA52A,330,"Major Ear Procedures, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA52B,120,"Major Ear Procedures, 18 years and under",2,1,.,.,.,.,5,.,.,.,.,.,1,1,.,.,1,.,11
CA52B,160,"Major Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA53A,100,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,3
CA53A,120,"Intermediate Ear Procedures, 19 years and over",4,4,.,.,1,2,.,.,.,.,.,.,3,.,.,.,1,.,15
CA53A,140,"Intermediate Ear Procedures, 19 years and over",6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
CA53A,160,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,5,.,7
CA53A,330,"Intermediate Ear Procedures, 19 years and over",.,.,.,.,2,13,1,.,.,.,.,.,.,.,.,.,.,.,16
CA53B,120,"Intermediate Ear Procedures, 18 years and under",2,3,.,.,.,3,.,.,.,.,.,.,10,1,.,.,5,.,24
CA53B,160,"Intermediate Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,.,.,34
CA54A,100,"Minor Ear Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
CA54A,120,"Minor Ear Procedures, 19 years and over",3,7,.,.,1,4,1,1,.,.,.,6,9,1,.,4,2,.,39
CA54A,140,"Minor Ear Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CA54A,160,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,7,.,9
CA54A,330,"Minor Ear Procedures, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA54B,120,"Minor Ear Procedures, 18 years and under",18,8,.,.,1,9,1,.,.,1,.,.,77,2,.,1,6,.,124
CA54B,160,"Minor Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,1,.,8
CA55A,120,"Minimal Ear Procedures, 19 years and over",1,8,.,.,.,.,1,1,.,1,.,5,4,1,.,.,2,.,24
CA55B,120,"Minimal Ear Procedures, 18 years and under",8,12,.,.,2,9,.,2,.,.,.,1,7,4,.,.,3,.,48
CA55B,160,"Minimal Ear Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA60A,100,"Tonsillectomy, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA60A,120,"Tonsillectomy, 19 years and over",1,31,.,.,.,51,14,.,.,.,.,1,1,2,.,.,.,.,101
CA60A,140,"Tonsillectomy, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA60B,120,"Tonsillectomy, 18 years and under",.,21,.,.,.,66,55,.,.,.,.,.,178,1,.,.,119,.,440
CA61Z,120,Adenotonsillectomy,.,8,.,.,.,30,103,.,.,.,.,.,80,.,.,.,62,.,283
CA62Z,120,Adenoidectomy,4,44,.,.,6,70,43,18,.,4,.,13,119,57,.,.,113,.,491
CA62Z,420,Adenoidectomy,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA63Z,120,Tracheostomy,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
CA64Z,120,Uvulopalatoplasty or Uvulopalatopharyngoplasty,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
CA65Z,100,Frenotomy or Frenectomy,.,.,.,.,1,2,1,.,.,.,.,.,.,.,.,.,.,.,4
CA65Z,120,Frenotomy or Frenectomy,8,18,.,.,12,20,7,.,.,.,.,.,10,3,.,1,10,.,89
CA65Z,140,Frenotomy or Frenectomy,14,.,.,.,.,2,1,1,.,.,.,.,1,.,.,.,2,.,21
CA65Z,142,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
CA65Z,160,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
CA65Z,171,Frenotomy or Frenectomy,.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,25,.,46
CA66A,100,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,3,.,.,8,.,.,2,.,.,.,2,.,.,.,1,1,.,17
CA66A,120,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",2,12,.,.,2,13,2,.,.,2,.,2,59,1,.,2,4,.,101
CA66A,130,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
CA66A,140,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",461,.,.,.,.,3,1,65,.,.,.,.,7,.,.,.,16,.,553
CA66A,160,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,.,.,.,.,.,.,.,.,15,.,.,2,.,.,.,24,.,41
CA66A,330,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",.,.,.,.,6,14,.,.,.,.,.,.,.,.,.,.,5,11,36
CA66B,120,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",3,2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,.,8
CA66B,140,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",21,.,.,.,.,.,.,3,.,.,.,.,2,.,.,.,1,.,27
CA66B,142,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
CA66B,160,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,4,.,10
CA66B,171,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
CA66B,330,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2,.,3
CA67A,120,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",2,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,5
CA67A,140,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CA67B,120,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",4,5,.,.,.,2,1,.,.,.,.,.,36,.,.,.,.,.,48
CA68A,120,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",2,1,.,.,.,5,.,.,.,.,.,.,17,2,.,.,.,.,27
CA68B,120,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,3
CA69A,100,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
CA69A,120,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",76,37,.,.,.,52,7,4,.,.,.,34,198,1,.,2,.,.,411
CA69A,140,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA69A,300,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",1,1,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2,.,6
CA69A,320,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA69B,120,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",2,2,.,.,.,3,4,1,.,.,.,.,12,.,.,.,4,.,28
CA69B,171,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA69C,120,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",1,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,2,.,10
CA70Z,120,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,18,15,.,.,.,20,2,.,.,.,.,3,32,.,.,2,.,.,92
CA71A,120,"Diagnostic Nasopharyngoscopy, 19 years and over",11,9,.,.,1,12,3,1,.,1,.,4,26,2,.,5,.,.,75
CA71B,120,"Diagnostic Nasopharyngoscopy, 18 years and under",4,8,.,.,.,3,.,.,.,.,.,.,14,.,.,.,.,.,29
CA80C,120,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA81B,120,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
CA82B,120,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
CA82B,140,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA82C,120,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA82D,160,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
CA83A,140,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
CA83B,120,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,1,.,.,.,2,1,.,.,.,.,.,8,.,.,.,.,.,12
CA83B,140,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
CA83B,160,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA83C,120,"Major, Mouth or Throat Procedures, 18 years and under",.,.,.,.,.,.,2,.,.,.,.,.,1,1,.,.,1,.,5
